# colors_mcd20.0_mld5.0_nc6_cvd100_minj40_maxj80_ns10000_f
# Python 3.6.9 (default, Jan 26 2021, 15:33:00) [GCC 8.4.0]
# NumPy 1.19.5, Numba 0.53.1, Joblib 1.0.1
0045ff 60639d 876d6f 99c2e4 aaaa8a e93f23
2d93f8 6240dc 887796 96c2c5 a25b21 e58c71
2d974b 585b66 5cdf19 9f8ff1 a128dd ec8ea3
2d98f7 6937d3 78b03a 9a5b92 b32e42 dbb1b4
2d9a90 5859a9 8c7532 9c80ff c9addd e09907
2d9b73 5c586d 61d4b8 9eb73c c27bfa c81e14
2d9cbf 6a556b 7745e8 c1bbb5 da323e f4911a
2da171 794a6a a0c1df cc19d3 cf1b00 d79c04
2da1e1 3063b9 717c6a 96afac c26901 dcaf61
2da88a 635668 675bd6 a3d114 bc93f8 c95c36
2dad8f 4e6065 8849b7 a4a2d6 c6451e c9bf4b
2db013 4c632e a849dc ae2976 b1bcfb de88a5
2db0ab 5f5470 7a6fcd 895546 b4c179 dc5f06
2db2fc 3a3ff8 7a5888 808c80 b2601f bdc0c3
2db5fd 4b673f 6ba71e 8c30f0 9e5f9e bab6a7
2dba31 4a7205 8b4dea bda6e3 c75c8f f3a8ab
2dbb2c 3e6e5e 8e3bfd 9f78ab a6b1ae e6a2f9
2dbd81 6a7a83 844533 c842eb dca7eb f75604
2dbef6 5e5c25 648994 9048ee acc6c2 b08e62
2dc1a9 5c53d7 86687a 9b87d5 db511b e8b526
2dc1e5 516798 645653 87a676 bf4a05 e5b828
2dc2c4 3048f7 617183 a47efe eb010a f9a86c
2dc4d6 7f7cf4 a39483 b24c90 b51514 faaa50
2dc69f 43867d 871cb8 a8432e a882cf f1b01d
2dc7d0 5c6b8b a32143 a5c9a0 b56af6 dd8b28
2dc8db 608d83 939629 a70241 ad3fc0 b0c7ab
2dc941 487726 8552fe 932e7f a58cca eaa8b7
2dc9ab 60765e 8c1bba 9dd119 af88ea b67403
2dcbbd 683cc0 6f86ca 886f76 9cd417 c11816
2dcbed 545d4e 91a49e 951af4 ab54a0 f94107
2dcc6e 4d7178 7c3ab4 967cfe a5613e e2a9d2
2dcdaa 616f46 8a3280 a823ff b2a33c de5bc0
2dd5ff 466422 8073d3 955072 ae99a9 ff875b
2dd9c4 60557e 6f8c87 8d5836 b2b363 d771df
2ddb93 4380fe 696a90 7f5221 a2afbf d77910
2ddcbc 486512 6e77fe 965c94 a8a9e4 ea6f64
2ddcc1 5649c3 656f23 7890e8 a0a650 b96687
2ddcc5 7393bf 8a42f4 9b176e d3a81c e40354
2dddaa 536364 8b9dae ab6119 b153fe bcb238
2ddf4c 584fa3 7c6470 aaafa2 de6de3 e82331
2ddf9c 549b7c 7c4da9 9f95be b8461f fe7f1e
2de067 357a7d 7444c1 9d8ef9 b57331 c7a2ba
2de438 6f652d 952668 9c45fc a7a496 be65a7
2e44f7 3cd02a 9474b8 b92511 c9b7d4 df778b
2e47ea 7795dc 87645e bac0cd c09d73 e02206
2e48e7 686082 708df5 94ac7a e7b416 ec000b
2e49f7 7581ad 926236 a3c3f6 ae968b fa8c29
2e4ce4 57beba 735f84 a48bf6 c27071 ddbb20
2e53c8 50bcad 626a7c a486df a85f44 d2ba13
2e54ea 6ba790 86759e a05b3a bca910 c4b4ff
2e655c 51bde7 6e9801 7c3eef ebae8a fc3b9f
2e655e 5baaf9 7756a7 90949d a86024 ef986b
2e65f4 4a5f53 90b377 9b82a0 c15901 e79bfe
2e6659 3cc1f8 7fb227 80670f 8760e1 ebabb6
2e667c 888679 92ade0 a54d09 ae27fe deaf7b
2e6745 6a80ff 72dd11 90a061 ab288a db9ac1
2e6844 50c2a6 7933fd 9860a9 e09ef5 f46e1a
2e68e1 729d7e 827392 9b313c b1af0d ff94d7
2e6912 2ec31e 735f72 969884 bb3cfb e49ccd
2e6b35 773afe 817380 8697fc b2a7b9 eda675
2e6be4 456e24 6ab70e 928782 bfc2a5 f189cf
2e6c55 3bae9a 768325 94bc04 cc42f0 e29df8
2e6cc5 827d7c 8a432f a5a2ea c0842f ccbd96
2e6cf4 4f6046 71b4fc b07791 ccbca3 ff6608
2e727b 70b9b2 948365 98311b cbbe4b da55f1
2e729f 605a52 6ea6ce a4d11b bc6724 d19e8c
2e72c5 43c0de 5b5c42 789590 987d0a cdbf46
2e7370 32c699 7a27c9 8781cc b9bde6 d2810a
2e7371 6a7b2b 8719b6 98ada5 b079c7 f9ab20
2e7468 7309ee 767924 8bbd4b bc52c6 d2b5c6
2e7727 37b305 9e598c 9e5bf6 a0aa92 f68ae2
2e796e 59dd71 7535c6 8b85d5 8d7927 bda9b8
2e79d6 5eccf2 937f93 94b28f 9a3f52 d27e15
2e7b33 a045fb a4036d aeaaec d56996 e2b581
2e7b77 824a34 829715 8bc4a5 8c59f1 c184bf
2e7ccd 615865 99addb a27967 c0c179 c10900
2e7d37 860cdd a375f4 a9b9e3 b06489 b1af32
2e7d60 63adc1 932f86 9f4cf0 aebc92 b77c0f
2e7e08 40c4ca 9f265f a29582 d438ec eab03f
2e86cb 657574 7bbeaa 9a9a34 ae2a2f c9b3fb
2e882c 31c965 884398 898284 9287fa d1b4c4
2e8a3c 8c09fe 922b70 a6c5d5 c6ad08 d44eba
2e8b76 6c4d79 77c7fc 97501a 9dac33 af5ceb
2e8ea3 7cccf8 8020c9 96653f b4b09f dd8801
2e9061 85ab1d 86bfee a03882 aa0202 b853fd
2e9280 7365b0 9ac8ab a51b31 c29ad5 ce8313
2e9495 585d57 8ac18c a333c5 d078fb ed5d17
2e965f 5038ef 6bd3b4 8c5882 9a8edb b5af25
2e969c 4d588d 9b5144 9ea25a a5c7c4 e688f8
2e96fa 5d3ed5 6c637d 70ca33 9f99ae a76c4f
2e976e 5537f3 9c4785 a3bdd9 acac37 d360ff
2e9d7a 7dd0d2 7f6089 9f321f a190f9 c7ad04
2e9f2d 635839 8226f6 9cc59a b04d80 c392c9
2ea1af 4a626b 8fa683 9244c8 e10a1f fd9b0f
2ea2ed 6f8090 794c3d 900ef3 bfbac7 e68d6f
2ea51c 41665a 872dfd 959e8e 9b5ba4 f587db
2ea58c 3e40f7 87598d ae91d2 d3483e e7ac36
2eaa67 7158d9 9c7393 ae081f b3c2c0 ec7ffe
2eaa8c 66761c a21084 ad48f5 b8bdd8 c1ab37
2eaaff 486a59 8b7111 96be4d db52a5 ebabbb
2ead9d 6845f2 6e8b0a 8b3b4d 9fcb5f d97ef6
2eadbf 6c8f08 7e2ed6 b9cb07 c82472 d59884
2eb082 7b3dcd 9bd34f a14e7e d88edc e22205
2eb2ef 7e56f9 8e9354 9c4383 a7c8ad a80c20
2eb39c 663dc6 825b55 947ae8 aaba3f c44305
2eb658 695175 7c6cd5 994d4b 9e8296 bebce2
2ebecb 6b3ce1 6b8b76 7d6290 b0c19a cb8329
2ebffd 7158ba 92d156 9f1a5e a27018 a99ba2
2ec0ee 456ce5 5f5668 a89097 cc4f32 f4ac4f
2ec124 5a6127 8b30eb b3c2b2 c46ddd e13878
2ec1e0 79647d 894439 c92cf8 ec6031 efa7a3
2ec20d 5c7c20 7534eb a578ed e0a5d4 e80e85
2ec4a8 5d3dd6 7f89b8 ac3a6d dbb745 e30603
2ec7bc 7651c9 a51c04 b18af8 cfbe18 fc267d
2ec8d5 487f2c 8b3b65 ac50f5 ddbc0e ed6087
2eca61 418473 8c02bc a372c9 b91c1e c4bdc2
2eca6c 4e731b 503fe2 a0607c ab74ec b9b7e3
2eccaf 4e5b6f 9a5be4 a63d39 ae8a12 fd94fe
2ecefd 6d15f1 915990 919d99 c25442 d39f21
2ecfab 605477 8091ae a84dfd bf3a45 d1933d
2ed0ce 5e6c72 783ea2 89ad6a c661f2 d71902
2ed5ff 5a5d8a 66a1a3 9f64fc c13b45 f58d44
2ed6b5 5068ff 605d07 838fa9 b9006a da914f
2eda88 4b922f 766768 952297 ad99c1 cc47ff
2edd90 5c94ac 634f90 9a6566 bb1f04 e38403
2ede94 7e7cf4 806c8f a9314f d09bc4 f26522
2edf9a 57957b 70591d aeafc5 b79702 ba41a5
2ee24b 30696d 8f9f82 9e5431 a752ff d799ca
2f41f9 6d6364 7483b4 a9c5b4 ce2211 d59e49
2f46f9 4f742b 5d8eea 8d6b8c 9fc6e0 e59094
2f4afa 7a6eaa 7dd2bf b9747c be9ff2 c01f22
2f4be8 657b50 74d297 895086 8d82ff c098bb
2f50dc 33bcff 7d80a0 835f40 b9be8e f46705
2f51e5 5996e7 adc0d7 b16874 cc0b05 fb851a
2f53c8 50a7e6 666e0e 92c31f bc6283 e7adbb
2f56b9 40e14f 7a7896 a9ace0 bf847c c10c28
2f56bd 727a9b 8bd0ab 995853 b39b2a b69bf7
2f57d0 489ce1 646c6d 96d509 af703e c0ac9a
2f57dc 6bba90 7b7f91 ab474d b58e12 cbaefa
2f60fa 9e2b34 9e6795 c39df1 fba49b fc432c
2f636e 37a679 8643d2 a0d058 cc4215 d377de
2f63e2 6e9302 74d469 7f4929 b49bfa bf7b95
2f63ec 82cfd7 8d7e9e 963240 caa588 db6e01
2f64f0 5db78d 81768c a51d19 cba4d6 f84611
2f6575 74a3db 909091 a336f6 b43131 f99a5f
2f6654 7c54c9 a4aeef ac7892 cabbbd ff6930
2f6658 71680d 75b526 ac05ff d842a7 f09ab8
2f669c 3295fd 696f6e 97bbd9 bf9f85 df3c21
2f675a 8bbb72 9b2cea cf529a e11409 f892f0
2f6850 7a8213 964998 a78bf5 b1cb18 e38f8e
2f68e2 83748e 894341 98b6ce d5b9a2 f36739
2f6932 4b85fc 93be08 ac2986 ddaad1 f4517f
2f6af9 80574b 968991 9fa5e4 c55c05 ddb725
2f6b34 6accaa 825c76 899a05 c601d6 ce88ce
2f6b43 7ddb04 a132f3 a57a00 a599c8 f48b91
2f6e95 6f776d 7accfd 8983ff b66b13 d2a679
2f7196 81454b 8296f3 aea7a2 d33515 eea651
2f71f1 6a5717 acbaca b01b7f c8a502 f7517d
2f73fe 75656b 7fd580 963508 b7a1c6 c5700e
2f75e8 576c70 63d0fa 87a39d a5180b d8a23d
2f75e9 636b6e 80a3b2 94352a c6a682 d36702
2f78f0 4a5b7b 83d2a9 ad3b22 af91ba ee9534
2f7a3a 8c3a68 929594 9fc3e9 c59c21 dc0ad8
2f7c29 6c1ff3 85aa94 a272f0 c0388c c0b840
2f7f78 55b8c8 75502e 919111 bb3dda e7a689
2f847f 69581e 7c47cf 82911c d4ba88 ff66fd
2f8556 575967 9302f3 9ecbbc b968ce f3900d
2f86fc 59642f 995292 9eafd2 d9bc46 dd737e
2f8a83 9e2aad a5142e a6caa0 d091e6 e07331
2f8f8a 3ad3b2 6f23e3 8cac3a 8e5840 c658f5
2f9298 6a40b1 b0413f bf95fb f7a18c fe5105
2f9354 3ed5f8 6b56b5 8a395e 988ea1 d2a506
2f95fb 7513e9 887196 8ec7a2 9d5642 bfa72d
2f96e7 6341c8 9c7814 aca1aa bb3772 f9a642
2f97ff 554be7 868145 97b6c1 a34b86 e9b07b
2f99fd 6840df 6a7750 8eccc5 b16495 b1b623
2f9cff 716d96 7d4852 8da7ac d14a17 d1bb55
2f9ee2 5754c1 7c8d11 96b1b6 ab445f e7a976
2f9ff1 81489f b3aeb5 b84663 f31000 f9ab50
2fa496 4c714c 67516f aca721 afb2ee b142d1
2fa68a 714cf8 843c78 bca3df c9512f efaf3c
2fa6f2 5c7d6d 844fa1 89b93f a9121b cbadb5
2fa7ec 3452d9 4d7917 9d707c adc4c5 f48d71
2fa8eb 384aef 6c6390 a76042 d0bb9c f68420
2faaee 4152f9 737857 a2cbae bdb31e d5539d
2fb091 58539b 8f78f3 98b93d 9b5b07 e1a7ec
2fb0c0 5b3fd7 766279 aab094 b45746 f0b111
2fb29b 39820c 665a5c aebbec b3af4d d129b3
2fba72 705295 9c76ff a8cf08 b8440e d79abe
2fc1e7 51644f 6da107 9b57fe bf0a8f d7b58c
2fc495 507a99 665754 8231f1 ad8706 b2bbda
2fc78f 557667 93a108 a03514 b14abc ef9ad6
2fc9bf 5f8f64 814671 8b41de ac8efd cfc053
2fcac1 695b6e 886afc b69160 b7cc01 cb0000
2fcc05 585c5f 759562 a924b3 c1b3d5 e656fd
2fcd85 727bf9 9e5992 b21911 c8b4f3 f25a0b
2fd4cc 345df6 4c5e66 8690de 998169 ef8305
2fd6fd 74a2a3 787200 a72158 c009f8 d5a561
2fd8d7 5090c5 55721c 5b2af9 a55676 b1a62e
2fd8db 66565f 6c9e84 b831da b93124 d69908
2fd8ef 468dc2 6e2dd5 7e5d4e 9ba695 fb912e
2fdb87 874dc2 af0d12 b3a2e9 bc6074 ff431a
2fdb8f 367672 965afd a80637 b69cb3 da6c10
2fdc4f 834af5 983c45 9eafac c081d5 ee0702
2fdc51 6b27f9 6c8af0 8a7751 a7a7b5 ba2485
2fddab 3d8c2e 675967 91c132 a627bc bb81bc
2fe209 599e3b 7255db 8b718f 913d4f b0aeb7
2fe257 5a9909 6418ff 71645d b1499c e986ae
2fe261 7738e5 8f628d 9094e9 bcabba d75a11
3043f7 536e5c 8a63a0 9ab8fc a1a594 fe2904
3046f7 68beca 7b74a3 a27e72 c01217 c9bc7e
304af8 6e7f66 93ceb5 aaad04 c51006 d05cb7
304cdc 60db54 9c445a a07de0 cd9ba7 e7332a
3051e3 46aee6 67911e 81628f a0d10c caa694
3051f1 417d33 9191f8 a46196 baaca6 faaa3a
3054c8 5ea788 756c83 a9cd61 d45209 eb77ec
3057d8 6ac06c 8d7214 a787fc cc5286 f99ec6
3058d9 58c994 7286a7 a35137 a69e0f bcbce4
3059c7 616d68 75d838 998cdd b85709 ca99a1
3059f3 657d81 6ca4fd 86432b b4afbf d1750d
305aff 62bfae 704f5a 8b7dae db0d19 f9a74a
305bcb 44c7b0 606f72 968150 9e8aec c0c838
305bff 4da85d 7d7382 a6123a ac8cff dea2bb
305ff0 6f748a 83c98d 88442b d784e5 e15b07
3060fb 55c60e 5b8627 9c277a b9affb be738c
306292 757d7f 7bc1a9 a25622 b9ca48 d37aea
3062a8 469ff7 70747d 9cadbb a28349 c7c211
306461 519b95 888111 a0c491 ab31b3 ec75ef
30673d 38d04a 8659e2 87577f bb939b bcbce7
306751 358dff 716900 82cde3 c342a0 f88b8a
3067f9 787f8c 93b2dc a42538 d4b5a4 de6432
306823 5fa7e2 8b43a6 adc5ae caa933 cf5578
306853 83cad8 8c7e97 9d24cf bc5102 cea43c
306908 3658fe 79afc7 7f9914 ba4b7a d6b387
30691c 5f9b77 7638f5 935a9c adc95a cd90ef
306955 8a4db5 9aa3ef a3958f d16618 efaf69
3069e5 4e5d75 9a6b62 9fcba8 a196ab ed8d36
306a63 59d1f9 677318 7b9f9d c0ae3e da18dc
306bff 628a6a 6f5a90 a1cbb4 d09ddd e47100
306cf2 5ddf28 6d5776 7d91b9 ad6a42 bfaaa7
306e52 8e2efe a1b0a1 a663b1 de7306 ee9dee
306e9a 689df7 799117 883e48 a9c983 c89eb3
3070fe 6d5622 71aa73 b11898 c2a0bf fea505
30717e 67581f 86a3fc 8f4df2 9f8771 bbb7c5
3071cd 4bb6ff 6f4e6c 828da0 e12a19 ff9f4a
30727d 79afcb 9f2328 b442e9 b6c08f d26b0c
307388 51cdc3 73540d 8e59f9 b18b7a fb7708
307447 49d4fe 887b8f a4b79a ab35c9 dd8016
3079fc 59cfeb 5a6989 a71816 afa49f c98324
307d14 63575a 8459f8 8cb987 ab6da1 d9bd1d
307efa 4be127 646228 77a35f ae3d8a b897b0
307fef 667182 80b9ea a39467 a4333e faac1a
3080f7 4dcc99 517a53 854180 9c869e dc8215
3082ff 73c00e 8e5886 8e9177 b11a06 d9b1c3
30831a 774d60 77ba68 9455fe bd72ae c7bcc3
308594 744d51 7b3bf5 a2bcb7 d57af4 f55a19
308842 75c20b 8332da a380fe db4197 dfacde
308b84 74cb89 79542d 814ecd b386da c87300
308d1c 6710fe 805484 9b64fc a8c0e0 b3a993
3092ff 545c9a 8d9db4 a96b72 bfad7a d4001b
309527 545f46 925d8e 9fab99 e81afe eca2e6
309683 3e3ef9 3fd2be 796bb1 885b35 93b248
309773 535a6a 78d171 8e5515 a428f9 a890db
309b7b 4e626c 8b631f a33cfe acbe58 ec65c6
30a1fa 8b887f 8d26c7 a2b6c7 ca231d ec8438
30a2f3 4655ae 7dc035 8a8398 c03e29 c5bab5
30a3d5 8414e0 8a6a06 afc0bd b9a259 d43278
30a689 456a7c 9246ea a3a9d2 b96d06 cec155
30ae62 42624a 9465fe 99d422 9f528f bfa2ec
30b0ff 4c5d68 874ac1 8797a1 bd6341 c0b73e
30b3d0 3e6fa8 7e786e a4c8a9 ae0100 fa8e14
30b4f5 772cca 81828c 8a5a27 c8bc98 d17f0d
30b9d8 4178bd 815962 9b2d10 a5c6b6 df6a05
30bfbe 547a89 a78100 ab79fd ae2b46 aece36
30c081 6e758a b41518 d82df2 db9dce fb5802
30c0fd 665ca5 87a6a4 95740e 9b2447 e2b846
30c28a 70737b 9e2a33 ae50e7 cf7714 d8a1fb
30c2be 516ee9 545b74 9dcb5c a84114 bf7977
30c446 4a48fe 6b762a 8980ea ae658a b7becb
30c7b5 575b5a 8f866a 9c3fa7 bfc566 d867fc
30c7d5 565793 7677fe 7ea112 946865 cebd97
30c89b 5a7bc1 88606d a71e1f cd812a d4a9fc
30c904 78502b 8d9c7f a24afa b11c78 ff82fd
30c9ad 605864 688e62 a305fa ccc11d e855d6
30cd21 538c2e 665d59 8438fb babcb4 c27abb
30cee2 5c40e6 7d7096 8f5b41 90b390 de7622
30ceeb 3f7a9c 5a5a51 8810fd a0a59e b57238
30cf65 787610 9e5efd a12d6e bbb8fa c88aa5
30cfdb 4a43e0 8b8f8a 965e99 bd2001 da871b
30d05b 4e8842 665563 8131fb bbbfcd bf70ea
30d2e9 7378fb 755985 92b63c ac5333 bb8698
30d6ff 366664 7aa0a6 a04fe2 c2261a ef936b
30d7f3 7056a9 9d5e6a a80809 d5929c fc573b
30d87e 546964 8e8a18 a095fe a713fd fd2baa
30d887 5e5f49 9596a5 a026e3 ca6814 d680fe
30e050 726538 799d85 96207a b11efc da87ce
30e32a 715a75 725bfe 999a97 d94d44 ea7edb
3141f6 5ecafd 8266ab 9e464f ce8492 ea5617
3142f6 596a70 93b3b1 c3c461 ce71eb da4512
3143f7 4fc60b 637398 ac83fe ba756b dcb1cd
3145fd 777fe3 967400 acae9e b73662 f9a512
3146ed 6f617d 77a1e4 b0adb0 b5644e ecaf72
3148e9 42bcf7 4e773a 94a837 e02d8d e8aab1
314ddd 58b402 5a774b 946e8e beb2f5 d49c95
314efb 37aee3 865a97 8d9196 d34e4f ffa668
314fe6 5c93ea 9a4d82 a2a4b3 d3b050 d73314
3152c8 40c5b2 5c750f 988fde b15678 c8bf50
3152df 796b12 7bd91f 9692d9 ca3b80 ea8d9c
3155c3 5894ff 606779 99cf37 a95e23 c29b8d
3158f5 59aeb4 896971 903b0f b8c592 d76935
315bff 6d5269 92aff9 a19aa4 e7b62c ed2130
315cf1 505a73 58d75f 5e9670 a987c3 d62b0e
315ee5 72802e 929bee a2035e b4b46f e15395
315fb2 76798b 7c8cff b8b8e3 bb6d5a bead21
31617f 70b2db 8951f5 895a2c 958b87 edb042
31639e 4dbde4 77807f 945b29 aec7a9 b89729
3163eb 605669 61c2ad a091d0 b47f4e cfc036
31645b 469ffd 73802b 933aa6 c1a4b7 fea431
316567 69d8a9 8a3eca 909eb2 c3421f f4952c
3165c9 7e4559 a697ef ae7c8e ce252e f69c4e
3167e9 62865a 6a5470 70c3fd b19807 fb72aa
3168e4 7fcaff 8692a6 924617 c0ab8b fd6a07
316907 34e028 4982d2 736072 a2abbd ba8078
31692e 7ab589 9a4ff3 bd1e7c c1aad7 cb820f
3169d3 50d780 585967 75917f bb9be0 c94414
316a17 719e22 857275 a1319b af83fe f68fbb
316a1b 53bb37 861eff b7b0d8 b967ef c15977
316af0 3cb1fd 76535c 9b8d9d aac794 e23d0c
316b61 5fbb92 a98cba ae2fc9 d6441a eea128
31726d 61dc5d 8124b9 a3abb0 b74827 c462e2
317276 874510 90a3f6 b51df7 c0b4c1 f4610b
317289 74bebc 761edb b3c980 b569f2 cf3343
31735e 6abf55 807500 99048a bfbdba c764af
317465 60c532 6f2dd6 a16306 af81c6 babeba
3174e0 48df3e 7b9a86 914545 c596cb dc4711
31756d 7b3b9c 81d92d 9d7efa c09d9d c65b1c
317584 82907b 8dc5cf 9a4aee a22816 e3970b
3176ed 4b5e61 7e5f31 aa8e8f aaa5e3 f7a549
317a1d 732cd1 9469a4 9ab1b8 e2b733 e66e73
317a4b 4ebd4c 8e4bfa 961b7e bfbae8 d6519b
317afa 52c1e5 56597d 96a877 af4c1a f4b01d
317be6 626876 7cc4eb a71115 c0989f e75545
317df6 6d6287 784f25 96a5d0 cdbe02 d07367
317df9 5c5682 955454 a8afde c39190 f4511f
317f21 823e79 9a59fe a0b516 ef5180 ff8be9
318023 81767b 883a86 99b5a2 e43ff2 e9b540
31818d 95b0af b149fd b21709 cb745e d0b702
31828a 3dcc24 8b4a44 8b9f7f b746fc f994ef
3182fc 4b6449 5ed1ff 7da194 a63993 b4b046
3184f7 73698b 86b3ca a91032 bcc029 c07d64
318592 585c44 9b895b a20be0 b0a5e2 eea7b2
318a03 6a516f 78d36b 7f34f9 929195 e471f2
318b90 705a1d 7a42f6 8cb99a e4a6ee e57c28
318cb2 615758 812df5 b6a3a6 bd4514 fda164
318cfd 537048 572ff8 8ca223 b54c9a f397bc
318e4c 7001f7 70d799 a23977 b4a2bb ea40f4
318e71 59db65 7d33ae 9b74f2 af3a14 c99ab6
318f80 7464ae a3222b abc8aa bf97d1 ef5b2b
318fd3 6c2ce0 8e6c50 afbdab b01f7b ee802b
31903c 7f477c 9fc3f2 a072ee a9bb15 c7859d
319076 775604 9313fb 93ab07 94c7d5 c95bcd
3190ff 3d52c9 72bf50 82777c 985b16 eda2d1
3194f9 6a746d 8138a2 94b7b8 ae6d28 e8b63a
3195ff 523bfa 787c87 9ac6cb cb152b d4a340
3196fd 66688d 75514c a3cb25 b39888 ba5315
319944 47df36 4c6154 9f3d90 a4b2ae c586d8
3199fa 7c827e 8c1dab 8fcbc1 c43c03 da9e57
319d0d 46614e 64d833 9e9388 bb29cd fb71dc
319ddd 5c28fe 7b686b 95a3a3 b56716 dca91c
31a083 3851db 6f6d8f ac6c12 bcc636 dd7ef4
31a586 8a6593 8b64ff a83505 b8aef4 d9902d
31a8a1 485b7d a65f42 a95deb d6abfd f38d5a
31a9d3 790fed a58250 a6aca8 b2276f efa909
31aae7 7250f4 755d29 a2ce5b be4b8d caa3a7
31ab30 796a75 8a5bff a4212e bab8aa de7dc8
31ab9d 6e546a 7353d2 c4b6f7 c75048 d3a705
31abf5 3f57fa 595b4e 947516 c6b037 d75396
31afee 748793 932be5 953748 b5c0a9 bc8612
31b385 3b70a1 6f5558 afa1c8 b8701e f7a91c
31b4f5 36932f 665550 95c60e a62da4 ae809b
31b78c 856eba 923350 c1b7f2 ce0b08 d5a823
31bd97 687980 ab2c38 b9abdc cd3ce2 f65237
31c09b 747bce 826977 a83828 c1b3e3 dc7340
31c0f2 678b92 7c542f 9845f0 babfb7 c38f1a
31c1c5 856589 8b65ec 903f1e cd6965 e4b056
31c487 8212e7 8b8a0d a64f5e bcb2d6 cd60f8
31c4ad 5d8666 805989 a41a0c b3c950 cb58f5
31c6e7 7a5e61 a4d200 b79a7f be1ab2 e62711
31cc1b 595e2c 8b9877 a43af9 b21b74 e7a5cb
31cd4b 49646e 87927d 9f27db cab9c7 d475d6
31d5e1 417fe8 8a6b38 989b8f a80767 ff8710
31d5f5 6e46a0 8b79f9 92b90d ba88a0 bb3c1e
31d7f0 688dea 6d16f1 876b77 a7b06e b13028
31d8e5 515c65 7e9093 9f63c5 c53415 d2a070
31dc67 3a9830 750ef0 84677f b5a5af eb41e3
31df97 7d3e87 9da0b2 bc1f25 cc49ed fb8f0a
31e238 339722 5a47e1 956072 9c89fc c6a2b2
31e325 7751c6 929da4 9f203a bb744a d292fb
323dfe 7a5596 87aaed 9a9a9a e72c43 f4a43c
3244f7 5b97ca 70776b a9bcae b43117 e87d39
3249f4 66c404 888280 c02529 cab8bb cc6cce
324bdf 5ec2ae 927f12 9582e2 b5255d b7cb22
324dee 5cc9d4 608b8b a57df7 b5414c c6a122
3251fa 57dc83 5d7387 aeaeb8 ca7aeb df4036
325e8d 329e93 9dc6dc bab154 be3f2e df60fe
325e8e 7f77fe 8cd185 a7404c ce8fba fe4f04
325fbc 7f7584 8fc2b6 a15145 c38aff ec6721
3260e8 7697dd 804078 92836a b6bbc6 f77f16
3262eb 73514d 7a9efe 8f8097 d43304 f8ab2f
32638d 65cfa8 768c92 ae7bec c72d00 d59c12
326478 45b0df 6c6952 6c9f14 b325e9 d5aaa7
32647b 7aca49 9719f0 9c8a91 c34639 f25af6
326550 3ab8f9 7f7d25 980edc cb6193 f1aa94
32666c 7e3cf1 828f23 84c199 d0c220 d874c4
3266e7 6b580b 76c237 9b8cae b96a6a e0b2b0
326747 3ab029 7a53b6 aca9ce b96d88 f1a99e
3268e2 7b821d 7f474a 8cce75 c497e3 d3618e
326a6d 53a4c8 854ff4 8f7d58 a2b3a7 f7a753
326c4e 82da16 9317ff 9a760b b9afa6 ee47c5
326d47 83c0f1 8f8c00 964ef2 ac3685 f45d90
327442 86b0cf 939f0d b256f4 bd3d88 fd9698
327768 7db897 969528 ab0e0a c528fa e69aeb
327964 8c378b 8c9036 914bfc 93cea4 dd7fc2
32798f 675942 73b4ba a078fb b36f09 ddad5f
327b73 79aea6 967217 b3b651 e014ca fd94fd
327c79 5fcdd4 7a30cd 99b386 a17124 b779fb
327ef5 5f6b63 69d4a8 953a0d ada8cb b38d32
327f12 69b51e 8123d6 9f6a7d b9a4e4 f9a2ab
3280ce 60c0dd 625d66 78917b b2ca64 c51c03
3280db 766e1c 85b8d4 943860 99a086 e3b539
3280f7 466652 86b9e3 b0ce1f b29177 c21898
32827a a42c33 a7c8bd af93c5 c51ffa e39a61
3282a2 39c4a2 83425a 8e1bfb 9b8d1e bdb7e8
3282ff 427016 8fb6e2 985698 d5c003 fd6778
32848b 58673b 6dc2a7 8d9c40 c430fc d9abed
328a92 7227d9 7b6210 8eb09b b963fa ddaf37
328c42 37cf04 4a32ff 7158a0 9d9ebc e3b1a3
328e2b 3a45f9 7a5c98 9590fe 9fd225 d39fb5
3290fc 5d3adc 64713e a4678c b8b8bc e88d25
329180 62c9be 684d99 a286d3 b14a34 e88941
329622 525c5b 55b6f8 8c3db8 a3ce6c df66a5
32973b 62df00 65696d 803896 9aa1a0 c267dc
3297ff 656d58 7119ec 8dafa0 c5479f e0a94a
32982b 7bd040 7c23cd 945071 997be3 c28996
3299f9 503ee9 6b7c8e a8b8d1 be966f c71021
329c78 34645a 8e46a1 a88be4 d0390a ff9a27
32acc8 49805f 7b36f1 7f4074 8ac219 cfb9a4
32aef8 346ca9 777e6f 8f3c1b 9aba92 e35904
32b173 5c2afc 8b4e8c b5a4df ba4c0e eeb311
32b17a 347264 9bd349 bd35b1 cc97d3 ee2906
32b1e8 41636a a834fd b53100 b7c0c1 c67d62
32b32e 6520f9 706d48 a7ae9e b05792 f39de5
32b3e9 52838e 874a02 8946cb be7c06 c6b683
32b686 4a6fa3 7e8816 894050 bca9d0 eeb407
32b9fe 3463e8 6c5375 97ce7b ae86a0 d2443e
32bc4c 3f7e52 6f35d1 c2bbca d24d9a e581ff
32bcd8 7c807c 93529b a73013 c8b6a3 e86c1a
32bceb 4e66a0 6f4f57 928b71 d7b65b e41300
32bdf9 5b3fd0 875376 949da6 e2b763 f13214
32beec 5d77cc 893c54 9eca50 b7798d c01703
