# colors_mcd16.0_mld3.6_nc10_cvd100_minj40_maxj84_ns10000_f
# Python 3.6.9 (default, Jan 26 2021, 15:33:00) [GCC 8.4.0]
# NumPy 1.19.5, Numba 0.53.1, Joblib 1.0.1
0045fe 33ac8b 5b8b2e 746863 953495 9fd98a a196fb c2b2d4 c65dab cca718
24a2fa 6462e1 6a572b 83a8bb 97d5ff a52284 ab8501 b0b19c dc3867 e2ba00
24a583 5b703a 90a138 9455ee 9dd50f a02966 a76da5 bc88f8 d5c9b9 e296c1
24a6fe 2be5f5 3e8971 565c69 9703e2 b0a9a6 b65ea6 cb1939 e06702 fda650
24a783 487e04 6232e2 795861 7eae13 81e926 946bf9 bec0c0 cf2f99 d499d9
24a789 566207 5f62e3 6ad59e 777994 85555d 90863d aa94d6 c2ae25 c4ccd8
24a8b3 3648e6 36e4d0 747638 8d76fa 97b10f a56f7e b41e84 c3afff c8a693
24a8ff 5a705e 819a81 884cf4 8c3189 9d7c9f a7d482 ccafc3 e22607 ee8e0c
24b14c 355ae0 5a5868 5d826f 6cdf28 8f75b0 ab95ff ac4f04 c8d0a3 de97b3
24b2ab 4c4bc9 7c7f72 89dec9 8f5688 986afe b12531 d393f7 f8481b f8a961
24b2f9 6ea87f 7c4ab3 80446d 8ee19c a36fa0 af444c b4adbb f3ac23 f73a0c
24b3f6 3940f3 616079 7071db 73e4b4 8a8c8f ae9354 b4c1d2 bd2f18 f49d00
24b420 5a5a59 838f9a 9949f8 997b63 a73b96 abd0d0 b90018 c1b990 db7bff
24b675 4f8472 68e3ad 7b456d 7f25ff 9d70a3 a06dfb a7aaf7 afca21 bc3a23
24b849 473eeb 70eb1f 7574f4 7f785b a69ff0 ac2379 c5bbc4 ce0300 d2659b
24b8ab 605848 6b787f 7e1af8 9547a5 9a8664 a8c2f2 c35c00 d2ae1a da4dfc
24b982 2b71d1 5d6365 6ce897 95322d 9e8ba7 a79ff1 d1b9c5 d55709 eba124
24ba3f 38ef75 676472 8e289a 8e8fa3 94725c a6cab8 be4103 c93fe1 cc97fe
24bcf4 4b7a1b 6b35fd 6b7ffd 73429a 9b93a2 a2686d afd4d0 bacb21 dca689
24c27c 477c64 5b5e1c 888b9f a1c3c1 a42887 b625f1 c18e13 c1a0f2 ffba2a
24c3fc 593be8 68706c 777ff6 93669c a997ab b4242b c3c7be d17653 dab600
24c6b1 5d8993 894059 8e1fea a471f2 abb5fa bd4131 dc8574 f4bf5a fc550c
24c87a 647ffe 6a2eeb 866562 9dde21 b394a3 bc1201 bfafed c43cae ff3b05
24cb7a 257f58 593cdd 8379f4 959092 9e5c93 a43c0d bdc6c9 e999f0 ea750a
24cbc9 4c39f3 4e6b57 569b85 879f4d 8c729e 93600b afd795 d178fc ecb10f
24cfd9 576218 739197 858613 8cd932 9d36bb a87afa bc4467 c29278 e2c4b2
24d0ff 2b6c39 6b8619 6bc82d 798cd3 885173 8e42e4 a19aa9 be6573 e5bba2
24d39f 5c7801 7962eb 865251 979dfd 9ce329 9e0774 b98d54 c3bcd6 e03f8a
24d59a 336e69 730aee 7d8c6c 919bec 9d4ed6 b5ad40 c0c7e5 c21c29 c372a2
24d850 4c6afd 519c24 69479c 945351 946fa4 b0c7b6 b290fc ca7780 eeb6ee
24d8f3 635a5f 6854c8 689571 a27ee6 afb7ac b35e95 b39933 bd3e02 f2c237
24dae5 3764b1 565a64 6e98a8 89886c 9ee078 a883fc b14c1f b9b1a6 c99a13
24e196 6561eb 853e5f 878e86 9ab4c9 a06da5 bc1e36 bc88fe cfd32f e96834
24e210 436602 51aa21 614fdc 8e7ade 986c57 aed696 b4377d bda4df ef6799
24e2d9 69815c 7a4a70 8811fc 97ae6d b257f0 c599fe cc110c d7629e ebad00
24e5fc 4ba9f2 555a68 7256f0 8ecc69 9877a4 aa645f be0f01 d09cb5 e45f0d
24e6f6 39694c 47979a 7533ff 916b10 93bdb4 9463cc bd90fe c4c33f d6836d
24e6fd 3e58dd 6097e2 676d83 6c5253 98807c 99b8b9 c05731 c2c496 cd9c39
24e7b9 8522f5 8c7500 8d2895 8ea6af bdb232 bf2862 cd4fdb f5537f fa8df9
24e9ae 679d33 815735 887799 95d211 992062 a196f9 b815d6 c38189 c6a7c7
24e9db 2aa620 6b22e8 747863 90d232 9460fd af1779 baa3fe c49c84 de66b2
24ead4 4d3ee4 71825f 77bc7b 7e7de8 82516b a38da8 ae550b b7acf2 f2b31e
24eb90 31ae7e 386458 6b58f3 765198 7f84a5 9e720b bcbcc7 c2a210 fb76f8
24ebbe 45ab68 536954 6b0ff9 817101 85858d a7adc6 c7bd2b d119b5 e866ff
24ec53 46819c 66706c 8b8703 912bc8 923e0e 9c74f4 9db1b3 cdacfa d38672
24ecb9 27888b 6c6e56 85b4b7 9725ba 9c9679 a41902 b2cb52 c26400 c457ea
24ee8d 63ac6f 895fd1 8b5f57 a12281 a3859c a596f8 bfb6bb d15115 d6a30a
24ef43 44b83a 5b5e5d 65885d 9570fd 9935a7 a5bafd acab94 c53a04 c574b1
24f01b 555c55 5e8194 88ad3a 942bc8 9d7e6c 9d80fc bca0d3 c3390e eda399
24f16a 636573 6495a9 7b39ab 9367f1 a6524b a6b19e d82903 ee8001 f59cf5
2545f4 5e68af 6b94f2 7e564e 827e92 a1b14e a5806c ce3514 e5b9f3 fea0b1
2549ef 54a973 62e58f 787d80 864898 8671ff a5bebb b493d5 b8373d d9a122
254afa 57c5eb 5f7b9d 8e840a 959fa6 a7454b bc66fe c0cec8 c8c421 d79571
2555ff 2babfe 6e75b0 716b72 854739 899d65 8fd996 c09eb8 e72f03 eea203
2556ef 6566a4 7fceb7 948c9f 9f0a65 a45f61 bd996d cdd140 e24012 f774e6
2559fe 5c5a59 5c7da5 74c4b6 8e8184 9a83ff 9d5d2d c7b0fc e4c921 ec866b
2561fe 36e433 56519b 6293d1 986375 a4b6b8 ae2435 d2886e eab6ff f50d00
2563f7 615b9a 63d4be 658ea0 6f5058 a18c6a aba4f3 c54806 e28607 e3c479
256566 41962f 516cff 5b6743 83b1f9 93ab83 9f40a8 c47dad cec3c7 f7a808
25668a 5f6963 668e99 78c0c3 8e6624 ab9555 b2ca09 c109f7 e8c094 fd55f6
25674d 449ba2 7444ff 747a2d 8c4090 96dadc a2b292 c15279 d766f8 d9ba32
25676b 6a8677 6bb67a 9c7cad 9f37bd bbbccf c93735 d57f07 e1cc2e ee85fe
2567d4 589b70 5b5c5a 76cffc 9b6693 a289f7 b4bd50 b5d4c3 cc2402 d28cb6
2568ed 5bcae3 5d6b00 728cd1 8ba13e 926a61 9d1767 a7d180 c88f9c cd4696
256a03 45a2d9 65615a 944eff 94a3a8 9e8649 a5478c b0cfe5 c0b38d e79401
256a05 27bcfd 45ad10 70e931 715b60 755efd 9c827d acbba1 b8209b f35fbb
256a0a 25a2f8 429d34 46df3f 7257fc 757e7b 994598 a89db4 b9cbf6 d99c93
256af0 2daffb 7273a5 8d4f66 9c94a6 9f2516 b5cfee c3c90c cc7228 e5a482
256bf3 56adff 645d98 8c7579 9596b2 a2242b a8cfd0 b3c708 e99492 f54233
256d7e 40a8b0 686f61 782cc0 a3c0f8 a460fc aaa17f b0661f c9cbc8 ed952c
256d8c 2ca7ed 7d4851 8392a6 9b3ff9 9b7b64 9fd4ff beb4aa ca0f05 ebb643
256e10 619301 6c9ad9 83d9f0 8730e0 89c612 925e87 a49fa9 ce6673 f1a992
256e7c 26c790 595b4a 65948a 886512 89a00d a3c1c8 a52ffa c4d458 cc7ae9
256ee8 625d90 784a58 7c96b9 7dcaf7 9f9c9a b45c56 bdcccd d49e6a f42e0d
256fdf 786103 7b7892 8498e9 933458 9ae40d aeabc2 b68502 d74d64 f3a98a
257155 3cc7ff 699e7e 72648a a3191a a49cb6 a4cbad a547de c56a18 eec449
257492 5e6303 74d726 7d9ba6 899112 9647f4 af88fd c94e67 d59c85 d6baf2
2574fe 5c656b 6ddaab 91bc40 9d42a4 a60d3f a98565 c8a4fe e82503 ea6bab
25760e 768ba7 863a73 9139e3 9b746a 9bc1ed a97cfa b9af9f e68747 f1c403
257daa 5ce0fd 5fa5f4 6a5702 6c3fee 8698a1 98830f babbb0 ca4266 d2a65c
258320 2b4be1 7a796e 84e488 94ad92 a71f88 b27bf2 b96da2 dfa6d3 f99214
258462 701aff 9cc8e8 ab61f1 aeba7c b72b1d be4a9b ca89a5 f4c319 fa4b03
25846d 49e257 6fa507 74692b 981c9a a93cff bb95ff bf58b3 c0cbf0 e999ae
258564 57aefc 5b576b 8a5dfb a08ca7 a8d5cd a93816 b2cd09 ca6d01 e99e85
25886c 5bc2a4 6714fb 6f6f25 8864f6 a02195 a79534 d05da3 d2cb73 fd92e8
2588fa 3a3ff4 4ed2ff 6e7085 9998b6 9d3a54 a7837e cbcbb2 d63334 eb9836
2588ff 677ba7 7c32c1 7f6b34 89bad7 9f3d68 ae9196 c57d00 cfc5b9 efae00
2589ce 5a6659 75e5aa 7f26bc 809468 b096a9 b4488c bcbaf4 c51418 d99d18
258b6d 4ed5fd 5eb706 6a7521 6d3ff4 8c84fd 99247f 9edf8a c159aa f78cb9
258ce8 6e31d0 6e7c91 75e4a0 8a5304 93acc7 a3978d b82864 d36d3e f0a42f
258e67 576771 5fc2df 6524f7 948f9e ac67c6 b6dc08 c2331b d3b993 f56a1e
258e6f 2d6908 3cc78f 8d41d9 988931 a22b7c abd5d1 b18eec edab36 f342aa
258f92 40e8cd 63575e 685fb4 9682f5 96d10a 99634a b8a5d8 d68f74 e35100
259198 6319fd 8950c2 8edcc0 9e90fc a82c5d aa7d6d ccb4dd e1a071 f15a04
25920b 2fe229 6c6158 8501d2 8c9196 ac3498 b7986a be45f5 caccbc f87de8
259463 425e74 70ba9c 7d5b1c 9147d3 978da6 b27b04 c6c8f5 c9c35d cf70fe
259498 446e60 80389c 86936e 91e075 a140fd b44719 c6bcb4 ea82e9 f06506
259579 2ab6fd 4e35fe 666274 9d9ab0 a053b8 a64f3a c3cbe3 dbb6a9 e06b0f
259590 2e6087 5d8811 8012fd 80d2b1 a84659 a880d5 afb1ce e6c856 ec7b63
25961c 2da1f5 35df15 5d6478 884232 888c90 903ee4 a1b4ca ca9676 cfc9bf
2597cd 5e8451 6856ef 7d5666 87a7b0 a61400 aaaf82 c38408 c4c8f7 eeb415
259878 3ed5e5 63831c 6b50fc 745b7d 89404a 8e95ff 9c81ae b8d4b6 cba82d
25987a 752afa 78779a 78bbe5 7a485a 94ae5e b6382f b665f9 ccb8b0 febb06
259ad9 3e606f 6e8992 8333da 84775d 8ac7fe b3430d b7b2b4 b9962d fcbe00
259c71 6e8720 7a46b7 7ed5a4 8d82ec 965d87 9a2356 a495b5 cac7e9 ceb334
259dfd 3260f0 668583 7c67a2 7dc7f8 8d4922 a4adb5 b99973 ce6a12 d0ce5e
25a0f6 2969e6 696246 78ceea 9c0f74 a77190 bcaeae cb4a00 f27a4f f6c01e
25a0f9 7572a3 89d8f0 924666 9b1eee a0a2ad a31e16 c85e34 d1b094 ed951d
25a4f5 59eb85 5a5f2d 5a67da 808f33 82b08f 9d6981 ab138f bcb003 c1bcdb
25a575 4b7674 804c23 8806fa 8de0a7 9799ac 9b8108 b940b8 c5c632 e484fb
25a5fc 5c8d7a 62555d 7b41f4 903b91 9084ad 9ecffc d0371e d8a984 f87c15
25a666 527158 67cce5 753fa2 908df4 98bd3b a65f90 c73105 ce8daa d3c8b9
25a98a 47784f 5ae2bc 6537fe 7e7590 a0abc9 a61206 bfb765 c26a07 da65fc
25a99d 4b5e64 815aa2 8252fd 85be39 a43c0e b47062 c480fd cecdad f69fd1
25aa77 2ee213 607065 731ae4 9a55c4 a5371d acb0cb c87cfd c9690d d9c6bb
25abb7 3b7891 42ddf3 6f7d6d 9023d4 91aa8a 93830b 943430 a76df3 bfc13c
25abf0 63925d 76dcdf 7c5467 7f54c0 992c2d b0b530 d3699d e11e02 efa69c
25abfe 4e6ff5 56578e 806b24 847e98 95c2dc 9a445d bdcc99 c37574 ff7c14
25ad84 3f66f9 6d4695 79d787 837c20 a39bfe ab2550 b766ab cec4eb d0ad08
25adfd 517791 686538 7e455e 9154fc 9fd5f1 a58587 bb6f00 bec0b0 dba24a
25b0aa 58768d 61635b 92381b 9ecca7 a24fe1 ab96f5 ae844c d6c1f4 f79823
25b2dd 59769c 6b6b26 782cc1 919f04 94b2b3 a25afc b07e6f c4d807 d7af79
25b37e 378269 60e596 83429a 8a24fd a5a2b4 a775c2 d5471a e0a2ff eb9e29
25b575 5ee7b3 6b49da 6f6e65 947cff a02121 aab317 ba63a6 bfb1ff df2900
25b671 615a46 64e5bd 78807c 7c34fa a767e6 ac4796 bfc833 e95e03 ee87d6
25b6cf 3c8641 685f62 711de3 7da605 836fec 97868d a73693 b7d648 caaf94
25b776 527d6d 754d7e 9358f1 a273a1 b1c7db b32f30 be91f3 c87714 e8ac05
25b7f2 525888 717267 7c71ef 944d24 98cbd2 ad799c b1b296 ed713f fabd65
25bac9 5138ee 677c88 715e51 9b62ee 9d8a77 b1c5b1 cd1209 f5612f f5c115
25bbf8 5e7fc1 664f7a 7c1df9 94dad3 a35c69 adbc76 c60029 c9869f e45c0a
25bc65 6b7fa3 837209 8d19d6 9c9396 a1abd1 b32e67 be50fe beca00 f9b6b9
25c6c7 794bf5 7e3990 866f8b 9f3c55 a4df4b a594fd c07b64 c3bd9d f51702
25c9bd 5b668f 75a77a 851dd3 858189 a6d597 ad5341 c888ef ed4b01 f5a532
25ccaf 6b6962 758f99 8b3597 9365e7 9fd879 b49071 c84023 f97614 fc8ef3
25d2f4 5e7063 6b9e73 861ec3 8c71a5 946aff a85c21 b3acb3 d98f29 eebf93
25d463 5b41ff 7b7a7a a3a1b4 a80f14 abbcff ae3a9b b773e9 d5c5be e0443d
25d609 575e47 5f892d 8a04f5 93a4b9 c01393 ca4bdf ccc3fe e6af9b fb368c
25d746 67829a 8a6c59 8f26e7 95b1b6 9a3408 a279ee c6d0ae d0611c e4a7ff
25d8bf 6f6c8c 83a404 9078ff 91334e 9324d1 997550 a3da47 b292ca e78f89
25d8dc 5968e1 735e66 7e889e 82c42e 95228a b48ef5 be8375 c5cf9b d1461e
25d8e5 4c5bfc 66554d 7a6bad 957a80 97470c a2b9af b089f4 d3d051 d57000
25d93d 465efb 4b6a69 725235 876ea7 8a9cf3 adcfae b4a5bc c97c73 e54601
25d9a4 30ab56 456417 735a62 7f8791 9c45ff a1b3c3 b715a1 c385f8 f7b810
25d9b7 744c6e 9933f4 a23d4b a37196 a683e2 d92d1e e59e00 eeb1f4 fe6270
25d9c1 655ba6 6f88f7 7e6d63 9396b9 9a3601 b1c8ff b3a17f c5621a ee9812
25da85 697281 6fa18c 736902 99334c c022dc c6c3c9 e46fff f4324e ff8b0d
25dadd 565ec6 795160 7e7a95 8199e6 a6a6a5 aed89b c4685c ccad28 d30900
25dc9b 2e98fe 4d8275 7b43fd 7d4381 8b7bac 8ca7a9 b51f21 d7bdf4 f28d2f
25de90 2a42fb 317252 5780fe 6f9c78 8f6da6 bc3e08 c2c5fc c494b3 df792b
25e314 61ad41 755c52 898c8e 9650f1 9c2a0d a33f95 b3d1e0 b9b09c dd7cf5
25e5cf 34672d 7c6d6f 8e8fa5 9ab0f2 af9381 b01b8a b136ee b97404 e8b002
25e5d2 28b67a 506a6f 807821 813795 8393a0 9d05ff a6b910 acb4fc c054d1
25e6f0 635277 6ea7f1 705ed0 974545 9e7b9e adb3af d37167 d72d0c ecac74
25e7d0 562df8 6964a5 86560d 8ba0c2 958b02 c063ff c0c60f c43763 fd877f
25e9c6 4963fd 4e604c 7097fe 888664 a82491 a8c0f7 b7af77 cf649b de2805
25eb9d 327524 5b5969 5b9ef5 705eff 8490a5 9f7a6b a2c2da b41aab ea862e
25ebc6 3a3ef6 63ba7f 705a75 7e64ca 9d86b1 a7474e cbb2f5 ed9c0e f11002
25eda1 4d5cc1 5f9867 716a83 903d11 9d84fa a97200 aac0f2 ae9aab df9d19
25ef28 6880f2 723cab 7b78a1 81b776 8b531c a598a2 ba2865 da700d e69ce4
25f059 457e19 7420eb 7aaa19 8084fa 8b6fa5 a6bff1 b4096e c06472 c3aba5
2641fc 2bb0e7 6c8f70 7c5eb9 7ddb8f 7e5368 a683a2 bab7bc d2351c fe8524
2643f9 5d95a5 6e61b5 6ec0ff 8b550d b4c2cd b5a48e cb821e d13468 ffbc0f
2652d0 685d81 6b83ca 918fa0 93c7e4 a34c5b bcd680 c1a79d d13011 de890c
2653ce 568d87 5dbacd 6d6595 827502 98a06d 9c3e50 b56cf3 bbcab4 fe9d27
2656f5 73bead 82644e 9504a0 9e9368 d9bdfa dab822 dd0100 dd2e9a e169fe
2658bf 5d80a2 7eb2ea 818962 8e4f67 a6ce83 ba450c c2b0b6 f16d0e f6c20c
265ddd 5f5d0b 5fe4bd 6b9aab 6c6696 8d8720 ab5963 b4baf4 bd79ff cfab65
266189 43b193 4fe7d4 737982 912af3 a97d0b aa9ecf ad2738 bc64fd c9bb67
2663ce 6edbf9 906d95 982658 a8b2b3 bc6862 ca7efd cb1612 eda87e fe4f22
2664f5 5ca5fc 6b71a5 7f4368 87e73b 91757b b02039 c0bcc9 d8987e f43621
2665b8 46cbaa 5b9393 655271 a24f59 a391f4 bc8760 cab6e3 d32f0a f4c121
2665f1 62d8b1 654d8a 7882b1 894d59 9d8e88 b5a9e0 c3401b ea7548 ebc637
26665c 5a9a74 67b0ff 785cff 7f4c92 817e93 a35121 abbabb b69726 ebc36f
266751 5b8d7e 6fcffc 7747fe 81499e 97a664 b25a1c bfd914 c26ede f592b7
266afe 6cd3a5 7d539c 859ba8 9d2455 b78bf9 bcad44 c6c2f1 c86b6d e61b20
266bea 28a8fa 6790a4 8d7056 953261 aca495 ba1900 bbcce1 e46603 e7af5d
266c21 3bc9d1 514df7 7a6393 867af0 949937 94d51f bb5768 e9c09c f573a4
266c89 37eca4 744f3c 7ab6a8 8d8f66 8f38e6 c05c05 c2b8e8 c576fb dfa846
266e43 65d8df 77959b 8327ff 9551b2 aa82fe ae6800 b4ba93 d29d2a e13c6f
266e55 689491 82568b abbccf ba90f0 bb4304 c421e2 c4d508 d2a37a f06c10
266f7c 41c47d 75521c 777964 849c9c 9235ec 9ad434 af6ec7 b66c01 bcaddc
2670eb 2caaff 737ea8 75636c 91401e a4d4f2 af7c67 afa4b1 e9b372 ed6019
267156 5d4d9c 60cc97 8b6f90 9373ea aba2b4 b6d958 c52f02 e6a3fc fa612a
26760d 43bcfa 651efa 6ca604 7774fa 8f6d6a a697aa a9d4c9 ba11a1 f0a473
26765e 74959f 8716c4 9267e5 acc5d4 c196f4 c82a1d ced165 dfa49b ec7d01
26769c 52685a 7b1fce 7f9aab af55fe b3561d b3d0e8 c5be9e df86fd e87e4a
26780c 6458ff 7f72b0 8bd707 90366b ae9347 ae93fb c85f7b e9b6ec fb87ab
267a9a 742ffe 799ea8 92335d a87405 b28ef1 bcb50c c1cce6 dc5670 fe9d8d
267b56 4ad8da 739890 764976 825bf3 9673ac a4bc80 d085ff f5c313 fd5818
26825f 612dfa 74c089 8a4e7a 955bd3 b0dd09 b28eee bf7598 dfafd2 f02c0e
268263 7b1ce1 8570f7 936b9b 94adfc 979aa0 a63f24 cac7d6 ce7026 e6af9a
268269 57548e 8b5df2 929ff2 967ca2 a4e108 a73c28 bfb7bf e09b6d f64900
2683f0 47691b 62c5b7 765993 80899f a35c69 b9b4fb bb9069 eabf7d ff780c
268461 5830f4 767a91 7a99e0 80dafa 9f8a30 a04101 a3a3b0 d4c005 f69682
2687a3 5c5768 7854e4 9992f1 b06b72 b2251f b4ccd1 c8aa8f f44c29 fda404
2688eb 5cd7ba 6b33d0 6e5d65 73779c 9fadcf b04e11 b38f78 e1c672 ef7e08
268dfa 48625a 6c7308 7fb3e0 84a111 8e05f0 b4bfc0 d3289d d88582 dac75d
268f79 67bbfc 7230d2 8b76eb 975798 a69cb2 b23600 bdcfca cc802d e7b280
269072 585963 78e081 86429f 968db0 a7a8ff a84f2f bc50f0 c7b4bf d7862f
2692ff 546703 6c8a69 80bbf0 8a27ef a253a5 af97ac b3c5a5 ce8003 ffba4b
26936e 57d7e0 595d60 9a88e8 9d00de a9591f b1b794 d18f38 ef21a5 f2c42f
2693a1 4f588e 6f6261 8744f4 8dcda5 918f7e 988afc ccc3f4 d23610 eb8d28
269509 4dca27 72532a 7657f4 919c72 9a98fe a6209b b1d29e bc7197 e5a1c5
269592 60e3b8 7b685d 8da172 a11b9b a534ff a80806 d5b94a f93701 fd59f7
2697a4 5c7453 6dbff9 81ac84 951b82 a550de b91103 c0c0c6 d07523 eac747
26988a 63557f 6e3cf9 80e1c2 81b163 a85456 b367fc c7c114 e40808 ed8ad0
2698ef 3263d0 7188a4 7b6d65 903572 b7b1d4 c08d72 df141b e7c288 fb801c
26996e 55c3b6 605a56 822af6 ab6ded b55091 b7b2fd d10918 d38f25 d6c483
269a71 3b6946 7cc5fa 806f07 8722f4 98aeae ac9b29 b06bf8 d6089a f2b678
269bf0 5e53dd 6e8f69 786a80 7cccf8 8d3c49 af92ad d23b11 dcc4bb f58513
269bf2 284de2 6b699e 83d2b9 8c9fb0 927e7d a83042 e01a04 e4baf2 f8943f
269d8a 3d6259 43ceaa 786c9c 7c66fa aa984c ac3917 b296f4 b3cee7 b8ca13
269ffb 5d44f1 694b89 7081a5 a0bdd8 b03e5a bea293 da0705 f27240 f8bf31
26a23f 526d4c 68536b 91948c 9e00ff 9fb7cc c043bc c3c0a1 e077ff fdbe1a
26a2a1 584ee5 5e5675 827ad3 89cab3 929e69 93595e c44819 c7c0ec f7930d
26a2fd 51e2fc 6b5dd3 768a6d 805067 8cbbb8 b175af bc531a d6bb7c f17c06
26a8ff 5061ea 61616e 76997b 8fccaf 927ca6 94323d a86c22 c7a41d cfc3e4
26a96e 518518 6adaa4 7009ff 929da4 94496a b9a608 d23ad0 d8c4dd fe74f6
26aa6a 5f758a 751bde 969eb5 9d70da a03c3c add2eb cabbb3 de350a e7a115
26aca8 316857 689367 7d33ef 91c8a4 b52e96 c87ef5 cbbced e21700 f48d08
26b1b1 2f6993 767678 8431ff 90d7b9 a80700 ac66ec c0afff cfa869 e81d3f
26b4a3 58e6d1 64725d 705409 8619ec 8b72e5 98d17a b08742 c89aeb c92098
26b4b8 5de3ec 5e8b80 67652f 741dde 9772f2 99c19b ac3998 c48135 e3bb24
26b4d5 5473f5 6d6d6e 87ddd1 92369a 9a8723 a51316 aace12 d7a17e f348a0
26b516 53ec57 6c844c 7a4cfb 8a4a99 93ae87 9e7bda a42300 bb648a dda3c5
26b6a7 4d5f4f 718862 7a608b 8652ef 8ed38c 9c4309 ad7ed7 f1b4eb f89326
26b6a8 5e5b37 8782bc 89dca4 9b7618 9e2efc b40c74 bbb5f2 c2ae48 f2507f
26b9fa 426c59 617be5 7504ec 847625 9494a5 97cabe d0d002 e4a074 f6077d
26bbdb 4885a9 5c6029 8744f7 899e98 98dad5 9a476a 9d8852 c0bf92 ed9c29
26bdbc 697a09 6e88c1 8235f2 874250 92a701 c67970 c9d609 cf318a edab83
26be71 478c6e 84577b 8c7dc2 9d2b15 9e23fe bcd949 d7abfd e494b5 f55901
26bfff 546b74 79e66c 8da8b9 948d82 9a22ff aa0331 b057c2 bdbfad f6622b
26c189 4e8462 8736fb 9198a6 9b2f94 a02405 b1cdcc cf5e17 d6a5f7 fb8f2c
26c2f2 509b76 624ae6 6f5057 ac398f b6c3b8 c975aa d33522 edc176 f7770c
26c898 575b6c 8198a4 8d550c 912efe 9560af abc737 b48ced c66a53 e5b7ea
26cb92 528f66 705db2 859614 8b6781 97d446 b60612 b673ff d282bd d6c5d5
26cce8 556000 708cbe 83e813 854987 8d28ff a7a0a7 bb4b57 c28b19 dbb890
26cf81 41634d 545cf1 5c968b 92619f a295db b8da2f bb0308 d07b1a d8b1c8
26d0ae 6f9bae 857372 a337a2 acc1ee ae85fd b40e20 e38c6d e5ca37 f13110
26d0fc 667195 6690f7 8435e1 9999aa 9a6c6f 9d2b15 cccd0c d35727 db9083
26d18c 2c6565 539978 716537 979d1e 9d94ff a11bf7 b6d91e c33ba4 fd99ca
26d2ff 4f8cd4 625759 74778b 861df0 a38f7a a9501f bdcf95 e097bb f66d04
26d3fd 3f8793 6a6452 7b47fa 9287fd 98aa7f a6d4d2 aa1304 ad762c e1a425
26d5ca 608b94 7002f5 8567c1 8a635e 8a9802 9ea8fc b4141d c2d02e cb9183
26d6cc 43871f 6e534d 90af1e 9b387c a8a5fe a948fc c666b0 f1bf87 f84f7e
26d7e6 4f8962 595b6d 7c26ff 8c96f2 8e51b4 92c501 aa7a05 b0a4aa ecc090
26d8fd 467b8c 7b806e 87a9a9 9004fb 9fe300 a9212b ab67dc e1a779 ea5e1d
26dc9c 2ba095 7a03e3 8b5795 9c5efa 9db2d5 b55661 b80008 bc932f e5c512
26dcb0 4a5fe7 6d5a4f 7ab337 8e8f77 9b86f8 a46a9c af5720 c1d906 cba2d4
26dd89 40a49e 63585b 7953f2 9e8eef a71e8d a97b64 dac1d5 dea216 e52301
26df4d 7436f0 81a8a8 894137 8c6dac b8cfb7 c20f79 cc9cf1 d6746c f4120a
26e305 629df2 6a6d7e 8c3aaf a01849 b59fb7 c45655 c5c6fe e69b85 fe1702
26e54a 6043f3 70a600 7c6a4c 9178d0 950599 b29e82 b5a9f5 c73485 f4b7d2
26eab4 536a4d 799b5d 7b49e8 8b2f82 a884fc c05b93 ccaeea cf2e00 d79b06
26ebb9 50b49f 52614e 7043ee 90d717 9565a2 9c72f9 b84310 c69be0 cf7c5d
26ecb0 346a91 6d8a93 919e56 925f01 99b7ba 9a2941 ad30f4 dfba0e e66cf8
26ee9f 345d93 886761 8961fd 9da4f6 a23c16 c08e8c cc6a31 ceb9d1 ff9829
26f054 6e74a5 729efc 9236ee 962a69 9f7369 aac1d4 ba031d c79f89 db7013
26f05f 6271ff 675360 7e95a0 8f866e 973a9c b8c1bc d09be9 d61421 dd8414
26f31c 597e9e 686414 873d54 9329f1 949b16 c0bfd2 c979fe ce576d f3957f
2744f5 466d40 61b6f3 697be2 9b9770 a05d90 a5c91a d085ac d66500 dac0c2
2744f7 51d6cb 5886f7 5e6566 975fa1 99b302 a8aef9 bf2d11 c68377 dac68a
2749fb 47dca5 6d6272 8ea4a5 a260b3 c590fb cbc5ea cd1604 d96862 dea94e
274bf0 4be300 5d6c26 5d9e2b 9c7070 9fc080 a996ae c22496 ddc1e1 f36df5
274def 35986d 666b24 9477fe a3d5d0 ad4091 bfa4fc c280ac d0ba8b f48727
274df6 4c98a0 6062a6 877b66 95b7df a382fa a85b16 cbb8ac e28631 fdbf00
2750e1 3993f5 5bd3fd 6b5f99 886875 999b6a a4dba6 b0670d daaf1f f774ae
2755fc 3dcaba 68499a 7e7abd ab6000 afd47e c50f55 daa4fc db8c20 fe4781
2756bf 2a83f8 7175a0 79a6da 995668 9abe11 9c8b4e b02707 d8c3d5 f59f97
2758f4 32caed 6767a6 7485ff 8d3b58 8d816a 8e9aa7 bec3b4 c74212 c79d55
276389 626561 65c942 6f8e9b aa896f b126fa b28afe bcc1a5 c0380b fcabea
27656b 3fe3ec 52b0ae 7a8c72 8410f8 9765bf a99cff c31d2f d3ba6c d96b05
27693f 3e996d 728116 77b7f6 8b0cee a2dd7b a5ac0c a63c96 db6cab e9abbf
276947 736802 7565fd 7aa02b acc3e2 b26d82 b88df5 c3d747 c4108e d3a999
276b92 36caf7 4894d9 7d06dd 91e60e 9395a0 a64f56 c4bfc1 da3710 dd9967
276fef 5a5864 69da8a 6f9dd0 728672 b3a2aa b41b0d c2c9fa d5640c ff9618
277264 3c88fb 6b26e5 7ad4c0 82761f 9f42a0 b3a032 b9ade1 d5639e edc70b
