# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
c3311f 4dd02c 0047fa cec8ef 844d8d de7193
f10f0f f3da9f 7ca177 13f4fd b589e1 7b469c
c3a40b 13f696 7a92b5 2c60fc d6d5ed c83050
ebb94c 13f7bf 699ad3 d3dbff 8b2ed6 d05c67
a7e30e 13f7f9 a972ff 9119a2 fe75aa fa1e42
dddcd2 13f82f 2faf79 6358f6 b776b0 b2171a
84833a b2f620 13f8e0 176aeb a31567 f45ba0
dbc138 13fbe6 4ca4ac 983ec8 982b64 e1144c
903e0c f5bd17 91a570 13fbed 4895c2 7d35cb
706651 6abf64 13fcf0 1b8bf8 691df1 ce3499
df3b2c 13fd5d 2c71fb eed1fa 6e4e6d c390b1
4b7825 4cb717 13fd86 d6c7e7 8c22c0 d09498
ecbd43 3f760e 39b6b0 13fdf5 5243f9 806195
ff8c1e 9e6313 89967b 13febc 6699f4 555d98
8a7355 c7dd5c 13fede 87a5d2 625bf3 9a0885
13ff8f a5bcb9 715aff 68617f d192f7 e63c47
8d4d06 60c11d 2dfab8 1444fe f58eee e60770
30a41d 5cf9c2 144bf3 a379e8 d8b9f9 c8308c
d8cfb4 5f9637 70d5f6 1455de eb6aa4 934464
cc290f d2aa75 145ebf c1d0f5 8694bd 76676f
d3bf6f 34fce0 1461ed a8b9f9 ec729e ab1c41
a4aba3 16fb52 1464c1 7a9af7 79616e f2363b
933c05 39dc51 1465b3 e0daf2 f183f8 e32c68
d67648 9ae866 1465b5 b690cb e6d6e7 c1085d
dad006 20a541 74ede2 14666e 939196 f831e5
c59325 d0e859 146b40 7ddde3 898599 a217af
d17843 ffc904 146b5b 30dfec 9839a0 ac9d9e
d5b606 53fcc3 8db8bb 146bec a8128c ff2475
fe9c5b 146c00 6cfadb 9f21da be83ca d63c69
eaad62 146c23 69f5d1 19afc7 9339d1 e23573
c1e175 146d1f 36a547 6ff5e9 a22989 eb5aae
836361 a32405 fe5310 7ff925 146db8 d988b3
4da429 146e02 7fe094 a051e2 efa0f9 c45c83
ce2307 a3af4d 2cdcb5 146e5e b436fe f379fb
836664 b61d05 42b936 31f5bb 146ec5 bdb9ff
c59a00 146f21 62e0ab aba8c7 9c22f1 c71e84
decfae 9af81b 17ae32 146f6e 7703ec f281c8
c4ee0d 14701a 21b35f 3fecd4 c2a4fd be4cad
d28579 e9d7bc 57e724 147318 9f50c9 9f1366
e43918 e8d25a 54c5bd 14747c 953cff d877ff
a71103 947068 ec5700 f2bc93 1475d2 a5a0c4
b39375 f3df19 3d6830 1475e1 a3a5cd b61b78
f0b66e 51742a 8ca2a2 20f6fb 1476f3 833b7a
73a309 1ef204 147758 7b08fa cca1db a84ca4
ab8b34 ebde42 b4c0c0 4fc0ff 1477be af0e69
f3c7b8 76df12 147a2e 7f0cf8 f361f4 e10399
ee3a10 58e74d 147a77 babebe c000cf f979f0
d1a76e d4e812 147d04 81d8f9 e228d5 8e366c
55630c cbee36 7db555 84eae9 147fdd 9b597d
cf857f 4b6a0d 53fd55 147ffa b1b7d3 cc169f
c5d52a 5ff2ec 1488d9 9c1b72 dc7b95 da181d
3cd73b 14893e a688f3 7e3ce8 e0d5e5 b95194
e49c8e 70760e 148bbb 9ed7f3 7706e9 904765
ded02b 148c13 81b09d cfdefd 8f24c8 e561d6
ae9754 636534 3bccfd 148dd0 9f497d ddd1d2
ac4b13 e2850f e2cda2 148f6d a98cd3 8f21b8
bb1b0e f97407 b2eab4 149076 ac67f8 e8b4f9
a81911 d07706 ccd988 14937e 91eff3 9d54d5
c2ce35 149429 a6edc4 7218f9 fa68cc 805270
ec8976 ebd40a 606542 1495fd bfc2dd d0069b
bbaea3 6daf02 81f77e 1496ec 1c47f4 9b3f45
7cdd57 14980c dbd8f0 6c27e2 da82fa fa2992
c1e958 63dbc1 149885 9787d4 7b3ccc e6074e
edb556 917835 149889 98bed0 5454b1 a67efe
a22010 c0b20b 4af4aa 14996f a5bac3 8e02db
de8a51 efdab1 1499a5 adb6fc 4e43e2 c12529
dfddc4 4ee838 149c0b 8a49cd e96fb9 8b3b51
ccc6a0 149c33 76cef5 7067ac a58490 73535b
a44107 aba52d e9e416 149c84 6ce6e3 653dcb
526031 a9c192 3df405 14a231 cc83f7 c00d97
9d7c68 8f400a 8ec721 35e6fb 14a3b8 8737de
914423 9bac0b 88e1e7 14a3ef 6e3cfd f50b87
f2d27d 795e02 14a46c 9ddcf6 5a587b fb3afa
6b8a0d b4e839 14a5fb 7a27ec 9e5f83 c4adae
a8e348 156d0b 14a913 23f7ce a988ff c83d77
9d4c3c f09612 47eda6 14aa96 cdd9f4 9744df
92a511 7bf94b 2b6b4e 14ac7e d5149a f589cf
b9be8f 14ae03 add9f5 7c09dd d643be b2073c
706758 d1e078 14ae32 3d5da2 ac7dfe e694c0
ee7426 6afeb0 14ae97 a725fb faa2f7 b90407
cebc9e 2ef907 14af36 7604ee e653fb 957993
a8ee74 266a15 14b263 ec7dfc ddc8d7 e30d95
5f5c0a b4f21e 14b339 16f5c2 cc92e1 b931cf
b9ea30 3a6539 14b441 2cefbf be9cfc 8732bc
834829 d17e4d ddd461 a6c9bf 14b4ee 8052b8
98b004 337354 14b988 22fdca 9c51c7 f786f9
4a7b3b 14bb20 14ff5b a244df edd2fc ce93a2
914a30 eece71 bc9208 a7b2ae 478184 14bcec
9c7547 d7e76b 97a3a5 367581 14c1f4 842fc9
879f1e b2de44 457357 14c393 facbf6 ec13c2
ec630f e4da05 acd5b6 14c3df 3e6aa1 9b747a
eab5ad 73530a 14cd1c 3367d4 b1b5ee c05f84
995e04 14ce2b c4cfed 8414f8 c96af7 ef4191
e5d2ae 14d111 1c9248 bac0ff a401d2 eb72a3
a8f51f 14d1a3 ac94e2 8f36cb a32862 fd3841
8b642d 14d21c 3780ea 5e5e78 c1b4d1 e17386
c59b08 f8dd0e 14d3a7 2974af d2d3f5 d34158
ad2c2a be8413 cfd840 14d3c4 8991e9 6d546a
d14c3c bded2c 14d4c1 697c82 a534c7 e26bf5
cdd354 54999e 14d4f5 575681 b732fc 9f3439
14d73f 5b33fe af91f9 8f519d d7365b f0b6bb
547902 14d77b 9d7dff 881ecf f3c1f3 d2227f
c7b6ab a6e959 68ad38 4d6d4c 14dafb 8d63b5
bc5517 9eba5d 29a18a 21675c 14dbe2 9a4bbc
6d721f 14dc65 701bf3 bb81c2 934d6f e9d3dc
d82726 14e054 49637d b3afeb 9263f6 a78d99
7d4c07 b09a18 c2e706 14e0b7 337489 7e26ea
a43224 f1d07d 14e7de 5d5679 9e5cdd dc687f
e7987d 5f7120 14e7ee 1da6ba ac21f1 9e256e
e24900 c2c1ae 14e7fa 7f04ef d355e6 776364
a24e22 ffcc9c fc8d0a 14e8fc 403ffd 7e6794
577813 14ec2a 2f7ef2 ddd8ee 7b5976 d7737b
9b302d ba7807 edc04e 14eed6 4e6678 7e88f2
987f7a 99d281 14f0f9 20a0ea 9a0190 d80b16
aa9a86 239004 14f10a 653aeb e6d3e5 9e455f
299457 14f387 bb82f3 a809e6 f4c6f8 a70f6b
a8d25a 14f3d5 44a99f 6a5174 b156d5 c32f41
77503e a4c408 14f6e0 7298b3 7b44e1 f7037a
14f70b 348e79 d8b4e2 9b03c0 fc2cfe fe0414
6a6f57 25a20e 14f74c bec0c3 8b0ad8 e576f0
f05f16 14f789 84a8a6 2064a3 cc97f7 994f57
905d34 d5d9d2 14fa2f 32a888 166891 dc9be0
efc479 70958b 14faf9 b182cd 7f40a4 e23d40
c59b42 aee2b0 14fcff 56a4d1 7f26e3 c11f69
facf31 3a6901 25ab4f 14fde5 cf1cff 8d798a
f89548 447029 14fed5 20b0f0 9839fc b5267c
865d3f c1974b d0e968 87dcfa 1544fd e54798
69614f b6bf09 98dac0 359bfa 1545fc d74797
f5d3d1 1cfc45 1547f6 716498 cd8eb7 ed0f49
9adaa3 3aa751 154ffc dcc3fd ff42aa 844158
7d6f06 b3d51c 78b8f4 1556d5 bb417b f6989d
dd520f d3c995 4cc7e2 1556fe 6e75a5 955e63
9b8171 e36d0a ecd195 1559f2 a4a9bf 85436a
dc5321 b1dd2e 2ec7b8 155bfd ac8af3 9c2a82
638104 50c61a 4ffdde 155dd8 df7cbd 84596e
5e6648 52a017 87ee77 155dff b89cf7 ed97af
6e8a32 a2c063 4fe6ed 1561d4 8892fe 846173
e3e54a 8d9156 5bb8ae 1561f3 d886ff 8d3482
f5ccbb a5db07 7a984b 65d3ec 1562ae 924959
e8d04d 868b0a 34fddd 91adc3 1567f5 a2566b
9f4c32 f38a63 e1e717 4fb9c1 156888 bb49fa
6edc81 1568c8 aa90bc e8cee3 a01e68 e7044c
d22208 dbc00c 859f8e 29b9de 1569fd 883480
e8c9b9 7c951c 1fed34 156c2e 5c9ab7 812ef9
65a325 adec97 156e28 910df1 e285e8 d4038c
94b477 156f0a 3ffd3c ca20e9 efb0f6 967e8b
8b4905 e7a00b 15fea0 bcd5e0 73a0c2 156fb4
d9c703 82ab7a 15702a 8bf2b8 d3ccfe e016ad
bee110 41b445 157046 67f6e6 8604c8 f568f4
b27548 68ea50 839594 1571c4 dca3e5 9e1d4d
d1740d dbe906 2bd398 1572d1 f494f8 a9065c
a2a304 cfe547 3abd94 1573a5 f78efa ac1320
e5c72a 157403 40d8bc 8a02c0 dd3df6 d50e7c
878382 157408 27e46f d1d7db e984ff a2348d
d0aa3c 157422 59e8ce 40a1dd 823cfe 817085
8fef31 157803 36b85b 722dd7 cc5dbd d4b1c0
71532d 809851 2ffe87 1578ff d1c5fe b30f72
e43501 27d98b 157a6b 96a2ad d25cf3 9304b5
d83500 d1dbc3 6fed08 157ac8 a59aab 915563
cd9124 666561 e6e346 b6d1c4 2fcef4 157cd9
e1d8d5 6ec134 157e55 8807d1 fc86f7 f723a1
e4ba87 157f21 b4d2ea 7496fe 6c3cc5 f24791
b08b1a cae500 157f59 5fdeb4 a5a0bf 8416e5
ef4309 fed506 16f0a4 157f67 a1a5c2 c10fcd
b33919 bfeb09 37c97b 157f8f b685f0 8026e2
f0d9bd 5be103 15810d 8791f3 7d03ed e54481
d9b01a 158112 9be4a6 9c99ae e10de7 794e76
d8d1ce 794f1d 65c601 158289 6e33eb a775f8
b6c42a 158425 7ef8d0 9852ed ac0d69 d18896
a4751e a8cb09 32c9b8 158591 f60dfd ba125e
ff3220 93f687 158784 8843c6 c493d8 b11730
f3b155 158a0a 8709fb e7d1f9 aa82bc 8c4155
d6cdc0 838a5c 8cf254 158ad6 6f10f6 795264
e23724 6edc93 158c78 dcd8f5 944cc1 e37ef4
158d2b 2ccd50 bbcbc4 870dfa e145c4 884760
c42710 67c874 15906e 9205f8 c3b3c6 fb49f3
cd9d3d cad1ae 159087 7ed0ff 8555ca d61151
e1dac2 15921f 8e9d90 2dbbef 8a40ba ac0c5d
c23011 f4994c acefc7 159285 dacbf6 c742dc
d13a34 f4d3cc 18e62f 15928c b89ded 7f36c2
e78322 75f68c 92aeb1 1593df 612af2 6d6277
afb303 82dccd 1595b2 793ecb bd0b4f d97c7f
aac839 159620 8ad0f7 9d79fa 9c2692 d1869c
d22e0c eab226 15966a a7deeb d325e7 7b477c
a7a026 d6daaa 45e2ff 1596f7 5d3ce6 be2f5f
c92a0e 6d6760 afbf22 93d3f7 1599f9 366992
b45c09 695e50 eaae25 5fe9bf 159db2 743df1
fa2113 cbd791 34e2ef 159de7 3b6684 c68898
86f90c 159f14 d2d1d9 8e0ebb c76b94 ac1a4e
dcd0c8 63751e 3bf236 15a085 f014ee 8e2e83
a4541f f78927 a1d5a4 15a0a2 6d38d6 f6cef4
e0dd03 a4c2a3 15a117 376738 50e5ff c122aa
bf5226 7dd42f 15a186 6c5eba cbbde6 695262
f9cf0b 15a312 22dfa1 c0ccec 9c16fe c22b83
8cbe03 427244 2be2c5 15a38f 784e84 f62efb
71e275 15a479 606e85 c014ed dea1c4 bb1b26
3ffe3a 15a513 746f7d c8a7dc c908ec a50c2f
f6af06 a39f6b 7cedde 15a9d8 924f82 a6242c
914613 ffc904 79f6b0 15af76 7d31f0 c28ee2
7b6829 c6c965 15afa5 2cf1f6 1d6985 e30ef8
ca4813 7af10e 15b68a 5a6467 4e53fa bdaaf8
37782e 15bb1b c0e8c5 721df9 efb3fb b53592
a3f400 4b663d 15bc45 af4fec eeaadb b21d7e
a72c20 949d47 9ff939 15bcf6 8931e9 c2668b
815347 15bd27 2ffdcd 6f1bf4 c28df5 d40492
95450d 94f894 15bdaa 712ed0 f46cfc f9236a
dad752 abece8 15c0de ad319b e11245 ff8898
99880f d5db0b 15c197 16749c 9e8ffb af1f4d
ee350c 9bde22 15c4fd 784da2 913b50 ba9b9e
c69020 7a662f d6e047 15c693 4c73de a51c7e
8d5a08 f9dd0d a7a20d 5a8a86 15c6f0 723bdf
ba7772 f4c439 cedfcb 15cae0 3d76c7 a70e2a
8d6f32 15cb55 5c59fc c8bbf4 a92a7f f762a4
15cc5f d2e2db 7404f6 d0a2fb 92529b be031c
8a6648 a8e925 15cc80 7c8099 4f52f5 e9bcde
a7c620 15cdb3 1c8274 9c20bc e265e6 aa0914
ba6868 a51f08 aeae36 15cdc6 2583e8 775a79
fd1814 b7d66d 15ceff 766afd b84a87 fc7ca7
6a5b4b f9d051 4c8f08 15cfd8 af1ca1 f37883
c3e8b2 60904e 15d02a 315fc1 f0a3e2 7c485a
e82b2a a9dc6d 398882 15d4c7 7b30ed cd74f6
95966a bbec1f 257003 15d4d0 8c71f3 a91686
62750b 15d949 877bf9 d7d1e8 8208df e30694
b5e52e 347f04 15dba2 7d11e6 e548fa b30775
f1c672 15dcd2 b88cfa a109ec eb608c aa133b
bf2524 15df19 c5c9d0 908eff 4a38fd b65f9b
cd4619 efc87e 15e1d8 196f81 8292d6 a303ef
b27a26 d1d232 15e4b9 4876e6 acadea 9a2a73
dd4939 8c9e90 15e979 3a67f7 786279 fc8dea
d7998c 898b02 15ea21 307448 e4c6f8 be3cb0
765142 978f83 b7e490 4bb61c 15eaff de31da
a34228 ed6307 ffca64 a1a089 15ebf2 1e7a97
ca8756 f0d040 526863 15eccc be82fe 882aad
e11e0b 15ee1a c9e0e5 7234d7 cb9ce4 96676e
f23209 15ee7e 59678a 9ba4e0 3a3dff a58e94
a58b03 edd507 196c3a 15efab 6f94f2 ef008f
efa41b 747633 15efb9 9c77fc 8a13cc c7528c
ffbbbb b58b6b 15f01e 9da2cf 7946e7 8d486c
a4250b cfd30e 52ae56 3d7266 15f1ec e433b3
685739 a6e443 829666 15f6e7 3b61a6 da8af9
d09067 7b6f07 15f7c0 2185c1 bcbeeb 9f3a73
938d8c bc5f00 fb970c 15f7c7 499eec 4857d3
f5de25 729c70 15f7e3 942cf6 d16ce8 804f6a
dfaf73 478e12 15f7f5 9b9b9d 8b4fb0 9c3c5b
ead6ce 785705 889940 15f83c 7178dc c83279
877522 b9f41a 566f68 15f8d1 3ab19e 810ad9
b81e18 15f95a 3c9c8e b66ff9 f8c5fa 96049a
b8c123 15fbdf 1ba4fd 8528ce b97085 d41e2e
d47b44 aae768 15fbfb 859efb 3651fb 726d6f
d78c03 606021 15fcb7 bcbbe1 8930f4 fa157b
27b525 15fd49 742efd 8564a2 be9dc9 a80831
cea433 15fdc2 6e8c88 40a9f9 8e0fc9 c40a31
796561 a13007 c9b44f 15fde9 8282ad 534fe1
bc4901 bbbd40 5fb297 306e5b 15fdfc 864c9c
6a5549 a1cd1f 4f9418 15fee6 8b0bfd c77ad0
944f07 15ff3f 3b9e80 4a46d4 e272ed fcd0d7
87790e e2db5f 25c7cb 1645fe 807cf7 c32479
aa5a0f 94ea13 7498cb 1648f7 7a5382 e49596
f64e44 bcdd4f 58d1b0 164fed 99749d fb96fd
cb8e3d edd8a0 5ac5c6 1652e4 7f81ca 954677
bd5848 b7ac12 95debc 4691e5 1653d3 7c4d6a
e3ae44 6c8355 3da6b2 93e5fa 1653e0 a02d73
e09856 dde906 30eae7 758eb7 1656e9 ad394e
ca703a 99f181 53ae94 165db5 c3affd 80585c
a86230 eeaf57 81ebdf 165ee3 a591ff a98aa3
fb4000 b4e299 1662cd 9d93e9 a6072f b27680
c45c33 ecdd3e aab8b7 166394 c189e3 757173
bc4935 a9d711 49c485 1665e7 7d436e ff82de
78520f 2df225 6599b9 1666bb e9c8df cc7d7e
c73313 c5a28d 676b63 1cf236 166a96 86a3cb
d9cea8 44c920 166c5a c3e1ff 9227c0 ce63b6
d0aa53 6ddfc3 166cdc 919bdb 595779 cd2349
166d27 1ee64c 54a26a fe6ffb b83ca2 e8cbd0
e9be59 166e4c 6a9f8e 3ef7d6 a765fd a52a92
7bcd63 166e56 ad8be3 a315df fb1693 f8c1d2
d95006 40f17e 70aa95 166f5d e1aeec 9f3ba7
f6c3c0 929901 beed0f 45bdea 166fd1 a40d78
f4c96c 689007 72bfab 16707e 9b1ee5 f061ec
b3a424 cfec2b 167132 8ec3a5 5d566a c41dda
e7af01 addca3 167226 72a4f7 7d43c5 e53680
a6e25b 18c59a 1672f3 f29df6 7f4a65 f52d40
b0925e 88f16c 16757d b8b6c4 f40ed7 b50737
afda04 167a16 57f7ed c49af0 a756a4 fc6575
7ffb2a 167a2f 30bc5b c3a5f8 7a0fff 88669f
d9c54d 167a3b 54b0b8 a4e8fd a469f6 635b6e
898e01 bee004 167a4d 48f9fd 8514e3 f23faa
ae5749 32cc0e 167b86 8505d9 d16efc ebc5c8
e5332c 70fc0b 98b499 167bdd eea5ed a8447b
f6bd1c 167c26 adb8cd 8f6ffc 8f278e f94c83
fbd664 167c34 39b276 6f3be6 8a3b75 f47ecb
946932 b6e246 5dfec7 80b1d4 167cf6 59587d
f3b142 d5dbd4 16800c e33ced 98088b 926e81
83fd68 168018 29bf77 d032d4 da94d0 8e6c79
a9bd8e 87f846 16801f 6731e5 ed67d8 d41982
d1aaa4 84f924 168027 4ea3ff d1cdf3 9f1eb7
7fd03b 16812f b123da 705c6e fb5fe3 e9b5c7
e6c09b 60b90f 168319 7709ef fe54f6 ae2b70
97be5d 168529 8eebd2 e0aafa da37e5 893c62
ddb5a9 fd4a00 635c48 aaf146 168688 31c6f9
f8a2a2 48631d 5e9a07 73ea07 1688f0 aa4486
cba068 d9e955 576120 1bdcd8 168df2 df0ca0
74514d b18f82 a6ee61 168e05 e50dc4 feb7cb
925e48 bd9e78 63f033 168fdc c2c2f0 601bff
d6ea05 5e655d 169421 87bfa4 b690ca af37c5
dadc7e 8aac04 16955c acd5f0 645f6b c461f1
a51f19 a2a50a cce823 16956e 3dd7c8 7c5cb2
5e6528 49f44c 1695fd 5448c0 e1b1c9 ca5485
a90a02 cfc303 169960 24fdc6 9ba3eb 6c44d0
60611a bec520 67f6da 169aea 6445f1 be2b7f
ddd8c5 5ce81a 169c30 9710fe 993476 df75ac
b1cb22 236a32 1bf8c9 169f88 783df6 ec61d6
f4681f 9ced97 16a194 dd94f7 bd2aed a70f45
83807c c7d45d 16a31b 216a25 c907a7 fe97d2
fdc631 94930a 16a5e4 b2d0e1 4d4bc9 d6146b
e91e1b a9dd91 16a793 38f0fc a56af5 9a1c90
aae004 16ab16 a40da5 7f7c7f f7bbf6 f64aee
af5c17 7ae68a 16ab93 685dd7 705773 f08ee6
8ef13b 4f5e51 16ac49 9c13e4 da49ab e5b1c0
6d5a0f 53ff5c 16ad55 b0b2bb e777f8 c703a7
809f06 b4da4f 8beae8 16b1cb 7e5bfb 9a5256
76540b cbb840 b0daca 16b1f0 7e4de4 be5073
e5d9d3 7af507 177620 16b82c b456fd 853f65
d0b474 46970a 9feada 16bae8 4851bd c96582
91fb71 31701e 16bd4f cba4e2 ac24be 877684
eacd5b 67992e bbead9 1d6e7c 16bdde 8d48ea
d7490a 84fd1a 16bf79 2e6e7f 8448f2 cbadf3
f3dd10 16c06e b7c5d0 7972c8 876c7b a43435
d38d73 8d6c06 e0db76 16c3c9 7e43d9 c63f7b
a4f399 16c52c 6907fe cf48db e9bacf cb1a5f
6c7310 b5f52e 16c559 908ccf 9713b0 fbbad8
b34337 bce9bf 16ca46 7262db 6c5374 e679b4
f6ba09 16cc92 536bd9 ccaefd 8d8095 ad132c
bd9142 b7ee1e 16d0ad 39839c 8b18d2 b4304d
ec7674 ddcf33 686a15 16d2d1 316367 7d86cf
b93e01 d3c838 16d6b5 678288 9815e2 f261e1
646a20 c1f135 6eb626 16d9f2 8a0bcb e92681
f3cabe 79885e 16da38 d4dbff 85459a e763f2
f5881c 16dcbd 5261d6 9b99eb a9698a d32041
f60500 a39073 ddcb58 16dfc0 5a28ff bc2683
ca261d 86ba4d 16e0cb 616a7f 6f85ff 3f3ef3
eea429 16e1d4 4c8da8 8d19db 9b3049 e70c0f
c4180d d2a330 589472 16e2b4 685876 eb29d9
a78a89 f9ce4a 16e2e1 5c83d5 655a6d d90e30
cba96c 5d7712 16e2ea 6992f1 414ecb b64c76
bcc122 4e943e 16e4a5 4f30fc f856e3 96377d
ed5c1e b5f24b 16e4ad 7d21db bc8fba 944b69
f47c69 eedb2a 16e5c3 a6a5f5 7b5fb7 a81357
847775 a75521 16e76d 274de7 7383d7 f2c0d6
abce34 186b24 16e7c2 5b9893 d97af4 aa32cc
eb1807 6f7764 16e90e 2468a2 8c95e0 fbcfdc
a1bb94 16ec0e 9743cf f4cdfd dc7aca ca3c63
6d831b 85c15d 16effd b144ee b0207f f263ac
fc6e5c eade31 16f1fc 9b81be 8d05bd bb1f46
74534d cf5c19 d3a684 b4f303 16f3d5 586c97
f8ccc8 16f50d 52a460 375dc7 ad88c4 a51e27
973939 b98b03 93aa9b 16f58a 309bcf 6b4bd5
98c456 52614c 17930f 16f5cd c48bf8 ae30b4
8f8a48 a0c92c 16f5e4 19a6f4 771dfd cd1292
a7928c ea8c36 16f5e9 6794ca 7a2fd8 972a56
d9430a 8c8a7d a4e745 16f8e7 2177f9 92497c
a90a02 a68d02 b9d08b 47865f 16f8f0 e310ae
964537 fb5215 ded166 6b958d 16f8f2 7e629d
9dc151 16f9d9 286869 9204d6 f857c1 df0119
ebc916 729546 16fbc6 206758 92449d ee5efe
8f4d45 16fc10 56b35a 61577a ad5fe6 fb9beb
865146 d15c0b d2ccc7 16fe6d 5e65e0 f496ef
b9e136 346f33 16febe 85a6df 8e24f7 d66380
816752 deb556 38e4d1 1750f8 9192dd 990987
e2c67c 71f9e3 2db1d6 1757ec da6a87 c32131
dca21e 877630 d6dda9 96aeaa 25d0fe 175bc3
a57e54 8eeb64 657178 175cac a5a3de efced4
6d8c37 63d679 175dfc dbd5f1 8b2c8d d87ad6
d18d77 7b611c 83f641 7f9eaf 175ead f8d2d9
ae543d f57d2e dfe1b2 58cadd 175ec0 89838d
ce9c26 c7dbaa 83dbfc 1762eb 8694e7 fa3383
e0e641 687a46 8db570 74efe6 17648b cc80e2
fa7c2d a4a18e abe8e5 29a2bf 1766a6 cc073d
ba9493 5edb3e 1766c6 dacbe6 6c546b c6050f
f7ab06 176b25 5cf5ad 9444ad b193b1 f33270
b67241 d5e497 8ee0f8 3aa4e6 176bb9 a0145b
78d438 176bdc b69cee d8748f d9162d fbc2c8
726539 94a288 86fb77 176c7e ba18f7 d990ed
c7ae69 4e6f4e 48e5f6 176cff 883388 e55695
c2e910 81a61a 176d20 7925fd caa3bd c24084
fa1c0f b4e401 25cd7f 176ee1 9f5781 f5cddc
f77f09 ecd491 176f40 7ed3d1 2e88fb b34893
b4df8e 46a86b 176f47 955df6 c596e8 8d5889
767e07 1cd441 17705b 7202f2 cd58c3 f6aadf
af5b10 c0bca8 53fa0c 17715e 45a6c1 972aec
886606 ddd630 98a568 17725d 55d0d8 cc06c1
9a5929 cabc28 5ff9ec 17726f 8988ea 772ed5
9c877f e96b28 dfe24d 81b1e6 1772e6 ac2c87
765017 c2bd08 54f2eb 1773a4 80a2e9 e0747c
e3d06c 17741a c1e2fd 692fde a14873 e277aa
63a726 61ee61 177645 853786 fd2deb c1babb
b0ec9b 177815 30b632 c4a0e3 ac0ff1 cb2d8a
177817 3db262 96f4be a474ff d7b5eb ae2497
92b408 177819 82e0a2 8748fb f07dfb 954a86
ee2a04 a7ee6e 177cf5 646f89 e2b4e8 a33245
b90802 c4c763 177d59 29f1d3 8604d2 fe39ed
b52412 a6e79d 46b938 177e60 b2a8d2 9717ae
ca7263 c9ef12 86edc2 177eed 6a6a7d d3a4dc
b7ac09 177f19 72e99e dfd8ea a20d90 f653b2
e02509 c5a39d 73d139 177f87 a38af2 8f31d7
655554 a3b18b 2bf401 178213 c41ad4 f1ceef
ae360c 4ddc60 4e6761 1782d7 cfdff6 ad99ac
89ab2d c5eb8b 3f653c 1782f8 89447d cc8cb3
db8682 b9d432 178409 6fb8f4 6b2ced aa1d7f
c5a608 aae2aa 178537 6ca1fb 8635ed f63aa1
79b161 178605 c0e1e4 6c0cfe c494df b81488
c6c408 178839 29c08f bcdbf9 9f15df d56fc0
89f759 178a04 30b4e2 7c1cf3 937080 f5a1ac
fe4800 63fd9e 9db7c3 178add a00f62 b47377
b7825e dddd79 46e3f8 178cd5 602fe8 9b344d
e4b52d 178d2b 87b09d a9ebf1 7c19ff 855d98
67eb88 178d37 7002f6 f0a8e5 e62cb9 7f4d64
b00605 86ea92 178e67 9992fd 9e08d6 d89bb5
896921 a4af5e a6dbea 178fbc 8902fe aa016b
f13834 86e42e 17969c e2d7fb a332ec 893d50
e08908 60eac5 17989e b1aff4 7e25eb c32133
545e41 179a0f 1efb46 885ae8 b47ca1 f9b1da
c7c085 179a2b a8e1ef 7401f8 e45ff2 d01992
babc79 30f0ec 179cee 980f8a 937b84 d90117
bb6714 3bfa27 c8e0cb 179d90 9625e0 e495e3
74504f f8672c d2ea38 71d7ad 179db0 890efa
984742 a3a225 b6dfe8 6b868e 179efc 6b469b
17a124 1af637 d4d6fd 9f75f4 92288f d994a7
cfb3b2 7c7c6d bbf139 17a411 900dda fc6eec
c0b370 7c772e 22ebd9 17a49c 406886 f14aff
b76749 e9a75e 9eced1 17a4f0 674fb0 8f8697
8ffc29 17a623 3d6549 f34aef ab039f e5b0da
e7bbab 17a701 1bf616 d1d4fb b322df 908092
296b2f 17a73d 27edae c0b4d3 a521f6 a52271
6afb37 17ab8d 774fdb c6a1e5 715359 f51022
ffd390 a0a615 567167 5ceded 17adb1 890bdf
e5de2a 5f7631 a1dfc9 17adcc 9f0ec8 fe2190
3c684d 5cf89c 17af58 8e2eee eda3ff d93a94
ccdab4 17b001 317151 771eea 9b4f97 f47cb9
845701 75f864 17bc02 434ae6 e5a7f3 d83970
93634e bab520 17c393 c9e0f3 6053ef a889fc
819513 afe060 2c8762 17c3f7 9b3fbe e5b9c0
ed880c abe2ba 17c7ea 1858f4 7978a0 a81a3f
adf0a2 17c826 8f53b7 d2b5e4 a4055b ec719b
ba1304 17c82e d3d5e1 a292ec 710ef6 ac7079
6c642b 17c846 bae0ee 5d4db2 917df8 b16d83
f24c14 fdce55 17c99e 494ccc d8c6f8 a95c68
f7b8b0 b5e522 3a930a 17d0f7 6b35dd 8d818c
d02621 17d121 badebd 4955b9 d4a7f0 c77291
dedbab 17d613 6523f4 bf65f7 ff9dd8 cf2d61
a12400 f36528 dcd675 17d6c3 1b61fc 847b86
aa120a 17d738 359462 cdd9fe 6e61a3 cb86ea
f2ccb9 9fe024 4e9f91 17d7e9 1955f1 bf032e
936b18 cad013 17d9fb 5361e4 a11e64 e87ca0
928b77 346e17 17da0e 950cea cb6bb0 f7bed2
c1a91b 17dca6 4b89b4 721afc a3636a d10507
ac4502 5a5c53 17dd17 3870ec e6c5fb be88a6
