# colors_mcd18.0_mld2_nc8_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
e69f97 af3108 a7ae0d 447c62 a0edfd 004ffa 9593e5 f81ca2
dbdf75 599806 0a6c1e 95c5a6 0ce4eb 09a4d5 8c44fb a71b77
6a5b01 41f624 09a510 c8b7e3 833adc b477d2 b54678 f37399
cc8d34 fcdc02 a0e696 176f42 09a599 c3b5e2 aa55f9 a71e90
e84c34 81e66e 798280 09a5d8 9928fb aa248e f9c7d9 ac0306
d85d2a b9d658 64f4ca 09a7a8 4a6b73 9519b5 f48dfe aa060a
c70f0a a4ae02 d2e945 59edb6 09a876 2a695f 8e3c99 ef5bd8
b60c0b df8139 cbe567 09a89f 90dfdb 6065d3 b996f2 8f3860
b7a79a b1ed0f 1a6c12 09a931 53e5da 8104f3 c34bd4 bd1075
e81916 eaa75a 9fa79c 5f6f62 3de9e7 09abe4 5c69e6 a10982
216d15 78f682 09b252 3c5efb bf8efe 8e6ea0 f6add9 a82866
c5bda8 61734b 4bf212 09b34a 1a747d c050f7 9009c3 f77fde
c0b735 3c8613 8fe9bd 09b3d6 6a47f6 7b5186 8f374c cf787b
983407 e37a2a 938976 93dd85 09b3f7 0e55ef 65638b dddae4
2e771d 5df647 09b42f 8540eb d2aff0 a176c1 e40d7a fb929d
6f9f20 24f47e 0b7c54 09b494 6c2bea bf77c1 924189 e5b6de
7ea13d 7ee535 297061 09b495 9124f1 c463d0 e7a7ec a81b23
a70e02 6e8455 cedacd 09b707 39f242 316f80 aa29e5 cd91db
a6a189 09ba14 33fe9e 457271 afc4e5 8a81f4 733ea6 a52c37
476921 a9ed96 889a8e 09bb45 cf04e9 8f6b91 e58ad6 e0c7d1
a91802 b6cc14 42fabd 09bba7 4f6496 bacefe f43cfa ef354e
d7cbb2 8bc32e 558d58 18fefa 09bbf1 3a61fd 988097 982482
c6dc31 a9ebc1 09bc69 0f7e74 8013d7 f4acfd fb3cb6 bf0a3f
d9dd0b 919b29 a5d2a7 5af7f7 09bec7 4654d2 595677 b43945
e7e42d 2e7624 09bf5a 84ecc7 cac7fe 9823ec de63ba 913d62
ffd506 3b7729 09c075 a8d0f7 2f4feb 9591e1 97206e cf4f92
238a14 b5dab7 09c12a 12ff4b 7c2bfd 6b5173 c25dbf d3a8cc
8f502e e5d709 7ca108 abeea6 09c1e1 4e5d89 953efd ec6285
e8b685 919c2b a9f801 09c2db 3f62f5 685e7e a51319 aa6869
9d6e0c ebc51d 969c7d aae2a0 41746f 09c9c2 8e7efe 7b3ca4
d32d22 b27f7a dbbfa8 f1861d c0ef62 09c9d4 7f3dee 983988
ce9280 c36104 e4da20 116c4c b6ead9 09cbe9 5e919e 7948a9
99d50e 515f3c 33961b 09cc90 c600ad 93838f f194d8 e7dadd
e2996f d2dc26 c1e2d9 09cde5 7284eb 8f3888 9f949b bb233d
cca36b cfe12d 09cfe2 7f88e8 8f08f4 88368a 908789 d72c3d
e58c37 99f5a6 09cffe 5d67fd 962a96 c1a3b2 ed0c6f a71223
b1c0a9 276d30 09d032 7a8980 6e33ff b26dfb fc9cf2 bb3499
f1c672 90a804 b7e6d0 3f8e83 09d0e1 d930db 88357f c8080e
c8bfaa 95f56e 39a531 09d1fc 8e51ea 7b566d c87ea8 aa0230
98613f d6d9aa 09d219 ade8ff 7a24e8 ca80f9 5e575c e5309b
715c01 09d50f d5d9f1 6163c2 b892df 93286f d2436a f59caa
f29151 f6df0d b8d3cc 09d5f9 698beb 9429a2 b0869c e32260
afeaa0 09d60e 87a08a 0a54db 7a7080 e66aca dbbdcd d8383c
d66e5f f2b644 6b630e cbe6bf 09d8de 8789aa 5b60d8 b31e69
d2bbba e41f0c 958d6c 09d93f c2e2fe 8459eb ef70c4 9c3a5b
cea53a 297f40 09dca5 d2d2eb 8136eb bd8bfd a10978 db4ba2
fccb29 41a604 09dda6 cfdbf0 335ab1 76748e bc88f9 8c5356
529c12 09df13 236a32 7a66c1 a799d1 8d416a d1758a f9b7c4
7d625b 9a300b e2d843 8e9746 09dfc8 4f80a6 9da6fd 8403f4
ca9a5a dee649 57763c 09e8eb 3f81f9 9592b4 641cfd 903a80
e88970 a65c05 f2d117 09e8f5 376b71 8c98ab 8708d3 bb65ea
cb3609 a77f6d ec9e29 09e9b1 1265d7 d2dafa 8b8dad 7e426b
cd130a 9d6966 ddac1c adb09d 09e9e5 5fa4c2 2560eb 595882
795745 ac8f4e aaf430 09edb3 989bf3 b42cfd e3c9ee c72d8c
ce7a5d c5bcb7 09ef39 728a90 c8dcff a274da 890dc3 9d3259
eebebb c0eb16 506d0a 85b95b 09efff 1aa8d1 8e04bf ce3b7f
e5b2a2 3da740 09f013 c7d6eb 9692a7 672bfb 8c53aa b02959
ec9062 7c5e0d caef1a 09f0c9 447893 80aad1 cb23fb ab0060
e5a699 a28944 a2d12d 09f0de 158b84 823993 f30cf9 a33047
6ec429 09f1c1 576164 d0bff5 851cba d945d5 9c8f92 d81f2a
c51914 bc877c ece028 b5d7b2 09f2f3 466c74 1290ec 730eed
e14105 8d887f 09f37b 4f83a9 b8a6fa 8d1cdf 8d3762 e0acba
c59a42 d7e960 09f3d5 6573f3 b0aade 9f108d fd529b d01034
a22115 b8b29e 42b10a 6a7e65 09f464 861cf7 e843bc f7a4db
847b7a 77c214 09f5b0 5a8cc9 4b3ff6 c5b2d2 89477d d80710
b86522 ebcb13 66c182 09f5e9 27777f b371fa 851cf2 a7144a
fcccc2 706411 09f607 15b43a aeb4ca 3048fa e25ff5 ad348b
d0663f 09f674 0ab091 b3cbd9 537292 d086f6 b80ff9 8c3e56
b1a946 c3f05c 44671f 09f6e1 9fb6fd 8002fd c051d7 db297e
baa999 596837 94cf12 359c02 09f6fa b20ec7 ef5aec 937184
865c05 dfca3c 09f7ba 8ebdc8 8112f0 b65edc 9f1760 fc3957
f3de1e a3a171 09f7cc 7eafd3 7773a5 5849e8 695760 e71112
ece243 555f4a a9ca99 2e8715 09f7eb 950ef9 d38de9 ec1394
e8b7b5 696c23 7f9f1f 09f83f d3d6f9 6049ac d366e3 9d3a64
924531 e07711 09f95b 26a77d 28666a 9f9efd 7154c2 eeafc0
65a00d a8ccaa 09fa59 247784 8f6efd 7208f0 c6a8d4 aa1d43
bd9c65 697349 acda1e 09fbac 8d9bad 538bf3 7c21ee 895084
bba59f 43b60c 09fc66 267ff2 aeaff8 97208b 84707c c41440
9f2816 b2a395 1cb808 09fc72 cfe1e1 6556e0 f787fa a05379
a7100c 726563 e67356 ebc627 09fcc4 678ea0 5b3bf9 c98ffd
a49829 666636 b2c1a0 09fd42 5a9ea3 1d647b a933e4 f1a7f8
8d927c 32b10f 09fda9 6551f3 e5c3f8 c97cd0 943162 bb0811
bd6f55 e6d3a6 a7a8a3 78d704 09fdff 7892c0 364eff 8e395b
dee1ae 799f69 376727 09fe10 aacbcc 8e02ff f041fb 8f598f
61662a 3baf03 09fe70 c3e7d4 1e676d c9b0d9 b40ecd d18896
e59a23 a9a595 7a6f1a 09fea5 bad1e7 1e5ebb 717b8f 6f99ef
7d8c30 74cb1f 09feb0 2b8f98 733be7 d2c5dd d977f8 735052
7cd63c 118612 09fedc b8a0f9 641afd 9e51c1 ad2b6f d87189
696401 849f53 96dc7f 09fedd 1b8381 c6a1e4 c924fe 9307a6
edc6a4 95c505 09fef2 bc89f5 7e03e1 9a5aa1 b6053a da646a
50743f addaa4 1ac23f 09fefb 96929a 852abf f173e5 a1326f
a02519 7ea70b a4e22b 09ffb0 0f93c0 9317e2 a35875 cf8f94
d71d17 d7a933 09ffb4 25b392 bad8e3 e92ddb 8f3386 716265
cda670 aaee00 09fff0 428ba1 b09af8 8e0eff 7f5562 aa1521
f37113 8f5104 b0e17c 2d7b5b 0a49fc 7c6d8e c967f0 edb5e1
d61a0b 6a675e b6e83c 7db465 49ecbe 0a4fe6 ac76d8 8b4181
d9d8d7 9ba595 57ca4a 1a8e13 0a51dd d769e5 fbaffe 78525b
de8572 876930 d8d924 5ad5bc 0a52ec c0bffc 968bb8 d0187c
a7a877 b1e35b 6a7c6d 54f3f8 0a53e9 5989f0 9a3e88 c41b25
ed4e2d 3afe41 84bb91 0a54ff fe7fdb a64b86 fad0db a51739
f4dd5b 727435 9fab1c 0bc78f b8c7e3 0a55f8 970b97 d65db4
905c1c ab967a fcb32f b9e6b5 59e6f1 0a56d0 838bb3 635d77
686020 919f1b 3af01c 0aa5a0 0a59c3 fd8cf6 dfd4dd f20277
e87d58 fccba1 a35509 6c675c 95d8f2 5f8193 2ca4f2 0a59cd
ef9c1f c0cba4 a7dbf1 709dd3 0a5bfa 89588f 903450 e12537
4d8502 a2b38c 51ec1b 55a1f3 0a5cde e4d2f6 90769c 9c214d
a88012 5f5f2c b8cd17 3afee1 59727e 0a5dea a7baf1 f0929e
f5aea8 93eb3f 368f1a 0a5fe5 799cff d0c4e3 b074a5 89484d
ddcaab 6d6d37 96ab11 b8ee05 71cedc 0a64da 9f1f71 e0588a
887e7c 91eb58 75a856 11761b 0a64ff 94219a ce7dc9 d4c3d1
bea66c 61811f a7e52c 2ae3da 679ecd 0a65f1 f51591 a20c53
f6d1c4 4dbf0b 0a65f9 c3d3f8 bb97fe 8f4686 d17c9f a91739
78f64a 0a6673 1595b2 b4b4ff a00bf3 d1bbc3 fb5d74 c00f17
aeac0c 6f7117 59efba 18a172 0a676a b3b7f0 8c27d7 b757ad
f45510 83e82c 22b576 0a67ea ad93fa 954281 caa3bd a9152c
ffcfcf c08550 0bfa63 0a686f 86afe1 a533d0 a39ba0 b40e36
a4b197 2fc50c 8cf888 0a6c37 4e6df9 e2afea a91081 d163a4
d3640b c9aa7e c3e42a 0a6c4a 0effd6 38b3e5 8b03f0 974a9a
ac9817 f0e132 7ec8a5 0a6dd7 cdc5f8 968dbc 6f5f6a a6202d
ebab1d 927e06 0a6e43 72fac7 1aa880 c9d8f2 bf97f8 be3cb0
d1b481 b1ed1a 0a6f05 16a710 728274 44e5d9 7f04fc e01ab1
c79c44 fdd701 0a6f21 74efbc 509e8d cab0f0 da2ad2 8c4978
20fa57 46a195 0a6f89 8d25f9 b684dd ffa8d6 a3144c e43644
5eca29 0a7002 0cfdc3 83879a a404bc e044ef fdaaf7 e60165
f1cc57 6f7a18 8aa28f c4e1d4 0a7068 1fdefd 8c2bee cc4cad
867f7d cb9a6a c0ee13 0a711a 61eced 8495e5 7639f1 975192
eed4d3 7c9f22 1cfc45 0a711d 30a3f2 1761fa ae1085 f96893
e53e01 f1a210 dfdbc0 78ac75 0a745c 26d8e4 ab2ad0 9f83a4
72dd6d 11ae10 0a771d 7d79d5 7223e0 d4cdda ba0b7a be8493
d77d09 ceed25 8ce1a6 0a778b a071e7 7d27dd dca1cb ce244a
707602 9fa468 cce5ad 67e209 0a7865 7b21cf b86ac5 f3bfef
e0bd17 69a86b 0a7a2a 15febb b7c9f0 736e75 8f28a0 df51bf
d1daa8 98fa10 0bbf45 0a7b49 a459f5 df9ccd a00d6f f03c8e
885210 6ff842 43af4e 0a7b62 5a5482 9a3df7 f860cd eabfc3
c0cf51 10f1bd 0a8067 acb6fd 565878 c13dfc f36ab1 e0071d
c5e704 77ae65 0a8234 2aedc3 a370fc 811ee9 d194d1 cd088d
e02304 81f305 63b27b 0a836f b59ab8 e045f1 a02a91 ebd4e4
bfbc68 6f8e15 b7e1cd 0a8389 34bfe2 9b6dfd 6f29fd 9a2b52
f81f1a e0cdc8 86a382 76e76a 0a838f 8b06c9 db71e4 af3c50
b0e023 61b856 5efade 0a8777 8117fc 990c8b de3ac0 c51b39
d93d2c a8c39d 4fff1c 0a8794 7a4ce6 bb80ec e8c0ee 97425e
5e7903 63e140 0a87b2 beadf8 7c24d8 a52b70 feb7cb eb4572
6e8e01 3ffb31 0a8864 9a85f9 6c50d3 fccdf9 894278 f085a7
ae9d35 e3e319 799583 1cf3c7 0a889d b6c1e6 7e17d4 bf1b2b
a5c550 0a8966 8ef2e1 3db5f6 a10fff 932b79 f758b2 e40e11
d6c7a1 8f994a 5df508 0a897e ced8fb 7f48ee ec6fb9 a52c3f
dce57d 585c4b 7fb714 0a8a1d b5e1d6 30bdff 9137ec fd0c91
7fa915 7ff417 0a8a45 0db1f9 e5d3ef 9a25ab 70636e e590a8
b8a992 d78d03 3b7a34 30fc5f 0a8bf4 b5c3ff 5a34f9 d50a84
e6d30d 0a8c45 24e5b7 cfdefd 7c7d9e c59ef5 a30cd4 68555e
f10101 f3c336 b9c1a8 0a8c60 98e6fa 4eadf8 9b30c3 d56fa3
bc733a e4e164 9eb499 0a8e91 31daed 7e25db b06bf1 b3275a
b89b8a 70c90b 568c30 2afba3 0a8eee cdc9d9 6e00fd a9466c
a75e49 f25f01 e2dbb4 31f328 80a5bb 0a8fff 414ccf 625b7c
fdd811 90d897 0a9049 6234f9 aa80fa ddcdf6 a42891 ba7aa3
dda024 15d892 8ba8b1 0a91f5 ded3fa 7b11f5 985290 c73f4a
ed1005 7cd250 0a9255 9a9b9e a103e1 d05ac5 a30b6a d8ced3
f2d714 89a04f 7cdad0 0a968a 6e04fb 9b57cd eb82ff a54145
736f08 d0e93c 7daf3e 8ce5d6 0a99a8 6436e6 e093ff aa5a6e
faa1a0 9fd90e 5d6451 0a9b16 5ac0d6 a95efa 823d83 d3628c
40f125 0a9b3e 9693f3 645281 aa16f5 f6d0e9 ec81a8 8b4854
bee8bb 14e807 0a9d37 632bf2 d152f2 eeb0fa c81486 ff5e9b
b19369 feb539 67780e c2d5a7 58d5ea 0a9dcb 406587 8d15f3
ae3210 f65b0f fccc29 bad29f 65d3ef 0a9ddd 757b88 900ba9
7e493c 80832d 69cf1e 0a9ef1 416982 8233fa d2c1de e38386
987370 5c5d1b 609b06 23e36f 0a9ffe 9224fd f7b5e6 f12ab1
f6ccc9 44f422 0aa04e 185ace 948fcc c7c2f2 af0c70 b69da5
966341 c3a58d 84a816 19f401 0aa0dd 1c61d6 ddcdf8 9f0f63
43924f 16fc3a 0aa0ff c2bee5 7b0ae4 f603a1 6e595d dd9a9e
f0d8cb 5ee053 0aa101 8d83f8 b9b0d7 6221fd 834f9c e08b98
ffd414 436546 0aa23c 0ff6ab cac7d9 8504ff f11db4 d68199
a0a98e 69d61b 306e19 0aa307 8315c5 e562f5 e3cde1 cd0673
c5d935 0aa366 26675d 46fde3 9bb0d2 7d01fe d025ae c00307
c69d79 75841c 9af472 0aa4c9 3e6b7c d7cdfb 9141ea 903c45
eecf19 6df8b9 a4c0c4 0aa4dc 6155b9 ac6d8d a31f55 f7184d
ecba59 979119 b8d9e3 0aa5e7 5138f6 7c508f fc739b bd435d
746151 b8762f bcd800 42f3a2 0aa6b7 8069f3 99018e fecaf3
f0cfb4 458901 7feb23 0aa6ef d9dbfc 7e31f6 a64972 d78a9d
c01207 d68904 d4db93 0aa897 b5c2fd 7433e3 a068ca 79486e
e49571 c0e94b 4be7c6 6d7a78 0aa8ba 5b51e4 794d85 c1272c
c23e34 e48e14 d2ea1a 88958d 4be9b3 296d78 0aaae0 8018cd
e3d893 6b6c4c 0aab05 41e9f0 ad92fa 7b23db a22a7b c17da4
de4222 9e857f f9d2b9 b3d02d 15eaff 0aabd8 b004c2 6e5a5c
8fc937 0aac7c 46f1c6 653ff8 df89c3 9f5c84 a21d41 e30d19
c37736 a9d060 94e4f4 0f7690 0aaee0 8d52fc a91325 bf9da1
cdc00e 77940d 4e641b 32f5de 0aafe2 196ba6 be5a71 f98993
7c4d20 a0bf9a 77f977 0ab211 395bf6 bd8bd1 f9bced dd2572
fc310b b5d805 0ab26e 5df5dd 7d848a d56fff 9a3fad ad0f1a
b32c0c b6e345 0ab54a 78f1d2 216759 9a85a6 9b3bc3 eeb2fd
a83c07 c2e808 0ab560 45ef9f 277c67 885eff 705095 d879ba
a1d177 0c7802 0ab69a 77f0f8 7e44fd bc97f4 9d276f fe0146
dda85b 6c8315 74f2f1 0ab7cb 7972df 4e30ff a50581 ed3881
9f4300 7ef120 96a78c 60705e 0ab80d 1f57d4 8e6a92 d4a1c9
ff703c dce634 546a4b 1cf4ab 0ab891 afb9d4 7d40f6 9871a9
ced10d 588f3d a2cfa9 56f6fa 0ab8ec 890afc a53799 9b7986
92da29 117736 0ab964 16fce6 8856fe c493ff a94185 d586aa
e0dad3 7d5518 0abb21 1bfe42 a3a0ef 7341ec a10365 c56c88
dfdcdc e2bd01 516820 0abbed 831bfb 965fad 893b5d e96d73
b83c1c a1897a 8fd674 0abcf9 6d819a 9d32f5 e4cbd9 8b4c60
b23b1e d1c6ac 80f920 0abd13 506360 a897f4 8428e7 cc64a1
f2ae9c cb7850 79f508 648a8b 0abde2 8a62d2 7e417b b80b46
a2ac9d 64f932 307b1a 0ac022 6141c0 a46aef e1a4ea 7e4c73
f2d4d3 697440 84f448 0ac16d 7d81e1 7734e9 7d3f7c a6889a
9e391c d98e11 e5db22 407a64 0ac1b4 a787fe 8b01fe 9a6199
e18243 ddd734 9ed3a5 0ac3c4 3a62a6 8389ed 917d83 c20820
d61005 948f87 e2e505 ade5b4 0ac550 6860ad f495c9 855255
5d6638 b4e9c0 0ac651 95a2a2 6711ff d4b5f0 e92ff1 b5098e
7e7e18 a0e601 4a6553 0ac677 19ffca ccabda f211e1 aa1f89
93ad38 82ff50 0ac99f 5c52d8 f6aff0 873d7a b86ba5 b92f4e
ab5252 f04304 eabf23 9fa591 b9e9e6 0ac9fe 3b84a9 8500f6
81866e c3c8bd 3b7400 82ff05 0aca32 0e63fe e698e6 cc2292
feba9e ca601a bdf002 7a9691 266b74 0acaf5 9823c6 a11d40
c11f10 f7c8ab ceec0e 7fb54d 0acede 2272df b16390 744e53
a24f24 fccfae b2a304 5b8675 0ad3d5 4844ec a585f9 8b5c9f
fbbcb4 866502 89c044 8dfd07 0ad3e5 5470eb a90a65 d16f8f
e6de11 757636 85aa28 b8d6b6 0ad4fe 3a7fe0 b2367e d28ab1
765146 169421 0ad64c b386e7 940cf6 bf1a90 f5b3de cb7698
dbe81c 268512 0ad77a c0d9f9 9497d1 6e22fc 953c97 d45381
9c3d14 c4ec9e 5aae46 177e65 0ad8e8 a563fe 7d5198 cb8fa4
afa119 d6dc72 43886b 0adae2 7703eb cd52e6 943a7c c90d24
f3d56d 3c961a 95a591 b4dbd4 0adcff 6c1ef1 ed20bc 844f58
bc1108 c29c21 adeb6a 0ae1ca 2056eb 9290f8 962480 d75b6c
cdd8ab 7ac425 178804 0ae1ff 732ae6 b37ff0 89596e e07ca7
844705 c3c632 7e9509 0ae9b0 cddef9 2567dd 96a6da cf0c65
e52113 dbd397 0ae9e7 6aa1f6 4b66e4 755d79 eb7ca6 9d3345
e39219 eae339 4c630c 0aeabc 61a59c bed8fe 8052bb a72b62
627404 a8cd22 2ca16a 0aeba0 116e5c 7a00e5 b344b2 feb6ea
ff9b03 346c22 0aed9b 489f9a c6e4e9 e0a6fe bc0dcb f2095a
ab3c09 f2de46 a9a758 0aeeb0 176d63 5ba49f c7d5ee 9157d5
cce741 75a92f 1a7b16 0aeee5 ab8fe2 aa1ae8 9f0372 d74886
b1b290 96df0f 64a51a 0af0d9 700dfa 9741a4 e667e2 ac1d40
aa471a f6d896 aeb031 526c68 32b2a1 0af1ff 5a28fb 8662b2
b8871e 506f49 c4e8d0 0af269 8493f5 9339fe c0b3ca d12e96
686031 819322 abd506 0af2a7 406165 3ba0ad 9d20de f9c4eb
f15017 d2e2c4 0af402 0bb48e 3968fe 764593 e08fe2 b60050
d4b0a5 43861a 0af41d c0daed 9898ad ed0cf3 9e027e 826467
fbc3b6 b69d6d 0af42f 4293a6 a0abfe dbd6f1 861bc9 c51a44
cf9b89 3e7a2c 0af431 6d01fe f516ec a7178d f4d0ec 986c7b
876204 ebe128 0af4a5 8fa5d1 514ce4 796698 9a225b df5a66
83823c 0af72a 4b89d9 a4b8ff dad8e8 6135e3 ac187d f1879d
a1250c 879362 78c901 5d6456 0af8b3 316ff3 f2a7f1 b94b91
f14c3f 98d776 3fad8a 0af8ef 907ba6 d392fe 9a02bf a51124
dc0805 5db463 0af996 57568e 867c92 c456f6 ffa2d6 a43152
9c8603 dfd510 98a590 2e7b4d 0af9d1 699ce8 8c40ee 863683
c67610 7a603a 94b089 c7e8c6 0afa09 549dca 7754db 9e2970
b22b0d 93a107 0afa17 30b88c 46675d 8939f9 d5bff2 a967a4
ae9930 0afa1a 94b0ff 7871d0 7b4a74 f5cae5 f0769c bb0a26
a36950 c9dba9 a0a1a0 0cca3b 0afaf5 595972 5743f0 f053ce
ff3c26 c8c7b7 0afb51 267d81 b681d2 9206cb feafee b13647
fcb970 6d9d02 406a14 0afbdc a8b3fc a80ce1 af2369 f34d91
785a35 2fbe2c 0afc44 d3dcfb 6d5ff6 baa0f0 e60691 f5a0af
a8413e 69b744 0afcc2 c0d4f2 775fe0 b999f9 7e4c72 ba73a5
9cad62 96e718 2c841c 0afdd6 867bff 7717f5 ed99e0 c929a2
ab1c09 c9b89f 9bed21 59a714 39726f 0afdfc 2e87f6 d580ae
c7ccc0 229e08 0afe64 236848 7735d0 b369f4 f1a3f0 f4028e
755755 8edf0c 538a2f 25b684 0afed5 8535fe c492ec de219b
d5d3ab 49d106 6a897d 0afef9 7c0ede 834a78 e978cd c30103
e2caac 798b21 0aff35 1d91e4 adc3dc 6c2ef3 b01574 db809e
b03d06 d6ce00 6fac51 0affc8 7c798b af53e4 fb81ea 7e5153
b01413 e35938 a7ee76 52c08f 0afff2 398682 e68ef4 a60dab
e3b842 d9dfc0 447e29 83dae6 0b49f3 a775e6 963b8a f6668e
aa2c25 d0a642 39f8a9 6aacf1 0b49fb 6565ab dcd9ee 965d70
c48f3e a1ef5f 9eaa9d 18e9ed 0b4bfe 708cf2 844d8e c60c2e
eccc7d 85af0d 338b58 3fd2eb 0b4df5 b06cc9 ae047f f27fa9
a84116 e1df9a 1ec914 5b8d6a aee0dc 0b4ee6 645e69 d066ba
e33023 e6bc59 9ff1c2 579bf9 0b50ef 586592 d8ceea b2787a
705049 bf460d 6cd255 cae7c4 109888 0b50fd 7063a1 f283cf
79b81d 67fc41 308e41 0b53f8 b486f6 9d1a5d f74497 e8c6c9
cfceae 89a463 447f1b 2de11a 0b54ea e678f1 f3339c 735d5e
dc8f1a cce685 4e7425 87bba1 44e3f8 0b56f6 bf7bef 774589
b1917d 717c23 66e357 5e92a1 0b57fd ab8cfd efbed3 903b58
6bf127 43a11d 0b58f1 9e90e3 e2d3f9 e65693 9f4a50 fda9ac
df9317 7f6b0f aeeaa1 7da285 596a69 27d6e4 2095ca 0b5ac5
bbed33 7cb521 358736 3dd0bc 0b5be3 c49bf9 9072aa 9e235e
ad4920 f9721b cce575 7a887d 91c0a1 19ebe9 3f9ae7 0b5dba
8cc074 18f902 468a4d 2092f9 0b5dc6 cdb7f6 845472 d27ca2
c5140e d9d0a0 3ec310 40f9fd 0b5df8 ef74f2 963773 a78a99
8c615c a21e06 fb5808 d5e52e 9bc492 0b5ee0 7d7a9a f7a0ed
e0d4a7 6b7633 94b527 a3f612 5cd4f2 0b5ffa 768ad0 cb3783
6b7132 c4e034 89ab14 1be19c 4aa28e 0b60bb b781c7 f1b5e3
e98822 d4bb9e 686e45 c3f131 84bafe 0b60da 853d7c aa739f
cfd66a 7e8722 38704e 2bab9b 3ff5ed 0b60fe d382ee 9a0983
877b71 5ea22a 8be34e 2d6913 0b62e4 fec1fb c88ac0 a60e7c
6d6210 a19a55 c6d557 4bd8d1 0b65de 939df2 a11d63 cd6a93
f05855 d3cbc6 a2ec27 6b8992 0b6791 67bff3 9f69f7 a03754
ff7562 bc4d1c eed94d 56e7c3 0b68f5 7198f1 9e9cac 7f4e85
94a311 cdee1b 0b6c38 36eb93 8524e8 c965e4 dbb2d9 ef328c
fecbb4 59ad1d 20f70a 0b6c3f cab3ee 7d14f4 be41a4 d48f96
60f52f 8a9e85 0b6d04 12ac0f ee7af6 cb25d5 8b6f87 cdb6c9
efe115 9c9f82 1fa00d 0b6d0e 89deca e524f6 ff94fb 9c2d6f
665821 d6d6ba 85dd43 11a82c 9da29e 0b6d66 9466cb e39ae2
715d1a e4ddaf 97ae0f a3ef0c 64bab8 0b6dc8 a10671 fb0b73
8ca61c 0b6e15 0dda9f 7f8af1 6434fd e4d4e9 c10e8d b36c7b
c9ed27 778269 30b017 53edf5 0b6ebc a592f8 c89eac a81d20
b38a7f d86304 66e65a 0b6ffe 729ef2 81587e feb4dc b70730
bfd644 527143 42a62f 85f8b7 0b70ff bb02a7 cd7ebc fabce8
ef806b bf4b1e bad912 0b726f 4eebf3 8da5ab a075cd 8120c9
905957 c88636 bae77d 24a896 67e1ee 0b7289 ab90fe 9843f1
fdd911 80a10b 0b7333 94e2d7 197afa c3b1f9 9e0187 c05c9c
d4c986 546829 6bb313 c3e5de 49d7f8 0b73bf a00975 b26c79
fcc0bd c9eb58 6ea33f 0b7435 58d3f1 348ffc 6d33d6 bf5c9e
a12f1d de8022 77896a 94f3a6 0b7582 73afed a21be1 c7a3ad
c8bb28 767e07 0b7656 59e9da 3aa2df 8e27f2 990788 fa1f9b
9dab09 0b7702 0bf779 8a2cfb 8a2f86 e386c7 ff1475 f7cfd8
e4d8ba 0b7816 0be143 84928c c0d7ea e779f3 b43aa6 71535b
824911 ebcb81 6f941b 3bb499 8af0f3 0b799c 8027fe f877f8
b69e3a 7ff225 0b7a51 7e9e9e bfa6f8 a543be fccded cb0002
caed24 51b85f 63f5a3 0b7e48 767080 ce9fd8 e039f0 931a94
c58969 994610 cee0be 5ae21b 0b808f 6b15fc ba8bf9 f6b4e7
b7aa98 b3f153 79b72b 0b811e 2bced9 767788 7728d0 c158ff
a0b15c d7e1c4 5ff81d 0b8146 7e81fa 8821d9 f7b3eb c75192
f8d52d 0b8237 c8d0d0 74b4de 7d57fd aa1c9b 6c5660 fc6781
9b300a e4b67f 908a3d a5ebd8 0b8270 18c3d2 8e84fd 9b3aa6
605851 acaa20 bae482 0b8312 5fb08a c640fa a81893 fa82d4
ddcfb9 a2f915 34cc53 0b8329 867bdb 7605f4 eb98ca de1a86
ae9660 c6e65b 7ef9cc 1bc1b8 0b848f 7111f3 e734fd b11629
f48b18 b4f377 57cd96 0b857a d5c2f9 c45eea 9b229d bd0446
f1a314 56dcac 0b87bd 692cfe dbc0ed 959196 a5034a f31149
a3938b db9c03 aed496 81e3fe 0b88b1 612dee 8c4b6c d7073e
a3a00e c1e117 0b8946 a1c8ed 807fad 9703f5 a20a63 f59499
0b8a04 39ef7a aab3e2 8c7ac1 8b1ce4 e2dbdf a4054d cb8a91
f7ccb8 52621b 94fd06 32cd54 0b8c6e c0c3dd 9610df c250b0
e45e24 84ab84 59e95c c6d6cc 0b8c8b bb56e8 eda1f8 ac0316
aa240b 979526 cacc3c 2cc58b 0b8e78 6221fa d539c3 fc9ad5
b0c328 585f4b 0b8f12 75dca7 c16df4 a40cc0 f8b7ea d45888
95ae03 b5e47a 0b9040 4bd1b6 e2aefc e625e2 aa7599 8d3a65
e77b35 5b5d24 d4e562 94bfd6 0b90f8 8812dc af147e a68487
b4cf9d 4ad107 0b92fa 792cfb 972d85 efbddd b87da0 cc284a
c25654 cfa13a c4e896 5eebee 86a5a9 0b93ec 706b8d 8109d3
6ab549 167a21 19f499 0b99fa ced5f6 741ce1 a81a6c ee5996
fbc146 676239 9d942e 31e4bb 0b9a7f 3c646b a7b2f4 b01abb
b13b21 81a605 0ddf82 beddd9 0b9ad9 6238f1 654f80 99757b
dc9526 f4df20 57e3b9 0b9b85 316368 b7bce6 a451d1 c51129
