# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
85790b b6ec41 7ab508 0ec584 01815f 67fae8 0046fc cab0ff a11196 ff1eb5
b0eea8 0fe425 60ad72 bfa9fb 725698 b046f8 e9cae8 f564b7 9c4f63 f70f15
f6ce21 626b06 90ae5e 36795a 0fe7af 519fd4 d7dbf4 bc02f6 ca0591 af929c
c00c05 b47c71 fccfb5 0fe80e 5d78d9 b0b5ff 790be3 be3591 bfafb8 844d58
b8c773 9cf907 299f21 0feae7 4067db 5f5e8b b68ddf e39ab0 866f73 a8172c
f9d193 bcb7af 648816 81b838 0feaf3 30a0ed 6b56cc 6f5a81 a91446 9a8284
a16764 ca3019 e7dd77 96b41d 0febc7 12a7e8 bad6fc 285ceb 606b9a 952a63
da210f bda202 b3e556 61b082 0febd8 9981f8 c7aeff 9b19df c258a2 9b1e5e
9c3834 b09304 0fee45 cae4d9 5d8186 296af5 9c94d8 734489 e8bef8 f98c92
f99797 6e7208 a6f510 10c723 0fefd9 265ede 9097ad c080fd 911e8f c83476
b1a201 c4e710 50642c 50ad7c 0ff0a4 bde6fb 6361fa b81ea3 877681 fe65c4
e7af51 8b6c0d 0ff0b9 3aa8b2 424af1 8276e9 edcffd dc1a7f 953242 ee747e
ba3412 b27e61 a4b415 aef200 0ff193 7a6eff 6c25ef 7d66a3 e7a6dc 8b4c65
bb8213 f0b10d d6e194 81bfa4 1e9182 0ff1e2 485e86 ada0de 9039f3 cf2353
9d581b fed778 98a64f 5a6153 bdcfbe 0ff1f9 88aabe 2f9ced 1465ca eb3484
b1756a 95e448 0ff4fd 6fb5fa 757ace 7d2fdc 93889e ccb4bf 9a2858 dc0f1e
943c04 c0b4a6 4fbd12 0ff779 8712f4 b357fb 92479c ffa7e2 dd65b4 cd0f59
fda911 6b7909 99db8b 82a497 0ff7df 20b7d4 5929fc a05cfd 986390 ab1151
87422d b38526 e1c02e badd9f 30916c 0ff7f5 94adf4 7225f9 8755ac f268b3
cca216 718b4b 496238 0ff979 b1d0c0 2f93fa 8824ec d5b2eb f729b6 8a677a
e25f0b 77a778 537b5c d3e0d7 0ffb5c 9573cb 830bf9 941c98 f7a5f3 c2061d
bc0806 d5908f 909931 89d50b 0ffcc0 5cacbd 5d65f9 5a5191 d4cbff af4663
e99a1f b0e292 0ffcf1 4cafd4 2d42fb 6d6cd4 65597e a76d7a bc092c d0afb4
818f02 aac038 2d7126 ade2bb 0ffcf8 42b7cd 7f23ff 9553bb a10572 fb0479
a31f05 caa897 b3dd5c 53af2e 436a58 0ffdf1 3c69e8 81828f ab9cff 983d91
a7a19c ecbf96 a3ec1f 6b9f27 3d660a 0ffdf2 29adc9 1e69c0 9c2677 906165
923b14 d1c494 7eb238 96f232 33925a 4c675e 21c4bc 0ffdfe ea1bee 996096
992f0b 54990a 5cc957 4a664d 0ffeaa c5c7ee 9e98b2 9f29e2 cb62fd f81287
d89d61 5c7002 b2e71f 0ffead 139e90 988ddf 7056f0 e7bbf3 a5166f e91d68
8d615d cf3113 f27609 f0d521 8bbcaa 0ffee3 146c85 c9adec 8e18f3 ba72dc
d0794d aada1f 54cc9a 0fffe2 5a7274 8d9da7 5540e4 9f68f6 ec99f6 b20b3b
d78809 ebcf74 8b8659 a6b19e 25685b 0fffe6 4f99a6 a3c8fd 7f4caf b30d18
9b6d05 b69f43 656141 e3d669 6f8d7a 69c7ac 15ffe8 1049f5 fb88f6 bb1393
de8a23 775a17 91875f bce42a 11ec9f 89b7ad 4195e8 104af6 fec7ff b72a87
b72904 f1b08e 5f7d58 30bc2f 10fe1d adcfed 1050ff a0449d d16db5 6c5261
fdba96 a69c23 c1cf09 377a1e 17fafd 88b6b9 1096d9 1051e8 a72373 f34b83
bc7842 8c550a dfc940 87b9a0 72867e 7cf6ef 1052f2 7a6589 fe54de a4064d
cc0a06 d19326 b3e526 789267 61dbb8 5099f6 1054ef ddbce9 aa90ad ad2b72
cec838 8faea8 8cebda 469ad4 1054f1 cfc1ff 7d3993 af5c8b f94c6a b81523
a14829 ded1a0 829a72 22e412 b9c9d4 588cf6 1056fa 7a6890 ab8fa6 744c56
eb7d4a d8baa3 a3f912 86a1a7 18a5dd 105afa d5cafe 714e9b 9c6570 a31928
746559 dfe55c 84a670 388e12 17efc2 338bfe 105cd0 a4c2f2 4f5b70 bd71a2
d66a0a f7d3a7 b8ce35 42e5f8 4ca0c9 105eb2 99356b a96f7e c20e38 e998a8
a8301f f5ac2d a9b4a0 a6f39b 16f1f0 79aec8 67757d 106496 9d52fb ef5458
d73c05 f88e0d d9e85d 9bc78f 42694d 1066f3 6ca1fd 745897 ecb2df c07493
fdc8af a95522 22f820 16bb15 10695f c8bcec 815bee a289d1 854c96 c899a7
c32017 e4de6c 7fab02 32a074 106967 40eaf2 c098ff 9079a7 b218ec fb99ae
b5a9a4 9b4720 a68801 d4e2d1 6a8d64 4bda67 106970 854bc0 f5aafa dc61ae
b23f2a d67a3a bdda21 21f5b0 106a65 c1e1fa 94aee0 5189f5 7a36d6 b5999e
d57d02 f8c631 5e915e 62c398 106b55 705abe b28df5 a77da2 e2d5de b41317
787328 e5e42f 4cb93b 29f0b8 106b58 c5daed 7b2cee b6058c fc29c7 ba798a
cfb718 6a8804 bbee93 106c2a 53ede0 7aacca d639f7 9a12b1 e4318e f98688
ddb7b5 697a24 57c83a 5bfe87 106c5d 169993 cdc2fb aa7fea 893fb2 fd1386
cb4003 d29e07 b5f269 619a77 45f2dd 666a6b 106d92 148cf9 a19dbb 7809e5
b89889 faac2e 8ae89d 106e23 b5a2fb e0d4f7 840cff ae57f9 b70ea1 eb5cad
b03601 efe01a aedd95 13b116 106e55 4cdfef 6a08fc e214c3 af648a e694b4
b47854 b8a920 abf70c 107003 33dea2 6f898b aaa8e7 aa3bff aa139d eecbe3
9b9915 c2e44a 6a8161 10700b 8ff3da 35bc9e 961dfb f0b7fa a71788 fe45d4
787222 96c54c 4fac83 5bebad 107161 dad7f0 710cf7 c24afd a42da2 f161be
7e5550 fbb0a4 bb6e46 6ff026 1071f3 5ba0fd aab0cf dedbe5 9d1977 fc2693
ce9952 9e9a93 33f90b d7e0d8 107289 7297c2 e4b7fa b22ae3 69595a c61821
d5b299 54ef1c 34ae27 107334 a7b3cd dddade e267fa b727b5 78476c 8d7683
a22313 e6ab11 a08738 107355 2ddcac 779e97 c0c8e3 8d06ff ce89fc d221b1
f41205 a5aa81 c7e6b7 58e539 107369 760ffd 9247b2 c579cd f3bddf a11841
f99c64 6a5d32 d9e70c 4f9706 aae3be 21dbdd 1074d2 959aea 99167b f64584
bdaf00 bfd9ac 107509 1eb36a 91a8a6 6e07fe 736177 fd7ff8 f2c8f0 ec11b8
f6c6b6 10790a 37df33 1fac3f 6b766f c8c7ef 988cf1 9430e5 b199ad 9f157a
a06968 9d9c12 60f857 10790d 7fba85 2a4dec 7f78d9 bcabfd c0298a dbc1d0
a9a897 deddc3 6da400 91d465 107a25 2bcdd1 3494cc 7424f0 ba1787 9f6a74
febb42 a09300 107a2c 13b187 55f2c9 adc4e3 7c7f8e 7030f3 c055d4 7a477d
da2a02 ff7427 b3ee10 45d785 75a297 107a63 7815f8 72578d c447e6 ffa0cc
b9635c 943b0a d4c47e a8f709 5ab801 929998 18f1d2 107a85 9749de de7ddf
dc350a 9a8e6d 3dee77 85b5ad 12b1fd 107af1 6c7179 734297 e7c7eb a33d42
d6ca74 107b0c 97bbad 47f4f1 40acc3 6e2bfa 9c66fe 865d9c 9d1c61 ef4c59
b85b21 c6b418 b4ef84 79b089 2bf0cf 107b6f 279af5 d0bcfc 9a92a9 8139a9
9c3628 aa7939 44cb00 69786b 107b8f aeb0d3 8080f2 694ad8 e8d3d4 b39c9d
e09439 f0d70f 74886f 107c0a 11f1a0 c0e5f3 659ae1 b0b1b7 7d45fd 6b4b90
98390b acce4c 629e22 107d53 10f7b5 33acfd 8b19ec 945e91 fbcbf3 cc93b0
825220 c69324 d9d32f 82a286 107d6d c6dddb 88cfff 8663fe 7140a6 9c75b1
9ee81c 1ffda5 2abc8e 107e7e a465fe cc93f4 8f22ce fea7cf 8d3851 dd3041
bf0802 fe3a0e 7e5547 54fe52 15c689 6e8b82 107e98 b0cdda 8d55f5 f37cf6
fea8a1 b9c735 107f1e b3e6df 54bef3 9b70ed 8928d8 b43682 c97b9f fd3065
b23737 f6780c 50fc3b a2c4b3 5ea9b4 107fbc 7128e6 e3baf9 765478 a9707f
936a03 f0e024 94a649 5c6745 6fde96 1080ff 7a06e8 d29de3 b60a81 f83aa0
685755 f1cc11 8fa16d 108101 14fe98 b5c8cd c194e5 b02af5 a7127e dc44a1
b5b68b 4fbf16 5cf83d 10812f 879590 b7cbf0 9217c0 f745ca af1a6d fcd0d4
a86660 d4c99c 70620a a59c4a b2e940 32bcb3 92f0f3 108396 997dfe 8814be
fed785 d0a81f c3cbb9 108440 14f0f4 91a8b8 5d33ed b474de 854e99 f4637c
6d7806 85ea78 35bc43 1084a3 d7dafe 882fe3 c68ff3 873b68 f09dbb bd5269
c4bfb4 aaf62b 79c34d 108618 3fdef3 686491 862bd8 c97cf8 c36b7c 7e4c4f
c64303 e88b2a b9ad98 f3d571 21e7df 7fa3af 1088db 595c8c 7c0bde 915261
f19b53 947732 fbda12 9ae2b5 497666 73a197 1089f1 c0b2f2 6c30f3 942779
ec1a17 b3ee22 58d56e a3b1a6 108c57 761efd 993d93 ea4ad7 947f90 f6ade2
f88c27 ecda7e 237111 53dcc6 949696 108ce2 aeb9f6 5730f5 b6157d fc1a61
e35506 6b624f 90f221 b6c1b8 32c768 108d84 8691cd 9e09f9 f8b4f1 af070e
a42409 f57921 877862 bcf114 4dd389 85a1ac 108dc5 cbbdf1 9315e3 a44583
ca4e0c a8b125 9bf507 3e845e 108df3 4b3cf0 d5c8f4 973870 b17d98 f5afba
b5968d b02d00 de5c01 7e6f5d 91c559 6feab8 108e9b f0cbff a311d7 f763f8
735313 aa7302 bdeac2 21e364 108f5e b3b7bd b07afc a808f6 f7a8fe ae1a7e
ef6d0b aea875 dee75a 346e5d 859595 36eef5 108fb6 93afff 8939fe c2021a
79543e 9b9d04 d2e823 8bc4ae 1093a5 5b5cc1 c978fb f9adf3 a00269 fa1770
c5afac 74655d c6e8a6 29e21a 109529 818b91 465e79 8228e3 d05ad5 ff9df0
c69d06 eae113 64ee95 10957c bebeeb 5f5e86 8300e3 bf4df4 ff78ad d52d42
c70c00 dd7535 86e50c b8bab8 3af5f8 1095fe 6e1aee 9876ab 7d4693 a03c59
8f4941 a6a583 cde676 429b2d 1095ff a7bcf9 4556b0 676573 c880ac f9bac5
b9bf58 496b40 109711 acd9bd 53f1f5 82a3bd 9a1ff7 c860f6 904e7a 8e8485
8a6c21 ad9d29 ddcc14 4a624a 67f9c8 10977d 73bac3 ab97fe 8300f2 c731b8
e05f05 d4d2a1 88e029 109a66 40f5ec ac99e6 7e23f4 aa53b9 d199ad ab151f
d55f32 ccc616 adec9a 83b085 1be5d7 109bef 6345ff 9d94a4 91659c 973b46
ed7f12 7d622a 5fe982 98bba8 808a85 296769 109ef1 a707fd c048a3 f6cee8
a8aa7c 71a107 9ee13e 10fcbf 109fa0 306c8d 7105f9 f90cff de9adf a35059
855450 879277 c0cfb4 489a0c 1bdd56 109ffb 165bd0 545875 ffc9fe c087ab
f6d02d bcbc8f 33733c 10a230 cbe1d9 8dcff8 c17af3 8b09c6 c63f92 ea79ae
9e2a20 89877e dddcb9 a3eb18 63ba4d 51dff5 10a2ff 225cf9 ad5da7 eb8fb6
ce2100 e67a03 cfbf76 41794f b1e8e4 10a7ae 3045fa 906ad5 f88bf7 a13677
fbb90e 589d41 ace9a7 9fb3a4 18713a 3deae9 10a7ee 5054fb 664f80 8d7c87
9b6f2d c2ac17 e3e312 27e48c 196858 10a7f9 bfd1e2 8930e9 a20e87 d858ab
d72c1d e19014 91f661 98be8f 10a8a3 15d9e5 6d1dfc b57af9 8e59ac a13656
89a18c 10a936 25e769 bfd5d5 68656f 8406f8 a888ad ef67ff ae3db1 a22734
3d7417 7ae755 10ab3e 9ba0fe cdcdff 865ae2 704c8c f356aa 9a556a edcfd2
afab1b c1ea04 708337 42f0a3 10ab8b afbef3 7544ea af84fe d157ae 972b73
307523 3bf32e a9cead 10ac5e 969c9d 1666f9 eecfef e38fde cc0f95 863f59
806427 25ff4f 10b030 93cba0 134cee baa5f3 916fdc e7d6ef ca2196 b97179
b56d2a b8ac01 d0e4cd 60f876 10b199 617474 6344ef 9780b7 f9a1e8 923841
b08a06 9cd516 657b48 7af7cb 10b382 8308fa f269fb c43cc1 fcb5ef 9b1f70
c0b8ad 855b1c 91e15e 10b434 62856f 30f3f5 a11cfd e46efa f222a9 a40c6e
47fa47 25824a 10b559 c4e2db 5232f7 7f65ff a997e4 695390 b47190 df0008
d06161 ae2a25 bc9f25 d6d837 5bf9b3 10b59a 2d6878 a1b1ea a374f3 9c17e1
75a700 a1df28 247f03 10b77c 23f8dc c5acfd 8b5ed5 990a85 b96894 7f575d
c49283 d85912 b7e32c 60f5c8 91b9bc 10b9f0 4a81de 6a0ffa b20520 82686b
a97e7e cd3720 f7874d fed92b 7fe7a0 10bdb1 7486b6 3156fc c7a3fd 7e34a1
c13d18 abd102 49f5a1 10bf70 566f6e a6b5fd 9071ff 8434c2 cb74b3 e6b9ce
f4a78c a3a22b 25ff11 b5cfd6 10bff2 598da6 714de6 843782 ad0645 c36b74
fc661d b0ed8f 10c095 3af1d4 4b8e84 275ec9 8a7db8 c0afe6 8e3658 d6222b
ac0f04 848051 78ad05 87e455 10c09f 5e7b79 126ae7 e5a7fe ad069b c275b5
96744a d8a619 5b5d56 3df5ab 10c187 b3cbf7 1153ff a18ff3 b9049c f449aa
983528 d1b07b 7e961d 98ee09 21916f 23feef 10c1b7 8228e9 df46e0 9c5c8e
a3451e a0806d d86924 e6c322 acb5a8 95ecf5 10c1e5 4386e1 687588 7d2cb7
e4cf03 7d7e0a 10c665 6df3ac a2b2ae 668b92 4b57c9 dedae9 de69e1 a73c62
8f7622 f7d006 b2a434 b4ce98 a7eee5 10c7e8 5e94a1 6240c6 9c68e4 c72572
dbe1a2 515f44 3dfd04 3f962f 10c80e aab7af dba3f9 9626a0 846b85 ed01f2
bf8377 c7f005 5e6457 2b7b14 10c82e 1cf5d4 a8bae7 8f7992 df03df 99207c
63800d 10c910 b1dabd 4ef6fb 7303f7 d099f9 b751e6 a31297 e479ad d62c77
887f6b c39c01 c9e849 40780d 10d38a 5c90f7 1e4fea f4b4ea ac0b72 fd2ea7
bd280d ca7b3f f8b42f 10d899 708084 3742f4 bb9fe0 ebd2fa b05fd8 864c4d
bf1510 9f928d ed5206 e8a371 93f61a 4d6a59 10d8d3 5e54ff a297fe b34ea0
f52801 e0d6c4 10da32 198262 b6d1ef 8075db 7c2adc 96498c e98db3 b71724
7d5715 ba9630 b0ef12 10e08d 9ca9ab 509ee3 4d62ea 644f89 e6c1f9 bc4664
b72c11 e45f41 f5d4a6 10e41f 80a087 43605e 4881fe 6634f9 a353a8 ed87c7
d97f4c e0cd9b a4a899 57663e a3f41d 10e4df 93adfc 641efe ac51fa d30394
b32112 e07122 7e7460 9ba37a abde66 10e5c5 728099 5c55fb db90eb 951e9c
fc4d21 824920 aaf435 10e8a6 3086d1 90a3b8 8710f5 ebbcfc b52666 cb6d73
a76b5f fd7806 c3bb82 596703 b3f150 10e8dd 39aeb3 507286 9379ee 6543b1
cd5b01 feb401 8aae6b ace790 10e8fe 618dd8 74768c 9a14f3 bfb3be 97345c
b81901 c3906c b0b904 10eaab 44a9b8 cfd1e5 8e7dfc 6337e9 7e58a8 af515d
ed9133 ece02e 10eac8 36a494 3d7479 a5aef3 7102f8 a964f6 8a3aa7 c73f46
c91209 e07602 e5e172 8d957a acc6ab 10eaf1 666475 c885de ab4bc0 963246
f38104 c9bc7e c1ec05 1f6e04 10eccc 2ba79d 9dadf9 755df3 a32f9c f22b53
b81c01 f6a192 e25d35 10ed09 2a7874 c8e1fe 8aacf7 9f9cac 9d54f7 7b4098
a62e2c d65d1d 927c70 adb58c 10ee13 5babb1 337380 7839ab d348f7 f9c3f0
82593a f6d7ab 7f9e3c 84d440 10efec 5e6f79 baa4fd 6e02fe c03ad1 c79faa
a12310 888803 68c915 397b57 10f1cb 695d7c d4b9f8 a921fc c671c5 f76a92
fcd4aa 10f201 2bab29 166a35 2e66e2 9999ff 857bad b6aabc b14077 d47b87
d3211a e49c5b 9b846e aff436 10f4d2 83a4b6 3498f1 5f6d9f d3bbfd 7b09f3
e58c80 f5d6c4 746d3d 80990f 10f55c 5ea0a8 2a657a c0dced ce9bf3 cb30f7
a7642b ef8626 d6e906 48a177 10f5be 216661 ab7cf8 7a24f4 d09fc7 da279b
ffc509 6c6e05 c4ce9b 3c684d 14a463 8cb6b6 10f5f8 8c0de4 a04d9c fb58e9
db7043 d0c326 a4d4c1 10f8fe 8297ff a6a2c2 8259db 90447b 9f7f89 be2024
6b631e 8f8d55 d2d033 10f9bf 27786c 79b8b9 cadff9 7503ff d77cef c030ad
dc1008 95a489 44c23b 10fa07 4e7b67 ccdbd7 1751db 725d80 c366ff f67bc8
efc737 1e960e 10fbac 9eb5dc 562efe a882fe 7456b3 9c78a0 cc0769 df8889
a64b05 e3d447 a9a506 1fc5a9 10fdd8 3f3cff ccc5fd 7d5389 d366e0 e43661
d3a8a6 71a70e 10fe88 20865e b5d6e3 3cb1f6 935ffe a105a3 ac6fa0 a4171f
b9661d a0ac8f 36d042 10fee0 119998 6b12f7 a976f6 9444a7 efa3fb ab164a
b40e08 a97450 d1da5f 71b50b 99dcb7 10fefb 7239f9 896ab2 bc99c7 884062
eb4214 989f8c 95d07c 10ff07 5e7363 147186 789ac8 bb06e3 ccc3ca ab0419
d3750f a8d2ac 10ff32 459b6c 988fef 6925f0 a646a6 f6b2f4 b59cb0 ae1f2f
987f1a bdcb4d 94b29f 2f684c 10ffc9 b3dded 8b1bdc da98fb b21184 e646af
f4a88f 775341 dbd73b 62810c 10ffd6 93bccc 1261ee b684ec c00b7b d06d81
eaaf12 c7dd99 63871e 8bad8e 24fbfc 6ab9fa 1148fe 6d78fc bc67a7 c62c6a
b54e3b 938a86 e19840 c3ec6f 1bdea8 8f9fba 1153e3 5a80db eac2fc 785879
d37a03 c9eb78 31c680 697470 96e8d1 1157f3 a26eb0 e998e5 9d137c c7011e
b21702 e65d46 fd9c05 dccd8f 90b1ad 21f4e9 1158c7 687ef5 787879 bca3ec
d6a789 ae6e3c cfe267 aad5cf 446f6a 18d5f8 8d9cad 5799f1 1159e1 a41237
864e48 ebb345 847e00 d0d1c6 1eac91 83ecfe 59697b 115cbc 917bfb b898cf
e8c7c6 e47643 af9e8d 38ee2d 4696dc 115fcf 7c7e83 b6bce9 9e0b7e c30112
c22700 fa5628 29f162 d4dee0 2296b8 116389 a2b3fe 835bf7 c6a0a7 80595a
974937 c88a7a 8e9504 b9dc6d 2fcabc 26969c 116670 9ca2f4 bb25e8 fcccfc
c82d03 6e5d50 f9cf7c 989868 c9d3c9 8cd6f2 1166d6 8b97ea 942a7e ba6790
bf3908 867459 c8a154 cae913 29f0de 116768 b2b0f9 ca4cff 9a09ab ee6fa9
af1610 e55134 b9a696 fea01d 83f6a8 11685a 6aa3e5 d2d2e8 8d2ffc 995ba0
d2ac97 a66d2d e1e386 99bb34 667667 85eae3 469d9f 116875 910bd1 f51beb
f27435 dfd985 116a46 76f8da 6bc1b7 2872dd 8e87af f499fd a31488 e6006a
d7cf05 617103 7da308 abe996 3ebf8c 116a47 3ffafc 6943e8 b481f2 bd4a8f
ed140a fed249 3d9c5d 1fdca0 116b78 949ea0 842be2 d0a3ef c45fe7 a41424
c5c1bb b09f19 a9e380 117916 56f1f7 5fb5d8 116bfe 93499e a0275c d8628c
b17a79 d6d475 449b1d 116c2a 14fbce 91b5b1 8777aa 921fc4 e791ef aa3571
b7170c ee5322 cdc631 bde5aa 116c4e 69eae2 b4a0ff 9804f8 ba43b6 da9099
c69d68 846e0b c8d23c a6eea9 509b93 36d7c7 116c7f 9323f0 e851e6 8b3d41
d6c4b8 7dd34b 718f73 67f7f8 116c8c 3db7fc a53ff5 b58aaa 992c55 e90b35
645e5c 947d5e f5da00 116d1a b2bbb3 2fd065 b1d9fb c488f5 a31ef2 be4a90
bf1f10 fdd90a 54b055 36f5bc 116e5b afc2d0 228dfd 8614f5 f218b8 b18592
c18380 d8be97 abf804 679616 116f75 44ebfb 9db5b8 9b85c8 892ce9 a70f40
ffc644 9b9934 117012 59e1ad 4e9eab dfd9fb a987fd 9d3fe1 aa018c e90272
e3e138 a0b87b 728666 25a50c 117019 80c5c3 810ffa f624ee b00199 a87096
898282 fa4f0c ebd9a0 92dd08 4dedf7 446578 1170e0 9b94e0 ba0146 eea1bb
b6aa96 ab7d1f 97cb0f 11725e 14e3d9 899efd b206fc aa1c9b e848a4 a61123
f53514 67fd6f 48c47d c0dace 92a6a7 11728e d3bae7 a31cf5 c46bdb af0828
b1db6e 69b619 117356 25ccff 3f86fd 6b1cf8 c814a8 9b8e92 fdcfd1 c80e10
f0470d d6ccc6 98d944 117453 68f1ff 955afd ba8fff 872ea5 aa6bab e57792
769618 72fd42 117536 2bbc94 c2c8d1 3d7be5 6525f0 a987b3 e99ffb a4527a
954232 f03400 cfea01 20cd95 65998e 11767a b1dcef b245fc 8912bb ea6fd2
bb9442 c4d617 117705 6ac59b c6e3e0 7e8aa2 804ec6 f99efd a01069 d83a69
ebcc4a 37a405 117726 2ed79d b8e7fb 95a5ac 7a5dd4 c990f8 a31377 b36474
e1b47f 8d906b c5e715 74af00 117806 17abab 62e0f5 cf2dfc 9512a3 7e5d76
a7a75a 5fed1d 117855 b29bff a747de e5d4e7 8e2b8c d74b99 e794a9 b60415
a3915e b1c6a1 7eed3c 117913 347fe5 74acfe 7685a3 750afb debad8 c42076
ef8867 fcc62b d9e0b7 6f8b11 117a6f 15a69e 85cfd2 c084eb 9e4eb7 8a3d41
c59c78 c76b1a 5ada07 c4e8b4 117b75 9498ad 6e41df d8b9f0 9b68bf a90a16
eca266 937f10 dfe407 add7b8 5aa59f 117c78 1adadf aa8bf9 7249d2 b00b3a
d3857d 96b713 117d27 61f885 23a5b4 2942ff 625d91 8778fc f6b9f3 86717c
f0ac04 117e03 2ffbad 61bca5 d5e0e7 c7a2dc b729df 997a9e b0046a ff2943
887e22 dce3aa aeb0a7 6fcf49 2debfc 2aaef5 1181c1 798e9c 6b31fe 784a61
edd70b 919400 118442 35dd7e b7ead2 2c40fe 846bf3 cebbed a20494 ee5d9d
785b00 a6f38a 58ba53 9faba4 118577 7053eb b86fb6 99078a e8bede da075f
e7db24 486f01 16dcac 118581 cfdffe 8351ba b66fff de83c4 9e2853 f0294a
a51906 81992b 9dc1a4 17fa5b 11866c 579cfe 8228fc 834193 ae70a8 dfafd7
a15614 df7f0d d7e1cb 60e76c 7bb180 118760 606677 7d1be1 a772bb e7a0c3
a47a77 f16e10 bcd971 11ffd3 86c8cd 1187b8 b4a4ff 6928ff 7f4368 bb262b
915a5a ad3011 bcae9f f5b362 c38213 c0e2dd 18bdd9 7a888e 1187c7 8508d1
d5ad38 68811d a0a593 20715b 74f2d7 759eba 1187f0 b9c8f6 840ad5 a8358e
8a4848 a80a00 c96502 c1c64e 719d77 118888 9debfc 7f4dcf c589cc ffb9bf
9f2929 dc4402 bfc6b7 9cf64a 24c35c 118b7a 9593c3 8717fd a03f9a f3b9ec
83580f 9f8710 33df6f 118c5e bce6d9 957ff5 6f12ff e9bbfd e0099b f073a0
9a5312 bf9b02 ace523 4be6af 89959a 118cc7 495b7a 7d14f1 f6c4f8 ec3964
ba360c f6cfbe ff5709 75796d abe660 118db7 93adfd 792ef3 704c6b a8a3a6
ae8376 8bb91f cbd0c2 73f77d 118ebc 5447de e6aee7 7a5d7a a30d44 dd1427
d96441 edab7b cbdf02 118f81 85f2ee 8cb2c4 4e45d6 7164a3 b87cfc b00c33
ad9393 ee4e0d f3d1be 8bc16d 33fb1a 346a45 118ff5 d0c0fc 8209fa b0339f
9e4411 dfcc99 9ea284 c7f02e 75c238 597263 86e9e7 11909e 84359c f014f6
c36605 ccad67 90fc39 3e8662 6ac6ff 1191fb cdd5dd 99a7b7 9005f0 933473
bd4e2b f6842f 96fb1b 11956c 23d69f 3341f7 6e65be ad8fac dfbcdc 8a4376
c6642a 9eab8c d1e5bf 6ff44d 1196f4 2158c1 dcb7f1 8a607a c987af b10847
b1f124 346921 86a081 119808 5bd873 c984fb a22bef e647b0 edc3dd af1f68
69745d c0e7b8 7eb380 1bee2a 11981c 42608e 7c26f8 d5a9fd 9b90a1 bb5ae0
a78a11 d6d247 627032 87b983 c1e7c0 119a89 45d5db 426888 7c10eb ed2fe9
8b655f 9c321b f3be2e ad9960 bfe09e 97f1e8 119b96 406786 8eaee5 941cf2
ff7d70 e1cdc4 675734 c2ed7a 119c24 8ac8f8 5b5fd2 9787da c098b0 973867
9c9082 546020 c4f12d 8ec000 119c29 82e59d 8e7ae4 6f46cd e1a2c0 9e486e
d29578 fdd652 1c8a19 ace1cf 12d6f1 119cec 9a9fa9 6f33fc 980398 ce4176
b1a78c 88c80e cde7a0 119d19 527157 54dce1 8a8dfe 8151e7 953276 d05ba6
3feb16 119e5e d6c7fd a77efd a407f9 cf29a8 c597b4 8f3e52 fcc9d3 de0005
ca2811 d1e2a7 83b43b 36f711 119f6a 622bfb 8b5fd3 e7a3f9 8a5380 e96aac
89726a aea530 537518 7efd68 95c29e 11a1ac c438f8 fd90f9 dfc9dc 913675
dc120e c1bf06 6adaa6 11a260 9198a7 c6d1f2 5464cd 776c8f be84f4 a70661
8f621a 9bb21f a9f836 4d6954 11a268 38d09c b576ea e1c1f7 8709c7 d9258f
e18b0e c5e674 69dfb7 11a28a 56626a ab78fe 9710fa cca7d3 ba52a9 ae2d3a
ca411c dbd955 6ae0ab 11a36c 4c706b d3dcee 890cee e23fd9 99138d c69abf
c15e29 c2ab73 adee50 8caaa6 11a4c7 6d7584 674df7 d4c8ea 873393 b10047
dfcd9b b8f01a 838879 428806 63ba38 49dddf 11a4ff 3e64ee af7bb0 814068
c38914 6d6815 a1cb91 39f01e 11a69c 3761ff d49cef 902da0 dfdcdf ef176b
da8c81 d74909 d8daaa 9ad13f 7fe0e7 546569 11a6f1 8094a9 750def 9d41a6
b4a504 847a0a 8bf240 39653e bdc9c2 6a939c 11a7f7 595af5 a2129f df1a6f
8e5320 dac19d 9b9735 53f228 5c9275 11a7fe d4ddf1 744be2 a30161 f287b5
c8d67d 94a28d 11ac29 68f8e5 4b717b b1c1f6 af84b8 9302a7 da08ec b11253
ae281f fb5f41 aaed6a 2ce1ab 11ac8e 597472 91a6c8 721cf4 f1d3f2 b940b8
8c5f5b c3b9aa 58e848 11ad4a 6e7f8f d3ddfe 5c537f a788f3 924fd6 ad1517
81b913 278713 62fc9b 11b0a4 cfd0ef 831aee ad4fbb fd6aed ba0e75 f54080
fba095 7e562c 429c1d 46e80c 11b2f5 98b1be c2e3f8 674af8 c10297 d16d85
cb805e d1c607 d2e4bd 91b0b8 a1e3f9 11b2fa 748086 8518ec 9f54b3 a21d2f
8dce3f 5d9538 46e6b5 11b489 184ee6 b389fd 9063af edcff7 d095c0 974655
daded0 66ef51 337f2d 11b538 b0baff 7837f8 9f7acb 902093 ce97b7 c34183
686814 d1db60 81a648 94f1cb 336b55 11b7a9 691df1 c661f0 fca6fa c11d9f
