# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0046ff 05d274 7a5396 c62b45 dddae2 e088db
17f689 30a688 678913 685563 ab05db c490e5
17f68c 355df2 747a97 875303 a28570 fd8cfe
17fae4 7e9e5d 8533c9 943450 c5dc75 e464d9
17fb4a 2f6f35 37b545 885084 bb88eb facce3
1848fb 29ade3 567989 874f3c b7d0ce ed9022
1849ff 31ffc7 367b3b a38193 a8b0e5 e2d250
184dfa 5995d8 a36b83 b1d5e2 b22121 fe8748
1852d5 5491b5 946404 96c8ec c4ad6b cf2974
1855fe 77dcca 827295 a51600 cbec24 d56d0f
1858fd 53de2a 575d62 967608 9f8bea ff7e9a
1860e4 57aa0b a6d9ce bb4268 cb80c8 dbdd7c
1861b9 596958 889cb0 94e9bb a76003 c8ac47
1861c3 46e4fe 6b96f8 7c6655 91ce2b da8dab
1861ed 4ca379 8a5e87 b293f7 c53d10 cfd041
1862e4 677a8c 9f2a40 a8b2ff ad9880 efd049
1865cc 33f0f7 6c98b6 7d4769 bdb839 c12a0d
1865e8 61d017 7b7a4b 8a3775 ba94e0 ffbecc
18667e 6e7a55 7bdc0f ac36fd ded6b0 f386c7
186877 6dbffd 93611c 944be8 97b15b f0cbc0
186c07 88516e 8d57e4 a4907a afcefa dde633
186d08 33bf01 7d906b a4f189 ab3ea5 ddcbdf
186d72 27f520 974cd2 a12602 a69cb8 cc6951
186dc2 8593ac 9c2d2a b59c84 bbcced e0e61b
186e00 919e15 9961ff a1df78 b4527b db97c7
186e64 7d52d3 80c58a da2301 da8cbc dbe13b
186e77 8047d9 88b9e8 8b411b 8f8e55 cbc642
186ece 55ebf0 759295 8e4c40 bb9d5a fdd5a6
186ff9 6d8a89 784986 bce5e3 c47d12 e3d269
187264 904cd2 92e60b 9a3116 c57219 fca7c9
1872bd 917a72 9af1d0 a5b0c2 cb3417 f6ad5c
1874fe 5db7f0 635c8e b2b9ba c84d29 eeb34a
187512 5e575e 68dfec 869680 c64fb2 c8e43d
187519 26fdf6 43b520 9d8d8f b32cab e470f9
18756c 5b6109 a9eedd b2c86b b506e1 de81ca
1875be 46fcd0 5b5b66 99c34c 9b6a3e c899bc
187697 89abc8 ac0c0b d2dcdd ee704c f8c817
1876ed 45f4a9 695868 a4adf9 a76f58 dfbb0c
1879b0 50c5e7 86716d a81103 e06e02 eeac95
1879fb 326655 8e5092 a6f56f cba5b7 d57b0e
187a68 56addf 78479c bf863d c5dfd9 e0d328
187c4c 6ff6fa 76b077 811ae7 ba6094 bbe460
187deb 45cee7 62774e 997191 bed97c d78109
187e55 46caf1 7d9e0c 9658d8 a0e23b e4729e
187fe4 7ee1c8 8794a7 b04455 d5e351 dc8862
18809c 71c3b4 7522fa 9b2f21 d4660a dfe28d
188173 6af7f8 8118c9 a69cdd ae6c17 c9a87c
188220 51fbd2 7b37cc b2669a bbbce9 f49c6f
18832a 19ffde 928a96 9932a4 a1da75 e9a0ff
188482 768437 8ee314 9637e2 bca8df fd9c9c
1885e2 446371 747047 b1abbb c58f20 f9d38a
188609 884457 a9b9f7 afb60e d81ca8 ffaaaf
1886e6 6ee870 844a43 9da599 df6726 f7cbf2
188888 5d670f 83a236 aa05eb ef6cf9 f5d1bc
1888d7 53fdc6 706f70 8da5ae a23e29 d6ae5c
1889fe 8a899d 93414d 9eded8 c29c65 cce649
188a47 7b5f7c 9fbebd a4a800 dde459 e13bfe
188d89 1bd65c 8d40b9 9d8cf0 c22728 e1b5d8
188e96 55fcd1 7353d7 7c772e a4b9e5 e4d03f
188f06 614eb8 9b959a 9e3d64 a7bef2 d5cc05
188ff3 8c959f 9a763d a71b64 c3d8df e4c12d
189285 5951ae 5fd7ab bb3921 cf7ee8 f8d33e
18937d 96c3c7 ce3cca d8093b dde1ad fbaf1c
1894d5 51d5fd 7327e1 99af2a aa5257 c1e5d8
1897f5 5ffc74 62716e 8db598 a04408 e3bcec
18987b 575b72 9d42d6 a7e48d bf5128 caa3c5
189992 4f7711 85e63e 893c57 9147de c3afe2
189aff 2f618d 7d878f b83047 d8d8eb f5b178
189bfc 445aaf 646366 b0d1e9 bd2217 d5af22
189c14 555f6a 981cdb 998cb1 a4eb81 e9c2d8
189c8e 726c2d 8dc3dc be21da cde69d dfa50d
189f18 2153e2 37dd68 716e60 dfd8fb eb72a7
18a164 774c52 847795 a0def1 d3ce76 d66efa
18a51c 18eb4e 516772 6b5627 d4c9d9 ff0dd5
18a68b 6835d1 725b75 8fec57 ba602c e9abfb
18aaf9 9c3a97 a1a9b2 a8eac5 da174e e19c5f
18ab81 635fc0 815022 9a8b03 cddcd5 f7c405
18accb 246db2 4eefe2 c0cf04 d14250 f39c9a
18adf5 3f6545 849e02 85548f b6d1da fdd408
18aead 29fed1 35715d 894ad6 a38c39 a8d627
18af1f 2c51df 66662c a6c7d7 ba5486 faceaa
18afc0 615f4b 7459fb a8ecf7 c5c858 d45c0e
18b08a 78e5e3 9e3360 c84ae9 d3e096 f98c00
18b11f 4cefbf 6955cd 715171 e3e349 e58cdf
18b2cd 5e8269 9e32a2 cde2dd e5d806 ed6604
18b304 2f6f23 8648f5 ade3f1 b66d8a d4d099
18b58b 7330fb 8464a0 b395ff ccd656 f12f1e
18b72b 48fc44 7a11e2 a497f0 b55e76 d6cccf
18b8e6 4574c4 556306 a3beb3 c25071 e5a004
18b9da 5c722b 79438e 9d9581 c0d7b9 e6941e
18ba43 286e02 69fb48 9076ca 97566c f497c2
18bc26 5e5f1f 62f1fc c039fb c8347c eaaeb1
18bcb1 754f73 7654ea 91f5c2 c3de0b e16b1d
18bcf1 608d3c 942c67 a042d2 bdddc3 d9bb1d
18bd9a 6c7a44 a104a2 bd70c1 bfcfff fdd472
18be63 3e70e6 64710e 923c6f a493a9 c4d5cf
18bfd8 5673d8 985676 c30c00 d68e25 f7db11
18bff2 21871c 6847a2 89475f bcd867 c17890
18c038 457e2e a68c8b b2dff7 c948b0 e8c3ac
18c096 316471 8250ed a6acd5 e0421c f6ca3d
18c1aa 274fde 5a5f80 a64c23 c875f9 f3a11e
18c1fd 357920 8654bb bc6580 bdd8b7 f2a946
18c31f 5926ff 7d59aa a23558 b9e5b5 c499c2
18c396 3d8a0d b4227f c1d9f3 ce4cf2 d0c623
18c67a 5c5b5e 5d6cc6 c1c8e5 c6451e e5d602
18c6ef 5c6002 7d25f3 9a4482 de8041 e1d6c9
18cced 5677fc 70672a 9cda16 ba829a f5cdc7
18cd30 4b46f3 766a6e a31e0b b281ee badbd9
18d14f 6143dc 6a626d 838abc ae5b19 d4bdf3
18e292 6f6b6e af201c c780c7 cfd7e8 e26b17
18e3ea 735828 79af8e 9d75c5 d97e0b e0e467
18e4cd 2d7630 8988a8 9c1669 9d32dd c7bb33
18e4f2 427422 68556a 8ba9a3 b9b525 d14ed8
18e561 5a8a7a 705405 9e890a c524af eac3ef
18e57a 34963c 7a0ae0 7e5e74 b2a6ad ff2fe2
18e5e7 41606c 6d9b92 9c67ed a8e602 b2641d
18ebb9 755532 9c8879 a3aac8 c10ca6 e9e329
18edd6 5931ee 9a8de5 9d6554 c8e511 cfa278
18ee4d 5f67a9 655960 839cf0 ad7b68 beb4b9
18ee92 197404 20b203 8956ff b26da4 c2d3ee
18f2e3 3f814d 8447bb 9a91b8 d2cb2c fa969a
18f338 565f65 616cf4 93532c b7a4a7 c8d1fc
18f6dd 783bf2 7a92e3 b54f87 bede06 ff1e50
18fd8c 1a5cc9 7b5f7a 93bcb7 af86e0 c16950
18fee5 6564b9 856d4c 88b0ed b2d448 c59697
18ffe8 4569b6 4baac4 5f5b23 a3e071 c77a78
1949f2 27fd23 4e6478 8e7b1f b3c0ab f770d6
1958d0 6dafa3 796884 94f69b b65625 d992f6
1958f6 4ce8c0 6d4d7b a07cbb ca1d39 d79541
195dc9 5892f9 62647c a8bfad af7742 f4d126
195dcc 5c5768 6d8cb6 75d72d a37048 e8dcc0
195f9e 1bc597 686b5d a98efa ab7208 e7d851
195fcc 585a63 a393a9 c8d7ca e30f2b edbb02
1961e2 56dfb4 6c6d5b 6cad1c bee62d fa7cd9
1964e4 40d981 765744 799196 c16d0a f8bff6
196686 37da82 7d713c afabb7 b4f50e cb51f3
1966e9 5f7a20 69d258 a12c7a a492aa f4cbeb
196977 19a59a 68e7eb 8374d8 af5121 cdc103
1969fd 25de7e 585f64 a2643c a89ee0 e9d5e9
196af9 6b7e92 735c53 a9e2a9 d9aece f17b03
196b9c 659dfb 9d2a45 a7f396 b3a3b5 e65841
196ce6 71f6f1 744b5e 7ba1fa c4bf00 c8788a
196d26 78dac9 9f6adc a1257b e0b703 e74b71
196e5f 7e9504 a6e9ff b553d1 c7de13 fd8ca3
196ee3 2cbc3f 3bff75 70797d 9a4f19 bccbdc
1970fb 20f41d 2e6b13 a3a0d5 d2acaf d53075
1972df 748266 814270 a3c72d b02702 ffb9d4
197386 5b5b3f 9344f9 b69e7b c5c3fc fdd91d
197642 7803ff 9859b7 b8a185 c4d2da ff8a06
1976a5 71a7fd 7e6b6a af2d13 afb1b2 eda84b
197712 97da00 a50963 aa47d0 f17378 f2d5cf
19776d 5dfc71 9e66ca 9ea8a0 b26313 f893fe
19785a 7343cc 81dcc7 978bb7 c27104 ded23c
197941 83d1a2 9226b3 9c80f4 bdbe1a d05e92
197a02 52d99d 9505a9 a0b404 ae74ae f8ccf2
197a25 36a1e7 68ee62 744d87 8f8d90 f4cbfc
197ac4 8bf2c4 8c9bad 944062 c1d528 c5956d
197d7a 26c0b3 736436 7ea841 bbe43c bd34d2
197d7c 3bf8f9 8155f1 b1002f bf8549 c092ff
197e71 8243b4 839c43 9b292f cde671 d192b6
197ed3 85b9ff 9c97a6 ba373b d48d44 f5dd0e
197ed6 5db9f5 804924 9d9299 d3d7d6 fd991d
1981f4 78f6df 8aaccd 965f11 d3b12a fd2e85
198332 20f9ba 847d84 a3229b abadd8 f6b227
1983ba 725662 879c99 b91c1b cdaf24 dfd2f4
1983c5 596c22 8e5373 b2dee3 df966b ede12f
1985f3 70601e 81ecd5 c03484 e08c6e e0cf13
19863b 52c01d 6f576a 7448d7 bc8acc d7d0de
198904 51f177 805deb 924b67 a8a1fd c4a9b2
198a8b 804de5 98ae6f a3e5dd a82d2f e782e7
198ae1 54634b 57d4a2 a03081 a88127 bed530
198be7 237326 6e0fff 7e6c75 80bb5b dfaddd
198ccc 6feb13 899a9f 9c3577 a58b41 f3cdb7
198de8 5debaf 806579 86ad46 9e3513 c9eb30
198ee7 627b26 7915e3 885b83 97ceb6 edc51a
19904a 67f45a 6f41d2 7e4763 b6a1a4 dbd6f7
199137 42f769 885f71 955ffe bfc4fa e08d9f
199286 36d8fb a44623 ad39e6 c1e9a9 e38c3d
199646 43dc62 7b36d2 8e3465 ac82d1 e1dae2
1996f0 6329f4 6f6f70 acc1d2 b22712 b3a36b
19986c 2df5fc 96d305 ac5fff b21692 e4a2b5
199949 56dccd 585c58 ad9cef b921dd efc717
1999c7 842aeb 86e1ec 9a393a d78a6a f5d46a
199a93 a03737 a73fdd bcf327 d0b8db d67c4d
199d8f 33627b 7b692f 7bd171 a179db f5cbf1
19a0c4 7e4658 85d4c0 8741f1 adc927 d23d18
19a0e6 4f6742 6144f6 886789 8eaf79 cfe758
19a1aa 38f9fe 51774f 6c489a b6d9b0 cba90d
19a2f6 6341cf 76b238 97f90b b7a1a4 b92e4d
19a6df 697a83 9a3917 c9d4f0 cb7553 f4c346
19a6fd 2260e6 7b7e83 a7120f c3e5c6 df8a34
19a8f0 2f7737 a6ac7f bfdedb c23d8f f7b300
19a9f7 1dfe47 6758fa adb6ae b48c36 c93e74
19b204 7af2ef 836268 c613c1 d7cc9a f17cfd
19b2eb 6855c5 8de98b 923729 d8726a e9d0de
19b7dc 4c657d a049f3 af4e01 cae4de ff9758
19b7f1 938e99 a8450b a92ddc b3ecd1 c79246
19b8f1 8d804b b322d3 d8d0ca f04da1 f9b636
19b9f7 9b929c a035df af2943 cee1c7 f8a805
19baa6 4af9f8 668f15 745150 b6d113 d932f6
19bafc 7266ca 92484a 92f475 cbccc6 cc7c29
19bb84 3d7910 7d1ff3 a35698 a5e866 bb97ed
19be09 704ee5 70fa90 9786b8 bc485f e2bbcc
19bedc 4d655b 854bb5 9e9694 c72800 dce541
19c02f 5e596b 85f1f2 9b5533 9c78cc f897a9
19c501 6f767b 831fca af6af6 b44101 b6bbc5
19c61c 2f8642 6d2fdf a569bc b8dcb1 dfa8fd
19c656 4f6681 956efe a05035 a38e95 bfcbe0
19c781 5366fe 6b721a 8f3967 a4e32d cdb1e3
19c925 814bf2 acb6b7 af546b b681d2 edda9d
19c9f8 507c5d 8a2ed5 c2e3d8 c3c624 e16aa7
19cae6 3f790b 8d6ae2 8f687a c5d82d d0977c
19cbc7 7f668a 90424c c7ee11 dd2000 ee757f
19d6cb 568b1a 625c56 998e85 a13bbb f9ae73
19dc2f 607240 7a12de bed0bb c18eec cd258d
19dcff 5e7ceb 716772 94bc05 ac6141 e0cfb2
19e4e6 4d9b03 8b5c74 8c1df6 d2ec01 dbae86
19e5ce 438e12 6d52a4 9b86eb b16c7f b7cb2f
19e657 498d89 803ef6 bc6e39 c79edb cedcdc
19e8ea 3c74ee 8d4d79 a1b64d c32e3b df759b
19e8fa 3460ed 596667 8f7c37 8f97a7 f5af54
19ea71 468470 735615 94920b d929ba f0d1f6
19eab7 1f9467 861ad0 baad25 bac2e8 c455b8
19f1ac 60667a 86abc4 9a7311 a460f6 d5bd14
19f76f 7f54eb 933652 a88a99 b7bef1 e75735
19f8ee 398a12 6ac500 7e40f9 904c5f a191d5
19fa5c 39742c 6bb18e 774864 c358be d4b7f6
19fd2b 247497 57a9e9 c2ccd8 c77880 ef361f
19fe2a 7552ff 8d4457 8d8c29 c3d2b5 e55ea4
1a4aee 3a8215 835065 9b8efe dfd2fb e5c217
1a50e9 41aadd 946670 b2360b b6dc95 d59013
1a51ee 2ba687 5e6f85 73e37c 8c7c23 d69ed4
1a53e2 578e17 8bb9cc 928282 c2ec29 e2b495
1a5bd7 3ba3a2 5a6f62 9f7e1c b5e060 eba0fa
1a5ece 58c4ef 718793 be4930 c3e1de d5cb78
1a5ef8 31c9b3 898cca 952d67 bc7545 cdd929
1a61b1 85f629 8a6473 98ae9a b2211b dc88fc
1a63f9 3afb50 837295 a5131b bcacb7 c68905
1a65eb 4fac0e 6f6008 91eee5 b1a8eb dc2c75
1a65fa 57f1b4 7583a2 a80853 c07b12 fdace7
1a6765 6ba192 6e7e32 a9cd04 c357c8 fcccef
1a6859 7b87a9 803fc9 9a3e00 dcd0d4 fb7307
1a68e3 3eb6fd 606174 906b36 b8b3bb f8cc05
1a6942 4f8bf5 6b5a7d 90989f aadef5 e0b949
1a6aba 5ba25a 7a4c66 86e954 b7a8f8 febfd2
1a6b20 45a1bf 685e79 ad25f8 b4d3d1 e8956d
1a6c6b 1e8df1 a21d1f af8133 bce25e fd98bf
1a6cf9 625d22 8fe15b 9b9030 bd437e f39ad0
1a6e77 59dbaf a274dc a9563d c5ad40 cac6f3
1a6e7a 80ccca 9b2c1e d06df1 dbe55c e65826
1a6f9b 686d69 ab1d1c adf06a b6a7bc da7b4c
1a70cc 50bbe7 993768 b17e61 d8d6ac fd9c0a
1a7138 42bcc3 6d22e8 84679d 94ac50 b7f10a
1a735d 7933c2 91d2ce aa74c1 d87025 e6c67f
1a73b7 3dc2f2 8a3c4d b4d940 cc9a93 e3580f
1a7994 884644 a2d4c0 c990e8 d55d2c fdd247
1a7b11 8a8ba9 922b77 9ecef2 9f48e3 d59c95
1a7be7 5d5862 918ca3 aacbb0 ac6c3d dcce1e
1a7c23 64dac4 8d21ab 8f7fa2 b3a6ff e0b446
1a7c65 913b0f 9353b7 a1bcf7 c0741b cfc809
1a7c73 6bc194 8a77cf c3e15a e84b03 fcacf7
1a7cb2 46f126 784c5e 9baabd d64e46 f4d3bb
1a7d32 49c31c 61586a 8d8e9a bf53e0 d4d3e4
1a7f21 711de3 88c819 a61d65 a85cbf f3a6c0
1a7f64 7d50b3 869db9 b3dbeb c3b395 c53f05
1a800b 9acc0d a811a1 c684f2 fd4976 feccde
1a8090 5bf107 6a3dca bb201f c1a5e4 e38d7b
1a827c 62ded2 792cbe 9b71e4 a76a09 ea9e52
1a828a 56c66b 683fbb 9e464c bc8ce7 f3d3da
1a872a 68575c 6f2cfb 8b7bc1 a8bcbe f5b44d
1a8928 6f5a62 744ae9 c587e1 c7e378 f87f99
1a8958 7f4d7d 919a00 a251ff b0de21 e3a4ce
1a8b1a 1fd358 7b417b 9ca2a8 a148f8 d6ddfe
1a8b30 5fd0d1 685770 878b8c b13ce9 e0c744
1a8b74 6d37e6 90dec5 9880bc cd5713 e5aa58
1a8c86 5e6d01 9db8fb b43ffc d79c3a d7d1c0
1a8c94 6bf40c 9046f6 9f2f48 b47c4a d0a9e7
1a8ed3 785f6e 82e6f2 b1de0b be4125 d5b0a0
1a945a 7126fa 8fe8f6 9c4f9a bccb4f f496af
1a94b3 8121da 8bd7b7 c9124c d5c0fe d8a951
1a96fe 475d92 696953 8fbdc6 d18a1f e8da7a
1a97ba 817f14 8f0aba a3d7cf ae175e cebb5f
1a99cd 3a5b9a 44f1c1 647732 b5848d cce749
1a99e6 5d7645 87527f a5d1e9 dbd79f e47790
1a9a44 5a656c 8e4dc3 a9ea66 c7a9e6 e791a0
1a9bf5 2f6d77 7c6d07 b4ccd3 bfa12d eddd9b
1a9e05 7d6165 9e0e8f c9e2ba e053c7 fbadf7
1a9ef8 3854c3 7b7a8b 9a5421 a2e91a db998f
1a9ffd 617e57 7946a4 a2baae d59229 e2e51d
1aa237 3056e2 65ef5d 817199 bfc0cd dc86fe
1aa3c5 5b5877 aee9eb cd450a d0dd2b d18c79
1aa3fa 52639f 8cb22f bb2e38 ccee27 f2a3bf
1aa536 615bae 913946 a6c3b6 bc8ddc f1d44b
1aa71c 2953df 756257 79f294 b599b3 dbdafa
1aa9ba 707d74 72e7eb a02ef0 c95810 f5b58f
1aadb8 486c3a 5ff1eb 8851d0 b9dd0a ba9f81
1ab29a 8271b0 9ade4d a11c4c f13b40 f8c4ed
1ab2ef 407091 68fca7 834f1a 9eb9b9 d6794b
1ab404 2d7647 69f762 8d609e ab9ff4 e2a9b2
1ab5a7 426e4f 7f6699 a499fc bfe4fc e0b464
1ab68f 2e67a3 58fbc1 994e45 c6b43a c8ccf6
1ab6cc 5e68c2 a13a2a baaf16 bce0db f14073
1ab904 5f4e95 8b6b4f af93f5 bee0e4 e1cf95
1abd03 6253db 867160 a70e01 cbbeed ffc08f
1abd4a 34fe9c 6b7102 ae175f b446e1 c2b2bb
1ac159 2f7b8e 884d27 9b8af5 aef540 f8c5df
1ac2da 8355d1 854b65 99e03b b62b09 b69362
1ac75c 498334 632efb 785397 d77cd9 dbd6f5
1ad1b9 631dff 717886 7c6301 b1d55e d46ae9
1ad847 9751f9 a4578e b21923 d896ac eccefe
1adb08 4d5e62 8f2eca 9e978e ae4f2f deccef
1ae049 499b16 565f45 c5e1c7 d946c2 f4a8ec
1ae557 1ea54d 953adc a8316f ae96c3 c3ddcd
1ae88e 1c50ee 6c7b54 9490ed 974779 d5b1c9
1af0d3 6946df 7e4f18 9082bb c9eb53 e97b5e
1af146 3452c9 8a7424 978ff5 ccd5fc ec468f
1af9f7 2e8308 36bd84 6b515a b5de00 cd3fb9
1afca9 20ae08 526d44 9143f5 971b7b e577b0
1afde4 2e791f a0aeeb a38988 c017b4 c7dc56
1afdec 49a0ea 4d588a 918390 d2520c d3b08a
1afdf9 4399f6 6a4c83 97869b a8dc0e c43950
1b50eb 329c1d 7fc6f2 a05a85 a2ad8f efe123
1b51da 3c9797 51f7af ad220e c6bde3 e16e37
1b52fa 567d6d 89efc5 9d4e18 b2d631 de7bb2
1b55cc 44cee1 666b78 b42a1a cfe24d e2886d
1b57d9 51c032 7f698c b3344c cbc3d1 ff6cfb
1b5ce4 31a414 93366c aa8bd7 c5da1b dc94a5
1b5dc3 26b6d7 807835 8ea098 b3e6e7 c8d37c
1b60c7 6cdcf0 6e90c3 837e76 c7b393 d35f16
1b61ea 5fbded 747285 a8755b c0dfdc cebf47
1b61f7 485d6d 55f4ff 8690a6 a67735 add82f
1b62e5 498a20 8c7680 951e7e a3b6d4 eea587
1b6a8e 595d4f 759a99 85e5b2 b37a3d c7c21d
1b6aa2 3bacd7 9b2f37 a7e7f2 cd731d f9b798
1b6b20 53dc16 9617d1 a580d9 c9667e dac3fc
1b6b68 42be7d 886834 aceb13 d456bf dabbdb
1b6d13 51a87b 9770bb a2376f c2e0f5 d2db48
1b6e17 3de4db 899a03 a244b6 cbda3e d18b8c
1b6eae 2eb599 5f5c64 9bece0 bf3607 deaa33
1b6fa3 595d58 8af5d6 a15d18 a4b1ce d09956
1b706e 56a4cb 9d40e6 a3472a d0dbf2 f09693
1b71cd 1bee06 6d7885 9ea3f0 e4adaf ef183d
1b71fa 41fedd 635867 aded23 c2a8e4 ee4943
1b72dd 6abdd3 798480 7f522c b58f02 c5db50
1b73f2 6facd9 887e79 aa2022 b2eae0 e3a166
1b7418 26f2c7 65b564 b7ee41 ca21d4 e393f0
1b756e 40ba21 6d6f1f a3ef7a a59be6 af18e0
1b7832 95d9de ac21e1 af9afe d2a845 e7558d
1b78c3 26e1a3 71796a b0b8d4 bc8c0d e8ce0e
1b7920 4eb148 ad09df bee4f5 d7dd25 e23791
1b79ea 50e1f6 75550f 83976b ba018d cbb60a
1b7c67 5c9cfd 7d4e99 b16a0c c8b9d3 fc9b67
1b7cde 674f7a 7aa7a7 af4220 b4ab09 d0ddf6
1b807e 22d319 8516c3 8f4913 b589d3 bfd9c2
1b80e6 3ef932 68b15c 767482 9a4409 dbd6e8
1b81e0 6b5b78 8b4428 8cca69 a48996 fcb6fe
1b83c4 41663b 43dbaa 799a3a ccd9fe d4ce0f
1b841d 595869 71e623 a793ac c041d3 fdcbe8
1b84fe 47e746 59595d 7d9552 c2b5f4 d378a2
1b8510 45d845 62566d 8c96af b349fe f7cbec
1b87dc 51f68c 6f7b8a 8f6312 b1bfcc d79005
1b8a73 812bb2 b03525 bccce9 bd61bb c1af59
1b8ddf 637262 ae1609 b0e3ac dbc4e6 e98b35
1b8de1 744e7d 889b9f c3404f d1d1e6 d5af14
1b8e43 834067 8932dc a8ced2 b77ac1 e0d392
1b9131 5f3add 68e150 a5286d adafc6 ba6efc
1b9325 7c4756 a590ce abe9e8 ce8c8c d0d86d
1b93e3 53e1a5 5f727b 94370a bca60f d2c7fe
1b970b 585b66 968c99 a3b7ff ac14ba f4cb21
1b9895 785dd4 804f56 81a145 95d8b1 ef9ee3
1b98cc 6c576c 703dfe 93c9d3 a64f24 f2924f
1b9929 5b38e5 6be5fa 6c5b7c afc08b c373ce
1b995d 52ddd3 7633ff 952475 bd7be0 fcbd31
1b9cfe 537981 655c30 95e3cf d2e912 fc7c71
1b9e38 686773 7fde48 b637dc b693cb dcdada
1b9e92 7240a8 894f05 9983fa ccd3da e79745
1b9f04 565f32 abcdfa c05bd5 e4d100 ff818c
1ba091 9642ba ab8dfe ac0907 bfe3c4 d1a736
1ba3a0 2b59b0 7edddc a7673a ae7afd e1d272
1ba5a2 5f6006 9c64ff a3ed22 b19d43 fecfd4
1ba726 65667f 79e005 a7163a b046fe e498b5
1ba8c6 474cff 6f6e58 8d3989 9cce55 f4d4cb
1ba917 446e4d 989296 a752b1 bebff2 eec9a6
1baa24 52e5c6 5c5d00 b3a0f9 b5e94d cc21a4
1bad93 4d48d4 9b79c7 b55001 d7dcf4 ffb403
1badfc 5b65cf 685170 8cec68 baa0af d14549
1bae2e 32e7af 3b629f 785d63 9c2b15 babcf7
1bb08f 57709c 6a634f 7cf2fe be7210 eeb439
1bb507 4a6c79 7a4e25 8c56dd c1d5c1 e58dd2
1bb6aa 6767cd a17f1f a5064a dfd5fa ffac67
1bb6e3 3068af 775202 c14e6b c2d5cf efb942
1bb7fe 787b9b a122f1 a5cdc2 b6b12c c06965
1bb8fa 6965f3 8ec561 982c40 d35889 e9d9ce
1bb98a 3f6e65 8ff3a7 9da3c4 c614d6 cbba0f
1bc18c 5a6087 ac93d5 bd193b beeb6f e57616
1bc1d8 539c13 5a519e 807b70 b4e631 cdaf9d
1bc379 6a5d6f a0f869 b34ed7 c21d01 d2c1f7
1bd312 728c81 8e51d6 933b0d bce5bc d2add1
1bdafb 3089f6 63737c 9aba94 a82132 f1701f
1bdc5b 2c6bc8 5e566d a09eb5 a46c5f ccdbfc
1bdcf2 1d90f0 864581 b49280 b6e257 d74f11
1bdf8b 347300 64a901 797576 b149cf b4a9bd
1be0da 3c7273 adf625 c8a56e d13be4 d43322
1be113 55934f 615c5b a70c97 c48dd3 d5dfcc
1be336 53577d 63918c 6c5d06 9e7cdc ecc5c4
1beccc 2956be 6d7081 b0a1ed b17858 ebd834
1bef5b 6c51d2 8a4460 c39ad4 c6793d d6ddce
1bf26f 615c89 679adf 806059 c46601 c8a1a4
1bf3fd 228aa3 854448 8b8c4c a2baae d5c145
1bf4b7 2e7585 747432 8e5bf4 a6b6e9 c6c837
1bf4b9 7a7e11 922ff2 d257a1 dae838 f29cff
1bf5f6 50549c 5596c0 b25618 b49182 b6de94
1bfc23 4e6af2 676b75 b5bee3 e72e13 e79e97
1bfde8 3886dc 883b66 9799a2 d12e0e ee930b
1bfe50 735d30 7715ea 8da638 dcc0d5 de48d9
1bfed6 5233f6 6d6572 93d65a d3271e e883df
1c49fb 7ac7cc 8c72c0 b64d4e d1a843 d4e4b9
1c4fff 1fbcb7 60779f 8d561b 96f1cb c1c55a
1c51df 507616 a22d71 a897de b69172 bae551
1c56ff 5e9ac4 677a50 77498c bbe1e9 fca56f
1c5abf 53a3ae 71f0f1 914e5d 9fce12 c62e00
1c5cc1 6cecbc 78b13c 7e683c c5e916 e890de
1c5ddd 45ba6f a06f8e abe20a c73613 f7c5da
1c60eb 5a9476 6b587c aeaed9 db3710 efb166
1c62bf 47f9b6 7ca88b b896dc e12e06 f6a02a
1c6389 755e49 75c9c6 94b51a c668ed e2e195
1c64e3 6c8e9f b04b61 c4a67f ccd5d8 ef0115
1c6679 4cadb1 746a4c 8067e3 88f6d6 cab368
1c667b 766d5a 8aecb8 98c215 e453d7 e7bcf3
1c66e4 37f2eb 54600e 779dcf c8bc90 c94885
1c68c6 78dfb1 a390a1 bc3352 cfe728 dd844a
1c6959 25e2d0 734eb3 808db2 b68b35 b6e55a
1c6b01 59ceff 7694a4 8d3a96 b89a77 c7e1c3
1c6bf0 27b3e1 486d1c 907f81 cbdde0 e5ce2d
1c6bf5 49cc19 788746 a32160 b3719e d9c2e1
1c6c5b 75f85c 85b093 9a840c a611a6 d8c7fc
1c6d04 844796 aeb1bc c578e7 dc5366 f0d182
1c6d49 47d8fd 8fd023 9b8992 c943d3 ffc2b3
1c6d5d 73965d 9f18af bee7d3 cbcf0d e076c8
1c6f2b 2ffdc7 43bd10 7f6bf7 ad7c7c edbbf5
1c72da 50d3df 799592 8f5741 a99916 e2da6f
1c7572 52f6ff 665f19 7bb7a9 c9c100 dc02cc
1c7668 968eb7 9d3012 ac3bf9 b9ddfe d2b18d
1c7681 585f46 9b69fb a8c1cd b46501 f6cc76
1c76c8 567322 88b90b 9e236d d9dedd ec9dfa
1c7866 57d78e 8a1daf 937ab3 de5c1b e8e11e
1c78f1 77b1d5 a66d84 b93b1d cacfc4 ecaa5b
1c790a 6e36e7 9a5686 a6c75e ab7de9 fab6d9
1c7ae2 49e15a 714a75 798378 b54609 d99ebd
