# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0292ee 0048f9 656365 b75ba0 f19dd1 ccd197 67fe05 0dcc0a 128836 81998e
68a1ac 0579d3 705e81 ebd0f9 e692fb b1676a ae0217 ff8719 87ee8e b0c1b6
a1a6a6 057a81 4dbfde a92be6 9d3b3a eb7405 a98360 ceb87e 7ff712 d1e2d5
6d979e 057ba8 6139dd b793ff efbee3 9b3970 d70044 b3987c 91c323 92f886
4fa8b0 6150ae c65ff5 fdcdec 814069 7d7064 bdad96 8db61e b0e886 057e05
6ea8ad a5d4f7 be8df6 a432db aa1581 f7d0d2 e12b15 de9a84 b5cc33 057f5e
6c8ea6 416077 0581e3 beb9e9 ac2e1f 7b6c68 df6e0b a99f7d d1d426 a6f3a2
61e6ea 7466d3 a699e0 6e637d 923b0d b57203 c9be68 b8e6c2 05835e 05b59a
6becf6 0584ff 4743e8 be8fc6 a157ac bc040e c8800a c9d923 6c745f 9dc7b6
058687 d3d5db 8201ef be46e8 fb9ffa 794b4d 92ac0c 4e7312 90fb08 5cbd9f
b1e7da 05899e a0b1bc 753bcc cf78f5 c9207a 82453b ae6f32 c4df31 3bd47f
c5b6fe 8003fd a02ea4 d85ab7 f4bdd2 a50853 8cbe17 96f48b 058b22 36b389
784eda ead5f1 9d639b ea82c6 9f1a5b b6a414 888684 1eff54 058b3d 80c697
3ef2f8 7e98df a6a0b0 8845e0 8e3e86 e7bfbb 878325 99d431 476330 058b76
516a78 058ebf 3abaff c5c2d5 8428bc c6414b ef8428 e6d82d 66fca3 75a89a
bbe9e4 3d55eb 7e7fd3 92889c dea2fe 7f4468 bddc18 058f05 5fbc70 0cfda0
6df6dc 9e8cc0 d2b6f0 860bc6 c03cfb b63e84 d69e96 a2e60b 6bb72c 058f4b
436468 d9dbf6 b3a4d8 9049a7 d34ffe ac2924 f4c254 ab9a26 059070 61cbb1
059082 9ce5d9 bdbaf1 bd6fea a42cae a90b0b e37820 f4d958 63644d 3fc483
98e2da 05909d c2bbfd 9a10f0 d450f5 6a5168 cabf04 878b35 426e46 75a488
37d6e8 0595c4 0959cc 76537e e87c93 c72d13 a0a337 c9d871 596f63 b5e2ca
80eff5 3ea9ea 83879a 585d74 a01ac5 a28876 edc58b 77c206 059614 bab9b7
2fc7b1 8c96c8 706c90 e8d5f7 aa36f5 76502f bb7b0e a8bd6e 9aed2e 059664
9fe5da 13cce6 0597c7 4d5c7d 3a53e4 a65d09 867969 c29629 e4de93 7cb596
cedcd9 0597f3 564fa7 cbacd7 8b6c95 a13d5b 94a080 57bb2e 248600 41f07a
d1afe4 8905c0 a87fb0 d229f1 9d3775 76654e a2ee1c 059a00 86a88e 0ff091
059c8b 565782 942cfa b86ad6 cabfc2 8a505a bd2212 e76616 ffd146 8bc078
059e97 cbe1de a480ff c3a7da 834ab2 a61a0c c0812e 98b78e 4be247 527956
5b7472 32d7f1 135eed a06cad 9d2f38 bbadaa d7380e 70c109 9af18d 059f64
059f88 7accbd c5a0ff d01fd9 922086 635e58 fbbe08 bc9e4f cbdc93 427521
c1d4d7 059fc2 62cafb 8d4ff5 754b88 c51116 ba846d fb620a cfca64 516a62
33d4fc aa46fd b05492 f689c0 f0cecc b23713 b69702 abd566 506353 05a074
05a099 9cdcf9 939be4 6d0df7 9655ed a21e6e dd4262 da973a d8e09c 527109
05a1ea 1754f7 f5caf2 b8a5ae ba5496 7f8f07 50621a 51ea57 c0dabb 418566
05a28d 1bf5ea 7856d3 ee6dd0 9f0385 6c5e62 9a6b29 a3a40b cbdb18 9ac793
81918f 97c3e3 05a5fc 2d71d9 a53282 9a7701 ebd928 ada974 556548 5bfdd0
05a6fc 3c71d3 dddce1 a6a0b2 7c7487 715252 de675b a84818 e9d138 71ce9e
5e4eef 9d91fc 7c6baa f7a1d5 a09599 785561 a70a2f c5d1a5 84cf22 05a731
05a7a5 55667a 989dff cdcffa 9935e8 b56e72 993832 d9c2b0 938e1e 5cd92b
cce1f6 697081 592df7 afaace da4cfd c29e8f 885c44 ddd7bf 66d926 05a834
05a8c2 5dd5ff 7a63d5 7a6b70 d8cac5 d6a367 9e9b94 b7f411 446800 5f9902
82d3f6 05a8ff a92ae0 d35ab3 a51513 f0cca4 686460 cfee0b 1f9a46 abadaa
247266 9190de 923aea 95148d eccde0 e6319d 6e5b2a 94aa07 aae380 05a973
837fa5 752fc6 dd51fb fcc2e3 b40968 aea087 a3d845 27710a 05aa15 7ffab8
94a8b0 05aae3 5766ec d7d3fc 854b8b ad0132 b1797b d0582e ff8c0c 87e2ab
a1e5e9 05abef 5d577d a11af4 c47990 7a6256 ebcf0e d5e3bc 96c36d 1e9520
43727c ab97a9 9113a2 d336db fa8ff2 9c705f e1d534 616707 05ac08 98dbc8
82e3f1 86989d 05ace8 426790 802ffe fbae95 b24901 f97501 777462 b9f037
05adf3 6949f6 aa6694 fe9abd 9c2d01 ce611b c1ba05 679f73 35fd94 52665d
a8d6e1 8966fd 634baa b38ddf 8b678a 994a44 d63701 e68e26 e1db63 05ae8a
35f6fc 05b0fe 869db5 9639dc 9f3a87 a61e02 b2c427 7c8d33 a2e0ba 3d6c58
abdbf3 9aa8b6 295ff4 b686f4 b35498 e5bf1d d4ddb4 4a8708 5c5e5a 05b17d
3d67d7 dbcdf1 807592 b28ee8 a13762 d12426 e98c37 f9da43 65e4b4 05b194
a9c3c8 05b1fb 7890a5 8656db a12d7d a27a72 c9af5b cce928 256f14 6cecb1
84f3fd 05b3e1 5762ff 9c0380 c9479c 765c58 d1aa0e 889173 268217 a9c6b8
9eada8 4a6862 b5dae7 05b4f5 5f75fb 8c7da6 764098 b73c1f f2d7bf eaa044
05b5a1 3bf8fd 417496 aaa5e3 854bf8 a42627 e2d83e ada634 7b816a a6ddb2
cbbee9 832ae7 b55cf2 c3068f fe549c f6a58b 807363 306a15 1ff303 05b62b
05b6a4 577c8e 1863f0 9490d5 a21d11 c55b04 a08068 dfca71 5e605d b4e7d7
acc6d7 7f8ead 6513ff 8a5bdb 735085 bf2f19 c4b902 3df08c 05ba78 257462
36f0f8 05bac1 3f657f 174bef 8e7dfe 967172 c1c84d 647127 bfe9be 91b896
23eef3 05bac9 604efc 846da1 9a225e cc5360 bd0100 b78a01 a9b38b b6eb7c
0f7164 a2d0d9 05bafd 7d55fd 71498e 9e839f b43611 e56d28 ccb87f c8eb49
b1d8d7 815eff cc91de a0379c 635a5f 899909 b3c914 358750 28fe9e 05bb83
2bf0f6 05bbcd 704a8b b347e4 ee5396 944354 e6a15a ebde0d 568724 c0c9bc
05bbff cee0f4 5b5c64 575bbd f46bbe bb9202 7e680d d4d42d 809272 3df8b6
8132f6 c8bae3 ae6beb b92f93 fa9b8d 2f6d02 4afc1f 05bc09 727d72 c4e6da
add5ca 737d89 417aba 6e2ae0 a9a0c5 ad3257 a67528 d3bf02 25fb94 05bc7e
c9b8e4 7e00dc cc3bcd 7e5677 a48a9c 97394a 98e00e 398703 05bd5d 52f6bb
2bf1fe 05bdcf 8378f9 84818f 7042d7 d02865 804911 ba9c32 e4e211 a6b9a1
b0c2ce 4a52c8 867cdf 73477a a34720 e26801 d1cf0d 70716b 8bf6b1 05bf7a
05bfc2 61f8fd 3b6ac5 878cfe 9f627c ab1641 ed3235 eca500 93a482 b3e58b
376773 9fbac5 567ee5 7119e8 978882 9e5e18 6c6250 d2e824 05c02a 5df296
d4dff3 8b02f6 cda5eb 824078 df2dc6 6c6f64 338b14 05c200 5df972 89a289
05c2c7 4d8994 3850f5 625390 ba73f8 a54d63 f61731 f6aa09 93a87e 9fe8bb
32645f 5ff9f0 05c2ea 6a3fff 8a6cc6 f771a9 994219 d0d3a4 84ce15 39a744
767b8d afb5dc 6f37d4 e64aee 984758 f5cfcc 9f896c 118c02 05c300 3af942
05c3b9 8e8bf9 7e33fa bc2f8b 83464a 967a77 d0d545 9aaa61 0f9505 78f5bf
87eef2 05c3ee 2a8ecd 7724f7 b52a7f ac7a70 fb7108 f6c659 416625 9fbfb4
9fadad 9be2f5 4b7a9c 8204e6 b57cf9 cf636d edc779 746115 05c506 d4e2cd
b6b7f9 7a53fb 9e88b7 e3d6e6 ab1f75 e52861 cea794 655919 05c620 2cfa6b
c6d9ed 9194d3 8946fc 913d7f c590a2 7d6769 d2d703 4e8a32 05c665 5affad
7d90ac c1b7fa 6246b9 a977fb ecccd0 8e686c ce4910 f59a1f a9f384 05c78c
858f9c 6586e3 cbcbfb 5c38ee 6a5c94 886268 c45530 b5b717 38fe9c 05c885
05c9e6 086afd 979aa4 803f9e 913a04 c39c7f f9c897 ccea0b 5d6e52 4d9730
8d8bfe 6c5fcb ccb9fd 9582ac d3a7ba 894f60 c65a2e 9ae528 05cb73 32ffac
1d9b9d 05cbd9 226685 ae80ff 933ee9 ac362a fcccc3 b9833c 8fdf44 616f68
5864d5 5b5870 9f8cfc e7b7f9 f68db4 7a5850 d63e19 908b6c b2e6a4 05cc32
787cf9 aaaef9 5e32f5 ac3393 df7bae fac3d8 8a7077 e72532 bfd00c 05cc82
718ca0 b4b2da 7d00fc 7e3699 d936f1 a74565 a59884 107b05 05ce3a 7df6c3
4a617d b4c6ed 9296b3 8a21ea cd50fc ba350f aba82d e5e22e 269878 05cfa5
b2b2c2 635d7e b00ae3 d974e8 88413a 82830b dce17d 05d006 6e9d86 a8e3c6
389381 afece7 a1aac4 6a30fb 7f50aa b86ced f80b64 d1ba55 49641f 05d0a5
15989a 536264 05d0f1 b069e2 9225ce bf4216 e77718 dcdabb a6aa87 9ce501
acb2b4 05d0f8 778aa8 cc4bf8 972178 d11221 83756d b79c5d f3c335 b9e9a5
4989a8 824bd6 f189f5 ad9da2 885468 ab1822 d7e87b 769657 05d10b b1e5d0
bbe0ec 727881 4365ef 7a5396 e088db 8d394b a26f3a eed000 05d274 8ea69d
05d2c0 3c81de b3a6f3 8114cf b03d92 f57691 7a5907 e4c44e 869d22 696965
3157fb acc1ff 7e92d3 dad9e3 666796 866e71 de9293 88471b c16919 05d511
7398a2 0b5cf5 ecd5f3 d698f2 921f97 996c6e c71b2a f07123 b4e52c 05da96
05def8 5f6169 2347f3 916dfe 854e9f b276b0 c44040 abf630 a3bc8f 50b812
a6b3b7 3d626f bae6fa 89849e fb83fe e60fee eacfaf 826e18 05e40e 39926e
75a0d9 7335f6 8653a3 f7ceff b08597 b64823 aab874 9df04e 585c55 05e9c1
d1d3d3 9148ec eaa4e7 c76ebe 9c3b91 665458 838d13 386d23 05eb76 83a295
05ecf4 99afb3 76818f 5dabfc a844cc a58b79 c47202 e3a962 0d6d3b a9edbf
cad9d8 672ce7 c75fd2 fb97fd ad2d89 baaa97 f1daa3 66645c 658e0b 05ee0e
98a0a9 6f54ea bd7ad5 ffcafa 923b76 a7072a d64923 827a6d cad9bd 05ef2d
677c8a abc6e7 9c2ef2 d55ed3 9d1a58 937865 aba954 dbe41d 5f640f 05f0b7
4091ff 0c4bef 756fa4 f1cbfd c29dc5 83636f a9262e a3dd5c 6ea72c 05f3b7
508aaa b9c4d6 bd8bfd 9d2ff1 913469 b2150b ff530e a37c67 f8bb59 05f4b9
05f4fb 68aec3 623feb 956ef7 9b1581 b38586 e0bcb8 9dbf18 56833c a1f585
92aff6 6077e9 5f5e90 c0b9c9 a48494 973245 d0030d d67c53 05f54a c2e7cc
bfe2fc 7e32e1 f440f9 c4a4be 986188 a72806 62574f abcf04 07a41a 05f592
13a3a7 c7d9e3 95b1fe 675de2 7e4a5b ac957d efd7b7 76a517 526d23 05f746
9899ad 7101f6 ddb3fc d770fe c91eb1 936802 05f80e 56a971 bce1cc 5b6761
5c7086 d0def2 0b59f7 b080e0 f49cb4 87434f b06f6f 77790a 05f821 27c138
642fe4 9379d1 625d65 f1ceff b9a5bf cd4540 df872a 9bcf8a 05f911 689e86
7bbfb8 4744df ccc7ff 695c7a be74cf 966426 efdd14 8aa655 05f99e 559181
209295 72bade 463bf7 645da3 8c79fd 944600 756d5c b6a667 9fde2a 05f9c1
8a93ba 605d67 ccbdf5 9152e8 7f3891 9c462d c59405 abe77a 05fdd2 12c0a1
d1caf4 aaa2ad a119fd 7b747c c261b9 933b20 e4b51d 86c380 559459 05fdd2
ccc8f5 9077a1 b019f6 e15af6 7b4d6b dbb8ba c0311b fc7e31 05fe7f 70987d
b97bff a111d6 efb1e5 c62a78 f57ea8 aabb65 708e13 99ec06 2e6b1e 05feb5
1253fb 99abf7 cfceed 6e68ad a8a3ae 8d3f3c eabf5e a38623 05fec5 328e77
9ac8f1 920afa c84ff3 9b268a d23c69 f08094 d3d27c 5a5d2c 22af1a 05feda
05fef8 84b9e6 0b85f9 3a49dc a77995 834c6b ffa8ad 97a75b aee707 118331
42a495 316e68 9987fc 6d2beb 886da6 d2b8ed a44823 ea8952 05ff29 addbb6
05ffee 6ac2d9 6b77f9 722dd4 8e4f72 cf9e3f ecd526 4f6b0c bccea5 7d957a
99c8d1 4880b7 064cfd b69cff ca9885 90551f cfdd1e 70a709 6a6e67 3bfeb0
70f5f3 8695a2 3a89c8 064fe3 bbb0ff 706679 aa304a ad971b d8dc74 72c29e
8ea8ab c4d9ff 064ffc b676ff 79688a a70e01 d1d631 149849 50d696 4d6d5c
7398a5 adc6d5 0652e9 c494f2 954191 827471 de4c2f ef9576 c6da2f 57f6c6
a4b3c6 0652ee 6f88f7 7e78a3 963f6b bb838c dad8a2 9ca61b a9f609 247c24
0652f9 c0baf5 a376f0 7e538e aa5420 bb971e f0c706 0d9d7e 21cfaa 436157
0654ec d9dcf6 ada9d3 857aad 8a3765 ee728d b1820c 7a6c42 cbba2e 84eeb6
b1dad7 43daff 7c9aca 0656de 6c5f92 993e55 d56c6f ecdca2 817011 9dab1c
c2e5e5 0656ff 9d439a b097a9 f866e6 efb895 7d8970 4bb40a 2af90f 176e19
a4bdc2 1bb9ed 5b7bba 0658ff 878a97 97306f d48b74 806f2d d9c70b 28febe
d7dee2 92a1b0 5495e9 065cf1 8b5095 be607c f3c314 ab9832 516335 39dd89
065cfd 7d89ed 69679d df93c1 877077 9e3233 d45b31 dfddd5 9daa87 1ced39
92b2de 065ddc d5d2da a26796 a79fa2 aa0718 e7471a e6bd45 a0f0ac 507660
4b5f68 065dff 8290e3 9e02ac fcc2e4 fa09a4 c99283 817539 3dce25 bceabb
065ee7 d8d3dd dc72cd a8328a f34689 725719 f9dc03 878913 95ca69 427b65
2c988d 84b7c7 0660e8 9085da 6b528c db2b5f d2c73e 9f9a01 246a0f a3f0d3
85aedc 0661a7 cad6e8 9872f4 8f677c cc8081 f0beac a9ba47 576a42 1c9512
4fdadc 535c5e 6486b6 0663cf 9ca3ff c9853b 856313 bdb69c 8b8a80 c4ec4d
7bb4b8 3e6265 0999ef 0665cf e5befe a67c7c e6af40 73801b abb892 88f2d8
0dbfbf 066771 bee5fa 8c01ff ab47bf bd9388 a53507 f05803 e5d874 6b7156
bbc4cf 576171 0667fe 8d7cbc cfa0fc b68191 b84e49 fad2b5 22f521 66bd63
899b9a 4b6f72 26d9fc 0669f5 6c529b 82471e cec7c4 9d794b da8e04 b5ee92
609eb0 066ac1 f38efb 724b6e af1c10 ca7319 dcce3e a0a591 5b7964 9cedd7
066c6b dbccf0 a83bfc e47eec c554a4 f9d80a a1aa18 6a722c 8bd293 5aa087
c5dbfa 2e5ef3 7c78a4 d97bf4 834b69 9e9d38 d1d112 066e0b 64d69f 389779
c7d1ce 92bff7 747499 9e04b9 e520f7 c41a61 f2db7e b0ad45 067001 8ea594
8be2d9 828a89 108ec2 595481 c9acf4 9416f7 ea760a eeb587 d7e61b 06713e
06716a 3bd7ea 2489ff 6a3dbc b77dab ad4b2a de794b cad921 98aa99 ade7c6
2ca6ff 5d646e 0671e5 d0cce9 958cb0 a9003b 937a2a c2b229 a3eac8 609682
13a6f2 0673c6 bfc4dc b37996 954b62 f4a1a3 ae0102 798c44 8df741 61c112
2ef6f9 0673f5 59658b 9798c9 98585a a61a11 a3894a d7d765 a7cfb9 4da590
20e8ff 6b6b6d 9a3ee5 cf76c5 97168d c1d01c 067409 44a15f b4e8be 98b1a7
23e7f4 666c84 9b8ef6 aa26e4 cf8cb4 bd5e05 b5c922 b1e6c1 10ac74 067452
a8b5bf 633dd0 a270ed e09cff 97588b dadbb2 7c8f2d 0ef134 33b583 06745a
cacff6 701ee5 b091b6 c544d0 ad112e ed480d f3ab18 7fbb85 7bf9c7 067461
2a9dbc 5a5482 e5bdfa b10ee2 e7a254 ccee12 6c851b 067554 9fe6d0 93a59e
70ebea 06758f 25a9e5 7c4de7 d587a1 b3005b 874905 8d8932 cdcfa8 79c832
0cfefb 08c2f8 475e6f 0675d2 9392aa c66369 c6b3b2 795e1d 6fbf3f a5ed8d
c8dcf5 6617fd 9756fd b598e0 81549c de969f 067609 46f656 12b538 6d7773
d2dde2 0676fc 7f9fd7 6f609e ac1562 d4698d f7aa97 735212 888623 d6d510
0fbac3 2aecfd 5a6675 0677cf bd887c c44b05 6d5447 f68629 e2de78 9ed7c2
2bf3fa c80bf5 930da1 8f628e f966fc a89b73 d1cdab 546817 70d91d 06785c
0678f5 a69ee9 e1d5ee 943791 62595c c27493 bb402b f2cf21 9ba248 7ad3b1
7fa3e6 cac9e5 6d5671 b600bf a584a0 df4c4f e6921f f3df16 067903 78f096
556267 0679fc 86849b 6f4693 cfb5e1 a74206 f4be42 a78e49 82f4bf 5cbd9c
71dbf8 71697a a928f8 98149a d055bb f29eb4 e9daa1 959d67 abd12b 067a0b
5ff4df 23608e 067af8 a3a0e6 ed689f 91490b c6ba79 aee510 27b00d 5e6962
85c1de 7527cf 9e61d0 88426f ba6791 e79919 fed667 bec0ae 869268 067c1e
d0dfdb 067d7d 24b3ff 8a54d9 d375b7 b3125b 988447 cfb619 a6aea2 66f495
23acf3 067dcb c6d5fa ca99b3 bc198c 8c837d 8b5504 645c50 c7ce7e 70a63a
2255f7 aeb7ff aa78d4 d4c7d8 972c67 d77188 fdad98 8af639 59b632 06802c
768b98 bacdda 623bd4 c674fe 745867 d1c123 97960f 06803a 5bfe9b 40c599
a4b7e0 7879d4 693cd0 914a82 bf849e 62670c 849135 baf329 2ee094 068061
068190 b2a7fc 8314dc b359e8 d0b4c4 96425a 768100 bde23b 80f8ac 2dbc73
bdd8f2 72b2fd 0681ff 636e90 635858 d09080 a53d13 c7d071 869a10 3efdcf
689195 0682de bdb1cf 764a71 a13b0c d86c15 cfa47a 957d61 8bd80e 52f1c6
25bcae 068b9a d0ceed ce92f5 ce2afb 954b43 d1501d eea604 948e6e 8df0ca
c7e1fc 068bfd 9da6da 4d4ae9 9966a7 993500 ddd1c6 8e984f 41d729 538e7d
5934ea 7b72f7 a5a1ff 9b5293 dba5c1 94937d bbd3a5 5b6552 6cdc27 069026
6545c6 c0b1be eb76ea a16c9d ad3a2f fc3c01 a1d356 5bb97f 88f5b8 06906e
6499fb cdd9fe 675aec a2387e b27790 e4d107 5e6247 85be6a 069109 52e1ba
069295 445a8a 800aef a163f6 ea85e5 dfc0d8 8c6d49 85b429 bded74 62d099
75c1cf 0695fe 0b69be 7389ae ea6142 973e15 bbe823 999a93 3bffba 6c6e6c
069683 51677f 2a4bfe d2d1f2 a66bd2 fa88b7 a21053 986116 a9b271 82fd4e
b8ddfa 82abfc 9e9fb6 5933ed 7f62c4 ed0d7c f3b2a4 cbda14 069919 49694f
5cf5e5 746378 c390ce aa3fc7 fd1f02 e6cd35 a7d696 416346 06994a 959895
557981 069aca 7a31ff dccefb 813a98 c44f46 b39c95 ff8225 b3f609 3bf088
069b9f 55607e 9389ed 8d41f6 cebad7 705153 bc1c15 e88342 fcd310 acdeb1
47ebff 07a8ff 7456f8 af76b1 785562 98302a ddc92e 919388 a4c798 069c14
878e93 65617f bb79f7 b112e9 eda6e2 9f3020 b7e508 6dc353 069c59 4ffbc5
069c99 948cfe 854ff1 c3a8d5 6e5d68 b1039d fc6b5f b9dd24 17701a 3af7b6
c7e5e0 069ca2 b981fc a739f4 fda9ff a4107a de343b a7c521 7c9f81 3ede92
bfdffd 7155d6 a383cb 844f86 c74c0b ec8209 f2c569 bbbbb1 5d5d5b 069d77
88efeb 25c1fb 9a51db bd73ae a93e77 fb92b2 e6ce7d 95a61c 1a6b34 06a172
146871 7c52df b5a7c7 ecd3fe d474fd 76674b dfbe35 6e8f11 bad6c3 06a288
9a8cee cbc0fe 9048f9 af338c d484a5 ac0101 7b5c53 e3d630 06a30a 89f7a3
06a4a4 83d1f3 9024f9 c37bff 724f7b e89b72 f1d4c1 ae7d1e b7df15 638263
c8ccce a0c5ff a887fd 8e47ed 78597a ad83a2 a54b25 f48a16 eed376 06a56d
427374 10e7f9 a692d4 a43fce cb94a0 9b461a d4d983 79c311 06a64e bce4d4
5c7a86 dad6f9 aa9ff7 9827c1 9e2914 635f55 b19b17 e4cc20 06a885 83d4b9
70808e ac7fd4 8c3eb4 d1bbd0 c92d5c db998f 86490b a2e91a 06a918 59fec4
546367 afafb9 5b2df7 9f59af ed6bf8 ad3225 ebcfa0 828675 20e20c 06ac25
9b71f8 7545ab a16c91 f998dc 9f165b c8d477 7eb00a 497403 06ac6d 75f7d5
06acb3 4f6273 7532bb c250f4 faa6fc 786702 b7b01f d9e93c 798871 a3ca9d
95e3d8 06acd8 9da0a3 1d6bd9 874d86 ba646a cfaf5a 998b01 d7eb1d 4b681c
32fbe8 448083 06acde 812fef 923e56 ef998e aa745a a8a71a 5d5d0b c5de0b
b5dce9 4d46fd de6feb a990a2 b847a7 9f2b11 f8d932 b4bda6 06ad0d 607b66
8ed4e3 06adf9 0c72e9 7f528f c9709a 9f2a53 b2a17f f6d983 96c50c 649a1d
93b3d0 8534fa a56cc2 724884 e2dbdd a2382b daab95 0cfb49 06ae31 5b776e
8fdccc 8c72f8 7c2fbf ed92e8 af5b9b c42b1f aa9b2a cddb52 06ae88 377666
87d4f6 06aefe 605f73 9341ec e961b0 804a3d d3ab3d 847d0d d0cfb9 7d9b77
608184 06aff2 0d72e9 6d548f f1d1df a21c31 d9442b b79e93 82c338 50f499
8072ff 760ffd dfaee8 cc0faa ee849a 935952 ba1603 a7e37c 06b025 49fdda
99a6ad 74777f cfd2f4 8b17ad d04dbe f9d939 bea913 18832a 06b070 88dcb8
72defd 2555de 959af8 8d4b84 bf729e ddb5b8 c6530d aac547 06b074 437b63
06b0a2 7d5ad8 cfc3e2 ce88fa 933e57 af746e c8111e fbc800 97a946 0affc1
06b0b6 3aedfb 7052f4 9b81f4 654d91 7f5667 be7273 d0bda9 6c880c 79cd3f
a0cdc7 777cce b8a4ef 750fe8 9a3360 bf1817 ebc287 90877b c8ef00 06b139
98b1c4 e572ff c22add 8f2d7b 716064 e0d9d5 b1a02c 4a7a1e 28eb7f 06b18d
06b2a0 5e7db4 6a30d6 bfa7f2 b90174 bc616c cda15f 5f6324 ade608 53e4c0
989ec5 d1cfd7 5b22ff 8559dc df4c8e faa39b 8e5614 a1f45d 06b452 326d5c
a0e4e5 06b4ee 4760ab 9e8ba6 f2a2ad 9e3304 c26916 e2e083 8bc520 6b796a
d8dee9 847ac8 8923f3 deabfe 927482 f992ae 575d4e 65e751 38852d 06b51d
0a48fb 635b7b cfc0e8 ad68c7 e580a7 7c6319 eed619 06b53a 78eb92 598070
9d7eef 7219e5 6c5589 f09ddb b1a3a3 e0d8d7 9a5802 86ea3d 06b70b 467061
6752ce 9b7db3 725574 fbb8f7 d56e7d 8f3846 657b11 06b80e 34fe81 b0d0bd
839595 a5d9da 535f67 8f47b1 fe70f7 9a4501 ddb497 d8e769 06b940 10865c
60eafc 7e0cf7 67536e bba1b8 ef11cd a67178 ebdc4a 1f8029 b0cfab 06b949
06b9a8 5454bf 8f94e9 dabee9 7c6685 934c54 a5150e d56249 ecab03 c3e4bb
1d48f7 6776ed aca4ef decceb 925a94 b09d9a 4e723a 3bef1e 06ba30 bde6c8
90e7fb 06bae2 b749f4 b71c96 d76fa1 6c6466 c0b362 7d9400 316d28 bed5c8
06bbf3 c4cdd4 b04ef1 b7199b d86baa 7a4e5d cca491 edde8e 96ab27 558644
94cfc8 06bced 7118e9 995ee6 ab709d 844b5b e99e80 dce200 3f7609 4ba40c
c2e1e1 64708d bcabde 7f35c5 b25cf9 844357 f08a8f c14b46 2df413 06bd0c
676a6e cfd5fe 9451fd b371bb 9c179b a21f0f fc4825 dfc926 06be86 0ff2c3
873fe2 b571f4 94598a dc8cc1 a33802 dce35c 06bf16 689074 92e2b3 2d6954
1ef5ff 06bfda 377e97 7833e9 9f70f8 d7aea9 a71101 8f5d50 9c944b b4df5d
06bfff 197caa cbc9db 6e14ff b45d27 e38d4b 6c6660 eed836 8ad6a0 929b96
5134f7 bfaefa a890ae 6e5774 d04fe6 ecbfbc db3306 c7ec44 06c067 6a7a6e
a2e0ea 06c0fe 2b8fc6 858c94 486079 8926e4 f69754 cbbaae 846808 c4f007
5eefda 425ddd 7f89e5 b8b7f5 b14184 987167 d8830b f2bf4c 306c21 06c19c
90a8ac 397a85 06c1ef d3d8e5 d114d6 b78d3b 7d745b cac816 4c6407 8ee2a3
8e9e9f 6d6e70 be6cda a025b9 e1b6d9 9a3516 d35205 cde823 06c270 73efae
a88bd0 d6c0ea 73637a ad3fd3 8f482d d66803 8fd02c 6f8971 0ffcb4 06c3a6
707170 7488bd a5b2f7 9e9c9f 4e53cb dcc5d8 8e540f a7f429 06c43f 13f9a0
6cf7e6 06c4c6 707f92 435fdd ad82f7 93248a c2324b cd9300 e7d741 a6be85
06c5d0 9280e7 a60199 9d7785 cc0a05 da8f80 f26420 e2dc03 b2dbc4 126b4e
94e6d9 62807c 06c5fc 5161ed 62597c 9379b5 a43a47 a7710b d4c038 8eb091
06c6fa c7e0ee 7782d9 4f51c6 706a7b a06404 d38d0d d0c2af ffc003 9f9775
b4b5d4 7433fa 776386 e94ceb aa838c 8a454e d6b7aa 429314 90f474 06c919
cad2f2 75758b a98cde a747f2 961493 ae2603 a27e49 ceb637 81f7a4 06cbac
06ccc1 8073a4 781ce6 d47ff7 fe789b f2d9a2 776219 9a8f09 87d038 3b9467
06cccd 9d2ffe b660bc 963282 c41e0f f2700f f5dd46 c9d6b8 799874 0a6a55
5b73d8 908bab 646071 d2a5f4 b47479 87442d cf500c 73fe12 bcd0b3 06ce2f
d1cfdc 6f62d4 9389b8 6c4d7a eba0ff ac2405 bd8e26 93df40 06ce88 269a70
06ceb4 c4cdfa 8545f7 b788e1 87528c 9b3030 d9360f cfc644 88f9b6 0c896d
96f1df 468a8a 2652d5 5b5b8b 8f79f6 c8a8e7 b93453 ae730d 06d14d 96af95
626765 789b9b bddff9 aa03f5 d64bcd 9e248c aa1016 e2be9b 8e8652 06d320
06d9ff 61758e c44eef fe89c6 814853 c80c01 f1d02e b29f0a b9e8b0 6fb886
596d6f bfcde5 9378f3 7646b6 ab94b4 9c2a40 f77784 9b7838 eed99e 06da08
06daff a189fb 8256df 9f3276 ee8fc1 a46f66 e9490e bba980 dddac4 98e75d
06dbe1 188df8 8a7889 9d1c9d a32503 ba8c0e e0e21b 8bb284 4c7654 aae2c2
4a6860 5d9091 06e3ff 27a4fa 1f66dc 6e4c89 997240 dbae02 9aa97e a1e6a5
06e7eb 8ba8f5 7d7f8b 944cc3 953356 d5a0ab f63652 e4d7aa 9dd731 0c800a
84888f a9b8d7 7f30ef ab59bf 982e7a b5a587 e4d9bc 08b021 06e84a 47614c
