# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0048f9 0292ee 0dcc0a 128836 656365 67fe05 81998e b75ba0 ccd197 f19dd1
128bf3 327060 3e40ff 72628d 77b9dd 7f9a8c b0f52d b7b957 b95e2b fdbabb
128c5b 2bbf0f 6258aa 6b5662 8273ff 9582b4 a3c8eb c1eb3c c6a49f d01918
128d27 19c2fb 706a6b 87ca94 8827ab 99b104 9f6bfb b687aa ccd0da e7dc05
128fd4 2a6d58 52c3cd 7a38e9 7e6588 90aa8b a5141e b69313 bfd7c6 dbcb35
128fe5 3255da 43615a 866017 89cafc b0e500 c697b5 d53b84 edd2d8 fd8665
12906c 2da8fc 7bfb6e 9f2ffe a02191 af76a8 b9c0d6 c76222 cfae98 ee9603
1290fc 20f620 3d4eed 8c2b8c 946a91 b4b7c6 b6334d d77863 e9b59d eb0d00
1293f7 3d62b4 4fe9fe 8d5f53 9d2370 a2c075 abf741 de8cae dfd5cd e11b0f
1294dd 4c4ee2 60e8c7 727184 8d5d4c a09d99 abbbee beef41 d73c02 ed8a5b
129606 4b5c7b 6dd6b2 7b0bff 896c6c b7aee7 b9a163 da2acb e7d7f0 f5bf1e
1296ef 2eceff 5057d6 73ad9d 767a85 9c591b a19904 a1d80b a80454 d4ce9b
1296fb 636d8f 6bc5f0 799ca6 8c23c3 97f347 baa187 d5284a d5ced1 e37926
12983b 595d31 59e8b6 90bc07 9249f3 a092ff a22978 b76e89 bdec63 d1aad6
129d38 3f51f7 45665c 4dfce3 7d5e96 a0211b a17ae8 a9c1f5 afc610 fb79a7
129f04 23fce2 4150fe 787299 7f4f34 81b8c1 a1947b b1e900 d2cb8c f858fd
129f92 2f6755 73fb8c 803bee 97a0f3 9953a2 9d4215 a2902f bab5c8 f1b000
129ff1 466380 6c8f9e 6e37c5 8d6160 b3965d b5ed93 bd4a06 cebdd4 f5a41a
12a0a8 42de97 4e5f4a 748e78 7c5480 a92405 af8f0b c8e53f ca00f5 cb9fee
12a0b0 54736d 734a81 7fefd9 8a61f6 92a75b a23e1d b0aefe d4e794 e7ba0e
12a3dd 12ffe3 4357fe 65bc14 7c8765 90658e a7aab6 ac171d b0eb00 f7b7a0
12a47f 3f6949 6f931a 82c54e 87648a 8e53ff a12102 b989ba d3dcfc eac1bd
12a577 5a5a65 63cdea 7f8093 9047d6 964f3a c471fd c7d7ce d77628 f9d854
12a5f6 4a6d6d 5063f8 714991 74fe17 8092a1 bbcbe4 deb8a4 df072d eb8c3b
12a684 566448 6e46df 916d99 a0f3b3 a61303 b8da36 c76d12 cbacc2 d466fa
12a734 1bfd3e 497659 7a2af9 7b7589 8e2988 b10617 d0dee7 e0bba3 f94ccc
12a7d4 49e51c 6da027 804c3a 8852de 8c816a af0e8d b86b98 c1dcee c4b8b0
12a7fa 41fcd7 456dc4 894b1a 8a95af 97850c b6c7ee c4db20 d5af7f dc1078
12a80c 13ea75 4f7a49 5f575f 8a06ff 8f359e 907f95 9cb2ae e2d2f3 f038de
12a835 28d0f0 2d6f26 79677c 95af9e a701bc b5e8e5 d0dca1 ee1bfd febf26
12a907 387230 68576d 7b8383 95be98 95efe0 9d02ec c9d616 d196c9 f842ff
12aacf 31901a 6ae1c0 7b535c 8856cf 9a157c 9f7d8a c6d7f9 d9e731 da9c6c
12aaf5 4f5d68 5263e2 8374a5 9aa3ae a17e6c bbcff3 d90115 efd0be f79729
12abff 3b6947 486fe4 86e548 97a9aa ab2496 bb7f04 c9d5b4 e71970 fec3fa
12ad6c 27e2b2 377f01 565a5d 6d5bfd 85419d 8f7895 9fcf34 d782db e7c9f9
12add4 63ddfc 7951d6 9f2f15 a35f88 a4a3a0 c5ddce e34a5a f08f3d ffd959
12ae36 47734e 73df42 81456d 8c8598 b02404 c020b4 cbd9d5 e09fe2 f341fd
12ae4d 30e18d 733fc5 86616e 8f9cb2 a96af9 b33515 caa8ff cedcee e7d005
12aebf 5eef1a 614be1 8a5a92 a3074c ba6677 c9e2e4 d7bea3 dd1403 fa6c53
12aff9 286ddf 326f33 57f4f4 80576a 8488a3 87c8a4 9d0088 a18e15 f6b438
12b021 24e73e 655d85 9c7d89 a80c2c a904e8 b5efac cbc4e0 d9a1a4 fa48cd
12b213 41745d 884ae7 9ce4ff a92a24 b64a95 be9298 c4db7c f468e9 f9d2d1
12b379 56797f 5e614e 8e3ab9 a12500 b5caf8 bc68ec d0661b d4eb4e fdc7c1
12b3f4 566e3f 73a577 7deb84 8d7b9e 972a65 ab32e1 beb8bd cfa407 d3ddff
12b53b 337926 49f8f9 774f7c 798b73 96e92a a482a2 b434d7 cec4a5 f376f2
12b689 396718 6d615e 77f269 80962b ae96f8 b93def c80195 c9e1c5 d8b3d9
12b693 17eca7 2d49ff 567b75 7e9616 943d96 957fef a80901 b7c732 cad5f5
12b797 13f9e1 617c9b 821bc6 90692f b12f6f b5aeed bc47f6 c0a51e d2d879
12b894 607883 7310f5 7ba70f 905600 a44ed5 ab1d50 b1dff6 c7c669 e87cdd
12b8fe 40f547 468193 63625e 785305 8e830f 933ce5 acb8be d88771 e3ddb6
12ba49 565e50 7440e7 836b1f a40c8c a6eced b96cfc c3e28a e788bf eb3988
12ba93 1f8b32 59f39c 6342d2 6f706d 8a4f88 a0b5c9 bb63e5 d9dfe1 faa733
12bae4 17836b 3cf99c 79959f 8b2e91 9027f8 9b8128 b7bab6 c7e2f4 fbac26
12baf9 296dd3 506673 9190ad 93776d 94e9f5 97371d 9acb39 c86e33 dcbbab
12bafd 4b3cfa 62f4fe 659a5f 7bd251 8366c0 9e4361 b587a3 c4c2c0 dc3003
12bbb8 16fefb 1965f5 4a6074 87eb10 8e89e2 9f4104 a27757 d7d9af f26a0a
12bbda 186e94 5e5c21 6c8915 7e48fa 84f819 996768 b5b76b dc7d9b febac2
12bd7a 575c5d 6982c0 6eeb79 9813e5 a5aab6 b30024 d7dbe9 f29dff f62e2f
12bff7 4188c1 808e97 833e7c 8f22ef 95e0e8 b74960 cea9a0 dee528 ec2f22
12bffa 157111 60a773 866468 961784 a0d4a8 ba05ec d4b90f e078ad e2d7ee
12c0f1 2754c8 4586d3 647d69 7eacab 895584 90e958 9c4320 b39824 c5c8a8
12c174 66f6af 677a88 7d2dd7 863f54 a2d713 b92e21 c39cb4 e654cf f64c04
12c270 25811d 798170 964df4 98266c b7eb70 b8679f bf7ef3 e4c9be fc96d1
12c366 6242be 70fac5 795939 8575ce a0e000 bd7396 da96fe ddcef5 de5304
12c3d7 175ec5 5b6582 6287df 896d66 96cda9 98b314 c42101 c4819e dae74b
12c4eb 606c6e 701de8 8d60c9 8faaac a0363c a1a066 b2ea51 de4400 fad0d0
12c538 4b6adb 595d63 7b80a0 8ef842 9ea5f9 9f9485 b9d198 c05104 f7b8dd
12c5d5 1a55f5 5e7fb8 6f6b72 85f2ec 894533 bfc915 d78386 eb5915 fdbba8
12c784 2b8340 2efbd1 739d0d 8b5bd2 949afc 9d2b78 a1d61d b66d8b c9aed2
12c7a2 5e9599 73546a 92f2a2 a699ec b43f1a b4d215 c504df d67d5e e8bfdf
12c846 1a9316 245ec8 606a58 68fe29 981383 b18afb bb6299 c1dabd cba2be
12c8fc 69506b 8d4938 8d4efd a1804c a6b119 afebf2 c6e715 df66ac f0c4a0
12cafb 4f43ee 8270ef 886f7d 892d8c 8cd828 a83903 d2ccc4 e8444a e978ba
12cc7c 4a7586 7e7463 8d5805 9ba5ad b765d0 c2d41c c3dce5 d67b07 f58df5
12cce5 1c8abe 6c7862 6d38c4 835c7d 9ea77c 9f381e 9fe031 d7d3c5 df7806
12cd2b 4763d4 587f26 6b584f 92996e 9a9afa 9c347e a9e7fe ba749f f4bba6
12cd59 596c67 6b19f4 6ff8d4 7e7c31 809d92 a355fc bb259b de7cd6 ecc3fe
12d0da 1a61bc 478114 74b70d 877ff9 8b5b65 9c1374 a8f660 ad9185 d5cba8
12d1bb 467915 762dde 916b72 9874f7 9cf4a9 b23790 b8b7fe cdd63a d2835d
12d7a2 184ee5 297c4f 90a114 91acbe a71181 bf0103 bf69db d0dee7 ebd139
12da30 5aa249 696b61 7f457d 8340ff 9f6ece ad2d22 aef0b7 afa89e decffc
12db62 536d17 8f7386 992558 ac1cce adc3ff b8a4b8 cd63fd f02250 fac5c4
12dbcf 4c8e9a 615471 7d5438 9d8509 a02aea b0edb2 c687f6 e4c630 f38576
12de9e 636f69 659d5a 8555fc 8f468a 96e11a a62a2f b3a4e2 d2769f f1cdef
12e10e 2e6789 61675d a13cee a389fd a5561b b296bd b3d097 c38366 e9c3da
12e2ff 549378 718124 8ceb1f 9b2c48 a8b2b3 b025d3 bba859 e857c3 ffcbad
12ecf5 1686bd 64acff 726305 8317da 8ebe0c a08279 a1426f b2ee85 c6b2a3
12efbe 635e60 6b4eff 8793e0 923924 a2d701 a4a264 cb7093 e13e01 efcefb
12f065 447eec 4b7d00 50ba00 62557d 805558 907c91 a4a7d2 bce2e3 cb7e74
12f306 4c55fb 6e4595 8285d6 a36184 af9db7 b40d37 d1d0ef ee6333 f5b0a6
12f394 19af5f 447a2e 6d58f6 96316c a8a1a5 b065a5 d0e1eb fa86e1 fad21d
12f4f6 476479 808c91 83df51 8934e4 983107 a96658 d480dd dcc9ba fe4c12
12f4fe 42a7ab 57870c 6c644d 7cd82f 943275 aea4f9 c39474 d114cc d1c7c0
12f7da 4a9b49 6252d3 67726a 7e4e23 a3c00e c497ee c572a2 f7d882 fd9a9f
12f987 1b59eb 32a8f4 819e5d 843393 a93962 c5dfe6 c8ae1b d70905 ee72a7
12f9ed 33baef 686b91 87ce82 a5594c a649e9 a70062 a99eab cfd505 fa6529
12fa85 589aa6 6a6499 79571f 93c1a3 a051fc a10261 adab23 d05368 f0b4f2
12fc0c 31742f 3ab072 496fed 824765 9c80aa aaa2fd c6d1b1 e28203 fbccf6
12fcba 55b870 6d7e7a 7641f3 784f8e 9be007 a45c2d ad71ea de7901 e2c2f2
12fcff 2a55dc 40939c 646463 794d28 79bcee 998c6d b9babf ec7a0c fbcb7f
12fdfb 35910d 714cb6 7b456d 827ff1 8bb169 8ebdff bce070 d96397 e6bebf
12fe26 168ec7 1b6587 69827d 8abbef 8d03f9 92603d c1bab8 cce1f3 db7d29
12fec4 2d6d0f 4c9a14 7b836c 7d4fca 8b6383 92b177 ad7be0 b1d5e1 eebd28
12fec9 4279cf 486261 49a9ff 82ca71 924e30 9294a4 ae7d6c cfc4e2 fbcc07
134aef 79655a 7ebad4 8a79e7 9b4108 a19112 afce5f e00895 e47894 eed5cd
134efe 26c096 367b6d 5cf8d8 728745 945eaa a41807 b1bada d470f8 e6bb2d
134feb 3aefd7 7364a7 755c66 ae76fa b1a123 b35f47 bde974 c7b3f6 ed87a0
1350f1 2ef3a4 428423 44b578 6e6159 9c7afc a4f208 acad0a d440a8 e596dd
1350f8 3ffdc0 4d90bb 60716d 896f16 981288 99a5a9 aacaf8 c1c924 cb8970
1352f5 298efa 3ae79d 667372 79c234 882f93 ab3727 ae96a2 b65aab ddd7e2
1356e5 7283ef 7c8960 8dfa11 8f6093 adabed b88ca6 c32a02 d0d6b8 e69302
1358c7 4afca9 5eb67e 686c83 926c64 acd73a ad3116 cd79cc edc4e6 ee582f
1358fc 63fc8f 675e2b 76a3ad 8972bf a85c72 b3c7b8 c098fc efc0f3 fa7c42
135af0 3196fe 36635d 7ef3fe 90a9cd 956226 a4eb0b b3a012 d4c5be e83694
135cb4 1fbee1 5a6d6f 7081e9 83edf2 8ed606 a0a09f b54310 bc8a5b e8c39c
1362fa 219fe6 577490 5f6906 68db0c 78981f 953554 ac96aa dfcde3 f28682
1362fd 416883 56e8fc 615b01 7cacef 8ca485 9a8129 a8535d d2e2d3 d3bb50
1363af 159d65 3fcaa0 546b65 9583e4 99e80b 9e809e c1aed6 c81e18 fa590c
136764 209a68 4dcf7d 54730c 80a203 9152cf b6e107 c06c9c c68ce6 efc9d9
1367e2 6b8fd5 786d78 7bd7fb 8a4a03 a7a4a0 b66e51 cde1d9 dad237 f56300
1367e8 595d6a 868cda 8deefb a3645a ba030c c1df03 c89dac e94e04 f7906c
13687c 666d5f 72e5d7 7aa5f9 9390a5 a03c21 b405f4 c3af95 c5e95e c66f0e
136886 638be0 798684 82762c 8de4be 941afd aca3c0 b59c25 d8d2f4 f7dc57
1368b5 529471 5aff0d 95345a a580f9 ac7fa5 b8dfa1 d54030 dea5e1 f48416
1368ec 4ce7bf 575486 7999f9 827a9d 885560 c7d0f2 d60118 e2e150 f27c7a
1368f8 49d0f5 5d8fb5 6b507f 964753 b1b4b3 b58b69 c53b17 f77a11 fab581
136952 4efa60 645983 668487 8bb1bc b19a7f b230d9 c52d0e cce2d2 f46004
136974 4f9466 6cbebb 72f6e0 a019ea a9c983 ad3c16 b49b10 db51de f0c804
1369f2 665f6b 82f2ec 8791b1 953827 bc6a66 c4acfb d1de14 dda27c fd2605
136b2a 68826a 72a0c3 81e34c 840be8 984997 9fa7a4 b755fe cedab9 d37405
136c37 3aa3a4 5342fa 7cf5db 856cc5 954e70 b08f6c b0befe f3cb81 fb7f00
136c53 639284 80eaea 8425e3 994292 b5d3a5 c52d0a c6aa2e e96fc7 f5dd58
136c7f 69847c 7031cc 85a2dc 9864f8 9b6539 a7a98b c5d4cf d97501 e5b75b
136ddd 19c552 66546f 7c95b0 a1dca5 a6797a b45527 cda2fc dbe92d ffbade
136f06 349e15 60ffb0 6acb4b 7c6360 978ba3 ae3bb1 c7b4bb ceccff fe53f9
136f12 5b43f0 648961 68b0d0 705c9a 977a91 98b291 9b6ffc cddfe4 deb148
136f32 6f31ff 78a39a 9967f4 9b578c a6ece4 bdb7fe d2d082 e8095a fc8615
1370ed 1df855 60bf69 75608b 83919f b50116 b95f65 dc94e4 ec410d edd9c3
1370f5 24b9aa 397b2c 704e5c 88719f 9bfb05 9cc167 b47e71 bc94ed e9c9f6
137100 3e68e9 57d55f 74992f 916871 a02495 c0d1ff c4a4a4 e2d9db e86ec1
1371ce 29d2fc 4e6076 7699b5 93aa31 b71100 b8e151 b95656 c5a296 f1d6cb
1371dc 525b77 56a0f8 688c8f 8ed2fc 9fb2a1 a43123 b27c47 beb715 c8e8b6
13725d 68a4a7 7261eb 7a5d8e 8d4416 8f9146 adf719 b3c05b d981f1 f9c6e3
13743f 14aa7a 625864 778895 7f2cfc 98cdbd 9a60c3 d5baf0 de9526 f9c87c
137671 3be0b5 6d03fa 709f43 765c04 a991b0 b75acb b7a5ff cddefd efd42b
137956 5f5c75 67e91c 78b042 806905 95869d b7b6b2 b943cc f06efd fcb5ff
137d74 31b498 85f635 87369a 8c91b5 a9ab3d b8c3df be150e d41ff5 f0d7c9
137d89 189ef7 7c30f1 7feca4 a02b2e a6aeb2 ac745e e7a541 eb0b03 fec7f7
137d8d 68bac3 85453a 8f2ed2 9477fe 95effa aecfa2 b48780 ead45d fe5a2c
1380a6 44fdb5 642ef3 85535f 8ba8ff af9ea1 c1182b cecde3 f3b526 ff432c
1380ab 1ddabb 768d8f 7934f6 8a421c adafee b1a146 b2e8fd d23b5c f3d529
138114 49adeb 55e9e1 5f5f5a 6816fb 8a41ab 919b8f b965a2 b9ce94 e7b020
138118 32c56d 646176 838e84 8732a7 88effa b848f9 c1e331 c59af2 eda1be
13820f 19c2c7 244eea 735a8c 758787 884c54 9fab0a a674e4 b1ee67 d8a189
13828b 20afc1 6841b6 83b08a 957745 a23763 a45ef4 b2e2d8 caac0b eae06f
1382a0 4afcbb 5e34ed 65a65f 6c645a 99999c 99d839 b33e11 d47ffd dccaf2
138462 43b180 5f5e06 67fbcc 9327e6 a17beb b64792 bea016 ccbadd f6cb67
138600 29e1f2 7597b3 765d7b 7a21e3 a16cf1 aab5b5 ade8b9 cec355 f46275
13862b 4ed1b5 6d5062 7774a2 a19dcb ac4dff afad01 c6e1fd d76d72 e9d278
138633 4eba9f 536064 65fac2 8d4cfb 90a500 a6289f bf76cb bfd8e5 e0bc6b
138672 6d5382 778c3e 7db38a 992e2a ae3ae8 aef0b8 b3d531 e172b1 eec9ef
138826 44bca6 54f6f8 764d5b afe2ac b157ea bc4793 e3c92e ea83e8 fe536a
138901 6aecde 8c0fca 8d71a0 9670ff 9db3f3 b2365d bc98a6 e06f64 f4d690
138b6f 5ac1f1 6933d8 a1eef1 a463e9 a84493 c2dcae d4b816 e7111c f26db3
1392a1 22666c 46d0f7 8735ac 937ff7 93c0ac a83906 bbab47 be6c5e beed20
1393d7 3f752c 7a39c6 8b395a 8c698a 8cac19 95f535 cbc8dc d86171 eaa797
139496 42c8c2 5a5c61 6236fd 78a001 8a66d8 91613b b095fd b7f12e c1b96f
139786 20637c 765950 7ea43b 814ee7 89ecfb af74c2 b5d637 bd1b10 d6adbb
1398d0 5f6f7f 6cd0dc 7840b5 80a421 85404e a46e60 b62004 bcdd34 c8b09f
13995d 315deb 53ffb9 66c6a7 7d7594 80455c 9691e9 c13d00 c9cbeb d9b233
139965 736772 7718dd 7cf2aa 8893af a43c20 b04ccb bac5e7 ef7b0c fcc518
139a18 50c2ef 605b16 6d56b9 9e76fc a3ef0e a8486b babd74 d991aa fbd2d1
139d82 2cff22 476864 7e3efd 918dfd a7c8ab b453a2 d5052a deb6dd f07c3b
13a11c 27e14b 4c6a2b 4f63e7 8890fb 902487 9d6588 ab9fae bfbff3 eecad1
13a12f 34f9f5 737f8e 8b3ad4 93411e a1d2b0 afa5bf c86aea ce0268 d0d918
13a156 426427 43f6e6 9019be 9b79e9 a3df9d c4a9f1 c54f8b e8bf0b f57caa
13a16c 366e52 52fb74 923eee 9a1082 a2c8a6 b05e92 e78cd7 f6d1e8 f9491b
13a205 18d362 2a6089 777375 815934 8f63f3 a4f925 b678b3 beacfe eca7c1
13a29e 257a0b 6aff01 6f6d6c 8e2f78 8f1ad1 9f9e35 b8bdd9 d558e5 fcc09c
13a417 40703b 5de771 793ef3 7d4661 986ac7 c6e8cc e3ceee ea6392 f18bf7
13a680 2f65fb 3f6d5d 4eddb2 7f4285 b0371a b06aa8 c7aaf4 e2762c e5d34b
13abff 574aba 67f4f2 6e9a38 7dcc40 837572 865427 c99da2 d6d5a8 e956bc
13ac89 324cf0 64636d 79f9c1 af6cab bfc1ce d18dfe d3483e dd8b01 e7cd5c
13ac97 23e1b8 5c33fe 7653af 844613 a091db aecee9 bd7813 cab94b d92464
13acbb 2aecca 6d6069 91946f 941590 af0d2a b8d7ff bbd411 c52ce0 de5217
13acfe 1eebf4 2663fa 2e7517 52a61b 85466e 897876 a3ed6b d767b7 eeb1af
13ad32 546136 6065fb 7aefce 9395b8 9c419f 9c847c b2df17 d1b3fd d7ab84
13ad9c 366b91 5c6424 84dd8e 8f345a 972bf4 a494e9 dcc7d2 e54865 edb41c
13ae07 317c43 3be05a 9d4ce9 9f1a85 a19d88 bfd2ef c166a8 db8bf9 f0d7c1
13ae9c 595c58 60ded3 657a9c 8c3cfd 8f4b02 a8cd1d ae7647 c28ff7 f8d59e
13af6e 5b8075 7112fa 81d3b1 885e9b ab3229 b7a0c4 c64dfa e59e0e e6d6f1
13b0e1 5e7853 6c1ff3 7bce80 9a57f8 a4a5aa a59320 d1188f d7d2d2 f4bf05
13b1f4 677064 69939e 87417c 9dbe3e 9f34ee a6e1e4 a70621 bc6009 d3b7a1
13b21f 5c7a4f 8b3862 8d7a9e a3e3f0 b0ac9f b437dc b50000 cbed42 ee88ff
13b2e8 587c78 774687 79dffd 9b4eea aaea4f ac2937 b1a88f e25c32 e5d7d6
13b3cf 2c5afe 6b526c 6c71b0 6dfab9 9c787a 9eb4a6 a82f38 d1702e e3b211
13b408 2b5aee 3c695a 52e4b2 866e92 a8a4c0 b13e12 cbe0f1 d173f7 fbce5c
13b4a4 1fecb1 286767 5b6821 a908f9 ac8a3d b5d7ee b996e7 bb44ad d3c111
13b4f9 248a1d 624dd5 7f7877 82e9f0 9c2379 9fb8a8 bf74ae d3e4b6 f9ba52
13b562 406960 714982 839697 8649e2 99f150 b170c2 ba271e beb1e4 eec1bb
13b5d3 446dd9 754c85 7cf5f4 b1a7a6 bb4f6a bde1b7 c00f02 eacc2f f54518
13b5fe 6c5677 972f43 a000ca a9757a aadae3 b2d404 d12c22 d5b1a8 fb40b9
13b77a 3d6d9e 605d60 827efb 9e2614 b29ad0 be6702 bed4e3 e7ad19 f4d7bb
13b784 21f786 3b6cc2 6c6159 8490b0 9c1c7a 9f6f24 c0c1f1 edd6d9 fd891f
13b7f5 2c81c1 6a6916 6e857c 7de8fc 8eb4b9 8f2f71 939b01 c9e5d0 ecb762
13b8c6 587e7b 5e508b 96431a a1ab9c a1e0d7 b09834 bf4bef c4ed16 d7c684
13ba79 669a0b 715849 83f89a 9d5bf2 a02500 aab5fa bd418e d3c9cf eabb1a
13bab0 467682 73a269 802ffb 84424c b0b200 bd5ce2 c9c7f1 e0080e fecc95
13bb9a 2063ca 62eae0 72497a 73775f 738ba0 b4e6a9 b99ff2 c45217 eeb738
13bbd8 4b80d9 7a5761 8a896a 8d4016 91e6e6 a6b3a9 c28017 dbe1a9 f5ac00
13bcf2 1688c3 7130d0 7d751b a8e6fb aab9ba b49266 be2268 dad1a8 f0ad3b
13bdd7 5c52c5 7f5b6f 867cf8 95333a 96d9c8 bd9e03 d03412 da706f fcc963
13bef1 5b45ea 63f4fa 756faa 873e6c 9bccb0 a18291 bb3352 e38848 eed073
13bfef 2e6467 314ef9 7078b1 91d3a0 955034 a5a4ac ad8371 d0d524 ee6f28
13bffd 4e715f 797bfa 7f5212 8df804 939410 b7279f bac3c6 cd71a9 e1c68d
13c0c9 2e6b46 8beacb 967c25 970ddc 999793 beee34 c13186 d5ac7b d74bf6
13c2d6 1e7718 6c6a6e 721afb 784185 7cf444 919399 ac69dc d9dcdc de8b5a
13c37d 448947 515e5f 6e48f1 844391 8cf4b8 af74ec b66f96 b8c5ca c1ad11
13c41f 3563f3 667eaa 8e8c85 916e38 9b3861 a18efd bbdbfd c6d689 f49dbb
13c4de 2d7621 377eea 710ff9 899f29 bb7985 bf2585 c4d7d5 cac70b fd9b8b
13c5bb 1e8832 6456bb 6a5172 8ca910 9e6e7b a0ed28 aa7ae3 d68b80 edd2f9
13c82d 64fe1b 8a28c6 9c3e75 9e8fa2 adcacf c359cc d32e36 ddd1aa fb81f6
13ca2e 58755d 5f83d4 63576b 802ffc 939193 ac5e1b b7d2cd e0dc9e eb9ff5
13d681 37a502 59744d 8d57cc 96928d a82c7d b10b01 b6def3 cf81c2 e2c709
13d91d 2f7268 56a240 9649fa a4f599 a52728 b38aff b468ad e5cfee fc7b9e
13d9c0 645cd4 83725a 9494c7 983a73 ac0700 b9c2ff c49d08 f1d839 ff828e
13dc8a 3d697a 7a9289 845c51 8b8a2d a71600 b3f50a c925dd d8c5e0 f87fff
13ddc9 3f790b 5975fb 6ca100 7915db 8f687a 982d87 adaff9 c5d82d d0977c
13def9 2c8c18 4d93f6 7d2ef4 858789 914ba2 933357 bedec3 cbae5c e4e54c
13e1f1 3b6af3 5f5e97 709aca 7ed515 854949 868281 b33708 bb9a69 dbccb5
13e581 3884d4 755f85 7e19ee 8aa2a4 959300 9c2d1f 9d6068 a8f720 e3b8ed
13e58c 3c6d04 89808d 9f3d9b a1b1ae a323fd bdddf8 ced517 dd75f4 e45e5e
13eba3 17a0c1 576083 9735de 9fadac 9fe747 a90c02 b0a025 d84664 e0d8ea
13ecb4 21961f 2b63dd 4f6651 6bbf61 b42a86 bced5f df92f7 e0cbed f163ab
13ece0 16ad5e 187b24 6b67f4 921796 93c209 b48dbd c42c72 d4e78a f59ca5
13eed1 2ab8a9 6b5b37 7c4fda 99d021 9b77b9 a62b7b a7760d eba8ff ed4875
13f3c6 2579f3 5a7a7b 5dbab8 6e518f 923a1c af713e bb9efd cadeff f1ad73
13f49c 2db332 5b62b0 736029 8984f5 9c176f ab6686 b2bef9 baaab2 ebdd27
13f520 1d4bef 33965b 6c5e6f 878ea5 a36be1 a8d19c c53000 cb8c00 fac0f4
13f5f9 6d6274 758b68 83483e 98d3bc a123e5 ab9f17 b94b0b eb74c2 f1c81a
13f6cc 585b52 6d98c8 8b23d0 ab6786 ac461c b4cdf8 cbaa7e e0e43e ef8206
13f960 5a5f55 6d90bd a48d6f a5a8b0 ad3917 b0cdf7 bc09f4 e6d3c6 ed7c27
13fa90 22784f 7a00e6 81b8ea 8c8e2c 9d2b77 b147d6 d0b70c d87d8d e2dae0
13fabe 4c8193 615f55 8323b9 8dbbd8 a64718 a7a2a0 ab55e6 bbe020 ec7458
13fbff 20a6f9 2b858a 695bb5 757033 789b82 89415c afda0d b4a7bd fbc6bc
13fce5 5a6661 72969c 78baf4 8f3089 b4baa6 b75adf c0401d e9bc1c eb7551
13fe44 29bc29 6e5164 7a35d9 988a93 a85e59 afd0e0 bd2e05 e4b5ab e84cc9
13fef9 2b73ec 446f29 7485b0 764881 78bbd7 a19347 a96074 abcf15 f2c0bc
13ff8f 1e86d5 635087 965162 97a1a8 af2314 b8d4cb cca9f8 dc774d f8b400
13ffbe 1872e3 59a9e5 90447d 93b091 a98222 ab0a02 b5dbf6 bec423 c54563
144bf0 25f9b1 4f99a0 5d8205 6b5c78 9f6a69 a5af65 a6cfd9 cbee06 df5ffd
1451e3 5083bb 705d75 7bcbc0 8e8c7f b4abf1 b8f435 bb882f bf2340 c6c481
1453fc 555f54 68f296 8990ea 918346 984693 b1cdc5 d2b30b d36599 dbc0fc
1455df 1693f1 696e90 6bcbf7 8f7361 9aec0c 9b450c 9eb398 ce9b40 e7d5d8
1458fe 59a712 6d648f 71f634 97340b 9a94a8 aa6f6b d2dde6 d4affe e4a684
145bc0 4dd63e 7a914e 8f6d8e 993b57 bd0b03 c7b5d7 d879f2 fb7c97 ffd0bc
145dd3 21a177 557475 73cd98 992a42 b38ad2 d32c11 d9cdf4 e48e2e f8d73f
145df6 5596ac 56c0fa 575b6b a4992c b26563 b9c3cd c70e17 dee222 ee9f8c
1460f2 6180af 88dab1 8d3d51 98958b bc330d beef24 dec8e9 e787fc fd7d0d
1461f7 4a7d27 52f69a 7b5076 9087ad a4beb8 b7ae04 c9ed13 d57670 fd9cf1
146576 5f756b 77cfac 7c31ce 94570e ad97ff b1f31e d7c6eb df9d51 ff45b7
1467c8 209d5e 5becf3 7e4e60 959cbc a5e022 a60c2d d3a6a6 e1dca4 e40906
146864 3cfb63 3dba01 805531 8276a8 a634ec a9a2b1 ac8470 d7dedd fb89f7
146868 239d5c 3fd6da 586b17 8329fd 93a302 9857bc a2dc40 bd80fe fb8e9d
14694a 537be9 59e8c0 715787 a0a3bd b36f87 c60101 cdd0fd d2c70f f08b73
146a5d 337eef 53ece9 9aa4a7 a03e95 a1d8a1 b7aa18 cf7d6d da190e eae408
146bc9 6899a7 7e4f79 90ad0e 98301a b37664 b9ddfb c79fff d7eb0f fbad84
146bf7 146e3b 17cc6e 83728a 889b90 95339c bb8ed5 c0dd13 d66f05 faccd1
146df9 615384 75f9dc 795a09 80a59e 8b7fab b6665b cbd27c d892f5 fc7304
146e09 299d9f 47ddd5 73a130 8a4ea3 8e3dff 9a3d62 ad87f4 c6b88c ffc124
147162 369e7b 7814e0 796dd6 8d7d9c a0afd5 bbe7e4 be3e03 e3c887 f97823
1471f8 2ead71 6a8189 8f4f56 91f578 95870b a4260d c58ef5 d8caff ff90be
14725b 634ba3 74f1da 757f29 7db21f a068e8 a26890 a7e45a c0b2f1 d291a1
14740c 5efbbd 84677c 86b384 9608a3 a497a6 bcd8e4 d1be19 e340cc f0003e
