# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0045fe 5783de 65756e 88e0ce a62c23 c4b5f7 e2de3e e37a34
147163 7627d8 90949c a466c5 b73b0a bbccd6 df8e70 efd230
1471e4 3bb071 68507d 6fee2a a49fee a63f43 fac0df ff3002
147224 2dffa2 6b0efa 7d8575 b6d8d6 b8219d c7b124 ec67ce
147274 48c5cb 6d967f 9670c9 9b3539 aec593 ca7a07 fdca15
14740c 7bd5fa 84677c 86b384 9608a3 d0dcd3 d1be19 e340cc
1474ba 66aac8 847d83 98efe9 a0292d abb9a4 ce7a48 e8ba40
147792 5baf81 5f683d 6efbc9 9b8804 b9e52c dab2de e71cee
1477f8 4b5a8b 58d8b6 718e89 8d5225 d3e75d d595d5 ef841c
147802 3a88fb 78eba9 7a797b 80458b 88a2be d2d7ea da9545
147888 3acdae 692edb 7e504a 918f65 a6c72b db5fe1 e9bdfe
1478af 4ea6e7 64652b 92949f a10669 b8cac5 dcab43 fa0064
14797a 51ff23 6bb63c 9459d2 989a8a a63335 bdd5c5 e6a2e5
1479fb 6f5375 84afed 8c8d8c b62433 c68846 e2d6d2 ffc411
147a07 31e8a9 6b3fdc 754d5f 8b73b1 c37673 c5defa c9c11a
147d47 37b38a 69f9b6 7a9f29 812cbf 9d75b8 c1dc0a eda1f8
147de3 486245 68b1f2 7e8a39 874876 bce3fd c5b3b5 fbaa1a
147ed4 22d598 536973 8999aa a11f3d a77126 d7d0f1 e2bd10
148038 4d98ff 5f597f 63dfa2 693bfc 9da5b9 d8ad35 e5d5fe
14831f 7343a4 84d0fa 974165 b675e9 c8ddcc da7c82 f6c056
148366 32f08b 6320f9 6db90e 725b83 8278d8 954407 c2b5bd
1485f4 415f8c 7b5d5f a199c0 b2d4b8 b73b1c e18f29 eacbff
1489fb 29e83b 566690 7d07e2 846858 d95f08 d9d2f5 e09ba0
148b49 5d5575 997e96 9e00e3 a4ebe5 b4a4e9 ccc919 fe9ca3
148bd6 4e684c 96dd76 9ba0b2 9f047c b29377 d36a05 e0cef5
148d36 23d1fa 53625b 85bd6f 9844d7 c690ac cfe4c3 edd703
148dab 664dd6 7de7ac 8aa297 a21a31 d3bbe1 d94e49 f7a324
148df5 495b8b 5fb134 767070 a0a09b a2dfee b9171a dce2af
148edf 483fec 764f81 928885 a4e6bf bc0b0b d4c3e9 ea8121
148fff 466d6b 778523 81389a 81e5ef 96cb04 bc9da1 ecd8a5
149077 55e6d1 77568b 8f88e4 a21d2e b2701e b6f12a bdb77a
149646 1f55f1 6c6c74 8ddba4 990090 a29bbb d9ae14 ecd1ed
1496eb 1d51e8 6ce2fd 76648d a2adaa b55b48 eb9e61 f3dd02
14988b 3fec23 4e617f 8d56fa 8f5039 b88334 c5d5e9 c994f4
149986 5c8301 6d5155 881af5 aab95f acccf1 bc67cd f3d2c7
149aff 6d2cfa 835b47 92ae16 bfe4e9 c238a1 e7909b e8d575
149cd0 1e6b80 8327f4 9aab12 a2df91 aa4a38 c58590 f3ccfb
149f22 366846 8be2f5 933da7 9b8fb8 b0d14f d38c8b f6d0c0
149fdf 1d5ce7 7f4183 8e8394 92e796 b83d17 cf8471 d7bfcd
14a191 54f996 737d44 764193 7d23ff 9b92e2 cca202 e7c1f3
14a1fd 348d11 545f46 793de1 8e5794 a9cbd2 c2a382 dfe401
14a21a 44ef30 52672c 8f9b92 9645fd ac3093 e6cbda e87fdc
14a38a 526b86 61623e 870dc1 b1c3d4 dba028 e3dab0 f01cfe
14a58d 3d49fb 6874a2 73d8e9 a098fe a6b55b aa3d38 b4f43b
14a5a3 5e6d45 6fdbe5 823a81 8d5bed a19cfe c7e5b9 deae31
14a60d 50e169 5c6219 a8a7cb ae57ef b44674 d38690 facbcf
14a802 4a632b 745569 8e9692 b7e7e4 bf51d1 cab5fd d9b276
14a875 69e2e2 81748c 9b1da5 a0cb06 ad8efb c76711 facba2
14a8fe 6d61a4 962d4c b0717b b6d9c1 d63813 e5ac30 eacffe
14a901 367038 3f3efe 97c6dd 9e86dd be9a85 cd4c8c ffc894
14a995 774a79 8cedd2 9c6bda acb3e4 b93347 c1910a d2d562
14ab33 576523 76eeff 9697a4 a8e709 b405e2 d5c899 ee60f1
14ab3c 585f60 785d1b 89f3d7 b353e9 bfbae5 e7d103 e95f9e
14ac4c 327045 7d407d 8152ea b1e6ff b9d720 c69bff f274a9
14ac4e 347642 6fe2ec 7319e8 844393 c2a4aa cbe959 f934ea
14accf 4260b8 87464f 9c8372 aee6f5 be4006 bfbdb2 f2bf42
14b03e 35f6a0 536f41 8f6784 911a95 b7f513 d90ff1 f0a6cf
14b156 26ea9d 3e7406 4661f2 953c5a b894cb c5e1fe d7de2b
14b1b4 48f524 4c6335 6d934c 7d2cdd 9f73f6 a63c80 b1bd95
14b1ea 1b72dd 5f5471 798480 7f522c 95d6e0 b58f02 c5db50
14b626 29e9d0 3e6255 7b8a8b 8b5faf 8e4a0b d38ae4 eddf3c
14b7d5 2859d1 58ff77 736384 769c8d b81a16 d6d2d4 e77109
14b81d 56f466 6e5f11 754be7 9782bc bec8fd dd197d e6d7d7
14bae6 8b25be 8fde91 95a499 a57345 b91f72 dedbe9 f49305
14bbfd 314ef9 5c5861 7078b1 91d3a0 955034 a29114 d0d524
14bdde 4c6433 963d79 a58b47 a75cfb addcd4 dfbc28 e46397
14bfcb 527d8f 626c07 8646dd a6245c a7dfbf c48f65 d2e456
14c11c 29727f 80fe15 9f8acb a92fee bf3336 cad8a7 e8b0d0
14c1db 32665d 5e6b08 629590 a640d6 adecec d6953a e7d69b
14c423 682dec 758969 94fd0e ab4ba3 abb5e3 c20011 efd0ba
14c4b6 5b5c64 b503e2 bae2ff ca83f5 d9231b ded93b e77676
14c65c 456dda 665867 8e97cc 9a8d8c a34f28 b0d2e6 dcdac1
14cc50 2e6a08 6c657a 7c01ff 8ba097 aa53cf abdeb5 d6bfee
14cd39 1e8c0e 643ccc 76675e 9c9f9b c078be c5ddc7 e2bbef
14dc90 44993a 706374 8959f3 91363c 9f9fdc bfe2e2 fcb909
14dce3 576516 8b18eb 939476 9b0b7b b45bc9 b7eeaf daae24
14df2e 4f58d7 5a6708 829d98 9b1d5e c0dbd3 d178dc f8154f
14df92 3352e6 736975 af303d cce1e3 dedc07 e381d5 f45c18
14dffa 5b89c1 72750e 763bd0 91a753 af5878 b1e202 f5a4b2
14e0dd 427bdd 5d910a 635b2b 89c63e 954278 95898d dbe0a9
14e0fe 394dd7 3f9af5 508b37 804b7a 87d816 8e888d d8c8c6
14e1bb 5d5f0e 889e6b 993876 a62ff1 c4dfff d7d60c df72ed
14e8cf 3951e0 6c90de 7c6d80 8c3f1e a1aa8a aeef86 f58c19
14ebf2 4095d8 6143c2 7c7b8b 96cd29 b13229 bb8f7f dfd7b8
14faff 18b9ce 2d6970 5d5c1e 8d8f16 98d737 a744d0 c2b7aa
14fef5 33a288 465e6d 8d5c08 8e18d5 99aa36 99ed10 e643ea
1546f8 596428 7074cf 9eabc4 c08a80 c2307a c4e9c5 c9c908
1547f9 3b8e11 6fe3bd 895aa6 a13555 a6aae9 d7dc3b fb6d6c
1547ff 2ada9c 34755e 76a19e 8a6baf b83a06 bc9a15 d8c7eb
1548fb 2aee73 779e98 a12a63 a15da9 bedcd3 c398ee e61b54
154aef 16c18f 57fdca 8c6a8a 907dfc c1d3f6 c7034a d5bb00
154af0 158efb 5c7540 959e3d 9de771 b74c84 cd8c97 d3c1e2
154bfc 2eb580 5e793b 6eefbf 904f76 9bcb37 e8d4fd ea72cc
1551e2 4f683e 799905 7a5a83 7ea9e5 acebde cbda0f e09b80
1553e3 23d297 5f86d1 9e581c cecdf5 da8638 e00d84 fcd53d
1553ff 617c6e 65ba8b 92569a b57cf8 bedce7 bf2224 d8a22c
1554d1 4d9c7d 555e80 56ed38 6f6734 8ba21e e27bfc e7d3d6
1556e6 39d0fe 4694dc 58783b 87c346 975c85 9e9798 d8dcdc
1556f2 269824 79686c 83d89f 9b0090 c279fb e1caf5 fcbd31
1558fd 4d6055 7afa60 7ba717 905b08 9072b2 daa7ec ee7995
1559df 49f4f3 904d58 908a02 a8d31c bf94fd ecc2ad f3469c
1559fb 169b0c 3deede 54606f 6c533f 9385be c7e94b cea38c
155ae9 519adb 526233 938008 a3fa01 c75d8b cec9df dab274
155cdc 565875 748ebf 857065 9cd4a0 e1d2e9 ef6325 f8c50a
15609c 66bed4 6a6567 9a422a b963f9 bccf4d bce6e1 cd7c56
15629e 1f9ba1 46f5d6 895931 9777fb a0dc1f caadf2 d8977e
156576 418cd1 79c5f3 7f2ad4 835e4c 8d9ca4 e2dd79 eb851a
156858 4dac61 616214 8b04fa b1c0c5 bb62fc e82793 f5d39b
156c11 36aee3 58f6c9 95458d 973af3 a59c0b b7e15a d63d62
156c15 1da169 3bf0a5 874d75 936ec0 aea606 b6f41b fe9edc
156c16 2ba416 53e738 7c5a6a 96939f c743cc d1d5b8 fe8bf3
156ceb 4be890 5b631a 98a7e0 9d387d a08681 e9df03 f5761d
156d7a 17e89d 369cf4 6f4ece 8c9ea1 c2cef8 d24f52 fa9b03
156de4 38f9a3 6e536c 9085b1 abc3c8 bea10e c1534d dee824
156e77 6da498 9a2f28 a3f521 c041f4 dbc8db f9680a f97cf5
156f72 24b28b 7718e4 7cf4a7 946fcb 9c6335 b1c320 edaad9
1570d4 595b4a 85eab0 8e8c8c 8ea1fd b7530f c7c1d9 f98d01
157183 34a4a3 4e671b 82dcc1 9fb36b bf3ae5 c2f144 e2aafc
157288 6b7363 6f8bfb 85e3f4 984009 b98d4b bccdb5 f1db40
1574f0 87860e 8ef3be 8fa8f1 993591 a90b41 ef519c f4c851
157557 3ae0d3 698df1 707c07 7519f1 b5108c d4b663 fc398e
15757f 7f21c4 8077fa 96eaff b395b9 d33c43 d3d3bc faaf58
157642 819b08 9cb0f3 aa4285 aa47fb d7cc0d d7d9ee e07b8a
15773f 41ec3d 611ffc 79a4b8 9c1e8c b759ec e18782 fcc7c8
157787 64c2b8 852ddb 9c631c a20c59 b087fb c4e9a8 d8af27
15783b 662eff 6cd4f0 824266 885cb6 8995a6 ad9d63 cfd765
157870 2cac8e 71eedf a7222d af91d3 bd24d5 ec3012 f7a332
157914 58d318 8e3081 9596a6 b246f8 c8dcc4 e05a65 f6b1fa
157953 2db7f9 8b9615 9c1d76 a12bdf b2e3ed dac900 ff53b3
157a2b 7aa4ee 9349cd 9e0474 a8b18c ace3e5 b75d85 f3a32d
157ab9 73a8e2 76546d 918b94 a60a2c c78161 c7e957 eac1cb
157b4a 35ea83 3ab037 8a3e6e 9556ce cc98f8 d8dbda e87da3
157cba 2bb1e3 505b68 849d16 8f4935 bfd12c c4dffc eea6b4
157d90 4e6453 62e00a 891bf4 a86f1e b69da6 e7d7b9 ef57eb
158055 2efb32 8ba344 912c73 934fde bb6598 c9e6c6 d1a7d1
15818f 60f9ce 693fc1 73b4a5 937660 badf5b f082f5 f92703
158414 8eb10a 93257d a2dfb6 ca36ef d1e722 e5a3d6 eb437e
15873d 31ef1c 7349a3 853f5e ad5cff c7b08c cacdf0 d771b5
15877f 746834 8100e1 87e6c4 b655ee c4e936 db8d47 eaaffe
15893f 5438fc 686787 80ac1b a4d7b9 ad69fb d4e745 d5a4dc
158954 645461 8c86aa a002b7 a4d991 c58f02 e6d6ef f7c705
1589d6 5c36ec 616d05 8cee0d 985678 9ba8b3 b7926e f1c9fd
158a02 5a6556 813f89 a4cdde a97d95 b3c219 ed2af8 fdb6a5
158cfb 672df3 74eca3 934a83 ad91a0 ce4b3d d4bff9 f49434
158dab 5b8407 6d5066 793dd4 86bcc0 b4ad56 b8eb1a f8d6b0
158ef4 334ed6 46c948 4f636b 799574 b29eb4 bd4906 d4e0e0
158f21 8216e4 84c216 9171ff bb907e c5a4ff cc4394 f2cd9f
159121 1de7e4 595d49 9497f4 960dbf a78c9a c0e4a9 f8b306
15912c 606a67 7df46c 863ca1 9587e6 c29083 c6beff faced8
1591aa 4ee4cc 5445c9 67795e a35500 a3aef8 e4d57b e8840f
1591f6 3859af 668887 69c55e 7a6620 b0f638 b8b3e3 e5c6ca
159395 6f0ef4 71d6cc 785359 9c6bfb ba1a04 e0e70f fb4c43
159669 635c75 8dbbb2 b267d1 c02909 d5e64d daa1f8 eb800b
159725 5c5d41 8ae82e 8b8295 9799f1 a639b3 d4bbd7 fa8f8b
159ceb 601dfe 775586 9f4e56 b0eb31 e2c4e0 eb787b f01c19
159d9f 2a678b 6e655c 82bd01 8aebf3 ba3ef8 c91d14 ccb298
159da6 2cfdf6 5860b1 615b54 99afff b07514 b1d51f f9c0ad
159e81 635859 697197 95adf0 a3f52d a64a1d d7d0d6 e27f2a
159f1e 2cd0e7 326914 7728f5 9382f3 aba9a3 aeef5e c90c79
15a1c3 5548d5 6b5f74 9bdbfd a27c7a be4119 c4bc9e f09e27
15a536 82d27b 8a515b 8a5ecf a12400 b698fe cc8dac d8d9e1
15a538 516b61 79e725 8b5aa3 973a0c b092fd bb8b99 d9cddd
15a5ef 4f8a74 7020e8 755892 8edd36 a9a6b4 b17d24 e2dbd9
15a7c9 1b7832 695773 80917f 95d9de ac21e1 d2a845 d6daaf
15a813 56724a 74f932 7b07f5 91a78c 9a5a82 d38adb dedce5
15a884 2ee8aa 436355 8f831c 9e97e3 9f15ed aaed27 b73f96
15ac9a 757017 825ff8 942f6c b8dbd4 d0b0fb d99c2d f5df07
15ad0b 7af2f4 8748f3 a1686a a7067c aae001 cfa9b1 f369d6
15ad35 3f67c7 65e2b8 804e56 959aa0 9d2a02 dfd513 f978f7
15adc9 56e6f8 886f80 8b05fa 9a068d 9bdc5a cfaaa3 fa204b
15ae0e 1e7a0a 35e86e 804167 8959b9 a490ff c47f91 fdb8f0
15aed1 295ee1 536170 7aeb1f 9a522f b0a880 dbded9 df6f07
15b0a9 28f1b6 662afc 75549c a190fd cb1e3c ef8d29 f6c5fe
15b0f9 618881 a130a4 a6bea6 b60927 cf7a11 e6d3f6 f5c15c
15b11a 6d55d6 884404 a4a38e a9e41d cb0962 eddaae f68ad5
15b1a3 6a3acb 76e3ec 8d850c 9fc10d af4669 d181f4 eade94
15b28a 715954 9177e9 ad248c aee5ac e32114 edd1f9 fea232
15b296 4566de 61f49f 6a4d7d 83903a 8e4446 e9e418 f899dc
15b2c4 2a7970 8dae98 8f5dcd 982f34 aee8bd b26d2c f09730
15b38c 5aecb5 727719 761efd 903259 d14ad0 d7d1fd d8ad10
15b527 6367fd 7f927b 975990 a2303a bcf114 be91ef f8afc3
15b5ec 428486 8654d0 8b9f7b 8f3c48 b5d4db d1ad3b d44320
15b5f8 6c68c7 82e765 8c3575 b09409 c01410 d85180 efc8df
15b8c8 316277 77584e a156eb b0e7e0 bc7f88 bfbf6c c43d01
15b92d 586a3a 6975c8 85f4cd 8c9783 b6e81d bc1d7e d498c4
15b99c 217854 6e34eb 749c37 94e240 a64688 c373eb f8cfef
15ba5f 367e07 74fe57 868e92 913c81 9d30fd b9c0bd f57bef
15ba94 7428d3 89656e 899917 96410d a4d9e5 b8cd59 cd51aa
15bc9b 4b8854 64f5ac 7d486f 8525e2 91bf46 c55dcb f0bde1
15be44 1a754b 7c5997 7df111 7f8b91 bac4b7 bc6ef4 faa7f3
15c138 3d3dfe 5c6464 9f64c3 aff0a4 b7b6b2 c13522 fb95f7
15c202 2e8a36 83f689 883d6f 9305e8 9d84ac c1c2bf f7aafa
15c48a 447886 7a801b 7e47d0 af1455 c0d1d4 c999e2 ffd642
15c493 2d6e9d 575d5b 7f5702 9a9abd 9fe4fe b38737 cfd907
15c79e 338e7f 8757d0 99e85b 9e380f ded8e3 e191f0 e86031
15ca70 348618 7f50cb 923163 acc2c5 b06c7c bb8df4 dde527
15d069 2a4af6 6d80d0 835c6a a1fa0c b5bcbd d42b1a e5aaff
15d739 44657a 83857b bf17f1 c11a25 dbd5fa e5aead f763c3
15d8b4 59867d 8c57d1 8e4334 9e9dd4 bbd9f9 cf6f0b e4cb54
15dc68 324cf1 54717e 8c6e20 a4004d bf9fab c8ddf0 e466d0
15ddf1 1ba5a2 5f6006 6254eb a3ed22 b19d43 bd506a dedeb0
15dfe7 384df0 615845 767ed5 8e8e60 a9ea9c be1e86 dab902
15e3fe 5561f4 6fa7ad 804691 b9ddd1 d52b3c f98140 fbdc09
15edbf 329c0f 5d547e 9aa7f5 9d41e1 a04d5a b5ca5e b78b9e
15f013 3483d5 7206fe 8ca6ae 9f4477 a08f70 d7d2ef f0260c
15f118 5a7e1c 6e524e 77b35c a538f3 a91f8b c67797 deb0e8
15f2b9 45b624 7152a8 976f83 987bf6 a9ef4b b82c39 d898c1
15f6c1 61bc4e 830fe9 9c9d9f 9e5bae a53f46 b2f305 e5aaf3
15fcf6 1a920d 64b1e3 8267fe 8e3f49 b3c296 c46896 fcbd2b
15fda2 21ad93 2e61d8 545e5d 8c7b0e b888fe cdc9f9 f0a911
15fe93 1a6f10 679b48 716c6d 791efe ac4baf b194fe cea2c0
1644ff 67a794 87497b 8ceab2 ae79dd b82f10 ebaced fb7a40
1648f5 3df138 5783c6 707e40 874c76 b9c2f1 eb798d fcd0c9
1649f3 665e77 67ff44 6c75ca 916b56 a6b5c7 d2bca3 df8402
164ceb 5d6412 88c6bc 9179fb 9a4f86 cdaeff e86e5f fdc57f
164dea 1cd448 5a8f37 5d624e 945b85 9a9898 dbd9cb fa55e9
164ff0 4bec38 69a47a 9e395a b770a2 bed6c1 da2710 f0cbfe
1651f5 2fc069 487044 8aeef9 932382 a3aeb0 b86fb7 d2d80c
1653fd 337556 55b13c 79eefc a6180a af4d9d bacb98 bf8dfc
1656d5 49ffab 748bef a66a85 b44024 b7cbd7 c5c413 ed797b
1657d0 42fe41 705877 8c88fb 9d5a1d a5a51f d2ddff f49ab7
1658eb 646383 848aef 97cb28 a27802 aa0836 e7707a f5c9ea
165dfc 26b82c 4d6a0e 847378 9a0d81 aad9ef cb83f4 e2e18e
165ffd 24b50f 6a5879 6e866b 87e079 a70b1f ce7ee7 d8c6e9
1660e1 1ae4ee 6192ed 7f5d89 91c130 983e1e c38a93 e6d4b1
1661ec 498f69 56c7b0 8e3e6f b674b1 baee2c ed7308 f7bbff
166384 696d6a 8a5009 8fcea2 929e41 9e68ff d1badf f9c203
1664e0 6e5256 80a2f2 99f1c4 9d2485 a1c543 c2859d e21e0d
1664ee 4c605b 7b86b5 875505 98d1ed a7988e c9d9a9 f2ac29
1664ee 5e5578 6c9c8f 6dc6fb 854f43 bee4d6 ced276 ed4307
166573 5dbf0b 785704 8e8cb1 9735de bfdacb d6727e e5b1fa
166682 2c8de3 34dff3 6ea427 88571a aaea37 ac9596 ebd7bd
1666ef 5a5873 63a0ec 91e2d8 ba998e cd250a f2d96d fb7f07
166776 698773 816003 8a47d7 a19a1b a8e892 e17ab7 f9cfeb
16685d 8970d2 b2290d bd8096 bfa1ea d3def4 f7b298 ff7a10
166961 3685fd 676f21 99b8f4 b29662 bdee60 e4509e e8c2c6
1669ea 3aac95 57e99b 758645 7f4d79 c48ad7 c6e225 ffc5f3
166b34 5ca8d1 70f7e1 90918a 974dd5 9f2c78 aa7e02 e4bb7b
166b72 5cdc5d 66804c 8e46e1 9ba9a3 b37bbf c8e4d1 f4b7f3
166c73 978c6c b3b8ea b7381b bc1ff5 d6eb00 db8202 fcc097
166c86 5c5a50 6e97ea 8823f6 8f834e cec5fa ee8aa4 fdd67c
166d56 73e09d 89948f 9732ec 993488 d4da10 e395f2 fe5800
166e05 2bd3b5 5997a6 8154be a5a24f c0446e f1d85c fa75fe
166e4b 2eaf54 8873e8 a23d87 a5b1ec aa8295 b6f218 d4bdbf
166e7b 629d77 6af58d 765047 b7abfb cd4e0e cf39ed d9b6c1
166f0b 1bbb98 59f798 69606a 8b82b8 a816e4 ccc6e1 eb9c00
166ffd 4b8a36 5e5764 87f5d5 9378a4 a1a3ff c5da12 d6a485
167066 4cd667 9546a7 989aa0 9a2c28 c2662b cadfd4 e7b2ef
1671be 2ba8fb 35fae5 595e0b 80b67e 977c8a ccdc16 d57c03
167255 86aec8 a19a76 a81904 abe8f4 c118cb d5d5b0 f0a816
167260 7103fc 79b843 8b64bf a05d01 beaaef d7809c ead9aa
167263 7ba1d7 a32a13 a80bea b2dddb b37f05 b9c83a f64095
16729d 686e6c 6be3fc 77a0b7 7a5914 b4814b c1c4b6 f7a812
1674cc 61b9f6 8f7e96 92395f a5f555 bd0011 daa5b0 eb734f
1674d3 52d87e 7f7983 874147 9f9de3 b2f413 c38107 f3c4e6
167519 58c023 86946f a24475 a724f7 bbd8fa d27ac5 e4d9ba
167615 1deb82 39ae27 8d7372 b294f8 c505b1 eb8aaf fecafe
16765e 18b427 5a620e 878e9c a12ef1 b8ef3c e6bb9a f364f4
167732 5ba43b 756d7e 88f1fe a839e1 b7c9ba d286c5 ffc967
167991 894c3d 8aa0a4 9139fd b3dbb8 b68162 d5b3f2 ff9113
167a03 383ef8 6b519a 96cdd4 a1637a bfdd51 c78bfc e47560
167a84 65a6a0 6a603d 879416 98ea7d a72aff dc6fe7 fac6f8
167aff 4a9e2a 61eec9 735258 a1d51f ba2fa6 c3a7d3 ce838f
167e04 585964 6e3ced 85f5c8 8e66aa bbc5de e6b30f eb6f6a
167e10 48b306 7c5ed1 9f326c bbe9e4 c0acfd ebd070 f66da4
167e94 6adeab 799891 9ca301 b04efc c6dc35 dc0552 f68cd6
167f31 67f6cc 6ea88c 7c56f5 971583 b06fa7 bab5ef ceca0b
167f6f 46d3a1 5d4aae 705c1c 8d7cb6 bac7df df8248 e4d444
167fc2 63bb00 7ef596 814268 b30813 c3c5c5 c75966 eb9ef1
167fe8 38772f 54ac49 56eb04 863f7c b2acd9 be6a91 e3d8b1
168295 4cdeaf 6b32ea 748b76 b68cf2 bd5412 c9e0fb eca430
16836a 5ab3a8 5f7506 65f4c1 91a156 9e1484 da20eb fac026
16847a 65e910 6c00ff 914d24 9857cc bcbbf8 cf7010 d6a4b1
168569 4a670a 7b5083 7f61e7 929c49 93a7fd e0d96b f49eac
1685ad 46d19e 721df3 805b53 c28239 c4e3e6 d2adfa fbc020
168778 5dbe26 772cfe 9074c4 a12334 adf718 baadfd dfd39f
168a6a 78477d 8afc5f a8c08f b55fdb bb2a09 e97c03 f59ff7
168b71 43dca8 6f429f a6ab06 b2f051 c53706 df53e6 edb4fe
168b80 6a4c98 82f1ca 9b5630 a79f64 b151fb c6de41 ea80ce
168d36 6439f5 7ec59b 981786 9870fd b39ac4 dadce5 f9ba1c
168f88 38f394 7508f4 87449e b2bed5 b6ab17 c73f11 e956f4
168ffb 188220 61615e 8822b3 95f0ca b2669a bbbce9 f49c6f
169209 55b2f9 6e5e65 9613a9 ac839e cdddd8 f5c621 fe807d
169262 50b8ec 6a30d6 816397 8ff3c6 99a7a8 ab1f0f c5b848
1693dd 5a5877 81c6f2 8f736f 904b18 a4af9a e67541 e9cd59
16949e 6e7866 8435c4 88430b 90db9d a691fd b49143 e5c7ea
1694fd 683dfb 75e1a2 76618e 943a38 a397a2 d37b3e e0e320
169583 595771 905f40 91f44d 9aad21 c1bbff e435e9 e4c0bf
1696ea 277966 6b21f1 6b558e 85f3db 87a29d 8b6d12 c0b600
169708 715336 7229f1 85e7f1 9180e7 ae3777 bbd921 cb9198
169904 25e422 5849b9 8b8ea4 9c3b4b c470ff c5e8c9 f7b7ec
169a99 26675d 87bf99 9157dc ab2314 bf791a c6acff e4bf4d
169aee 206973 8212f7 98c8f4 999990 aa6332 d0d4c0 e69a4e
169b41 516245 938389 9a389b 9eeae8 a9c715 edcca1 f477fe
169c16 585f53 5efbce 8c86a1 9745be a9c3da ccd710 d89282
169c96 77db8f 7934f1 b07cf0 b63660 d0e110 d88527 feabfb
169c9e 6c57d1 6fd49d 778113 835065 9b8efe dfd2fb e5c217
169cc8 1ff986 3f6252 81a07a 9333f3 99278a c89a20 e0dcde
169cf7 63fac9 7e22ce 87bbb8 944437 976e89 c0e007 ce9a65
169e22 49feab 5c5c29 8e18f6 9a6c96 b8c1c7 e96cfc edc60c
169f8c 4f49ed 7e76b6 915d3c a5ecf3 b9a7f0 f0c1a0 f86006
16a1b7 43706f 5feae4 898455 9e3301 aa2aff afef37 e1bb98
16a21b 4957a7 4afcf0 8dc3a1 9a78f5 ad3657 bc9dcd c8e649
16a2e3 4164b1 837378 a11c37 a2d895 b96826 bdb3c3 fbd522
16a2fc 5062dd 636663 843b82 95aabe a5e6da c45021 d3be5c
16a91a 26e688 4b631c 8f5cc7 ab336e b3f406 c1b1fa d08dab
16a9ff 54a326 783acd 803e73 85f163 b13852 b865a6 fab1c9
16ac41 4a6b7b 6c5734 804bd8 a8ea91 aba0db b78e98 e3c5d7
16aca5 316863 81eccb b34408 bd50de c4ee11 d0acfe d99e63
16ad80 25f7a1 3c7b3b 6327f0 837f9a 8cbb3b cd97fa cedeec
16add0 1e53e7 716480 8ca896 aa3340 abdef6 b18209 d8ce77
16ae43 2df0f4 5e746a 805900 814ebb a697db bfed95 df99a4
16ae88 596bc8 6d6e3a a60270 a8cc60 b08603 b891fc ebb6e1
16b134 48fa41 5d51b5 9c5b64 abcca1 b32500 e56dad feadf4
16b2c0 3f69cb 536555 79eaea 8f9b76 a12309 d76407 e6de99
16b2e1 1e68e1 7a7f88 7c4085 8edaae b75724 d4b23a e3d8f2
16b376 466bcc 6f5a72 834626 a4bcf0 b47b03 bee206 fccece
16b682 2d7866 73efb6 8d2889 96c502 9c7a03 df29f9 fd95d4
16b742 30655c 67e6fb 8a5c0a 963bdb 9fa4af d8e338 fcb49f
16b7ef 30892c 47f9f5 6e33df 904f87 9ad49d a091a2 f5d13e
16b902 456d4c 4bf342 736bf8 845f95 ba9bda cfd9ef f5b0ab
16bbcf 255be6 548d7b 624f86 8bedc5 a35414 be961b e4d111
16bced 227b2b 5b5b64 94898f 9c3dc3 bbe0de ebe301 f39e7c
16bea4 5251f1 56655d 754980 858ad9 b0e6ea b55208 ecc255
16bfa4 19659e 63fbc4 7e4556 b3b214 bdc4f7 c85b4a dc64f9
16bffc 256f14 7890a5 806368 8656db a9c3c8 c9af5b d5ea02
16c141 6b69b1 6c5825 8bf1fe 959c9e 9e3968 d3cda7 e782fe
16c240 5d6367 75fc78 843696 9d9186 b82c13 dbc1bb f476d7
16c76d 455f68 755a01 82908a b0ecc6 b938ca c1db02 fb83cc
16c910 228736 7139e4 9a95d8 a7407f aa8e96 c3d0de f2d18f
16c9f8 1e5bbe 3b99a1 5e6c64 abc3b1 b11725 f0c24b fc410f
16ca24 208125 770af8 8b6776 90f1ef acb6a3 d033b5 e299fe
16cb32 198438 645565 7d01fb 8e8b94 c24ad6 c2e9ad deb8e1
16cbff 1890b0 4e5c6b 836a51 a5a4a4 c08211 c5e7b4 e8bf03
16d025 3b59e6 5b5b5a 747aab 9a5425 a58f70 dbe199 f6a7cf
16d9fb 6c2fde 787451 9da9a0 a4206f b25abf c4b218 d8e1cd
16def2 3e6837 688ee6 7e4c96 83890f b3ecd4 b8bb35 e76592
16e046 534df8 556550 5ba360 744783 997ead b9d2da bb3c00
16e065 20a19c 36635d 65620a 799059 9726ee b781f2 f3b2df
16e5ff 21a6ec 778475 963df9 9d0c91 aae38b bda7b4 f25313
16e927 4fa90e 5244d3 736791 805a37 aba9b3 f5cdbb f953f1
16ea19 446082 4ca245 715e3d 999194 b4b8f4 bc13ef daccc1
16ed85 1e66b0 575a5e 7f9798 bc92f2 c50402 c5d4fb f95f11
