# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0046ff dddae2 7a5396 e088db c62b45 05d274
2fd6d7 1d50ee 986eae 993e61 d8cc8e 7aa913
93b4fa 1d56f0 6f7098 7c4d2b e4d016 a09620
6891bb 1d57c1 65656d 9b542e e08711 c5c5b8
1d58f1 c8cef5 a286d0 9e1f63 f4aba8 5b9e24
43a0cb 1d59ea 5c5b68 a28237 d6dcbc 62ec2d
1d5acf fc7bfd e4cadc ac6071 bc151a 6ebd3c
3facd7 1d659f bc0b01 e4c9b7 9a9b51 aaf33a
7991a7 1d65d3 e1d0d6 ab8f3d 526047 47f06a
49f7fd 1d66f8 c091f1 b15688 526639 6cac5b
1d685e a6d4db e730ab fcd34f 999948 61670e
1d6a63 5aa19a 873fd8 cf5723 dbd7ce 69e91e
1d6a66 d0baf5 9c65c2 bb2614 65ac7b 6efbad
1d6b6b 8d5beb f9c1e8 b13214 45be1c 92f59c
77bfef 1d6bdc b14872 998530 c5bd83 aef502
59d7e7 1d6c78 8a88ce e6858f d21029 ebd619
51c1d6 1d6caa c66300 837460 d8cd37 b8e2c3
6f7c7c 6dd6df 1d6db6 824a1c f0c063 a28e1d
73ddfe 1d6dfa 767a8c 9e3029 bcaca8 db8620
51acde 1d6eb1 963154 d3a66b 727810 d5e2d3
1d6f6c ba83df 9037be eec6f5 b55a12 f0902c
78a098 5a6068 1d6fdb 92581b d99d47 dbd3b7
1d716c 849ec3 974ff5 c19f6a 605b27 b6df0f
76f6fb 1d71c8 8b8b8f 943456 bfd3ad 29c337
a1cefc 1d73ff a18fa4 8c4990 e79171 3b6f2b
5293ea b5c5ee fc4282 e4d2c3 fca63a 1d743a
1d74fb c1baed 814d8b ef7e7b f7d31a 4e7a16
1d75ab e6cee6 95375b fd8393 d0151c 90e226
5aabcb 1d769a ac0c0b ebbf16 738765 cdded6
9bd0d6 c13bf3 76477d f1ce06 8f9016 1d7758
1d7791 c6cdd2 29aae6 f2b269 545e37 88918a
1d787a 9da8e0 a127f9 895120 c59115 c2ee42
1d7aa2 e599e0 954b32 ec7023 859187 9ce5bb
1d7b8f 91dcf6 b08af8 8c5241 df7936 f7d282
85a4af 1d7bb2 676269 9c331d bda216 4ef6a8
1d7bce 706170 e6b5d9 c03206 bbe249 65bd86
1d7c6f baa8f7 ab49d3 e0431c fda301 a4e9a4
2ddaf9 1d7cb4 8a4561 e2ae0e 61720b 87ac9a
1d7cd8 a692a5 943658 f3bfb0 cd7100 b9f22d
909dba a32bf0 a52666 b1a606 1d7d19 85eace
455f6d 1d7ef8 9b9bae e69645 8f6d49 d2d8c9
6a5f70 b40fe8 ec9fd9 1d8004 7da47c 94f2a0
1d807c e5d3ef ba2ef6 a03500 78b059 5bf336
bfd9e9 f500bc cccb64 88870a 1d8265 5fb79c
b4c4cd 1d82b9 a03004 f6580c ebcc69 676f68
731bf8 c6b6db b562bf b1f52e 1d831a 3ed28e
9b7eb7 cfc6cd 76457e f2840b a4eb91 1d8365
a0a7aa 1d87af 8514fc edd9bd 63734b 32e503
8fc9eb 1d87e2 a13e7e fed80a acb16c 436726
1d888d 862bbb caa0e4 a55a00 f5a706 b6edb4
1d8cbd e5d0f4 a81b00 83766a d48e0b 79ebb2
e1d6fe d222d3 755b6a c0a891 8fe525 1d9135
1d93df 9dcbfa 9d4f84 f8cfd1 b11904 f45505
1d97b0 dfc3f5 891cc2 a34d24 84ab62 a0ef84
c4c3c4 1d98e7 7f22c4 ad3c79 4b6c0d 78d83d
8a838e ca45fd 78428c e1b4d9 a2ca91 1d9919
8455b9 d183c4 cf4613 d5dcc9 75d454 1d9971
c9ade1 9b2fdb f0798e 72f138 1d9a0d 4a604c
803ee2 e7b1e3 98828e 7e4a47 77da25 1d9d0f
77888d 1d9de1 7531e1 c5bbc2 c92c47 8cf268
1d9fb4 ac0ce4 f5d73e a79f38 576b39 9ccba9
cddfda 3846e7 b781c5 ad4d1f f6ab36 1da283
515886 a388cd e6a8b2 6f604d aff256 1da535
b313a9 b87da4 fbb9ab 71605b b0cd02 1da544
c1c2f7 7763ad c44a16 ddb614 57fbb1 1da88a
1db0c9 935cfa 8d3572 ec8687 d3c328 696b1a
5c57e2 c1bccf a5798c 4d6e06 87ea23 1db12c
ac93d5 854aa1 f4d1f2 cb7504 8aec24 1db287
c6dce7 716bc4 74553e b77513 e7c828 1db297
1db3e3 8857dd 942a67 aa8220 eec623 a4d29d
4aefe9 9379e5 a15678 dac897 436f0e 1db411
d314d3 f1a7e4 705c62 cd0105 6cfd0a 1db663
1db7f7 436d86 8f3cf5 f68580 755032 bce738
c8c0df 6f3abc a183bf b5244a 1db92a 5dfe8c
3e53e4 796c91 ebb9da b03451 b0f41e 1dbc4a
c3d0d3 1dbcfb 4f75c5 a8055a 8c660e b9a022
1dc6db 7b47c5 7f4669 da2a01 9fc65b 4a9169
d4a3cb ce3aaa 7f7d0c baee0d 1dcb6f 286659
8664d1 fb8ffb c4700f 715d3f ccd103 1dcb84
a357ea 9a3371 d885ad d7e2c5 4c810b 1dd137
8817f0 b468da d8cad1 8f337f 597453 1dd263
1dd6c5 685b69 b73fcf aa0103 a4d91b 598f5f
c9dddc 4067ad ca95f1 a62404 7a8463 1de075
e1a1e8 aa4a9e be0209 a5e12d 668f6f 1de1b5
1de3fa cf3caf 9c8583 c6e161 52613b 66ab1a
7855dc b294f8 fecafe 8d7372 bd1e12 1deb82
9ea5a2 4448fd b656a0 5f5757 379c27 1ded8a
a079e7 85329b deade0 ba6d1f 1df02f 337e6e
b1bbee 7e57b8 fb1626 e9d2cb 1df038 438d7c
7d8685 3a658b dc76ff 97622f 1df505 a9bfb0
2169ff d1abf6 e34999 635f07 6aa548 1df567
1df6e2 6e6dc0 b1a6fa dd7a72 885c29 dfc501
1df7f8 6489b4 294dfd 855b5a cd3e05 d1aa54
21647a 369cf4 c2cef8 d24f52 fa9b03 1dfcb8
1dfeec 3fa99f c059e3 6e5b6e ce4a05 afe805
64cfc7 1e4aff a86eb8 d2db09 8aa549 586f5f
576c6c 65cbfb 1e4dfd cc91a5 fb5f39 d3e74b
43a2b4 1e50f3 aa2468 d98b71 537703 bce6d5
d2d4db 1e53cf c68dee e35591 b3113d 6fdf68
95c3c3 1e53f3 ab81f9 846295 bb2243 d49637
1e58c3 6e6e76 bcaab8 a83f07 71a95b 2ff94d
ccdae2 83b2ed 1e58e8 d42f6d fdb789 819d0f
1e59f6 7b6998 f6b6f8 d1828b 9f3039 8bb501
1e5cce 8784ae b72a62 c07f4e ccbeae 9cf42d
1e5eab 706872 ff81f7 b29aa5 c85e23 2efd89
a3c7d5 349cfc 1e5fd2 817596 a51817 c2a670
89e4d5 1e61c0 a09df2 a58e9c e03e58 dce611
7a8388 1e62df f3a0e6 bb3c2c b3b59f 2fc610
7a7f88 1e68e1 b8a3e9 b75724 d4b23a 8edaae
1e6971 9ca2c6 7f5bde 955713 dde91a 8fe8ac
8bbef3 4686de 88747b cc9c5c ddd5c9 1e6c0a
b5d6d7 1e6d82 d335f2 a51f30 fd5760 f8da2c
1e6d9e bb80fe dcd0e1 b3390d 58be46 778072
b5b3b2 73a5ea 1e6dfd a22357 a2773e 80f256
27b9aa 1e6f74 a4e2fd a760e5 ce421a bec932
1e6fdf e6d8ef 9a1d7b e16a99 579d1d 26f083
3bc3c8 7e23f7 a05bae 9ba050 d5df8c 1e7023
87c3c1 1e7080 c26fea b13d19 fd6412 f2ca82
24dce4 1e71a0 fd789b 89444f f9cd28 8f8414
1e71fb 6b5b7a e1ceea 8d4612 a7f62d 71a83c
9f25e7 deb8df f0638f 8c8809 c4eab0 1e734d
1e7372 820dcf eab6e8 c853c7 88843c 75ce89
1e73d5 dec1d2 79485b 9f8e84 6dbd26 65fe94
526074 1e74e6 d0aabf ac3000 987869 36d12d
8db2e1 1e75e6 942e77 bf0d28 d1cac9 fd6d66
c65edc 625a60 ffc5d0 8fa150 b6e200 1e7603
23d1d2 8d74fa 634a9f d59d26 bdebab 1e764f
adeada 7aa4c8 1e76dd a82443 f87817 989383
8752db b691f6 a65a84 f39223 1e7721 c8d9c8
1e7788 800afd d853f9 8b8005 cec857 95e2c5
ada5cd 8066d1 deb711 1e782c 26b37e afeacc
9a9fbc 6448a5 876378 c2aa01 1e792f 74fd8f
8959b9 fdb8f0 923b62 c47f91 1e7a0a 35e86e
33a5f8 7b11fc 796a85 ddc4bc 1e7c07 3dfe49
76e4e7 8899f5 7b17f8 c33290 babd7d 1e7d18
8c9ab9 7e44d4 fd9982 d5430e bdf20c 1e7e6a
1e7ec4 d0d5ec 675567 c0929b a23d06 54cb28
9f9ea1 d9d6f0 e377fd bf309b 6de849 1e7f51
83d1f3 1e7fb9 7d797c e89b72 a05b0f dbe92f
696868 6fb9e9 1e81df d2c8c7 b90c19 d48a42
aca0b7 ae2ef5 ac2505 ee7415 a9e5c9 1e8263
87b2da 1e82e5 7b6c71 8b421a d27c31 fbbb86
1e8391 6d32dc d49ded c65639 71df52 d7dfcf
31e2d9 6b7983 1e87d8 e1957a 835b38 d3da05
1e8996 8717e4 a31a3e b8804c f9dc48 67debc
acebef 2eadf9 7a5a9a e5d506 1e8a33 99b496
3cfde7 59596b 953ec8 d68fe7 a8cc80 1e8d4f
d0d2d2 1e8dfd 9e204d 9d6e12 919986 62dd47
b4e4dc f820cc d28f8b c1cc47 1e900a 656863
a9d5f5 1e90eb 476187 968fa1 a05c51 e29163
61646d f2b2ed db5bdc ccee26 1e9230 6ad07f
8de0e3 1e92f8 6a33e3 895c61 c8ce5d 62962b
1e93d5 fcc0f6 70616b c43d00 f28903 adc192
8accf1 b557ed a3216f e5d118 1e964f a9afa7
b9c2ec ba62c1 ae0631 98a138 52f3b1 1e977f
5c7b86 1e97ff 8518c3 c6b6c4 937c27 5fe262
6421fd bf94c9 ba097c e1dbd8 77d936 1e980c
a8e0e8 9395b9 8c4a99 e59d9a c1d33b 1e9830
73d7cc 1e9a99 435e87 755a4f baa75c c6ef08
b5e0e0 9444dc f07eed b82a19 9db235 1e9b7b
4b6866 1e9bb7 cfcbd1 8830f7 996e34 e39f30
9b9aad be61e7 74656d e6cfcc 53e64c 1e9e41
4b5f5b 1e9f93 9147f1 e99ae5 be6c2d 82d587
1e9fcd efd4ee dc9898 725c54 c46205 9cda45
92e6d4 1ea18e 585a63 c38ce0 954bbb cf7830
dfc0f8 aa7dc9 8b3089 1ea223 5b6f59 aef0ae
c1c9d7 67608d b47be8 943a49 f9d320 1ea226
1ea4df 2058c0 6a6e7f ce99a0 e13f18 99cf0c
5e5d5f c037f1 fb84e9 a09397 c9d6a1 1ea529
bfbbf0 6234dc 8e70bb 9b3641 f8c094 1ea60e
b090ff 7962a6 dbb5c8 87454f abdb46 1ea73a
a5b4e8 3e54e8 907383 e2d7ae 436736 1ea849
205ede baaac2 915d7b 466734 1eaa63 73f7a6
a7dae2 1eaad5 5539e5 6b613c efdd36 92a953
b5aeed 875ef6 735572 b09c0a 5befb7 1eab83
1eac9b b6e3e7 645d92 f744fe ad462c c2d601
1eade5 5465d2 695f71 fdc9c4 a27449 9fd021
74e1fb 9c4fa6 e97da9 d0df83 1eae0b 1f702b
1eaefc 56608c c5737e c91e1a cdcb60 a1eed9
237a7c 1eafcc ae1ce2 d1994e 626b13 89f2bd
1eb2fd 2c74a5 e1cbd6 c4835d 695446 a4e134
4f736c b3e9e7 7a4fa5 d197ef d8701d 1eb389
3c736d c169d3 ffc1e1 a82827 a9b300 1eb480
a0a3c5 5051b9 92671f cfb82f 36fcaf 1eb584
65777f b7a8d1 c94bfc 984b0e a6e982 1eb722
1eb9e7 815acb ae6867 aa0f10 fac006 afeacf
2f65e6 c0c7e6 e69512 6a6010 57fea6 1eba99
aadede 1ebaef a248e7 d66797 e2c337 4c7927
4a6bc9 b4a8c4 ad3153 f9590d f2dd37 1ebd7f
914299 cb74d1 f4cbee 9ecc15 4b6821 1ebd94
bad0e0 7260fb c6567a edd29c 5e6415 1ec10c
e3c9f5 bd67cb c02804 66665b a4e10c 1ec16a
3d756d b9a4f8 7344a8 f1ced9 b44d07 1ec56f
9796ba ab42f6 933378 e5d925 487727 1ec579
5e7974 9944b5 eaadf1 b2272c 1ec63d b6c3b4
1ec8f5 6b7bd9 7c4d6f b34c12 b3ad91 b4ef2b
3f46f9 a36aa9 dea7c8 c0395a cee4b6 1ecf37
c6deef da05bb 9d6a68 b20001 c0c228 1ed09d
715d7f c236fd edaae9 cbd5bb 4c7a47 1ed140
1ed8e9 3985d1 77476d 9e9e7b a9e711 51731b
1edafb 3886fd a16096 e3d021 5d6037 88b890
568492 c9d9f1 d722fa ac0c22 c2a194 1edb0a
1edbee b84fe0 cf2779 fa9121 6f5a19 bab899
2c6cce cebbe0 714c72 b27281 d64226 1ee00e
1ee0e2 605b7e a724ee ba1c11 eab013 4e9172
1ee1f5 ba66aa 814a13 f2b30d b5b1ab 4e6860
1ee7f3 b675e4 b81d83 f6d6a6 7f5f28 94c10e
1ee9de 827f83 742ccf ed4aec ac4d13 c8e76b
4454f8 d0ccdb b984b5 ab0c27 1eeb2a 59a65b
9662d5 d0b8e7 b22277 705610 22a76e 1eedb9
6f37cf b472e6 8a4675 f493b2 42781c 1ef40f
4a6861 9075d1 ddacfb d12511 9aba48 1ef5ba
7690ad 772ee5 d6c5c8 7d6d6a e14a19 1efb62
859a98 c2cfe7 a340a3 d48d4f 4b6b58 1efbae
1f48fc 9077d5 ccb0fd b5163f ed7f21 88dbc2
1f4fdc 8b7cc1 685967 a14c2e dabb38 55ccab
4f9db0 5f6669 1f4fe6 8f6128 dddac8 a2a815
1f56ea b8c6ed ad739c d0c14a 548146 54facc
1f57ee 6c8fe5 7a5987 ea2c1d e0d138 a5ceb6
1f58f3 b68ecb 865d7b dc481c f1c617 87c4aa
6d8fc2 1f5ac5 b1acad 964e72 d0151b f7ca2e
1f61be b096f2 e3d7eb f283a0 77dd0a 5e764d
1f62a3 fa93fb 855860 618816 28ec4b d4e0d8
1f639c d2d0dd bf8bde 756a53 3fb40c 93f68e
5e666f 1f63b1 e592c1 937953 eadbc0 a3e42d
5d6064 1f64d0 f385f7 9a2f06 929257 9adf41
1f688b 2e95eb d6c8c9 8b5700 c19559 80fd7b
7a50e2 df68a8 efd3d0 897f14 98da3a 1f6958
1f69ab c19cbe 963721 e0752e a1cf99 7c7c79
84d6ec 1f69cb a11f27 f74203 e2cf60 94958a
1f6a5d eb43d9 b9a324 677016 8ee1bc 4b9f8b
56cae6 8c75c7 eb3173 c4970d ded58b 1f6b31
1f6bfc 6a5764 f393e0 a04622 c5d35d 5ba473
1f6c75 8d42e3 d79ce7 db2e27 899d86 55f87c
dcd9d9 d194d9 ab17b7 7e8d10 71d55e 1f6d52
dbd2f6 a879e8 f4b110 826600 32b38e 1f6e58
41e1f6 7a959f 1f6ee8 5d5880 fb977d 86613a
1f6f77 e11ce3 fba6d7 837c5b cae4b2 49c104
b7d4d5 1f6ffb 8891ac 923359 fa5d45 f5d959
5da295 cbb4e7 9d68cd e99909 1f700c 5eeebb
1f706e 9ab4cd 865bdc f5cfbf 847d12 29f931
70abba 1f70fe 82626e f97a5a a33a15 dfd6cb
71b2dd 7d68b8 ab1800 ce9534 d6ea1f 1f7257
1f72df 80587e ed92e5 e56271 ad0701 7ee204
a3bfd2 1f73d8 655f60 a74417 ad9073 d1d369
96eadb 91a0cb 772dd8 c9bc5c 7d872c 1f7464
1f75e7 9a94b9 dbcbe4 806673 f99475 497521
76e2e8 809295 e36bf9 94207f d0dfa7 1f760d
1f76d8 cabdcf 7c5f79 78ad22 416b2b 29fa89
88e4fb ed49e8 94266e 8b8787 b4d268 1f7720
9a53f0 e0dadc 8e3c72 eab204 7fa678 1f773a
1f7778 2ec4e6 9738dc b99c95 ccde92 748c27
3deefe 1f77e1 d0abac ab0906 7b7b74 81bf35
1f7bf6 65628b ebb0d6 816a19 8bb857 84fc0c
a97cf8 c58aac a12074 f0cdda 21ef1c 1f7c48
8884ba d0caf2 6933d6 7b546e fcb185 1f7d27
7727d8 b26fc4 a23373 c6d820 1f7d38 4fce9b
4f716b 60f8ef 1f7efe b394be dd4e25 b8d667
1f7f7a 85c5df 8b36e5 953511 d1670e c2d168
cf6acf 9a2898 817679 abc831 1f8317 3ef7b9
1f83f5 c3a1b7 885a63 ad260f 6fac45 a0f0bd
77f4f1 aa99db 7a4581 e35108 e2cd00 1f856b
9583fc d4cae5 79646a c78f8d 1f8609 21e40d
6721fb 6e5c8b d397eb b6e76f 1f8745 1fc192
8e8bc1 eacdf3 b5311e f97922 83dea2 1f8771
505d5a 1f89bd fdb9fb a65906 a4a879 89e417
70ebe5 1f8af7 735176 ec939b ac630a bfce17
81d5e4 e140c1 7f4763 b18c96 e4d58f 1f8d29
1f8db7 7427d1 b77d16 eac140 7d887e 9ac8ab
8117f5 bd56c1 724e6b e8aac2 9ac568 1f8e53
d8dde4 903ef0 ff83fe 8e930a 5cf453 1f8f67
62dbd6 1f90bf c83705 b4a27b bef163 566f60
7c5fcb 7b4c4a a0978f eab755 1f9300 88f1d3
e8bbe7 e05edb 9a3793 c31f05 90c220 1f9468
83d0f5 604bc1 8a80ab aa5802 bfbf01 1f9571
1f9984 4df7db 924cd3 ed83f9 8e4621 b9cc73
6ef3e2 1f99cf 5245df 8d4672 adc753 7a8b50
73f3e1 1f9ba6 bd16ef c42902 cdc92d 767663
a9cbd9 1f9bcd 8034d8 89576a d91213 9b9c89
c4dcf6 eb0ee3 8e4c7d cdac88 5a5e3e 1f9d09
e98fff b342b5 a11a3e bbd44e 1fa00d 67fbcc
22f4d5 828f8e 1fa0d6 4c6189 a84a45 c8d162
7d52d4 a68293 835142 e9d430 1fa100 a0d3a4
d5aef2 d526d2 784f56 687e12 71e33d 1fa38c
3f49e5 825e70 f885bc 9e3f02 8dd420 1fa45f
1fa59a 7fd9e9 8a47ea 80464a d1661a dbe01b
b1e0e4 1fa6fc b6228b e5aa04 60631a 8b9689
576d68 9f49b3 ae98ab 30e762 1fa750 cfd8cf
1fa9a3 625865 bb1cff b29f39 2c712e 36fd90
6f559d fd9ee4 a1778c 78ed35 1faa08 2a6838
81ebec 5c5d79 b92ee0 c0361f d69324 1fad89
59659e 9f9db2 b00e14 f0b916 1fb172 cce0d8
1fb2ab 614dd3 f91b04 7f7668 b3e007 30fab0
1fb3bf 5a6471 963fd9 dc4f4a dab01a cadac1
1fb3f7 8b52bc ecbbb5 9a3d00 a5c10d 607c64
7b06e5 a259b7 feacf9 83f965 4b6a51 1fb476
8863fb f8b2e5 bf7097 7b4a43 aec79f 1fb80b
b221f6 e38ec7 6d6162 c31107 78f76e 1fb872
1fbfe3 9244ea ee7180 efdb5e 4f6517 ade0d1
d3dbdd 7649fa be4d96 d40c00 f2ca02 1fc377
1fccb7 a097ed 7056db 9c3258 cabe54 7a8305
791dfb e2d2fb ad67ba fd9ea7 687b4b 1fcd18
dfb9fe 8f2dae 9f2701 faa529 7f8060 1fcfa4
1fd3cc 837795 b603e3 a01c3a f24d1a aadd60
6e74cb aaade7 aa6e72 bc1815 f7842c 1fd9a5
1fdbd9 45959d 854fe4 8b3d5e 989240 a9e35c
6999b5 b01cfa b32267 ddd112 717512 1fe4c3
1fe4f9 828aa1 455be0 bd4847 bfa590 cde954
448a8a bbcdcf 8947c2 c395e3 ca1d46 1fe50f
5f99a0 7759c2 dba3fc 976c57 f66807 1febb1
27666f 8081d0 d0bcc4 e06e6d 776107 1ff017
1ff3ed a187e5 9c21c6 bddd46 5a8503 72b88f
5a6f73 d1dcec dd71c2 9f332d 909623 1ff49b
607179 dbd7ed b030e4 e21a28 e59182 1ffa27
1ffafe ad6abb d62913 f2a333 9eb3a4 59756a
1ffbf4 7423ed c349a0 dac315 477c33 66b79b
b6b6c1 9044d7 d87aff 8e3c54 ec3d42 1fff46
5db3aa 86399d f470ff da1f2d aec814 1fffd7
bfcdca 204bfe 7568a3 ea8dea a04b53 ea5014
204ce7 665f7d fd68d9 9f844c c5d610 80d9a1
cedbe5 2050fe b18ad4 6b507c be5812 ea9906
637171 205ad1 e17bd6 96a710 c6e90c 87c6ae
8dece4 475d6f 8a9cc1 205af4 8c842c c6d569
8df2ea 509cfd 205dbe 715d61 c0631e efb71d
a0eaf4 205eee 8a92fa 605b6e c94234 c4cd8f
2060fd ae9ed5 9e148f 756035 53a704 abeeae
698f92 2062da bfb9e7 a35250 f6d2cc f29c0f
20647c 935bee db90fe 935110 87f788 79af9b
29dce0 2065d4 94819f dbab11 6d5810 b5e8ad
8bc1c7 2066a7 b884fc 8a4219 eabf31 79935e
20678c ee49fe f9b2e2 816863 b13a08 85ca33
2067bc c8b7d3 6d5060 a64d17 3cbd32 8bf3be
c5e2e3 c42dc6 c28fba fe4601 59c382 206a56
206a6c 8831db fe52dc 9e6326 f3d657 99cdab
206a7d e5c7f9 f52ff4 899411 b4ee92 50b99e
b6c4d8 206aca 719eff 6b7284 e85e50 f1d027
aaa4be 7d65a2 cb7401 efc042 206b4e 3cf4c8
206bb0 5e9cf7 ab9aaa e9d4e4 856a55 99d373
8b74fe 675d71 f498c5 b3b633 206c1f 84f9aa
c3dfea 206c9d 50a1eb 75515a c42d13 d19d62
8fc0b9 206ca8 794a5a c42904 bba261 ccea5b
6f98e9 bfbdc0 6f4ac2 835b6d fa9f2f 206d1a
206e6a e5d8ea cb3ece ae99a3 806019 35e188
206e82 9160fc e987d4 7d7554 b8bf55 99ddc3
869d9b 61c5f7 206eff 79638c 905125 bae350
c4d2d6 8458f4 b01e6f e4b500 20710b 5aae72
30b1b7 7e6af2 a63177 869e34 75fc1e 207134
5ba0b3 cdced0 9117a9 a18b2b 7ef475 20715f
f3ccf2 96069f fb6ef4 85a650 7def03 20722f
9ad4d0 207276 b49afa 9455db bb5d39 d5a94e
44a9ef 7f43f8 a35c88 fe8e41 207326 a8c6ae
73697f d3b9ec cc51fa 20733b 67fdb1 22bb8a
83a6be 945acd eb6d03 bca189 7dff4c 20754e
706480 afa1b2 b509e4 5daf39 207638 85edac
b357d3 922976 dccc22 207703 819181 9ad3ad
acb3cc b715f1 972a62 e3b28b 83ff04 20781c
9675fd edbdfc 83409a b687ad 83e444 207826
20786d ace3e9 9a99b6 ae4bdd e04f0d cacb0a
9c47e2 dd72bf 982878 ffbfe1 aab67b 207915
20796b bf0fb4 c181ac f22115 bec4a6 63ea05
d1acde a867be ace744 207a49 28b981 3efbc0
9655d7 e4bff6 8a366d fe6fa7 90c617 207b32
8bbae3 207cfe aa2e5c f68926 9c9a87 dbdeb3
7beefe 605375 a636f6 d2a5b3 69c03c 207d3a
b31ded ac1f73 fd4daa b3a766 207e23 b6e3d3
207efb f2b1f1 a14d79 96bd06 56732b 46d6a7
c7c2ef 625764 a84eb6 dc9a71 8bfe28 20800b
7746a8 b672e9 f4cafa f086af 88cb2f 208065
2fd8dc 5c5968 c462eb d8e1a0 88be01 208347
59e5d0 6b08ff 9866e1 ac5b82 a8bc51 208436
2087ff b9acc0 b62492 785055 6d8a16 6ddc80
208aac f5c8e8 75585f ab5903 8a957a 69e68b
c0bff1 8310fd d245aa e7b22f 208b32 52c59d
cbccd1 208cff a73582 aa858d 59860e 63cd2f
208ecf c0d7f0 6b20f8 b84a19 dab670 686e6a
208fb1 a9c4f2 6b3ccb a6571a bb9f07 798b7f
2092a1 a924f4 a53319 f9a70d 7f996e ace6af
2093fb dbc4fb c78ba9 b6366c 688f03 54d775
2097ad 831dc0 f6c0eb f56d1b a5c29b 626d5d
7dd6fd 2097da 9e0e69 b3aaa1 db9404 2f6f14
8dccc7 5635ee bc76f8 a4428a e0d31b 209952
7e2af5 c886fc ca3806 bfcba5 83ff45 209a83
209a97 4cf0fa 864cd0 804e23 fdbe14 9cc8a7
83d5d9 209acc 733eb4 a75f66 e32517 b3bc5a
585f5f d2dde9 a919f3 ff4ca2 2adb39 209c3f
209c8e 5e4eab b474f2 e0d1d6 96683e 84cd70
265fa1 ba8dfd e3b21d 9b7a0b 97d5a2 20a18a
20a2bc 61696e aa03e2 a02900 d18c49 8ee3b4
416563 20a3c1 7947b6 e9c4c3 c14c0a 8ec40c
22fced 20a3ff f33ca6 8a3f59 d1dc89 468d00
738482 b0c4c4 20a5ec 4d41eb db9828 816508
40f9e8 20a7af 8948e8 8d4868 e4b727 387928
4dd2fb d204ab dee55a 63635b 20a826 97a396
85e1d4 20a8a8 4b5e67 a257fb 84502a ca9c45
3d685f a4a4c0 9638a5 dd5916 e6dda3 20aa7c
20aa9a d5dbe9 ef4bf0 804566 ccaf47 49753a
397e7c 20adfa ded3e7 a315da e59b88 9a3206
cbc3cb af46cd 61585e c02d0f 71ee80 20af72
20af9a 496d76 a557d8 e2b4f9 a03334 91ce2d
3a7073 ea23d3 faa2c7 745a28 b6e577 20b115
20b1e1 9a1dc1 a80661 cd9d91 d5e171 527f17
20b6a4 bbdaf0 4737f8 7968aa 90602b 9fb131
626969 bce4f9 af67ba 8e4213 d5d941 20be9f
5b6eaf f0a2c9 a00c60 766528 a1f80c 20c056
4e64b4 a191f3 e2d0f9 ec92ac b6393b 20c42c
20c7fc 5f62e7 867da2 ab0f0c eb755b aaf433
9ea1a3 596269 af54ca f1bcf6 a8411a 20cb45
366b91 a494e9 dcc7d2 e54865 ab080b 20d71a
6868e1 a498a1 7e5263 5d7527 d4dec4 20da39
20e6da 4d6dd3 9aa0fc b2537a cfa908 6c5b00
3b6a69 4591e8 cad4e5 bb271a e47701 20e79c
734b85 d684e8 a54010 20ed3c 51896e b7c0ba
b4b7c6 3d4eed 946a91 d77863 b33302 20f620
3e77ed aab4e6 7b6b8c 923d02 d0a252 20f8d2
20f8de 5238f0 a178cf 93377b e7c82e 46916f
20fcfd 9439ca de70e1 a4d84d 53623d 4ca76d
3275cf 6d5f77 c87768 8a4927 b4e64d 20feda
9163dc debfed 99327d e06a57 5f5c02 20ff5a
2147fa 9c63a4 d7c0ce b51a2f ec702d b3f070
214fe5 b083ff 725679 e9b5e2 95d235 229854
5f8ed9 2150dd cfd3ea bc3f6e 8b840f 5dda82
8be4f4 39a0fd 2153fc e778a1 c5c404 797c04
76daf0 2194f2 2156c9 846884 be5e58 cbbf87
779fa8 2158e8 57577d f7caf3 c6152c e18c69
2159bd 696c78 86a0fd c28d66 795911 bedc3c
215aba 9388ea c9acca e51c6f a1dc2e 21febb
91e7f0 2160ff cf89fa 5d5c4a e2e548 4da043
47bffb 566279 2161f8 a18451 efae02 c2c7af
68cad6 216571 8609e4 c05dd7 d9cb9a 687a32
2165b9 b79efb 8e375e feafb6 717627 61dc36
8cabcd 2166e7 6e5249 d0c9b7 7e8c46 96fa59
7a37c5 a970c3 e4bbbd 839e44 85eb51 21693b
216a6b 80b6c0 d435e6 fec75d 868238 cde2cd
90e1ce 64a397 216a97 c98df7 bf241b d6de5e
216add e8a2e3 a2556b d8330d 94fc31 5db97d
21b7b5 5d676d 216bed b37f0c e2c752 a8edd2
24a9ba 216c81 9e49fb 954f30 a8a035 d1de84
8a55db e0c7de c383c1 216d2a 62f982 609f77
216d62 b13cda c6a6af 97350c da691c 90e95c
3998cf c5c8e0 9b908e dc8b34 216e37 55f899
216ea0 c3b5f7 7e4b58 ce5123 f3cc33 5bc294
8a8888 216fe6 a5b5d4 575979 b76f08 dbb180
93a7ba a55fdf ac5472 e0a50d 217100 45e19a
d8dee0 2171ac dfa5f4 8c9443 515f47 77e272
