# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
05d274 0046ff dddae2 7a5396 e088db c62b45
df8d5e 9a5019 93e3e0 0faef3 417b97 8c08e8
ef4839 f3af8e 0fafff 7437f7 dfd5ed 98779a
636727 d2e90c 0fb208 75f1ac c21d9c a7a3a6
c1e47f 0fb6eb 3a59a3 c08397 94445d ef303a
c79424 44737f 0fb6f7 ababac 9d44f5 96373e
587008 b9db89 0fb815 6df0ff b431b5 eb7fb1
f6c32b 357027 0fba85 aecbd8 cf50bf 7c4565
7d782e 99d546 0fba89 d440f9 933978 f3b5e0
9c832d dcd93c a0c4b5 0fbaff 336fc3 8e3a63
825c1a f9d85e 0fbc84 4e727e b9bef1 cd04e0
cfd9ab 0fbd3f 29774f 38f9fe 7e34ce af80b1
ebb739 918e60 cadedb 0fbfe3 4b5f80 c81bf6
675f03 0fc127 b0d4cd 6d7f80 d19efe a128b1
f04c38 f7bb01 a3c89e 0fc1da 5d626b ae14e6
ab3214 fbcdc1 0fc345 808183 c09ffe a43cd5
745910 96d612 0fc3f9 9458db cf4671 f7cacf
846725 0fc766 2e6e71 b9d9ef 9798b6 d300fb
cd8f60 f1de70 bdccc8 0fc7fb 4162e5 665662
994c23 dcbe39 829879 0fc8c3 14666d 8854d7
e99856 ddd4cb 0fd0ef 6f779b 8619d3 d11c22
a57568 0fd34c 2259ed 6c6780 ba8afc e7d5eb
943c37 e68525 eed098 0fd6da 728081 af64c7
f6d3b1 76c141 4d6350 0fe9f2 aa4bab af9ca5
dcc544 9dcab1 0fe9ff 4597ac 9c36db d52e68
c5c309 556010 2eab6f 0fedd5 f745db b81c80
aab8a9 0fee5f 14854d 827695 f2bcfa ff1cfc
ba9a24 f0dd40 3d6c31 0ff1c8 b8b8ea d332bc
bfab8f 0ff637 296c4c 7e96aa d0d8e3 8d31bb
b9a8a6 d65a33 0ff87d a9b6fd 7846de a26498
685b15 8fd02c 6f8971 0ffcb4 c692e8 ad3fd3
f1d8c7 81d14f 218c4c 1045fd 7d629c ed8ec0
e88060 974a30 dcdf2f 8cd2f0 5e87b9 1049fa
2e7322 39ee3b 104bfe 9170b9 ffc4d7 ca6879
a53c2c f79038 95c9c7 1ba1e9 104de9 9d6c90
41d36a 1056eb 8e91d5 6f6085 e2c7e1 cc3e49
dbaf8d b3ed27 487629 6fb6ef 1057de 938b99
e7ce09 6b9e01 1058f0 a8b8f8 856082 f3868f
889a4d b3d85e 4d681d 2ab2c9 105bf7 8b3370
855a49 dc7d34 aed0a1 105eb1 7b8298 efbaf6
dba8a3 d52c06 6df351 637869 29a1bd 1061ad
e5810f fadb22 87d4b8 259bed 10639f 998289
bd442a c9d20f 4eae93 b6dfe7 1065d9 aa92f9
b13c0a ad9a57 e8db43 9bb7b3 106861 8f55d8
d8958a 70543f 7f8c15 96db2f 43a8e0 1069bf
9d9506 14f853 106b39 738bd5 fccadf d9758e
e47e3a b7aea0 106b49 4098da bed0f8 8233c8
ba6a23 febf7b cbe1dc 106b61 92a1b8 a541e3
d0ae32 106c13 6dd7d7 9191da 8b41b6 dc4a65
ddc6be 9ef429 7da166 106d1c 1c94f3 896985
708b21 88dd83 106d54 8520eb bfb6c5 ae67bc
944320 dfc931 a2bc9f 53b5fd 106ddd 86718b
f19447 106e00 3f9dea 8027df d2bace aa6670
d68c12 b7ee74 106e25 7a61df 9c89af dcbcbe
cb6751 d1c50d 8ea49f a8e7ec 106edc 80596d
cf4c3a ccbe21 b0e8b6 4eb6b4 106ef8 6f4d7a
904836 d28a00 58b883 106fa7 c8e1f9 b299f1
dd4d01 b6da4d 10715b 9c85ec 8136e2 eea9af
b9564b 70cb72 10718f a278fc 730ff7 d2b1e4
ac9b9a aa6b0a 65dc5c 1072ab efd3eb ab0b4f
90960f b7d300 10733d 7ba799 8bf4e5 b501e2
f8b798 6ca81f 107516 4f81fa d3d6e9 ad5781
c9a233 107550 39e9ab 7e9099 cbd0fd 973fd6
e6a404 62afa7 10776d 7cf4f6 8b6fc1 a51b2c
824839 e45f01 a0f166 107888 c56cec c4bcc6
ead45e 107b34 60bd98 d2ddec 7420e0 af5b98
615a35 709752 79e036 107b93 c763ff e6cae7
8b6255 eb7b2d f8d93a b9cfb6 23befa 1080be
597622 64fb90 77ac92 1080d2 d2bdde a32467
e7ac6b 108316 b6ecd3 5ebbbd 9051ee 7a4e79
745034 ac9e23 cce09a 1083d1 63707a 9bbbf4
d4cb29 108657 54b9a9 661cf7 d856dd 92358c
7f8545 60d32d 108686 d8d5e0 a028eb e47edc
a3c804 108716 82b8ed 715cb6 824262 ba8791
10881e 28f447 b4cab9 8b8b8c ef5be0 774c6d
aa9802 c6d789 2e6c2d 7ccae8 1088eb 9a5177
c06b36 3df726 97b399 515e62 108ad2 dfb8f6
d78d59 a5ea08 108afe 92959c d8bfed 9a2952
d04018 a9c899 50ff1f 108be7 675d6e e4bae9
c5df4a 448634 8cd2f7 108bfe 99398e ea9093
d8866c 8e6024 cddc21 83dfc6 108ca0 8f41fe
a94913 4ed83b 108d74 aa9afe 7b67b2 e8c1df
f9d5ae a4bf27 108f41 7ccdd4 d43bbe 6d5b6a
c86b2c 21ef7e 108f97 8b57ef f8c5f1 af0c41
efd66d 109216 a9cfef a05ae6 ae3a75 f48ea0
b32114 fa8717 9af39d 109276 d8b7fe c13ef7
eb6856 e0e637 1093ff b2c4f7 904188 aca2a8
885f06 bda956 496556 a0ecc8 1094a4 9c38f0
a32500 baa240 2cfbad 109a90 bfcaf2 a05adb
d8b03e 4c6c02 70e9b9 109b6b cac0fa ac57bc
755858 b44412 76d85c 109b99 9351f3 ee81fc
d83e0c dfc54b 8de3bf 109e83 a69fde b133db
c10302 ddb917 667576 109fe8 c6cbdd 922898
df8d1d 6d6305 cdd2a2 10a0a2 b5dffa 6a3acb
db3124 caa996 69eb13 356865 10a0b4 9b33de
76d97c 10a139 46615f a224e7 dfdbde dd85c3
8a410d 53fc88 10a353 646a75 aa59cc e1a1db
ac3222 a2b210 10a496 1d6878 a3d0fc cf3edb
61e806 10a621 5e6362 ba23f4 f561c5 f6cad5
ef4731 fcc36e b2bebb 6e7475 10a7f8 1671a8
a41f14 8cc931 10a87d 3c6b5f b765d1 eac9d2
606c52 63f061 10a92a 324fdb a988ce e0d6e8
bb9d0e dede75 10a981 afd8ce 8c69b1 ac1828
f8aa82 1d8648 10aaef 7304f8 dccee1 dc4e9b
953520 ebab99 cfed2a 10ab1d 5f676c ad53e3
d2e28a 406f38 10ad21 8636ed fc9ff4 9e6998
b94b33 bd9f87 fd8802 aeebde 10add3 6e4ea6
705b3c 10af2c a8d5b9 745fe4 8c888c f59be4
dbe410 10af5f 86e4c9 4d5aff a6a0c9 824a60
daa714 18773c 10af8d cad3dd a977de 8e2b8b
f59706 898456 9fc0ba 10b2e1 8655fe 9e2e8f
8a4c3c 10b315 1df625 4a45d6 747182 fabefc
337506 5af8a0 10b365 9070c4 d8a4e9 7b495e
b3e828 317526 10b375 b530cd 695764 da8dc0
b4b56a 436b39 acece9 10b4ca 9356e1 904978
8b8f16 73f40d 10b590 6b23ee debcfe b74c9c
998d84 26791a b9cdc5 10b5db af13e3 65555b
d4e808 728c0d 10b69e 576cc1 b1bffd 7c4965
ceb3af f7664a beeb77 10b8e7 1b6cc5 616172
7ba717 7afa60 4d6055 10ba9a 9072b2 daa7ec
fac8b4 bd895a 93e220 10bacf 4a51c7 a24557
f4b342 859887 bbe2dd 10bce0 8959ae a23041
d27d02 deda07 9fa6a0 3b785c 10bcf8 855ea4
bd6f07 939584 add94c 10bdd2 3972c7 734e63
dbb8b1 697f2b 92c41a 10bde0 7545fe e01e8d
c45c50 ebc9ba 92df06 10bfe9 395ffa 7e6788
a41900 bcb836 687f5f a2efdb 10c0f4 ae0dd2
80645c 87ff0b ccd1cc 10c225 9297b2 3f54ce
57630c 10c82d b6ddfd 866fff a0368c d783a8
836324 e3c001 10cba7 308978 bcabf9 d121f6
b91d16 10d564 c3dbf6 949cb3 914be0 893962
c05803 f3ab69 10e1f6 3654ed a38499 705155
9f613d 79bb27 10e1f9 a876f6 734ba7 fb84ae
867b1a 96a596 10e44a d5dcd9 4a85de a73b73
bcc42a 277615 10e5bc cb6bd5 9a0fa0 888386
aaa7a1 b8e976 31924a 10e5ed bb55cb 5e585a
d35c37 9bb2a6 10f87f 635cd6 645c6d e78bfb
dab3a2 887d4e 10fd36 556167 1b62fe 818cc9
4e9f44 10fe0d 1b669d d2dbf3 be8fb5 766366
a6a482 10fe21 7060f7 7d3e85 f69ee8 b61d36
8f4321 d08221 10ff5e 6594cd 6c656a f2b7cf
a06b27 bdf309 5fb38a 1149f4 71649e edc4fb
d5d013 517528 9fe5ae 1152e9 8b457b be83ac
b6a554 bfe700 497343 69dddb 1154fd 8c5993
bd4024 c3ce18 b0deee 115aba 9f8ffe bb859c
d4c6c5 bf5d47 91ce52 59a5f6 69798b 115cb5
6c645a 4cab31 73f895 115fc7 a595a9 f5b5ff
5d8235 1cc60d 116291 e6d5fa b98cc4 ff9ca8
996934 d1d15d a8e8eb 22aabc 1163b5 5f5763
756a3f 7ac33b 11666f 7837f0 c38ab6 edceda
9c653d fb9116 a4efa6 1166ea 685c78 a993bd
c0815c 71563d ded7a5 1dabdf 68747d 1167c0
75541d 1bf248 1168fd 859ae8 c04c7a e09bae
f8ae1c 677739 8bf6af 116997 5e98f5 b59ca6
d02009 f5d44e 8ccdbf 1169d0 b99af4 7a5461
984e3a f47a3a 3ed0b2 116a79 cbb6f9 9f6cdc
e98a6d 546318 b9dce3 116aee ae8bc2 a71b7e
eb910a d3cdb4 116b43 88ecfd 88a6b3 ab28c2
ce991b b8ee84 7da999 116b57 c5b0e2 9660d1
a79291 e4cac2 7e6329 60c72b 116b6b 7f75c1
fe7901 9b8673 f5d799 116b8d b2ceec 6898df
b67c74 69590d dac656 1bfed0 116c93 9ba7cc
62f394 116cec d6dae5 8693b9 714d75 fd0941
d25102 4cf360 116dd1 ed8bf5 695764 adaaab
ec851a 116e35 59dab0 dacefc a88edc 8e32d2
fa716c f1d24c 3e6616 116ec9 c8bbf0 8d6278
aba953 116f3a 90b3ff 9948ad d77ba3 f6d1d7
844528 a68343 afea62 117072 939db6 874af5
c6a05f 616118 7e989b 1170eb d1def1 a42988
94e107 8298a7 1175c3 fbcddd 795861 f30321
c3985f 5c5d0a 4bfbb5 117775 c2b8e4 d50ee1
11780a 3aca5a bfcbda 9a8bc6 a520e3 9e1d62
d3a175 8d6806 396761 bae4ee 1178f2 9085a3
af2c17 e0d6b3 3fcc0c 117a69 a041fc eb74a9
b3da61 117b38 6aab83 933de4 fe74e3 a12774
ec9523 c3baa0 117d38 b0caf9 7a7a84 b329bb
788c01 70f084 117d5b 8b89f9 6e4d7c d08f9f
e0d2a8 65c41f 117e22 6740cc b884d4 c94983
c8c35c 117f01 47c9ff 835bf9 993982 eb72af
a22f1f cfcf08 9ee9f0 829cac 117fe5 ed4a6b
a72e1c bfdb8c 5ca911 1180f4 d69bb1 826b6d
94a614 118155 73b29f 7af4e6 7e2dcf b05fa3
914919 5fbc01 b8f17f 5e6e69 1181ed edacd8
b2b411 118231 85e4b0 8a9cb0 d53dfb 7e5c73
dac049 11823e cbdcf3 8e95a1 5f5762 ad49cc
9a3f3c fac00d a88105 c9e7b4 118285 a797ec
655f2d 33cc80 1182e4 d6d5dd a698ac aa2681
b2725b fe992e c8baa8 11848f 9ed7f2 927fff
72532e b17f2f dac004 11857d 64bac0 894ad7
7b5638 76b866 118984 d1cbe1 9876e4 6b30dc
ccde1d 118b1d 98ebfd a29aec 87467a fc7e7f
b90808 63c04b 118bf7 72477e f0b1cf b15a6a
4cd955 119041 c5d7cc 7a55e6 db94fd 8e3c79
e3b41c 38791c 96bd95 75f3f9 1193d8 84627c
cb8774 d9da39 65691a abd0d5 1193e0 ba0c7f
b0955a b3de18 41e0cc 1195a4 aa2bf6 b10335
b46126 cbe612 11998a 9a94f1 a223fa f9b0d0
e97711 86c58f 1199a5 a43cfa f3cbf3 c7125c
dd362c 24ed33 1199c7 d1d1f6 665b6c df8e96
cfce7f 5b5e4c 119b2e a0bee9 b03ad5 948e94
99e22b 119e18 636a76 8727a8 cd59d5 b8abb1
d4886a 676e14 bbe153 2ce1e5 11a1bf 296490
debab7 92bb23 587b44 11a2fd 8c3089 ca6799
9e421d df9002 11a375 935bfd c7bfcd 635c61
745d4f ba8720 e2d996 11a5f6 92a2ad 4e6c92
e1d7ad 11a72a 8d978f a6d2f3 aa4ea3 a4143d
785831 d19b50 11a7ea 798491 2065d3 d0cee0
e3e512 596c52 11a82b 67eaf5 b348cd ea92ad
8a571e dcda9d 8cad3f 99dede 11a8e6 5d576a
d49d8d 39f404 11abcb 3f6c91 d8dded e30435
c2e184 11ac3d 9e93f4 6f3ad8 d79fb6 a13b5e
889707 84e34c 11ac82 ac4c97 ee8ad8 e4d7db
8d6f1d b7d529 94dee4 11acd7 256eb1 fd6084
be672f cdd02c 92ad99 11acf3 5459ff 6f557e
e5bf32 257a1d 96b2a0 11acf4 9f2aff bb4e8c
a14714 ed9553 1d7066 11afe6 a72cf3 d2ced3
8c4c09 eba805 9cd0bd 628186 11b1ee 9533e0
795f4d 82fc4d 11b405 1251f0 7673a2 d6c8d1
7b5032 11b43a 5bfaac 65778a d8c4fe be2bee
deb15a 247f0a c5d2d0 11b4e5 733bbc a2617e
9e8175 a14107 deb957 c5e1cb 11b5b9 845add
8f4706 e2a925 11b5f2 d3dfea 266bb4 f74f77
9c4948 11b621 2bfcaa 4f579b c7bddf db7e96
7e7323 b8c22e 11b694 adcced 6c5dcc a50261
906b37 99e18a 91a08f 566162 11b7ef 3d67e0
685e45 c5da96 78a140 11b7f2 2570b1 b7899c
e5b00d 638408 b9e2be 11b8e9 2d51eb fd479f
835f3b dfe73b 11b948 b9dae1 88919e 7433e5
b54c49 c0ae25 a9efc1 8d9a9b 11baee 7c36a0
d1ca71 c3e4e0 11bbe3 81648d d17f87 90383e
f69f9d ce4c44 b8df1e 9deff3 11bbee 8d4eb4
c34e17 fab75f a5eecb 266c63 11bec6 9d61d1
fccbb6 826219 b6d328 11bfce 4a6bd6 c94c7e
9d978f a4d986 2a6e43 11c0eb 9252fc 9b5a92
983416 c68029 9dcb95 1d8381 11c2ec 9a4dea
ca6a3b d7c713 b1eeb6 11c5bb 406dc2 8c376c
c75f2f a29b94 9fd267 11c6f2 515c63 9944d7
a2cd08 518147 11c79c feb9fb ec3cca 9b2074
dcbc69 948a03 585e17 11c7b8 3e74d2 b85478
a8ed22 326e37 11c985 8c44d9 eb8de0 c24b87
ccd3bb 11cb3d 96829e d01cf1 fb9ef7 cb2637
d21d08 11cf3a bcd0ea 3264c3 948aae 8c404b
11d259 3f8568 a463f2 87437f dbacca aa000b
aca8a5 198b0f 11d50e c0dcf4 cc64c0 705d69
8a512a bcd074 11d7fa 478edf 6b0efe 928b94
ccd253 537b0e 11dbda 6d37e2 cf68f8 e33c8a
dee317 11e5a1 5869f9 beaefe a33183 f53042
8f7c0a d7ddb9 11e605 81a383 fd79f8 9c3091
d14d00 e6ba91 11e7ff 817fb4 7237bc 884a57
918d35 11ef2f 527ff7 7a4b82 e76da0 f0d0d4
5d5b49 b4c59b 42a60a 11f104 9d40e4 d89fcb
996304 11f108 70ad78 23675c cad6f5 9452fd
a12601 a47f72 f07f13 11f2a2 5985bb d7d9f6
8f4a40 e6c425 99b189 11f2ef 2c8bdb 73717f
766f6f bb6428 d8c807 11f5fb 6296c2 4056b8
f05656 addd23 11f6f1 146ef9 9b4986 b30038
b97c2f 4d644e 11fdae 739e95 644ffe c99ce7
d12625 b7b90f b9dee0 66a6af 1249fb 725992
b61200 a2f71a 2ba858 124df5 cfa2dc 91557e
eec804 7b9b66 bdebaf 124df7 f95fca 9f3e71
985e43 a5a488 a0f57d 1250fd 575a6b f159c2
c47652 cad665 a1ede6 125eb0 8496d0 705e68
baa79a ea7102 75643f ccddec 125eb3 6692c9
b69922 e0e472 60654c 7cc8bc 12647e 8b6ee3
c54c39 c4b26e acdad8 559a9d 12667c b445ea
a25353 db9049 26f2dc 1266e4 b6a9f9 897495
ae3e0c ee952a ade8b5 12685c 38bdc4 8254e2
f18768 6ef8c8 126867 3da1d9 8539e3 cd051e
685a3e 49be1e c5dec7 1268c2 908e96 fe9ffb
ac8143 b0d85a 7c9894 8beff0 1268f3 67617a
b30500 988e52 9df005 12695c 755ec0 eca5c9
af632b bfaf89 1cfa24 1269cc 7f9ee9 6a6c76
d9d652 79a569 126a4f 59d9f3 cc57f6 982b96
c56329 c2c349 48fddc 126a6a 93b2d2 7e3ee1
c9580b b1ce68 126b56 25a9fc 7c6199 edb7ca
82644a 75fe60 54a8a2 126b7d 9e74dd f5bef1
e0a192 9c6e5d c7e102 126bfd 616282 9796c0
6b5c48 bc7a0f dfd503 57cd88 718c8e 126cb2
bc331b e28c20 dcdea1 126d66 94bfc5 a469d8
9e6314 d3c902 126e99 1ea3e5 a6d6f6 f0657b
f89320 126f16 868d87 67fba4 e8aef0 9a3e8b
d4a66d cded19 127223 68d4e3 1485ea 9a4c85
824e1a 56b00d 49f399 127267 923ce6 eb76e2
b9c121 55650a 73edbb 29ad91 12736c 977af3
c4ac6b 397311 1273e5 c7d8f1 8e9ab0 72656a
faae0f 718a30 6bf7a8 127562 7f19ec c8aecd
a27316 c1ce2b 2ecb94 12756d 7a1ef6 f549c5
f0ba46 12782b 44a7f6 80858e dddbf7 9933de
d2713d 84f47b 127882 56adc4 9552ea 9f2d41
b28f32 e7ce67 3b6641 1278ed b0b6d8 9f4488
916018 b19d05 e8de32 1279eb aebfd4 5d5d65
ba3d10 f8c51f 5ab9a0 127a69 cbd8f7 bf59e3
5ce128 127b0a 8257e4 f7cef3 973061 e67088
9ba00d 2f7207 93edbe 127bea 8c517a ea94cf
aba62a 57f694 127c46 afbbd6 725372 d733d1
426511 68a022 67eda6 127cfd c2c6e6 995975
e07a72 5fe417 128206 8b71f5 dca1ea 775779
ddb7a4 25be09 128223 b4cefb a4298e e763a9
b4b395 4d6429 8fec28 128289 e82bf8 fba1ed
16f45e cddad2 12847c 9755da c09dc5 e62328
99a173 75d602 2c7333 1285ff e8abed ce3186
c3ba8e 12882c 91d1e6 9d73f9 692fda a1668e
eac114 128831 61fbe3 be7add 8b537d f26c84
87654d ea8717 c4d198 57d9d9 1288a4 741ded
f7b117 128923 90a796 aeebd9 a37ab7 8e326f
7d743c d0e23b 75e2eb 128af2 a31d69 d48c9d
ac2210 f4ad84 e9630d 128b86 7bc2e6 cf06fd
ddc80a 7f7d10 cee2e7 128bc6 4b5e6c ee8098
dbd2c5 ffbb17 128d27 19c2fb 96279e 706a6b
b4a51d c1ddac 22ced7 128daa 773af2 ce184f
fc803a 995219 a1968d 128df3 b6beea 5c5a5c
cec8bf 92f719 128e0b 818281 7e1ede fd52d7
d47f05 12916e 3bf4d3 9b97e2 a91ef7 922e75
a13216 d66c06 b1d910 129771 55d4ca 9747d3
87ef43 12983b 9249f3 d1aad6 a22978 f88692
f2d897 c49b12 387b40 1298e2 a9c0d1 96198e
9b5332 d69151 aef60e 1299be 6b28ea e8cbe8
a45822 b6a457 129a9e bdd4dd 9055fa 5d5a5b
d6d6b4 6d7b0f 52e3fd 129bfc 8629b3 ba898b
d58e33 7b5622 dde534 5bede7 708693 129cff
675e32 9ec103 45ddc4 226567 129eaa bb07ee
12a12a 1bfc73 4e6066 c9c5d0 9787ab ab03fa
da332d fca730 c9cdb3 12a1c6 1b57d1 a25874
d2a605 437722 94c696 12a3a1 764ca4 e0cbec
cfe25b 12a50d 85e0b9 7d5ff8 bd8eb1 b9195c
e6df22 266b2d 12a744 93e3d0 b393e3 9f3f99
eadcab 91b63b 256e27 12a7ad b1def3 9a2c97
e48028 f9d93d a7c59f 476d52 12a8d7 6c4d78
aea091 d5e872 12aa01 7dede7 136969 de52e7
afa555 dae1b7 12aa9f 9dd3e9 7b6dba a82c59
a32309 8dd758 12aaec 3565b1 e5d7eb b4747a
696c5a 50ea6b 12ad3a d1dfdc bb9bed b410ef
9eeb1c 47734e 949a95 12ae36 e09fe2 c020b4
84800f add827 366c4b 51ecbe 12ae83 e42dd8
c85631 f3a577 9feaec 12aef7 5d5cb5 75676f
a0230a 897e69 d09c1a a5d5a5 12b0c0 ac09d8
f1df10 50664b 12b10c 6feeb2 bba6de c81c9d
c49e91 bcdc15 5e801c 12b1d3 3b68d8 ad0f79
944e31 93f215 12b41c 3b658b cdbee8 d38c9c
c9af5b 256f14 a9c3c8 12b4f8 8656db b1667e
5f5c4a 99e484 12b517 7029fd d4b0d0 cf56bd
7e9509 396718 77f269 12b689 b93def d8b3d9
ecdd91 7e9616 12b693 cad5f5 2d49ff b74f9d
ab9d18 dde090 47712d 12b8fa 8c3bdd fb258a
6f554a d44400 89d951 12b9ff 1e77e0 a79597
57660c 12bb38 6ff89f cfccdd 9a8dc8 cc2475
a6e7a0 12be2c 2d733c a16af0 665172 dec3e4
cf7f44 834e26 d5ea28 12beaf 137378 8653e8
cc9289 e55e0f cbea40 12bef5 2b77ca 954d57
7a5f53 c9dac5 12bf33 166993 eb97e5 9b9394
ecd5be fba232 9e750f 5b6a6a 12bfd2 2c63fe
5a6d38 c7d1c5 12c14b 9855f6 f680e5 9c4c8a
5f6d1e bfec29 12c464 305bab 958ec1 efbed6
744f45 bacf38 549904 12c4c0 8c61f2 b91b8a
a8241c 9c9e95 12c51f bde6de 3277bc 735f69
c0a9a7 95431e bfeb93 12c524 4c7a88 b622fe
685b09 8b9520 bed508 12c5a2 1473b5 ed94ee
9a632b c6e5b6 12c846 245ec8 6d6b71 cba2be
a54e1c 12c91a bbc8c8 8c50dc cf82d4 fd1f80
9f381e b09189 9fe031 12cce5 4e5d60 1c8abe
656b55 bbe0bb 12cd14 6f16f4 d0b1e8 c446b0
dad3b6 587f26 12cd2b 8a10e0 9a2173 ba749f
f2d6b9 78611b 959480 12ce38 2e5fa9 bfd0fa
aa4016 ad9185 fe6c14 a8f660 12d0da 1a61bc
cdd63a 467915 12d1bb 9874f7 b23790 f57074
a23a2f bcb747 bde6ce 12d9f0 a526fb e6669d
7d5438 be7910 e4c630 12dbcf 4c8e9a 8954ef
fed821 96b16d 4f685c 12e1e0 3b42ef c56ff6
e13e05 d8d3c8 12e641 5f7d6b 7711ff a074ce
c6b2a3 726305 abf15d 45625c 12ecf5 1686bd
923924 a2d701 12efbe 6b4eff d09ff1 cb7093
a7511c f7d3b1 82cd0a 12f2f9 6e81fd a8a1a6
7f7a03 c4f041 5aab7e 47655d 12f4b9 df87e9
a9a05b 596754 12f600 5894e9 3359bf d7d0ff
f79263 c74e01 67726a 12f7da 4153dc c497ee
636a00 12f81e 267bb7 972857 eca1bd f8435d
f2a59b ae6f32 c4df31 12faf1 779bc0 753bcc
df5a21 e0dbc6 12fc1f 36746c 7d38a7 bd8ab0
257602 12fc76 43a1d0 8636a7 c9bdc3 e34b73
6f5a4f 9d986e bee089 12fcf3 66b0e9 7f54d4
a08d58 646356 12fd49 2ca6eb 2362a3 cbcad5
4e6f33 12fe1a 8a74ea 88328b f8cdf5 b67d9c
dcb6b5 4f823d 12fe30 41a6c7 7428d8 8c4f78
ccb661 7e7b51 12fed6 276669 a8a7d6 c834e2
806546 c89706 12ff91 4394ea a9afc1 6b35f6
a49e72 12ffce 3898e3 69727b cec9f9 8829a3
fbbc31 708f22 84d2a7 4690da 1344ff 9c3e68
745e1a a09a01 a8e357 1da1ca 1347f9 de3787
9f4729 be9508 9bc1b0 1db7f8 667e8e 134ef5
666f0c 78c401 5ffcb4 134fec cdb1d7 cf6b8c
f7c8c3 56eb04 548d51 134ff3 b2acd9 7c698d
ff9e60 78fac9 5096d5 1351db d7cef7 db246a
ebc9c4 baf210 63a61f 1356cb a392a4 9a4d61
c89167 715d44 fbd089 a6d2d0 1357c8 9689ce
ee582f 4afca9 617979 1358c7 ddc9ed cd79cc
499631 28eb42 aac0b5 135cfc 5c598b c089d9
ecc6c2 8a9373 4f6631 135dfd b1c8fd 975c8a
f4a289 a46f3c a1e6ed 485d6c 135ef4 ae89e3
536509 98db58 2cb38e 1362f1 a587c7 fdbce2
9a8129 d3bb50 5e6253 d2e2d3 1362fd 879ac7
5e6732 6fa76f 20fe25 13649f ef7df0 d9c7c9
be8717 75785c 42f162 1364ba 84a3ca cfdcf7
6b8739 4ed55a 1366ac e0c6fd bf90a8 844253
f3d951 66a716 1366cf 5c5c6b beb1e9 d58b9a
a3645a 8fb134 8deefb 1367e8 62627d c89dac
a03c21 ce7c61 c5e95e 13687c 7aa5f9 ac15fb
bd6f3c c7da1a 9fecde 136884 21a5f0 969fa7
a49a96 fcba66 1368db e0d5e4 6f4c70 a33839
d2dfa4 8dd9dd 136af6 9587ab 9d235d e3666c
849b15 b3e07f 136b36 1fa17c a131dd cda0ce
ee8c2a 775f45 136c7f b3a8ff 9b47fb e3b6c4
42bb17 6dfaad 136f49 a024e8 b99bb6 9d0378
f1d6cb 93aa31 5c6f2a 29d2fc 1371ce d87497
70534e dfd0cb c38734 24aef7 1372b2 838e97
ffb435 a9863e 76f1b5 71a9bb 1372cb 9c356f
a0af30 137331 81e5bb 6da493 a945d6 fd7be0
ba922a 55f090 137342 a7bab8 5e8afa 7b6e8e
e9dd8d 74a134 137350 6ecff7 7c5dba da77a2
ce3e15 aebe75 a5ece3 49b7c5 1373b6 5b5d68
f3b94a 717d2e cadbbd 72cfe3 1375d1 9d4376
9e3315 efd42b 48b168 c3cdc9 137671 b75acb
c26d25 bbd11c 34fce7 75acab 1376fe 7e407c
e8df85 137843 8cc5e5 8b5af2 6a4f83 b18b99
f2c100 137b20 41bb78 d0cff2 703fc4 966fa6
71b407 137c0f b2ecc2 ad72f6 962966 e582ad
cbb715 137c2b 54c7af c1b3ff 8f61bb aa086d
e7c39b 5a611e 7ca936 137f72 c1e0e7 c54fc7
fb7c08 776224 33edca 13807c 664ba8 a37ee4
bd3a2e de8d1e e7dc94 919b91 2bc3f1 1380c3
e7b020 919b8f 138114 b7d9d9 49adeb 8a41ab
c1e331 138118 44b85d 646176 b848f9 eda1be
c7ceab 626946 92c4e5 1381d0 864073 b0868d
7b6315 a69e80 bee23e 138292 733cdc e86afe
a17837 e1de40 a2c1b1 1382a0 3fb9f0 a70656
8c5327 8daa6f 7feb43 1383bf 6d6a71 d6adf4
af8c17 6f5f17 deca03 8dc598 465e69 1385cb
eda097 88e50a 13862b a19dcb ac4dff 6d5062
cf6140 f8b719 c4e5bb 23cad0 1386bb 7b505b
25fd07 138826 bdc6c5 8108e6 ea83e8 bc4793
add590 138830 52befd 7031f0 75638d b4939b
90e397 138842 9a90ac 8b33e8 f9c8f4 904173
ce8a07 a3a396 696b3e c2e1e2 35686d 138bf3
b5ddae 138d14 969698 c346f2 eeb0fa 775c6f
b1660a b5df31 60f3dc 138df6 8093a8 744d6e
e7d503 9d9608 138e62 63d7ba 615469 e758d5
903c16 e2703b 7af727 138f87 9738cb f2b0d2
9a7e00 d4dacf 3edf21 1390f0 5d33f0 a6365f
7b5a3c c97904 a2f093 139186 644d97 c79dd3
aac716 139327 545d5d 42e9f6 923dda c874a9
9e463d fd6a0b 8a9a8e 84e9ac 1393f0 3c4ecc
856e4e b9be2d b0e3fb 1394f6 771bdf c35592
d5d3c3 6ee20a 139519 8f9890 79487b fa6aed
c46d14 f6b345 139578 45e9db a976ec 69557a
d6c3aa 7ba70f 13958e b1dff6 a44ed5 ab1d50
f2a649 366a01 baead2 139eed a1a2ae b53a74
