# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0046fc 01815f 0ec584 67fae8 7ab508 85790b a11196 b6ec41 cab0ff ff1eb5
0eb8ae 2665c0 2d6900 85ff0b 9a9612 b3466d b8d693 ce8dfc eb697f ffc1ea
0eb9ba 1e887d 5533fb 88469b 93ecdc b066ef b73b25 c8a184 cad93c f85006
0eba8f 226a85 67f2ba 6b898d 7d6545 a5a0d4 b28743 b7d649 b91de4 f9cbf7
0ebb14 1b8203 21f707 7a05f0 906d67 9baf92 a72e7e dd56d3 ded8d9 fe9ffa
0ebc30 1e7800 6a6e5c 764288 7921e8 7d83c2 96eb92 be8291 d1a4fe dfe60d
0ebd7e 127d05 5a5b59 932eff 987e90 9b289d b2b1c3 b2eea1 e7d10f ec4fe3
0ebf8c 24f6c7 7594a0 824820 825ed8 a6f453 af7736 b10c63 c39ff0 ee8f01
0ebfc7 50ff9e 5e5776 858806 877ed0 8d5740 961eff bbded5 c8bb26 d8747f
0ec29a 593bf2 679416 9688a5 a26c67 ad137f bbb4dc bceca1 e7d318 ee48f2
0ec8cb 2a6ce9 2f6b59 579e78 70641b 9fe865 a490fd b08d03 d80c95 f6d4c4
0eca3f 117c76 709666 7a4bc4 92483d b4e9e1 d1b1f7 d33601 e258a9 ffc498
0ecbac 5264f2 774595 9787b9 a6355e be706c bee5fb e1150f f3d33b fe753d
0ece58 3863c6 6d725b 9087f2 a20a80 aa93b5 b2f10f b4660f cdc8bf fdb4f1
0ecebc 512efd 5f9386 6b5f89 86fd13 887103 a7274c b7d68c c0a133 f93fd9
0ed016 2d691c 7897a9 7cfd83 7f7b76 a11d7a b2c2f1 b49f81 d417dd e4cdc9
0ed2de 6299a3 682fe1 6f7770 a33591 a99e85 db4331 dcd1ae dd49f8 f9af1e
0ed489 438564 7606f3 9baac1 a73b85 a95af7 b0f131 b61718 b88e1e d9d1d4
0ed4ed 3aa6a0 7709f2 785f8e 876fed 95a439 9edf97 a06069 c42c28 d8e507
0ed4f5 646b7b 84f60b 8895b1 8e04b6 bd43de d01544 d89c97 e0dbd9 f26b46
0ed5fe 5f6baa 64a1a6 7913e8 8c5930 abe5d8 ac146d b1a67d c37b03 fdb834
0ed744 745575 797e79 a1ab9a a6efd6 a90124 b61fcd be81c3 e3caf8 ea303b
0ed75e 67667c 8e7f68 90373e 9221ca a9f60c c83e10 ca68d0 ceb3fe efb7cc
0ed8e2 5d8ed4 642cfa 834f8c 8d9ca1 a9ab08 abf434 c75968 cd1711 f4b69f
0ed8f0 3faf7e 475deb 57890d 685e81 744e44 90e819 9588a8 9b91ff f4d6a6
0ed98b 376969 51a933 8c8a79 905b33 a23de0 acd3d0 e0dc3b f752ba fc9dff
0ed9fe 31893c 5f6360 9402a2 9aba66 a0f35c a784c0 b916ff f01c8a fdc0c7
0edafd 4e5985 508790 9b3943 9c35f5 beb102 bed5cd c571fc df6b5f e4e367
0edcac 24a471 3e7932 7004fd 7f9f1f 91788f 9c27a3 9df048 ecbbf7 fe3bf5
0edf9b 398088 716713 849680 a11f57 a3b4f7 a723c4 b2913e d7def2 ecd53c
0edfbb 4e6326 519da2 a236d1 a9ed48 aa0c78 bd84f5 d28433 e32069 f1b6fd
0ee1f3 436b30 5592ef 90248a 9a16f8 9c96b0 a0c8b3 dcd67c de3381 ea8a31
0ee6cd 186851 39a8bb 604dfa 81580b 8e924e bfee92 cbbe05 de0981 f59096
0ee703 55749b 7197ef 767877 7f23ce 8c560a baaab3 ccd0fa d98b71 f1d8a4
0ee715 523bf4 7870ce 8f6285 b21b11 bd5f61 c993c7 cadeb6 f6d0ee fc320e
0ee8a1 157fdc 56657a 80645a 8d9293 913e0e 96b1ea c9e1f6 d1df29 dc5b2a
0ee8dc 339665 696977 8d2fad 919ba6 a8012c b9e318 c8510e d8ba94 e573ef
0eec8d 0fae02 1c7e07 8e3f50 921ad7 a6e80e a97670 b183e7 cc3499 f5a3da
0ef0e9 4a968b 678006 79568c 83c19a 9db31a ac0b4f b932ed dae614 ec67d4
0ef1ae 4a86d5 5447d5 84758f a0545a bc0311 bddbfd c89abb eae323 f66151
0ef3c5 5659ef 61ac9b 8c77ad 9c366f a0b804 a7f678 ac0424 dea2de e65466
0ef3f0 1968ec 7cde02 8d3e87 998abb a31738 b4756f d9a79b dde499 e42c09
0ef432 4d6778 639394 8808d9 8b6053 ac72f6 adbde7 c63c00 da8a62 e4d8b0
0ef599 137a00 46a827 7b58de 946a6c 9e0b72 a686f7 b5f424 d5befa e970a8
0ef5ae 559b51 6c5e54 853bff 94bdde a0a3a4 ac0f11 b270e7 cc338f ecbd0e
0ef5c7 1b9e5e 5e6a79 67574a 7e19fa 92cc32 a55401 af64ff c77abd d0c1e6
0ef5ed 67d70a 7e16da 897d03 994173 a655fa b4b0b1 e77bdc fa5171 fdd2aa
0ef6f0 45c49d 5c69fe 699611 794c39 aa90bc b42ba6 b8efa5 cac622 e00d6c
0ef7b6 3169fd 575e5d 61b6e4 904e9a a34026 b18b1d bce4fa d5bf4c ef6293
0ef905 306f07 60b674 751fdc 8672be abb2b6 b14564 cf8904 e2d8b6 ea9af5
0ef97f 216855 42a637 78630d 9d46fd a40c84 aca08e acd5ca b75f87 ff69f4
0efa25 596802 6b02ff 88546e 89aea4 9e8e5e c30daf e0d8d0 f45ad0 fcade7
0efa3a 5eb807 661ef4 736f7c 9a3b09 a97250 c5dfff cacbbb d396c4 e629f6
0efa9f 2e94fb 5455b0 64526f 947c9a 96ab73 aac0f5 bf0d2b cecd2c da7803
0efaf9 27a61f 556622 6554bf 67dc10 96646f 9b1672 a48fa4 ed5eff efbdbc
0efb23 30c300 587074 6c10fe 877ef4 8f6a2f a2119e a5958f b9e6b0 d2bfd6
0efb9a 3d96c2 417a0d 7b5683 9043f6 94324e b1f602 b6b5c9 beab19 de7c7b
0efbfb 22b18c 688092 9023d5 933e5a 9edf45 ab0101 d55201 d7d7b7 f261ed
0efc3c 436576 7592cb 8e3846 a77e78 a90bf6 b5d0de b9b79e bb140c f27838
0efc79 439033 505f4a 7fb2aa 8139b7 a380df ad4a80 c9c1f9 cfa601 ff5d7d
0efda1 2dc1a2 316d10 689f57 693dff 8dd216 967f9c b6406c dab6e4 e863ec
0efded 2abdcb 827283 8400f6 97ef08 9e79f5 a13ba5 aa0605 ceaf79 f95d18
0efe07 2351de 3dbbfe 8277b8 8e6274 9ac9ad a99aaf c22227 dfd9f9 e58a4c
0effc5 2e90cf 5b5786 613bfa 82acb7 916063 9e9e87 bed4f4 c25929 fdb168
0effd1 1c56f7 63bab9 68667e 8eaf0a 9e2748 9e660f a47fd3 e4cf78 e56b78
0f44ff 5a6529 79e216 9447a4 b37f18 b7b9be bf4372 cd88fa f7d2b1 fc607d
0f47fa 49c804 56fd79 658807 7e5655 877efc 9b9983 b6b0f1 d7b7c3 d837b1
0f48f6 27fdfc 42c1e2 755b15 84df04 856ddb 868f2d af1d74 c96d9c e7ccaf
0f49f2 76bba3 7979ef 7af3bd 8d4b7c 9889ae bbabfe bd361a d37b56 e3ba3d
0f4bff 229e28 35eadf 805f4c 988af6 a52a71 be7e86 bef002 e63bae f0b881
0f4cff 567223 6280d6 62f2b4 b0a5de c12180 e0dbee e3709d e5b653 f92256
0f4eee 3784fc 3bdebe 7f8133 8b5667 a3a0d7 a90388 c37e84 c4e1ff f2ca4f
0f4ef4 5ce9b9 5e8961 70bd40 936180 a693f3 c5a0ba c8071b cddef5 d2e00f
0f4ffd 38c180 3c8507 64665a 80339b 8eead6 9775c6 a5bd29 e09ef6 e9e17e
0f4fff 4f7dac 5bce87 706a6f 9ea111 b18ff8 b81c1d c3e3fb d896bc dfde04
0f50e9 598fb3 66c9e6 94abaa a8896e b24d7e beded0 c00f0a e7be83 ee7a01
0f51fe 14d937 5a868b 607119 990d83 9978ff 998668 b8a1dd d9e3a0 f2b9cd
0f52f7 21bcc4 52f7af 7f7acc 882c92 a63b26 a77b8c c6e4e9 de742a e6d10e
0f53ee 679747 74d013 756e64 a12f8c a51600 aca3e5 cfdfe0 e2519c e8af99
0f58f3 3f6b02 47aef7 539708 896977 acb0be ad2294 b3e6d0 d9cb1a e98c6d
0f5bd0 16d8ee 6096fb 61845b 8f4680 96ac1f b7f227 c03b08 eacc9e fa7397
0f5be8 329af0 66f6f2 806160 99008e a3c0b5 c39d1f c6589e cc1803 efd070
0f5dac 14b383 5d606b 946dff 9fd6ca ba90d3 c01734 d8d68d f74a43 fea108
0f5def 23f2f4 59a6f2 765733 928917 98058d a0a5b8 afecc3 d55e83 feae62
0f5fa3 17d8ec 54a7a0 5d7283 a22b59 b06ff3 baec04 e00a19 e5c9b5 f67b5c
0f5fdb 1cd8e0 5f9a62 796e98 824957 82cb4f ac411f b382fa e4d9b8 f487b2
0f61c1 45edfc 6c7c62 81af44 823e72 abf521 b56797 b79cfc c5110d f3b2a0
0f628e 28a789 3ef63e 5b6252 87b95f a93afb b28fe7 c3daf9 c7600d fe9abe
0f65cd 2bf82a 2fb5ae 518768 886687 948df4 983909 cbdef8 d2a36f d45d19
0f6765 34a9ff 46e5f8 7d8261 7e37d5 a4b1b0 c372b5 c62315 dfd6a8 fbb428
0f676a 398bc4 48fdb1 76b2ff 8a5137 8d2bf2 ac9391 bacee7 e0570b f99662
0f6860 57f549 61ac1a a724eb ad837d b20206 bdc3d8 cf2998 f065ef f7d0c5
0f6958 23f52d 3fb2cb 652dfe 6d6d17 87a223 a88490 b43cac e7a589 e9cfd8
0f6b34 13929f 44db8c 6149eb 709372 923b68 a3e718 c28dfd ce7a09 e8d4ef
0f6b80 1deffd 668177 6a12fb 75b5bb 8f5b1d a09b63 b1ee9a e135ee f49506
0f6bea 1ae3f4 21be07 863f93 92372f 9f9cff a7f231 b667a5 b7c0a8 e31066
0f6c8c 17ab78 17e1c2 61716d 6b1bfb a4a2f5 a560ef be071f ead775 fc2a0d
0f6d7a 49f40f 8509cc a45cea a83e42 b39eeb b48576 e21e06 e2d2f4 eaacb7
0f6e03 6bf4ed 7c2fe1 83874c 8abf01 af5ff5 bc146e cdd587 f587f7 f74ba6
0f7014 479a9d 58fb5a 9a2efa 9a3d9c b39b17 c5cab1 f471fd f8b9ec fa2b7f
0f702d 33f89e 3abbb0 456cf7 6b5c9d 9b8e28 bb6076 bd97f5 e2d7fc f3ba00
0f7174 3ad87e 8a9984 a08d00 a4acff a9052a ace315 bb39d6 ebd9d2 f46abb
0f721c 14ca95 6563f1 7ffaa7 937082 a0369a bd8ae7 c58e22 d6cefa f0c519
0f722c 1eb90d 6f02fc 7e5b6e 858a75 8fe479 abb7a5 c221b4 e965ee fdc3e3
0f7247 41acf2 49fdc3 8b4ed9 a51800 a8890a aba8a3 b44f85 b5d6ea f9ab6c
0f72fa 12f69f 419614 6d5c8d 78aaf9 8ed816 a09fb0 a94555 bc877c e7d1f3
0f7361 4ee934 59ac71 928195 a925b4 aa0c1a c2debf d74a02 ee96e1 ff22ff
0f738d 30b571 68f7fd 788d8e 7d7c29 9dd3b8 a60360 c1d837 cb14fc d394cd
0f7408 34abf8 7631fc 8aebf7 8c8da0 8e3656 945bad abcf4b c86563 e2a2a1
0f7466 1ed8a1 41a26a 6e1afa b167b1 b2deed cc0827 cd9dfc d7ea4e f57204
0f74fd 2ce7e4 5a6398 63595f 69b606 8e6136 9cfb1a a29793 b09efc e1d89c
0f74ff 1cd5b7 555496 904909 9593d5 a16d8f aabc04 c3ed83 e37c73 f5bcfb
0f758e 43c342 527c0f 665b4a 845bea a9d6ea b68bde bc797b c8e402 fcd0bb
0f7607 5ece00 8348cd a11056 a26195 a2a6ba b97fef c6e1f5 e93254 eeb9b5
0f7748 1fb2a4 32f6c5 6a930d 7706f4 8dcb5b c252fd c60394 e0e70b fe9cf8
0f774e 67e718 6c52fb 80a3db 8a3287 ae1e03 b68f43 c6e6b4 dac5d7 ee3d95
0f7759 6b5375 6ead0b 975802 9d7a93 9ddadb c09ce6 c9e634 d503c7 e2a68e
0f7880 56d0eb 838258 89a59d 8e26b1 b32200 b6ead9 bc74f0 c08006 f0c43e
0f788b 6926e7 6a5e18 769101 78ec08 b270fc b2b3eb ba5862 d1bbc3 ed886b
0f7a13 11fc08 39bcd9 635953 75b101 8855fe b404a5 c6e2e9 f60681 fbaeab
0f7a54 1746f8 44ecfb 7977e3 807500 982c89 a1b84c aef566 df518b eea4b3
0f7b07 36e3e7 7b4eed 846d9e 9f1558 a28bf2 b3eec1 b68466 f784b0 fecb57
0f7b1f 178df0 28dd94 4ba71d 870bef a1016a b94aa3 c4aae4 c788a0 e8dd31
0f7dd4 3e713e 60a8fe 6c0af9 76f4be a8046d b7c1e1 dcd30c e39153 fc3289
0f8048 70a928 8913ff 91befe a10769 c958ec cac37f d0e0f5 e53093 f58db6
0f8175 2cbada 71f5c0 74601c 9514b0 99b77d 9f8a09 b84bfa f65aa8 f9af25
0f839b 0ff2c8 3bb98f 804f4d 8f21ec a79d10 c02e04 d6d3fe d8ce14 e97fed
0f8493 66b58b 6c41e1 7a8237 7cf55c 9cb401 a9095b c770f1 dbc8d3 fe9efc
0f861a 7f786d 8c04f3 921c93 9adcd9 a695ec c2e433 e39965 ed37a5 f4d7a9
0f8727 1cc86d 5646e5 8c71fb 8d317b 927173 99f32a d66bad dbe2ba fa9af2
0f880a 11c523 7e5597 808aa2 9c2c56 9febde aa927d bbb7f5 e230fd eac98b
0f88e8 34d102 565a66 791dfc 978cad b3bee9 b87461 bf0f08 dce37f e2a89a
0f892c 1aca44 21ffce 606e63 7301fe 7e5381 7f79e7 9af105 a48099 e6a1d2
0f89b0 1dfc3d 7302ff 88a3fa 8f5411 b68a06 bba7b3 c8e3d7 d44865 f89281
0f8a97 30ece5 5e6161 6715fc 75addf 88966c 8c72f8 acd849 c42027 c98504
0f8afa 28ed46 2d723c 3544f7 43a810 82577c 9a8fb5 d3ccf4 dd9487 fbcdc0
0f8c02 22a8ca 61eec1 854354 9f59f8 ad7d8a bc1988 d0ed2f ea7f67 f6c6f4
0f8c6a 1fe8d7 3c3cf9 7aa2a8 87399b 97d746 9f6ef5 b3312a c4a9fd d17806
0f8ce5 3f48e3 6dfc57 8c9fb1 983d7f a5b301 c31924 c8b9fd eebfae fe3a7d
0f8cf9 5aa21c 696a56 7610f6 78ff4d a63808 be4cad cdb5e5 f578a6 fdc6b2
0f8dfe 3f8067 566a0a 6d26e9 78cae2 a3f610 b18f9c b9519b f37a35 fbb9ac
0f8e10 1ef0ff 35b3ee 505f4d 9f8e77 a223ed a7078f b1eac6 c2c351 ff2fb1
0f8f16 40bc3a 8707dc 91dce4 a5bf99 af4fc6 c20873 cb8de9 e0659f f6db28
0f8f7e 224eff 51e4f8 5f629e 60b88d 9988c3 9c224a c0f155 cb8e3d d1040b
0f9032 53b0fd 686e6a 6b27fe 8744a4 96c73f 9af5a0 a3a17a c680a3 ffc2d9
0f9204 35fcff 75c7a6 7644f2 83408c 95b056 aa79fc c3e106 cf95ca dd4576
0f949c 456561 73dafc a089f4 a9ee17 aa0cd0 c9aa90 df0814 e6dadb ed851b
0f9607 20f6f2 4eb8c2 80877e 91ca00 982b58 9a90ff a339e1 c0aa80 e3e28a
0f9838 18d043 71ff89 84434f abd0b7 b5007f b60cff c783eb e6c0fe f23ba5
0f99c0 53ccf7 6a8301 725d40 8847eb 923276 96ad12 d5e369 e9647b fcbec3
0f9a07 49640c 4dc0fd 77fe92 8d8b76 9a3b62 a7c9b1 a93deb c0bd08 c870a6
0f9d7e 0fe48c 6e2dff 744a73 816bc0 b4a7c9 b4e2de be1402 cdee16 ff2244
0fa0f1 3d66de 48e3e4 74511f a31a89 a7b532 bd8a9a de255b efe005 fda69b
0fa1e3 33fbb4 499d03 6950e2 893181 a9a674 ba3b5a c9cffe cc84a2 eac355
0fa389 15d69a 3d4fff 745361 90fb0d 973027 ac49a5 d35637 f5c3f4 f958f5
0fa390 343ff9 5cec62 725c49 735db3 a3a6fc b74708 cb8a29 cddac8 facdfe
0fa4ee 4e6849 5e9868 69d8a4 6a4dfb 9d196f ab6e0d e1d6e5 f0be1f f138a6
0fa50c 2cf914 36700e 837b69 8455e2 a10562 a596fe b6619a e3d8b1 ee95b5
0fa80f 43ffd1 5161e4 a07184 a1258b a91609 b884f4 b9cfec d8e01b ecaf7e
0fa8d6 51ee42 5d5e78 6ab20d 7b500c 878593 903cd4 cdabb0 cf4756 e1d6f1
0fa977 2267da 57f9ed 785862 808193 9b1d81 a6d48d bc8af3 d8b407 f91228
0fab83 15822c 596158 7025de 7ddabc 8db415 ae0e83 bce732 f8b5f2 fb30d6
0facf8 47995a 5f6356 7a5ddc 88fa95 8a4612 94688c a6b838 d4d3eb fc8ba7
0fad69 4c68f3 52685d 863778 90f5ae 9692fe a56a9d b55b0c c0d542 d598be
0fadb5 2ef6d4 688c21 6f44f1 8f2591 a278ff a3a68c c33269 e8affd fca644
0fadd9 26f2f2 486c04 8da6a8 8e505c a91df6 acf62c c0088f d0755b e0c998
0fae58 14760b 7536bb 8b6ef9 90b0a7 a1f4af af8bc7 b42774 ccc1f1 fdc33c
0fae6c 40eedf 6e7879 7326fa 7e4183 a05fe1 af391c c6ef51 ec85f6 ff6907
0fb0f0 28f9f4 3e7782 605950 949687 991bd8 b95429 ced692 e5adbe f2840d
0fb0f4 3f46e4 45f39f 48770d 996868 a9077f b8c7dc c19b96 e73aa0 f79f0e
0fb23b 275dfb 69737a 7ee2e8 97189e a0bda5 b60243 cf8efd d0e080 fe42b7
0fb282 48ef57 625e44 658081 9641c6 9892ff b5a4c4 ca6814 ddd5ff fdc1c9
0fb38d 217316 5c29fb 8256be 849b1f 8df462 a33f72 b28fed d3e4c5 f5afd9
0fb412 20e9fa 50701a 795358 9d9af9 9df725 b4c979 c301d3 e7248a f09ab7
0fb48f 2ff819 4f41fa 606674 874243 9a62c8 b2a5f2 c23100 e5654e edb5ca
0fb558 4c5f6c 767252 7cf929 7e8d92 8906f0 d42f04 d534c1 d7d1bb f584d4
0fb581 717321 89e722 8aa006 8d0dfc a65a8f ab0658 cd98c3 dbdbf6 f84cf8
0fb5fb 126953 3a89af 6cf117 7c1cec ae3012 b17d85 d0dbfa d3b9ac f4652f
0fb7f9 28f44e 3a7e21 6907fe 7f926e 86505b b093ab c4dbf0 c819b7 ebb1b3
0fb808 62d7f6 7f1ddf 837277 9d3184 aaec01 ac99ac cc133b cf56e0 e7ad84
0fb8ab 3a4be8 756c9a 7b75f7 8de0ff a49316 a9433b c5e2c8 d5ce5b f25c80
0fb8e0 498b58 4e5cfb 7f455a 81f5f0 82c11b b10e8c d174a2 d41b01 e7cb90
0fba6c 4e4de9 5b8782 5eefa0 765f95 96344b 9ea4c8 d51911 e1d4df fdb308
0fbdd3 22f9fa 2e8e0c 672ff5 6d6150 91c711 9a0a82 b556d8 d2c5ba f21786
0fc0bd 3a4fd9 4ffb5b 527531 7682ed 919583 93417d bfd3ac ce8b1f f9cbff
0fc0f8 226e09 46fafd 5c86a4 8c36f8 9c8f2e a65d68 b5e0ad cdc029 d4878d
0fc14e 15719d 49f653 8ba391 a61a5b c348ff cae2ba d5b8d1 e20203 f583f9
0fc1a5 205ec4 7b6d92 8d3f02 8df099 95c813 c40b59 c479ff c76b27 f89ee7
0fc1b3 3b8baf 58f0f9 6a17f4 749563 855f02 a3acfa c28706 ce0d80 f5b77f
0fc2f6 358ad0 763af7 76520f 81eb53 a3285f ae93a2 bac9a8 e8613c f3d3e8
0fc3bb 6c3fc2 885186 99e0ff a5ab06 baee02 cc67ef cf0106 d3576b fbbc94
0fc5a9 27707e 6bfbba 7557cc 933b4b b48bcc bd6d6a cfcef6 d32903 eac65f
0fc68f 46f8c9 6e4791 707b70 768ad0 7b2bfe a0e41e af0a34 c26324 d1b3ff
0fc695 207101 49fcbc 842de6 93a815 9c1f52 a8c3dd be588a c072e7 ddd34b
0fc76f 416751 775ae5 786200 838b84 8bf20b a93983 d7dcd5 e475bf f5b4fe
0fc8bc 189360 4f5c82 755eff 76b232 aa81ce ace704 b83e00 fcce9f fd7194
0fc8fe 6043d6 6c8605 6f7df7 8b4f4e a9e7e5 b1d05e b9a1b7 c00680 d86882
0fcb7b 2b7d64 833c71 9b53d4 adce14 ae1507 ae8127 ea579c eed8cd fa8de0
0fcb92 4efed1 786502 913873 919ea8 a006f6 afc6f4 d45ee2 dbdb64 fb0651
0fcb96 406863 73b135 76fb9e 8c809d 921f90 bf4024 c03dd9 c0e214 f2abd4
0fcbd9 178fe7 3c6166 763bca 807561 badfca c1a95a e17d97 e42c1a e6e456
0fcc75 558293 6e01fe 8c37a9 8eaaa8 907e09 b0f244 b54060 cb4ef8 d59aed
0fccce 6b9290 8103fe 9d32a5 9fac7f a90651 b576df d0da94 ea2635 f5ae16
0fce38 28ffe4 7006f6 8869ba 894276 abbdf2 bb8dad c25671 c40c20 f4b1a7
0fd2e5 71c43a 796f72 8620fb 8c2d98 9df959 a99a9e aa2d1d ae59d8 dcc6af
0fd481 1e7cbe 6925fc 88a1b1 8e5720 a2902e bd9aff bee026 e42874 f7cae2
0fd49d 4a948b 58605f 88764a 9405fd a594d1 a740a5 a90100 cadee5 fea418
0fd66e 407dec 66776a a00c87 ba0925 bee1c4 c575a6 e85017 e8e413 f7a7d9
0fd947 1599dc 4658eb 9b9675 9baec1 9e2d3f a96b04 b2e8f4 cdbeac df208e
0fdb1f 61908f 766752 9615c2 969768 9e1e6c cec1eb da410e f845dc fbc49f
0fddf8 3d8f4b 775b69 9ac255 9c8bae 9e0298 a1fa2a d63cea e4aab0 f30e03
0fdfb8 3248f9 587a62 889349 89c113 994483 b51611 cee87b e550cf f9a9f1
0fe0e7 3d7a8d 7e8b7a 890dc3 973962 b57adf bfdfc3 e50b39 e7e512 f0a86f
0fe29f 386f59 7d3f7c 9431ea 9aa84a 9ba1e6 c0e5f6 c7829b cf3103 e9c81f
0fe3ba 186d2b 4fa784 6646e4 6a6869 9673fe 99a541 9e5ca6 aaf285 df9bd6
0fe425 60ad72 725698 9c4f63 b046f8 b0eea8 bfa9fb e9cae8 f564b7 f70f15
0fe7af 36795a 519fd4 626b06 90ae5e af929c bc02f6 ca0591 d7dbf4 f6ce21
0fe80e 5d78d9 790be3 844d58 b0b5ff b47c71 be3591 bfafb8 c00c05 fccfb5
0feae7 299f21 4067db 5f5e8b 866f73 9cf907 a8172c b68ddf b8c773 e39ab0
0feaf3 30a0ed 648816 6b56cc 6f5a81 81b838 9a8284 a91446 bcb7af f9d193
0febc7 12a7e8 285ceb 606b9a 952a63 96b41d a16764 bad6fc ca3019 e7dd77
0febd8 61b082 9981f8 9b19df 9b1e5e b3e556 bda202 c258a2 c7aeff da210f
0fee45 296af5 5d8186 734489 9c3834 9c94d8 b09304 cae4d9 e8bef8 f98c92
0fefd9 10c723 265ede 6e7208 9097ad 911e8f a6f510 c080fd c83476 f99797
0ff0a4 50642c 50ad7c 6361fa 877681 b1a201 b81ea3 bde6fb c4e710 fe65c4
0ff0b9 3aa8b2 424af1 8276e9 8b6c0d 953242 dc1a7f e7af51 edcffd ee747e
0ff193 6c25ef 7a6eff 7d66a3 8b4c65 a4b415 aef200 b27e61 ba3412 e7a6dc
0ff1e2 1e9182 485e86 81bfa4 9039f3 ada0de bb8213 cf2353 d6e194 f0b10d
0ff1f9 1465ca 2f9ced 5a6153 88aabe 98a64f 9d581b bdcfbe eb3484 fed778
0ff4fd 6fb5fa 757ace 7d2fdc 93889e 95e448 9a2858 b1756a ccb4bf dc0f1e
0ff779 4fbd12 8712f4 92479c 943c04 b357fb c0b4a6 cd0f59 dd65b4 ffa7e2
0ff7df 20b7d4 5929fc 6b7909 82a497 986390 99db8b a05cfd ab1151 fda911
0ff7f5 30916c 7225f9 87422d 8755ac 94adf4 b38526 badd9f e1c02e f268b3
0ff979 2f93fa 496238 718b4b 8824ec 8a677a b1d0c0 cca216 d5b2eb f729b6
0ffb5c 537b5c 77a778 830bf9 941c98 9573cb c2061d d3e0d7 e25f0b f7a5f3
0ffcc0 5a5191 5cacbd 5d65f9 89d50b 909931 af4663 bc0806 d4cbff d5908f
0ffcf1 2d42fb 4cafd4 65597e 6d6cd4 a76d7a b0e292 bc092c d0afb4 e99a1f
0ffcf8 2d7126 42b7cd 7f23ff 818f02 9553bb a10572 aac038 ade2bb fb0479
0ffdf1 3c69e8 436a58 53af2e 81828f 983d91 a31f05 ab9cff b3dd5c caa897
0ffdf2 1e69c0 29adc9 3d660a 6b9f27 906165 9c2677 a3ec1f a7a19c ecbf96
0ffdfe 21c4bc 33925a 4c675e 7eb238 923b14 96f232 996096 d1c494 ea1bee
0ffeaa 4a664d 54990a 5cc957 992f0b 9e98b2 9f29e2 c5c7ee cb62fd f81287
0ffead 139e90 5c7002 7056f0 988ddf a5166f b2e71f d89d61 e7bbf3 e91d68
0ffee3 146c85 8bbcaa 8d615d 8e18f3 ba72dc c9adec cf3113 f0d521 f27609
0fffe2 54cc9a 5540e4 5a7274 8d9da7 9f68f6 aada1f b20b3b d0794d ec99f6
0fffe6 25685b 4f99a6 7f4caf 8b8659 a3c8fd a6b19e b30d18 d78809 ebcf74
1049f5 15ffe8 656141 69c7ac 6f8d7a 9b6d05 b69f43 bb1393 e3d669 fb88f6
104af6 11ec9f 4195e8 775a17 89b7ad 91875f b72a87 bce42a de8a23 fec7ff
1050ff 10fe1d 30bc2f 5f7d58 6c5261 a0449d adcfed b72904 d16db5 f1b08e
1051e8 1096d9 17fafd 377a1e 88b6b9 a69c23 a72373 c1cf09 f34b83 fdba96
1052f2 72867e 7a6589 7cf6ef 87b9a0 8c550a a4064d bc7842 dfc940 fe54de
1054ef 5099f6 61dbb8 789267 aa90ad ad2b72 b3e526 cc0a06 d19326 ddbce9
1054f1 469ad4 7d3993 8cebda 8faea8 af5c8b b81523 cec838 cfc1ff f94c6a
1056fa 22e412 588cf6 744c56 7a6890 829a72 a14829 ab8fa6 b9c9d4 ded1a0
105afa 18a5dd 714e9b 86a1a7 9c6570 a31928 a3f912 d5cafe d8baa3 eb7d4a
105cd0 17efc2 338bfe 388e12 4f5b70 746559 84a670 a4c2f2 bd71a2 dfe55c
105eb2 42e5f8 4ca0c9 99356b a96f7e b8ce35 c20e38 d66a0a e998a8 f7d3a7
106496 16f1f0 67757d 79aec8 9d52fb a6f39b a8301f a9b4a0 ef5458 f5ac2d
1066f3 42694d 6ca1fd 745897 9bc78f c07493 d73c05 d9e85d ecb2df f88e0d
10695f 16bb15 22f820 815bee 854c96 a289d1 a95522 c899a7 c8bcec fdc8af
106967 32a074 40eaf2 7fab02 9079a7 b218ec c098ff c32017 e4de6c fb99ae
106970 4bda67 6a8d64 854bc0 9b4720 a68801 b5a9a4 d4e2d1 dc61ae f5aafa
106a65 21f5b0 5189f5 7a36d6 94aee0 b23f2a b5999e bdda21 c1e1fa d67a3a
106b55 5e915e 62c398 705abe a77da2 b28df5 b41317 d57d02 e2d5de f8c631
106b58 29f0b8 4cb93b 787328 7b2cee b6058c ba798a c5daed e5e42f fc29c7
106c2a 53ede0 6a8804 7aacca 9a12b1 bbee93 cfb718 d639f7 e4318e f98688
106c5d 169993 57c83a 5bfe87 697a24 893fb2 aa7fea cdc2fb ddb7b5 fd1386
106d92 148cf9 45f2dd 619a77 666a6b 7809e5 a19dbb b5f269 cb4003 d29e07
106e23 840cff 8ae89d ae57f9 b5a2fb b70ea1 b89889 e0d4f7 eb5cad faac2e
106e55 13b116 4cdfef 6a08fc aedd95 af648a b03601 e214c3 e694b4 efe01a
