# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
a62c23 e37a34 e2de3e 65756e 88e0ce 5783de 0045fe c4b5f7
923d19 868f21 bbdc04 97e4e0 60a9c4 0875c2 795370 e2818c
9f7b06 3bea6f 08764d 1da981 8884b5 6b4d86 ae03fb e7c7e0
7b5520 c8c907 0bb86a 6a7874 69eace 0876a3 7104f3 f188e5
c5a9a7 af7756 6c5e01 68dd3a 0876e8 8c98c9 d9dcf6 b11e71
945150 e52706 dcbc7c 5bf7e4 6b9f9d 0877cb bfaaf2 66516f
7c591b 9d9d09 6bf36b 30b888 0877f2 646b8d beadf9 f0d1e5
55d328 739973 087b20 cab0fa 712bd9 d74dfe 967999 f5b2c1
db583e aaf236 84aba6 087b7f 773dd3 ddb9f0 cb6aec a81a1b
8e9054 8ac300 4b6d59 68efb6 087bcb 645174 e4aae4 b3040d
bbb24a d2ed05 087c0b 1cebb5 acbcd8 7900f7 b456e1 c04e78
e8c3be a2a400 c4f00d 087f1b a6b5e0 7e78ce 62587a e45c77
ab310c c9bf29 0ec38d 08815f b4e7fd 8e7f9e bb30df ee79f8
9f786e fa4410 efb67c 76f0d3 72b2b0 0882e7 655373 b61c1e
e2a340 756821 ade8c8 4e8272 0886ff 6815fb aea6b7 cf29ad
9f3903 c5801c fabb27 d7d3c1 789071 3f6352 4bd4fd 088bc7
c22d22 fe6c0f 8ff46a 8ab585 088bfe 707683 414cd2 d5a1ca
e9d89f 9c9885 6c6a5e 088d08 26c233 c4d3db 6537e4 bd5fad
748e05 c0e33c 088d62 79c7f8 6f37e7 704b7b b080a5 feb4b9
955713 d3a439 8fe8ac 088e77 9ca2c6 dcdbee 742ef3 8961a4
cd1009 7f5c5a fe9709 a0b3a7 088ea3 afe2f3 663fbc d582ff
a44c35 e2824e b4e6cd a1a7a7 657379 088fe5 8114f6 ebb1f4
e96e2d 7a5237 f0d981 b8ddd0 08917c 894ded bf93e5 ab078e
c9530b f69d28 66745c a3ded7 0891e4 504acc 814c77 a4829a
7f4846 558817 cee2d2 0ae354 0892ee 524bdb 736385 c797b2
d8bf3e 089606 5de3b3 d2dbf5 93a2df 794fd5 9e0175 9e6073
d9dcbb 49cc45 089633 1757e7 8d85e8 746b84 d6a3c0 84424c
eab4b2 657416 98c406 2a6a57 089899 a2ebfb b915e5 fc57fd
e5d9c7 7dd14d 089a2a 1748fa fd98f9 ca5dbe b29aa4 775b65
7e5426 96a531 bcdf15 58f8b7 089b75 726092 b464f2 e88dd6
089e22 bfe1c8 15e758 777b95 b50eec ccaed2 ef60fc 765758
d9c401 4a622d 92c99f 089f33 45f6ed 6a4bd9 df6ed3 96396d
d39f93 cfeb0d 08a03f 45635a 9ad4e2 a998f8 8712ea a152b0
dcd2c4 6b5e3d fbbf14 08a12d a9c1e7 6246af ab79f2 b45681
c4592a cbbe5c 8b9e81 cedcd1 08a1bb 43ddfc 2850fe 756a70
f12f11 fa9b5d aeeabe 08a1fb 555ae0 cfb9d9 9e6896 923950
1e7113 28e846 08a25b c6c7fe 6421f6 de43d0 7d5f6a b7a8ab
f2908e aaea48 3b820b 08a2f6 8f8ba3 764dcc debeda a12e5c
acbc0d adedbb 7eb095 08a2f7 5158d7 f6c1e8 9b6586 db4248
b05e4c f58731 fadd1b 53e7a1 286a71 08a3b8 d6d6e5 8446f2
f29a57 4c7048 87eae7 08a4a2 6a0bfc 9d59ca d18dfb a70f75
e6bbaf a8ce29 368d02 23fafa 08a4f7 853dd2 aa076f d16591
fdce23 95d192 08a53f 595a67 aa15ed 959096 e3dae3 e27fe2
ad7f70 fa8827 cde294 51691b 88d9d5 08a5cc 6755f5 9f3e6a
776725 9a990d 72ee80 08a778 884ee7 ded9dd f979ca a52174
7d4f1f cd7700 c8df7d 8eab97 8ddcfd 08a7fe 3363aa 7a7481
c6eb88 08a852 2961d4 a78cee d2afd0 89337a bf5f94 b20710
c6d145 42921a 8bf0f6 08a8fe 6441c9 7d6687 f399b5 8f474d
bb800c d4bf81 858a81 4e6540 08a9d3 c1dbec 6363ec 844a89
98371f bb7502 c8c44a 74766a 2dffe6 8cafb8 1b718e 08aaf6
a98b58 aad510 45f0e3 08abfa 728fa3 246dad 824d63 ab001c
5a6826 08ac2a 18e967 bad0e0 7260fb cd87df 83398f c6567a
d19a57 ded607 5b671b ccdddd 08ace4 5e2bf9 949197 a73a9c
ad210c af785b f4901d cbd993 b1e4e7 08adbd 6e5cc8 804464
973500 666052 499b4e 29fa7a c7cfcb 08aefe 6d58ca ba85a9
e4d9bc 1aea07 08b021 47614c 84888f a9b8d7 7f21df ab59bf
94962c bdc976 176c2f a0eadc 08b0fa 7c4cf9 6b5973 c97f97
825531 d0a737 14fcbb 08b296 367377 beb2dc 750ee8 e632e6
838177 c3ba4b 13750a 73f4c7 8eb0b5 08b2fe 6564fd 8f4d87
bb9170 f9c71b 347e0c 9bcdca 08b2ff 752df7 e23aaa 85676a
a9341d b1871c d9cc50 08b37e 2dfedc acc2fd 796a7d e315d6
ab3231 ffb19d e36219 d3da06 a2ebfb 08b3f0 7d899b 882aaf
decb24 989e47 59733e b4e0df 08b4ec 2c74c3 7d4f6a bb778c
f5d2ba 8be810 7e8975 2b7227 08b50c a153f6 6c507d e079bb
db9804 aadf8e 38863f 08b58f 654eac af96cc f5cbf5 875a74
c8a7a4 556405 20f41d 08b73e c3ddee 4a59c4 9184b6 d53075
fabd1e 6b7f17 366850 08b77f d7dcdf 9c71f7 c09fd4 99698d
a76c69 c1a95b a5c4b3 8aeffb 08b7dd 7369da 655770 ce1016
fca39a a8d921 658d14 60f1fb 08b9ce 8928d2 dc4880 a21e48
805e11 cbc29f 889c19 206d75 08b9fb c6dfea 7557cf d883aa
a71607 c87112 767c63 b3d894 18f9ef 08bac3 1379ca 864a7a
595a57 7def36 1d750c 08bb57 869095 d3d7e3 cf82fe a239d9
93482e ad8232 c4e05c 08bbb6 7cf4fa 5e717d 5330fa 9162cb
bc9331 dadd2b 9ac1b5 6e8e91 08bbdd 9350fd 834996 c01e56
937a7a eb4116 89cb6d 08bbe3 096fd6 585870 f2ced4 a03334
556824 5dfc25 08be0c 695bcd afa4d5 934a69 cf6e7b edb8bf
b9e325 5b7533 6fae2b 08bfe3 6169dd 903d76 a77e96 e1b1b4
af0704 f75616 fed851 08c17f 856af2 baadc7 7c6291 904e57
df9135 dbca9e 5e6639 80a7a1 9beeec 08c1fc 5862f9 9d4791
d33b0f f6b601 84b277 a0e6d1 176955 08c3f0 a739ca 8d8390
fb4f26 665b49 97e41d 08c4a0 3f7190 7a2eec e36de5 eacfe4
96422a da864d eadab5 b1e932 08c5c6 3a778f 8326f3 bd71fd
af4c21 d8ae6c cad4cd 8ba29a 4b605d 08c5e8 6c5ffa 88759a
88f80f 5b7f40 08c75b b9b7fe 9f69dd 9a3d78 d06e91 e2c0c2
edd2d1 99691f 595f53 08c807 828d82 136ed8 b20f87 e48ec3
a14610 dfc21f 5a5c56 7ead70 c6e0c2 08c8d5 6b6bd6 9f7c90
d57419 74522d f8bb0a 08caab 666b6d c3def2 2760da a18df8
ffccc7 496d30 08cb1c 8d9796 cdc1e8 d976fd a43da9 695262
5e5b48 a2e786 2a922b 08cbb3 e9d5fd 8b03e9 e83df0 9d5c89
edc9c7 ca1400 83bd69 08cbff 8177f1 615b90 ab86ab 824753
ac1110 eb6748 ffbf07 08cc9e 7196a5 8461d2 cdbde9 95486a
b5766f fe8136 e0c5a3 2f691c 08ccd6 674efd 9785fa 8b3994
cf3937 aadfa1 08ce09 7f9a94 5a6278 8744c9 e294dc ebd7e9
c60908 f17148 d5dd70 08ceb0 b7e6fe ac96fb a543fe 675b66
d4c6b5 5b6a1d 08cf04 1a67fe a8b0ee 9570a9 a70569 d2686d
f75a59 ba2e10 fdc083 a1a9a7 b7e8e5 08cffd 5b5f61 b35ebf
58620e 08d05d 25705e 8d9998 903cee a667af ed8ff0 e7d0e4
08d10b b0dcb2 1a7b47 909292 6528f6 9d5ba3 cf8ad5 ecceee
b56320 b7dcb0 08d11f 3f4ee8 9392cf 5a5385 f6c6eb 856972
bb2b0a e1a41d c4e29b 2d9864 08d3c8 546285 983cf8 c27ffd
d2715c d7c193 bced01 4d6216 08d3fb 7570d1 95869a 7a4f6f
9c3300 71a53a adec6f 4e7056 08d7a8 1854fb 8266a5 ec85e1
be5f17 ed9f26 909175 acf1a3 51675d 08dbcd 2758bf 7b95e6
874f26 d68826 d4e77a 98c9ab 2ba2a3 08def6 6c5fcd f11b74
c34d36 a5b392 08e23c bfe8e2 598da5 8e3ff2 f1a5fc 795762
b9481f f97b01 e4d59a 12a687 08e3fc 8f93bc a656f1 6b5367
8b461b ca6901 b7a47a f7d583 5a6862 08e4ee 6c9eb3 82549f
b52518 cf8b26 a8a892 b8e8d8 08e4fd 6b8fb1 1063bc 5c576e
c06965 b6b12c a5cdc2 08e4fd 19a0fc 787b9b 5353db a9081b
dc3d30 ded3c8 86d501 08e4ff 26a2f1 2d5dbd ce81a2 815e6c
869603 08e74f 58888b 1f42ff 67529b c97dd9 f9c2d4 c32d54
9f7b7b 606a0d cce4af 08eb0f 3381fc 8996b4 f0c6e3 7f4460
ac773b d5b511 a4d4a7 08ebe8 8d8dc2 635df3 75558c 913641
f7afa2 cb4e30 c6e823 08eceb 2f656a 97a2fe 8213fa a48a9a
e9a694 e85617 08ed07 319ff1 979aab d5cbf2 902bfc 953967
b3d836 08f3b9 3493f8 3558ac f4c7fc a9325e b296a0 fb4153
84662f b0f10c 28b76a 08f59a 496e81 7a00fb c8b9c7 ed67df
6d7851 72b654 c1eac1 08f627 3e8dff 6f30fe 9e64a3 dcaace
d4e808 728c0d 08f8b8 10b69e b3cdee 576cc1 b291ff 7c4965
d74432 f5a598 9adb03 08fae7 39a1ec 565edb 977e8a 854152
9b8b67 815d07 a8e520 08fbc3 728c9d 1581e1 565783 d1badf
f0b6af b04124 ef6f33 08fc2b 0d99b0 c5ddf4 6a47d4 6b535e
ed988b 958b07 08fc37 437552 c0c3d3 8c8bdf 8f0cbb bb3c8c
c98b89 95a123 18771d 08fc61 b2c7cb 2690ee 6f2ae3 d13b9c
fc9290 e6d815 536c03 20ae16 08fcf5 5636ec 997aad b03d66
9ca21b c0db07 687620 84bd9b 08fde0 9b5bc3 f48deb 9e265e
c42b00 56cc1d 307759 08fdfc 6e43cc a477d6 6c4d77 f99abb
f46721 dbb8a2 08ff04 2e9ab4 bed2e4 4a4de6 846a6d bb2029
7d5b55 c32708 f26c0b 08ff78 39bc78 515977 826ef8 d28fc2
b9b93d 1e7b15 58a97b 08ffa9 bed8df 6e3dda f751ee a44f8a
f3cbb8 49e93a 34862e 0949f4 8977bb bda9ea 745663 c68290
e6907b e4e249 6b7607 b3d9de 0949f4 c8a8fe ab6bc3 a12b57
f7b4a4 a59025 c2dc09 96b1c4 094de9 5f7abd 755170 a84c50
bc1407 bb7062 f3af0e 56f2a2 18b4a3 094df5 857abc d8b8f2
89f06f 0ab102 5c7072 094ee8 dadde5 ac8afa dd91a6 a03536
f2db96 53c32d 26853f 094eea cfd6f8 a377be 7c5368 ed9aaf
e89270 975b3f e4df41 b6cbc9 69c3f3 094fe3 6482dd 8c8893
765852 b9641a d2b93e 989d9a 9dd2de 5b8be6 0950e7 6d6a8d
a7ee25 426503 69b411 0952f6 bc95d3 f1d0f4 976167 f5999f
ab854c c7e422 44eaed 6d7d8e 0953dc a97cf7 f79cad 8f4e54
e18f53 f0e016 5cf2c6 0955ff 7d7bc9 c7bee3 99607a bf103d
7d6a6a b62008 c58032 f9bf2c a8d0a7 0956cb b67def e6cff2
eab638 776f3a 2e9a83 0af2c7 4e616e 0956ff d2bcf8 b676cf
f4850e 506c0e 7cfb8a 0957d5 b1bbf4 7981c6 ad496c c4a8ae
e7dacd dfa458 679ff3 0959f8 b7c8ea 898c9d 7d4a68 cf323b
297e01 20ba1c 37fb6f 095af1 918fad 635376 fecde5 9c7374
ac2725 b29078 f28216 edcc9d 92f1ec 095bc7 a7aee3 8b5577
992d27 82716f f22901 f7a64f a6ab9c 6af6f0 5c9ae9 095cd2
a45032 a7a156 d8dfb2 73ea2a 095eb5 878dfe 6a6473 f296bf
f0cfb8 746c51 729717 17ea32 095fb0 887fff bcaff8 d985a7
8e6562 be2c05 9a9f4a c4d743 9ae5ea 389cf8 0960ef 555881
c89753 efd41f 4b6343 30ffbe 9bbcc3 389fee 0963bf 8a627f
944e02 f5d50d 0eaf68 11f19c 096674 a9aeb3 6d3bd9 946fc5
784d38 fe7f32 928c7d fddc03 48e2a8 607489 0966e1 c2b4e0
d6c208 3f9252 45ffc3 18c39e c4d8ed 0967f9 675093 b476ac
d5c7b7 78a414 9ff438 4ad4fc 0968cd 853b74 de5986 aa2425
c9d637 5b6a09 689c62 096a52 25d1b7 8427fc ba73f5 c42898
e74117 86f16d d8e0d7 096b79 a713e3 aea8af fd9cfe a33743
dfe44c 50990c a3e8b3 096c4f 297cf7 b2adda 735f8f c8919a
fa8e24 cce89f 096d16 55a580 57f0f2 636176 af1aea b888b6
766605 8da83a b2ee9e 096d5c 8109fe d5bae9 e431c4 d4929e
814743 c0ec08 6db82f 6ef09f 096d79 d01ee7 e4bdd8 999698
a24e2a fdbb9c 9bb32b 096df9 6d9ffc dbd7e8 7b458e c57e8b
7d4a2a b47230 fdb11d 63cda1 096e69 8159fa e7c0f3 9e85a4
dd6a5c dbd41d 097000 87c6ae 7087a1 ce82fe b717de b80e69
a8a042 dada08 09700a c4e0f3 7bb2ea 9868fd 894979 c56e8a
e17f69 eccf43 097022 72fbba bbc9d8 6d5afd af7dc2 864a92
a21e08 a2811e 73fb86 097052 2eab9c a27ae4 715797 dab8dc
f87f5e fcd42d 61643a 46efbd 0970b5 8a949e 549ff4 b6c5e0
946b52 cdbb4c 40f3b4 6aabe2 0971e0 898d96 ced9f8 942c67
d0bc2a 93890d acdac4 0ea679 097263 2bdef8 948bd5 812eac
ffc649 097317 77f4e2 0f6af4 ababe1 8279a3 a30063 ed5f65
8b4206 b87308 f9ae2e 2eb693 097370 91e0e9 a39df2 766dbe
e2501e dab70b 7b9984 57fa9f 097372 bdc2f8 ba2fd0 ad0409
b67c74 ed6a11 c3dd14 24e4c0 0973b8 9ba7cc 5d5669 a72f34
f5cb15 5c7725 55be71 84f8b6 097469 c2cade 7316f9 f932ae
d9af7a d0e620 61edcc 097573 94b1c7 770fe5 b64dc8 d51b25
e3e101 097615 43c25d afdee1 706aeb c89dee 9f1374 ac7190
696060 bd5523 e3a40c 92e19e 8ba299 42b2ef 0977d2 dddaee
d2e28a 10ad21 097916 a5cce8 7651f6 9e6998 99225e f08c9e
a22002 e5cf6e 948f1a 097a55 8bd9d3 62a0c2 6254a0 e19092
ce381e 9ba76d bee2a6 42e103 097a79 c438d0 ecb2d2 903745
90827b c7da1c 40b343 097b1d 9cedc3 a813d8 665362 dc95cd
d9984d 097d09 74aa9b bde3e5 cba7ee 8c72a4 8f13c1 b10169
b00202 c1dab4 3bc335 097d53 7df0f6 979597 d552d4 a4228b
cd3e19 dbdbd7 7de570 87aa89 097d8c c262fd 8b0cc7 fc9af7
986c58 65c754 d1d5d3 097eb2 90969a 661cf6 e293fc a42b6e
c5be56 8e8e7c 9cd1e1 3d668f 097eff 7a95bf 5a595a d00515
6ea80b 8ae100 097f3d 9a55e4 fc86f7 f4d2ef afa7ad 774e68
cd5346 9dab9c 10f486 c2e0db 097f92 a06afa 792dcb cc9cd7
f69586 d44f37 b9e931 7ddbd3 098181 b098ff 8c4dfd 82444d
a8d82d 098215 26b67a 31f7bc 8c75bc 732de6 cb9fbe 8e5168
bcab2d 09854d 23fca9 83afa5 1e99fe cbcefc 7126f6 b94aa2
aca13e cee145 526a04 098564 abebdb 5abacd ca3fee 912883
b07e1c b4cb20 5b6232 7df0e6 098696 8da4e9 9931e3 fe9497
f2a426 a4d2a9 098740 859594 5b9afd 6e25ee 73648a ddc3e6
fb8914 646e3a 86fb82 d2d6d3 2bc381 098a87 762fd9 c784e5
e9ad5f 909789 098b1a bcd7dc 5dc2fd 535b64 5c3ffe c453b0
d18a1f fad02a 696953 bfd3a7 709595 5ccbdf 098bf7 475d92
e5c098 64bb08 098c40 505f5b c5d8ec a98de7 9734f2 d64499
f6b9ae afb60e 188609 98bdd9 098dff d81ca8 794a61 bb8083
e8d403 55c281 098e43 c6e1d7 a19be0 745ae5 a90464 cf5a97
9f3e04 7d9b5f c4e9ae 3cfd09 098ffb 7232c7 cbadd7 8b5a92
e47a0f 73f335 87b482 257444 0992db 6532dd ccb6d8 a23c87
8d4f08 cce14b 81a011 09967d a3c9d9 7f55ff 6a4f82 c385ee
f0c9c8 e97f1d 7a9979 4ed2f2 0996d7 5e42f4 70667b 903d3e
f94646 973129 d6cbb6 a4f659 0998ad 45d6fb 625e66 9902db
94c36b 5dff07 3b6d2e 099976 aa94bc b739e6 66526a ebbfcc
c83705 cad90a 91cc97 099b6d 1a6854 69648c e106f2 d990cb
a2581c c4ac6d d6ea17 838885 9ac1c5 099bf0 5460a5 605663
6b6a22 1cd87e 099c7f 5753cc cac7cc a97ab8 f49eff 95276a
946356 d93001 a5f43a 9ab774 099d93 20637b 8871ce d7a0f7
8d9b7f 7fd343 099e08 276928 8611ff ded8e1 db8fed da08a0
e1d20e 94ad82 09a012 446655 a1efd2 a730af fb75e8 a0859a
fcbc3e 555d46 bae6cb 09a056 947ff6 831ce9 bda7cd cc4593
f8cb83 446712 09a211 89918c b4c6bf 2fe1ff ec30f1 b01087
7d6554 87d958 09a21e 2f41fa b487f9 e2bae3 f41da7 db8c92
c10e0a eebba7 ad9059 a9f430 09a2ac 7301f4 a458f5 a95370
e1afa9 696300 61fc6c 09a552 bec3ff 8361d1 a38ba3 8e3963
75554b b2641d a2ab7f a8e602 18e5e7 1f7782 09a5e5 8525ed
e2a49e d3e003 09a749 55746b a4c6dd 8a22f5 b355ac ad030f
be2400 c8c162 a4d4bf 09a7a3 16effe 604f99 9876e6 b36166
e59b88 9a3206 9a8a09 98de20 397e7c 09a7f1 ded3e7 a315da
b51909 af725e fdca2d 88f7ac 528392 09a9ea 1750ec c6b8c6
eed4cd 6f9e16 8be34f 167526 09ab97 5b5862 9a39c0 ce84e7
992e2c f9bc05 7cea9f 09ac64 d2dbe4 3053e8 6a5e88 b29ebb
d7d905 416b10 09ae68 33e6ab cadbf3 8278e6 83648e bb93ac
7f584f cc571d 74f17c 09aef8 535c74 2e62ef e6d5f3 b8809c
3c7423 11ef2a 09af1c 1c4ce9 9e9def efd2f6 947195 f88694
c33900 90e02b 09af73 c6b6fd 773eec 9d7bcc 735084 f1c7d2
a49554 306906 7ff438 6f9893 09b2ee 1873dd a82185 d9c8d4
e0b34c 42712c bce3c9 09b3fd 8798ab 4573dc 863d64 f34271
deddd4 5d8b31 8fda5e 09b48b 4d63e6 a670a0 f796d5 9d3758
b33c38 df9c32 baeda6 09b78d 5a818a 2346fa ba91de f2c5dc
a91f0a 9f8c62 bce101 90f4cb 09b7b3 1179c9 f7c2fe 88545a
dbba95 8dab1d 108e4e 09b7f4 cdd7e8 8253da a43672 e75fa5
a9310f c5c09f a4f656 748965 09b911 46dff6 d440c4 794a6c
b22b26 d3c94e 17f8b8 09bb93 607b78 d5ddf4 7e44a3 c664ea
d78125 7b5202 cfda08 9ecaa6 6bf8f7 09bbf8 5367a8 7b757b
dfdbd9 52f637 368534 09bc1b a4afc2 d440e0 8c338a 88737b
f2d7a9 60751d 09bd18 1a6b56 aec9e9 857cd2 8714e6 fb7fa7
6f5350 d77760 a84306 f8c20f a0e7a3 09bed7 6e6a8c b62bed
9e4214 cc780c f6c011 b0c9ad 538970 09bff9 2259c6 9b76a3
6c6203 09c018 66fa7e 475f62 818d91 c6c9cb 3b77e9 ef94f6
9c928a e7cbb3 8ece3a 4e8b21 91f1f7 09c0ea 7d51eb 973265
973216 bbe5bb 588363 09c15e 7e14f9 786582 c055e0 c6a5c8
cb150f ecc8ad 957e68 74fd25 09c21b 8788b0 c1bce1 8d24a0
b2b813 588402 52fd97 09c285 9172a7 8f0ead be0f65 fdb5d8
a43126 c46e0c b5d565 9ff1cc 389280 09c8c3 5c5096 967dea
a08f84 d9c2aa 785e29 7dae34 88fa18 09c8d5 4a7683 cd1fed
984d03 99f148 09ca85 3c6a61 b38bfd 8944f0 ffcbf9 e64ea3
bd524d d9c39b c89126 b2e50a 09caf5 6f7cd5 968a96 814876
894406 af7d24 99e14b 09cb9c 1d9288 8f32ce f762f4 e5cde4
e4dcb2 1a8e15 09cc26 b2d8f5 6a676d 892e98 eb3dd4 c18c94
57600c a7ea04 09d071 6f6ae1 ac9ef4 d4bcd1 b3158b aa7683
ec4d48 dfdbc6 90da51 09d0ff 6a23f4 9c5aa7 e984b7 b20f43
a81f04 e0c546 639450 b1e0bb 09d3ff 136ad4 fa7bbc 8c4c62
913830 db4712 09d55b 709d88 0a6d6b c6d8f3 a937d8 df71cc
be460b 829376 09d701 1e6c6e b8cff8 8c3ec6 b483b2 f6c5c6
a3371d a88a61 09e55b 96a6b0 3691ea 667280 4143ec dbdadf
f2ad98 953610 e25e18 b6f247 5f7961 09e6e0 c08aed 7d4aa6
c7dabc 09ea03 248eb2 723ffe eab7ed 814168 a9292f d46c6d
9c8b18 bbdba7 09eb04 88a5a5 2287b2 6a2ede fcc1fa b0324f
9e912f 09ef43 2d6e40 4e7eed 98adf2 d8d8ef 695073 fb6d99
7e5304 c7e780 5aa08c 21735d 09f0ea 8550fb b792fb 906ba6
b02921 febfb2 b88e81 ea601c 09f11a 67717c b6b8f3 9853dd
ba2611 abf420 76bb29 09f3aa 5c766f 0d4bf1 d4bfdb b371c9
f3a856 5cb199 09f4c3 2b7b82 ded4ff 7731c1 f743c7 d7014c
fa482b ebcd12 92c4b2 09f5ff 4b7b83 a042f7 d87ae7 b02e4c
b5a09f eb7c2b f9c580 26703e 09f6ff 7699c5 7b4ed0 714b77
f47f3e 8c4213 adf331 909794 09f7b1 6572d3 7a557a f7b4e1
dcd6af 90a933 09f816 24864c bdc7fc c055f6 854774 f380b3
d87514 656146 70b582 09f87c 5877bf 8d8996 d6b8f6 8e346e
c7ac1f 2b6e32 2cbd92 09f8ff 0d5bf2 7872aa af9afb 714c64
b2690c e29c41 09fcb4 60a893 26685d c4ccea ba8df1 8866a7
c21b02 ddc258 80975e 95c8a9 09fdfc 3d7ded 794a70 ae7491
d8a260 968100 09febd 86928f 1d89b6 b0d0e0 830be2 b7264e
a5612c c7da18 09fed8 535d6a b7c4ff 4a4afe 8c6db9 fe7e8b
fc9f8a 997d0c 5f5f41 cce21c 09fed9 77beca 5970cd a83779
f9cc05 586312 93a642 a7d8a2 548b69 09fefb 62b3f6 ac0fc0
7f661e 88d947 588a7b 09ffcf 635e7e 5839e8 dfc7fb c981ed
ccbeaf b98f44 6b6017 59f15c 108f84 0a46fb 9fb0e8 7067b3
dc560b 756b58 a0d228 32fcb5 0a47f9 819cfc a21f84 d092ae
b00b09 b6b901 56905a 71edb5 0a48f6 c2c6f4 d169c0 7c6075
f8aba8 ae9625 ced533 616c4a 7ef5f1 5e8cb5 0a57ee 863a6f
b03b1d d47b0b d0d6cd 82e35a 679889 0a57ff ca92f6 8a2b8e
d73913 f19413 e3c993 2e966d a7ebe5 0a59d3 656d81 a7a2cd
a38873 95561c 60b516 5cfbbb 5c7687 0a5bd1 9b8cd4 e1c2e1
d36c06 fcae30 e0d1b3 778a77 58c9e6 0a5ce2 866188 8f393b
9ae225 0dc693 0a5cfd 717079 ae86f5 97199d f1abd9 f33941
fcc7b3 b0481a c0905e b6da24 94d0df 0a5fd2 708bcd 7e5d71
b79e1b dbe326 72bfb3 737f8d 0a60fb ba93fb 794086 ce0e4a
b49382 d65910 d9cea6 39df17 0a61d4 818ff2 bcc1fc 724d69
7a8349 b6d232 8cdfd0 2f665e 549399 0a62f9 e687f6 a40599
c1b612 5aedc9 11a595 0a63c3 978be4 cac2fd 655567 e61428
e83e21 93726b e1ad5c a1b2ab b3e4f1 6493b9 0a63ce 545d77
edcb2d 3bfbf2 30a5fb 0a64c8 6d627c ec7a9a 9d2243 e80026
7d5625 44fe43 17af25 0a67f5 67749f 9a96fb e4c6d2 9d8687
7b660a c6a908 c2eb9b 0a6864 6eedeb 67a2a4 8a18dd c255f4
b38819 736637 b1d61c 9aeae2 0a688e cf9afd b040fb fb7aa1
b01001 fd8f1b 8c785a b1bc90 10e3e7 4ca2a6 0a69bb 585868
8dd886 43a34b 0a6c16 325afc b38ff9 edcdef 9a5984 d394ab
765e09 988e52 c3cb94 9df005 0a6c55 9196fc 755ec0 eca5c9
cd5f16 f0d2b9 aba091 68ee10 0a6c5a 608df7 cdd1f0 844899
cd8d82 fac7a3 82c711 2e6b23 d6dde5 0a6cf9 938fad 705d77
76d85c 0a6d0b 8a9595 9351f3 ee81fc 874a87 d9c5d8 f90c59
f1cf07 a89608 0a6f24 9af2cd a1b4bf 0d76fd ab1f6b f76085
6bf291 11b144 98aca3 0a6f42 7363fb a02d8d fa7ce3 f4d0ea
d1661a eab80d cbd2cf 1fa59a 0a6f83 8a47ea c27ae6 80464a
e8bc9c 9b9b27 b2e10d 2f6d18 94e5f8 0a6fdb 999ced e5317d
a3351d c18713 a2f1b7 5d8476 0a6ffb 63a3ff cec8dc 8c5796
947306 a7a7a5 63e550 3a6648 0a70cf fe80ff edd1e6 a82383
d69b8a a06401 b9d951 4b6253 93c3f2 0a70e1 877494 fbd1d9
de4501 cdeb44 0a715d 0da78a 9dcccb 7a769a 9e0bfb ea87fd
88440b ddc61e 959e60 416c59 2cecc3 73abb9 0a71f0 76648e
b03904 e86a16 77b48d 64ffa3 0a7258 dad4e1 cc94dc ab50b8
c5890a fbc63c 5f6311 33a676 69f5c4 0a745f ae96b8 b528dd
769100 a7d575 0a7539 73cbfe 807ef3 6d4b7e b58696 f4d3d9
a34d01 c38a33 9eeb8a 7aaf91 0a755a 9875e2 723cc0 dbc0f1
dc4f4a 983a02 dab01a cadac1 1fb3bf 82f0ff 0a75b9 5a6471
ba6d5b fe8e4e 1b7104 65fdb1 0a76f6 9b9a9e e8a6fe 81647b
943827 958d89 d3600a e1d9d1 5edd04 0a77a6 acb0d9 6c5c63
a8d75b 5cfdc8 0a7a7a b491ff 8d5cd0 d797ba 9e2647 f02434
988e18 c5d11d 89cdd2 0a7ab9 b698ff 745865 f66f93 a32025
95de14 0a7d03 549ffa f2c7ec bf00a2 615c60 ba7ca0 f76a75
fe917b ffd532 818f16 4d642d 0a7e7a b1c4c5 2ec2f6 b810d7
cae32d 9bd4b8 0a7eed ea9be9 804572 aa7a9a f95461 c90a16
d5d1cd 6ec051 7bff61 0a7f08 765ee5 ea97ed 993681 a47c89
b32405 f05c08 dfc47b 948d71 0a8299 9c92fb d4cafd 764f5b
c4a164 eddab4 b0e500 0a8322 43d0d3 8f83f6 7149b6 8e6477
ea9c29 6efe9e 0a8450 5bb99a 858ba9 ceb1fb 665a6a b22ada
eda1a0 7fa60d 83f206 0a8542 7e89f4 784ea6 cdb9df ab7699
f38701 a8e98c 74b285 0a874c bca8c4 db18ff 9a02a8 755a6d
84513f cd5e16 dddf19 a1a294 78e3e2 0a889a aa08fb f468f2
745852 b9ea41 67bd5a 0a8902 7ff8c8 bc40cd 9a979a efbfed
e0d49e 93aa38 b4f201 0a8a6f 6eb6cd a662d9 8a377c bc2122
a13a0e 9a8c4d cdd926 64716c 91cbef 0a8afc 743fa2 db76a5
ee8a2d 49732e 52f3a1 0a8afd 9191b3 d1c2e6 9f0d94 f4217e
