# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
ccd197 67fe05 0dcc0a 128836 81998e 0292ee 0048f9 656365 b75ba0 f19dd1
d87112 97e207 42bb7c 0b6e3f 3efaa5 1c7be0 a7acb4 757d9a dfdbe5 dda7f6
e7d027 858670 b0bc8b 507128 5da627 37a5eb adcef3 0b6ee9 af749f 6f5361
c97746 c0b804 aae4cd 5db897 0b6eeb 798399 c6b1fe 655492 724d5a b91229
d4a743 e9dca4 0b6f0d 43ad9b 8fdcd5 a0a0d6 7f10f7 aa56f2 b92875 f54871
eb8513 eae228 0b6f3c 0df7a2 8ebab8 3595ee 6c4cfe ceb7fd 8d7e93 8b4395
958778 dcccb3 9cbb34 79ff64 506053 0b7080 b4c5fc 8992d9 a120d4 e60013
ff9b9a 994701 2cb501 3ce92a 0b70ba a69bfa e1c2f5 ad95b3 6d4d73 cc646b
8e6839 ccad77 919900 c5e638 525d58 8fa9a6 0b7187 6fccf1 8614dd d943d5
e6ab88 97e002 0b720b 18f5e7 8d9fa7 499bfa 165de8 8967a3 942967 d93f5b
bd1b08 f56a2e ac8e79 eed5ae 69f60f 0b724c 6fb1b2 996ddd 7631ca 915684
b98802 526124 a4cf4e 708956 35f1e7 0b7283 7b05ff eb8efd d930d5 ad9ea9
d5ac56 5c5a55 7c8767 0b7305 b6ecc0 78baac a68ffb dacfea 9255e5 a8428a
d5c3b9 ac5a08 aaf646 6ec13f 0b735e 0cceff 5c79fb 643fc8 835891 d281ad
b2ab5a 7c8402 4efc40 b1d0bf 0b7554 449e8c 6c22e7 ecd2fd 9854b7 fe76fc
db7b4a c7d344 5f6808 3ffdbb 25c499 0b7582 b8dbe8 8844f0 e193fa 7e474e
c98231 ced505 afe0bb 0b765e 3cfaf7 6db8cf 857ec9 68529b 9e8994 c80117
ad1a00 ba7b08 e1c71f 10b583 66f7d2 0b767c b3bede a286d0 8f43d9 7f4649
8a4441 f0b195 d2801b 72f103 7d8484 0b769d 3199f1 d8d9ef b2a6bf 8712ea
c7c61a aee5a3 0b7707 42ac8c 51e3db 7f809c b8a1f7 ba2cdf 725164 f61d45
febfba b1c50a 79817a 0b7b23 22be70 9bcffa 9930ea b874da 844370 f282b3
d3d296 86b910 b4f42f 0b7b3e 7ccdd3 3f37ff 7161cb b28af3 8f417a b78a92
e9cdaf 847f1b a4f901 46c906 95a595 4f6b59 28e6fc 0b7bdd 902a85 b56292
f3ac34 0b7c33 51fb9d 1ab499 bcd1e3 626264 d399f8 8b239e dc25f4 9f689f
f96f60 e9d32c c3e9a9 4de4dc 2fadae 0b7c7d a9afff 7519e4 b64bcd d3224a
d5c64b 6f6704 7e9900 8fe1ac 0b7d5b 5bb1a4 d3d3ef 6236f6 a072c0 970e90
fa530e 8f3d14 6bd67f 0b7f5c d0d9d7 655b79 7931ff 9d69d1 e7acfe e37cb0
b85a16 f98b1c c6ec76 0b7f6b 739aec 645a8e a32af6 9989a2 dac2d8 a61137
a36150 c2a525 ebe121 93e7ac 42b98f 0b808b c1bae9 794bd3 9f7cd8 9b205c
903c11 786459 aa721c f0d6ac dda735 3faefc 0b80d5 a7bdd3 55657d 9d8d8e
a2382d cb7a58 dac80c 55ffa1 81aaa3 0b868a c1dbe5 b79edb a629d6 6c525a
bb3908 f96602 f8d933 70b47d 0b877d 2deeff 714f90 c457eb bfbcc0 844249
8f6106 9bee69 61b84a 5d865f aeb3b1 0b89eb 5f2bfe 735f7f dba5eb 9f86a3
c53c2b d7982c fbce32 d7e0c1 60a77f 0b8af9 4152c0 7e6490 c49ed5 8f4456
ac2a0c 836656 cade4b 7aac41 1de2a6 b2cedc 0b8dcf 4d6c80 6d3fc1 ad8c92
67625c bac817 0b8e09 56fead 0dc599 bcd4da 374bea 8374fc d793e5 c25098
aa7923 785205 bdef89 849f79 546d54 0bd41b 0b8f95 8748eb d986e0 ccbcbe
cd9f81 d8dac3 6d7814 73db2a 1aeeff 0b91fc 544ee3 a49ec6 b56b79 874146
d51005 d5e725 a7b350 0b9254 79e3b9 7aada8 3252fb 9f70ce 724c87 f195f9
655e0a a5a51a bbda84 0b9261 71b8e3 8d2fec b864fe a5529d fd6f95 e9cbd0
af2612 ef580d ebc67d 8b8d6c 6abcac 0b949e c5dbe5 9a3bdf f263e9 84475c
ad2e19 ef4812 d5b84a 787d74 71dbae 0b94a7 cfdafa c084fe 9b2ffe 8d2987
b8e89e 54c323 45693a 0b9517 7c57de a68eaa ffacf4 9f3c8a ccc0c2 d88082
bbb2af f8b52e cde6af 6b6e69 0b953a 48e6fe 5d42fc 9b72f3 8e2890 d16da9
b9a58a 775303 e9dbab 649b08 14f12d 0b96a5 acb2e4 c25aff 9207e2 d41e76
7d7574 e7d201 388013 82c578 10ffcd 0b96bf 6443de c8b7fb 9e0e74 ac9ba1
775416 a48f0b c0da6b a8efce 0b9762 839e9d 6f6e82 c58aff b82ccf f2a7d7
9f5a11 e79b12 81de94 0b9865 5b6683 b9acfd 7b11e8 e7d4f5 d437fb 9f8ea2
c72c12 e5b7ad a0b649 4ffc00 0b987c c6e1ee 85a7bb 707492 5749ca b979fa
ca8681 887c14 9bae08 c5e005 43cdbb 0b98a6 505c76 aea4f6 824bd0 964448
7ba50f 278436 29f163 626b67 0b98fc c4e1f9 155aef 99719b 9b0997 d8abb4
8d3c3b eb4923 bbcb3f 47f4cd 0b9989 7bb9bf c5e0ff 5552c6 696085 e467f5
ac230e f9cf21 ae9e5b c4c8bd 427061 0b999c afd1fe a897f8 bb36e3 941b8e
d19a00 dfe457 28731c 67ecbb 79ab9f 0b99fc c1c1ec 8138e9 ba3e99 7f6468
784d3a 9dcd0a 7cfb8f 0b9a38 727393 dbc2ff 8e0af0 fb24f6 f2b2c2 b2888a
bff14f 7ac56e 0b9b0d 24f7d0 9999a5 6f648c 7106f6 e994fe d343f0 97434b
ca8e51 7f6f0b 84e200 cbd3cd 657e73 27d0f4 9aa6a9 0b9bc5 3f4ad6 9d297f
93a628 6d7a31 89e366 0cd2ff 0b9bf0 d5dce3 3d52e7 99187f a16b81 d497a6
745d56 943609 f2da06 0b9d3c 99c7b4 7b8e89 48e8f1 3a657c a587c0 a51be4
a2501c 665d54 a89333 f3ca02 68cc9d 0b9f7d 0efbf8 455c7b 8650e1 e866b7
645555 ffba19 326f0e 0ba00d 26fd9e c5b8da 7f39dd c376cd a24286 ff607c
b33803 ad9835 c6d51e 577851 7cf4b5 82b59f 0ba0a8 9a5df6 744682 fd81ef
b64535 b1962c e2ce19 8fd693 0ba17f 0ffdfd 4c6264 4a53e5 8e6ea9 f08bc0
884633 e57350 d8c71a b6dca5 53f7f9 0ba1e2 517398 a8a9ac aa1df9 7d7a7b
c79b46 7f5b0d c8e052 85a399 3ffcd7 0ba1e4 b8cbfb 4a62ea 5e548b 8b7898
f0a098 e0400e 676458 bab732 67e3d4 0ba1fd 8392aa 5860f2 b2159b a80f15
c18c4e 996010 29e604 4f6d56 b4d6bc 0ba28e 4d50d5 8c77d0 dfc9f7 64546e
d9c4b4 9cb35a 5ff317 538340 0ba387 c9dbed 9500fe a31f9d fb21de 6e535f
755624 72d124 cbe3d3 0ba552 7e8483 aaadb1 b370fa 8703fc e9c0f7 b225a3
d1d431 749910 77c374 85faac 0ba5fd 3d72ba 5d5864 f7a8cc 957a7f a53036
ad0d01 e2aa85 948a22 dadbd7 7ceb23 397149 0ba7ad aeaafe 6d6576 a742d3
7e4b48 cc2f04 d8e782 94c60b 0df4f9 0ba7ce 5c6e84 3251fd fdb2bd ff6579
777a02 bae10d 91ac3e 0ba7f9 176dd8 9f0376 fec8ef c45b94 855059 e29699
f99385 dcd9d4 4c6411 93e42d 0ba814 5457eb 9082f8 7a5580 bd8ab1 bd4a62
cc312b f37f64 e0c407 4ceab7 0ba8a3 c5d6f6 9197ec 3843fe 63607a a17073
826f54 bab599 6dd83a 0ba91e aca6f4 8071ef 5a40d1 9f2e75 db6aa0 fcc9dd
dda268 d8d608 758231 a1afa8 a2e6f2 1a80b0 0ba9fc 7534fc 903166 ac6a79
a62a09 93e33c 808d7a 0baa29 36f5ff 6262ce aea8ff e270b6 755f6c d5b8bf
a41711 b4d006 0baa3d 94ebc0 9baafd 8975e6 7e2fd0 fdcaf7 c87c9c 8d595c
b34c37 f3dc05 8fac56 6ceeac 0bab99 8612de b95dc9 833788 f793ea 70686b
896f01 e8d213 a7a84a 536e4a 2dfca5 0baba8 167c8b a1a8f8 996bdd 741ee1
eae216 90988d b6ccb3 0bac20 696a78 6a2cef c7a9d6 dd6dff a551bb b50c3c
e4310a 999766 bfde7c 7cdbf8 738f9a 0bacf4 5d4cfc 7962ac 7c4e60 f4d1d2
735407 a4ad86 79df52 0bad1f 5d5a92 695cfc e5d6ea ef93ff ef6db1 a63d5a
a15d0e c0c9bc 6fda62 767a78 0bad60 12fdfc 3854d8 675170 d273dc ad9bad
fb9983 70644d cfd909 0bae36 50f4d0 3457d4 847cfe b1a1e2 942869 c6598c
b9e211 7f8673 347300 0baf1a 1bdf8b b8e6fe b4a9bd b149cf db7ff0 9a2864
b3a7a3 34680a 86dd67 0baf44 0fffcf 8e9ab7 cfc8f9 8101fc 7d6191 ca49f9
9a492c f0d4a3 9c9040 32e709 0bb08d bbd0d6 718a9d 2360b8 575871 d878fb
918706 bdbe1a 83d1a2 197941 0bb0a8 9c80f4 e0d9ed 9226b3 9b1b64 dc5b7b
d2433c f78075 ecdbb4 26f842 136c73 75949e 0bb1ea b7c0c4 a132dd 982a45
835c00 ab8b26 fbda1a 4b604b 88f09e 71a983 c9d1d1 0bb1f7 7b4ae4 bb3786
a42700 e56125 7f634f edb563 b1e2bc 0bb39b 167077 9ca4e5 e7d5f0 b421c5
aa2a06 dee1b9 a9ada1 7fe350 0bb44c 5d60db 877e90 ce82ee ffbfe0 725159
c75400 aecb18 4d6442 0bb562 add9f5 8b8594 7f16fd 9f47b0 f269fc e3b7b9
739d11 90d52c 277e35 32ecb2 0bb594 1b6df8 b19dfa 7d718c 7d3d96 eacbf1
996830 b7f359 82b655 43f8c3 0bb696 3d7884 8627fd d8c7e8 f13ac8 a71553
eb280b f0d8c1 a7c864 3c806e 0bb69c a6d7f1 6a17f4 9554ed b581c6 9a3e8b
e6382e 8b7872 dbb028 9bae96 9ef294 0bb6c5 4c55b9 9a71f5 d4d3d5 8c4b75
86442a 81796f ba8f22 b9c5ab 78e91c 0bb6fd 3d6678 7e91a8 ae25e4 f8ccea
7a6f6c a6cf13 79a116 117913 97e9ca 0bb794 e7d4fe bf41f5 dd8dd4 9d1677
9c3e23 f2dd6b 717368 a0a39f 0bb937 4ef3c2 577f94 adc8da 2941fd b365ea
c72913 ef660f b9dd55 0bb977 5afec7 175ec9 7b78a7 b98cff e19dca 8e5265
7c4b29 fdd931 8d7e02 a5ac5b 9fdeab 0bb9aa a8a2fa d9cfec 8239ba d24e79
aa3e0b e36202 787a6b d1daa7 93d737 83f1ff 0bb9f4 b93ee3 744a80 da97a4
a42e0e bc7758 ded941 a1df9e 0bbbab 46f9ec 287b94 6f15f0 a551ff f28cfd
7f7573 f26824 d6e0d3 83e275 0bbc81 456084 2773e3 a69df9 c0abbd c10124
655650 dab972 888b45 d3eb13 a7d9c4 39f2fb 0bbdc9 367d98 8a87f5 6a48cf
953805 f58314 c7f023 98eeac 0bbe79 5d5fed 8179b4 f6a0f4 ab92a4 715e5f
cbc8c8 db2500 e6b72c 657c4e a4f19d 0bbe7a 2361c2 b482e5 7f4263 af688b
ebcd0a 339031 0bc167 9ecfb8 9295a7 dfd7f9 d19dfc a665cc 8f1cb1 cc0d73
dc493b f99469 f1dd26 79efb9 0bc1b0 18849e c2b5fe 947afc 6537f5 6c5062
785714 d4e0b8 2efc20 0bc246 1a7a5b 827cda 5d2eee fea7fe bd318e dd75a0
725e47 a85b00 f49e25 9ba16d a6dba0 5d8880 0bc2eb 5e4eb6 ab66f6 ded9e3
be8610 95db6f 0bc2f9 7781b1 4f5ff9 ded6e7 7c3d8f a8a4a8 b3074f de506a
eec6ae ab7304 8adf35 368a66 0bc2fc dadbea 8385b0 8853cf 913175 ae9ea5
bba6a1 7e7006 0bc34a 1bfd71 3b8767 a8b4e4 575c72 dcdce0 6237fe b356c9
b27112 dcc31c 0bc376 86eac5 769390 d2ddf7 5e65dd 67638a c4a6ee 834153
a41d09 bc743f 61604f 8dd56c 5dfcd8 0bc3ae 0d8b86 7241ff 9e69ca ebc5fd
b81003 f54a18 d4cd3d 5d5f48 0bc489 c5e5df 6d938d 147a8c cb14e7 ec91e1
aa7b00 aaf15e 0bc498 6d8688 6911fb 9158e8 825592 f490ec e3c8d8 9a3651
815b58 fba998 bdf158 5b8113 0bc526 3eece1 7b86fd 4448fc 5f5193 be82b2
ba241a facc4b a99e26 0bc7a7 646f80 8fa1d9 1244ff 5d77de dcdced 874951
cfba0e a6ab9c c0e3c3 3a8266 0bc9d1 364cfd a373f7 6c4b94 a172a5 eb0618
82625c c14001 f7731d d2c7b0 ffc440 999c93 0bcbf6 2d688d 6d91ac c90afe
e46c04 d0ca4d 0bcda3 b1eae6 9495ef 674bb6 948ba4 981f6b 9e6070 c52125
916b64 e27b53 bb3c09 a8de3c 0bcda6 2f93ae 5251da a89ffc 5a5775 ddcbf1
d74a38 f7c20c b8c69d bbe8e3 0bd0f7 1b52d8 797ffb 85608c b48ca7 983950
e9842b ebc187 5f5b2f cced02 a5c9c6 0bd1fb 958eb4 8f50d3 a61584 de3074
a2584c ed2e00 bf9483 d6e295 0bdb13 aacec6 5a808c 811fc5 f2b3ff f02bec
dd6258 efa114 b6edbe 96a89f 0bdfdb 3297b1 9659f6 8d3885 816f79 be191e
924e3b ff8322 d9e80a 1cab8b 0be1b9 217498 c8d4f9 9f9ed0 ad3afe 645560
d1504c f9910d 6d5601 bae585 0be5c9 55a6aa 396871 d2aff7 d963ff b313e1
bb9472 96ba0b c3ee36 595c50 4d8327 0be7bf 9bb1f4 8a53fe 8e8699 844486
efd57a b3a863 0be8d6 36a9ad b7a4fc 7629f9 9a61d6 a82d89 b4727b ae081c
da2004 cfaf1f a0d49f 0befff 2f99ff 2c64d8 7f88ad 575c7a adabb4 c75c64
bd912a 726d01 d5d8a6 0bf021 c6e1f6 afa0e1 954cfe 982f9f d1548a a11a49
9e3c20 c3dfb3 4cb640 0bf734 247b6d 8b8fb9 5c5481 dfb0f5 a931da d8909a
cda950 e5e332 7c8325 4d6243 28b897 0bf7c8 43867a a1c9e8 cb41d8 8d4187
e5bdbd b93425 86b766 0bf851 4d8c6c ced9fd 5e5f6f a15ef8 881bb8 bf7abf
fab2ae b3bc3e 34894c 5d6565 0bf8fe 2e4fe1 9e9efc af66ad 8e8b8d e6000a
a05831 a7a62f 0bfa32 12a782 cae2df 405db7 7a83a0 d9b8fd d16cf5 6d6364
937c7c 37b028 0f6c32 0bfb83 dbdbdd aaaabc 6133fc 8c63da dc8fff a9277d
605853 937e07 9eb253 cee6af 0bfd3b 1b92e7 3a54e6 a8398b e5b4c8 df6d8c
cae32d 9bd4b8 0bfefa b2a8db 5c2ef3 9b63ec 6e558b aa7a9a f95461 c90a16
9e3d39 f03d22 cfb377 c3e00f 0bffd3 96c9d6 bd99fd 7121e9 b15db3 83757b
fab8b0 aed01f 7d924e 117305 0bffee 3998fd 95bbe6 7c51b3 c38799 91606e
8c5130 f6c32b b39308 50fc9e 0fba85 64827c aecbd8 0c48f6 615a77 cf50bf
c85008 7c7460 a3b04c acee54 24f4af 0f95f6 586478 0c48f8 e2badc cf83a1
cd3018 c58a5c 90e401 4c715f 0dfacb 209a94 0c4af2 a078ea cdbce1 844797
fea65e 688d01 2a6f3c 88eec1 0c4cf0 d4defb aaabae 9a70f5 db9cf7 8c638a
9a7b75 b12301 e75f14 d1e3a7 86e303 1df2f6 17a4ff 0c4eee 6d659a d399b5
d77717 d2d124 64df9f 5e7c72 8ba4a0 518af1 0c4ef0 d5ddf9 71558c bc2529
c38479 58730e 77b616 62ff5e c2d8c7 3099ca 0c4ffe 80349d e6b6e5 ac4c7c
905613 bd8520 cfcc1b 5dd1ad c6d6f6 0c50e0 5f7bcd 888b98 c19ffa 665b63
9c2c07 c8650a e6bb49 d9deb6 8f9a88 4a7853 b5dce6 0c53f5 8ca6f9 9867a0
f56b14 875824 9a906c cdd5ba 58fd54 98b0b0 1c98d5 0c54ef efb5f4 c0397b
efd9b4 828211 8ed409 14b8a5 3d8283 7ee7ee 0c54f7 634e89 f074ea a93454
d9ea23 9baf3b b9e1c2 15b182 337e6e 0c55f9 a079e7 85329b deade0 c10321
974f4b c77971 cb380c 52c117 57fa89 0c57ec 585770 b0a9fb 9b76bb cbbac8
e26d49 b4ae9b e6bc0a 52b5ee d2dae3 0c57f5 7f63a8 784b64 aa778c ae3742
905f05 fdbd25 ad9e4a c6dfae 6a7966 97aaaa 92cbfa 5c99d6 0c5bf6 72508d
8b564e c15419 d59411 e1deb1 30fd36 60ae91 b8cbdd 0c5cb9 726b7b ae81c1
f0d6d2 8a6e1e b7a134 bae37f 26b48d 0c5cc2 576985 aa79e6 fd93cc 9c3b52
ba5b19 e2d5c5 c1ab06 8aff00 879a77 517264 0c5de0 a5bbe1 698be4 8c5c91
f2d4c1 92660d bd9135 afda57 66ccd9 0c5ded 6d75b2 a195fb af335d f97c92
ec8012 b8f156 70d281 0c60e8 9587fd 706a9b d8c8e2 7a485b b20b20 a17c7d
a62919 b6aca1 f1d9b0 6b7c5f 34da06 44a32b c6d9e7 0c61d9 9998e9 895887
a93027 9fee15 42c960 adb4b1 0c6690 3c81fe 8e8796 e5d5f0 e29cfb 7b5f61
c76a0a f4a451 d1e3ad 456e56 529c9b 9ddce9 0c67e8 ac87e1 714781 b0021f
944718 937f6c e18616 e6d01a 2bd994 b6e7e5 0c686c 3c94cc adaab5 8a33da
ac2e03 746653 b88a48 ecbd47 69fcb8 78898b 0c6982 9ec0cc b989f7 9e20fd
dcc0b4 a89378 70db2c 319e0a 0c6c14 c6cdf1 a194ef 6f54b3 d266a1 7e505e
f4d5ce bfa596 81cc2e 349e1c 0c6c3b 75e8fd 22b7de 354ff8 7e6e9d a26e78
80841f c3eba2 89b966 41eb09 3f9772 0c6c5e c0a8e9 7b2af1 a44faf f2c6db
98cf16 779043 0c6d16 83faa1 84a2e4 dfcaeb bd0ddd 725672 af7b9a f0858b
fb6243 c63815 ecd7a4 b3db27 5fa48b 0c6d57 6aeae2 7c2af4 c783ef 895790
eed107 a9a00d 90f6a2 b5c4c3 19c8ec 88989d 0c6dcb 8c5c83 a61a4b d25e6a
f4804d cd4d0d 8cf88d 0c6ddb bdbcfa 9f95b2 766b89 e5c2c8 864953 b1797f
8c6b6b fb6e4d 8cf553 0c6e0e 7ab4ea 5b3ef5 996be8 e0dce3 ba0188 eb9ea4
945411 99a290 5bc936 6fff80 bcd7c3 0c6e5c 8451f9 6e4499 986ba6 ff86d6
dd805c b15314 fec979 85dccc 0c6e5e 93989a 6c689a caa6f1 8b1be4 bc62f5
f7d76a b99c00 0c6f1d 1c9f69 cfd4d2 87cdf7 929aa2 8a21d6 d94fd0 ba2580
d05d1f d6b207 979780 8fe5bd 0c6f52 5298a6 a28aff 7962cc cdb2f1 813d74
9e600d b9ad8c f5da38 7daf02 0c6f53 1c9f9c b5cce4 68628d a63ef4 e76ce9
d9d523 59701b 95ad6f 95dab9 0c7060 7398f5 dad9f7 714af7 ad589e bb8fab
ba9602 d6e0ce 0c710e 7bbf84 21f541 6858f9 8f80b1 d6acfd 9a3e76 de295c
cb2b2a f96342 ebcd76 a6aca4 c4e3d3 0c726a 5fc5e4 7043ff aa6fca 81389e
afa87a a3d84b 6a7e6c 14a022 0c7317 61c5bc 9d23fe cf5def 7b4280 fccbff
a42206 ca9c3d d5d708 9fccac 0c734b 459c88 6decfc a88df1 8326fd 9155b1
a32411 e4b881 aa7e28 b5f51c 9fa59f 6b786c 22f4f2 0cb1ca 0c7385 a938f7
f0780d 7c5305 f5cd0a 697f67 c1ccc2 5fa7aa 0c748c 4fd3f5 7334ed bf6aea
d08c8b c5ce49 51a60e 555e50 0c750f 78f9c6 bcccf8 7d31f3 a175cc b75285
987874 ed7f1b a7ba9b 3ef974 0c752c c2e7dd 578edc 727590 7005fb edb2f9
e78d15 d8c385 0c7635 38ab9b c3e2e9 baace6 7844fe 7c3d91 b767c6 f43f6c
aa964d eecc15 7ef6ad 0c7639 6f7877 214af9 7387f1 bbbdfd 994595 e887ab
a23604 6d5245 7a8561 aff42a 71b50f 5ce2b4 0c7677 a67ffd a22ed5 cc95c8
988116 c9ab11 9ac086 85fa78 0c7693 52a1c0 9444fd decae2 bc5a67 ab1023
a27a71 b1ec4b 61a620 0c7825 69d5a3 6e62ac ac81fa e4d9e7 cea2d3 6e5464
cad125 2fad2f 0c7918 48dba5 c9e0fa 9facbb 665fec 9073ab e587fd b9536e
a03931 e89547 b06f06 eddf58 829d85 87c7c1 0c7b74 9773ce 6f41af cc9df5
774f4d a33901 977f4e d9d21d a8aa9c b7eda8 6cd5dc 0c7b83 1ca7bc b432e2
f0d5cd f78b5b a17712 76f806 4d6046 6d9186 0c7d9f afb6c5 6838ea c968fe
cfd0b9 5c7f15 88fa1e 6dc428 0c7e66 26dbfa 119bf3 6a3ed3 8a6c9a d5849a
f6bcb7 7f650e 0ffd3d 22b555 0c8165 b5bbe2 5f5b75 722ffd e82abd b4979f
8c591c a4894f 7cd54a 656f6b 17fabb 3fb3f5 999fa4 0c81e3 3b5c8f d8cae5
d3c745 347e21 2ad3a7 b0e0f2 0c82f0 aea6f2 6326f1 938197 7e4784 f94064
ee562e 9e3b13 deba5b cad8c7 0c8388 9aeefe 9dabe9 57509b 976fe2 aea3ad
e8b204 8da85f 555c50 0c8525 58caaa bdd1f0 7447d3 a678fe 7b4b7e b37190
95540b 86a106 a7f244 54ca8e 0c866c 6b2ade 764d8c e36bfa 9e7aa1 deb8da
d5c71c 625d15 7a8c07 71fca8 13c080 0c8788 5b57ae a772ff ef82c6 b43764
f4ca10 5b6b5a 0c8807 13b368 66e3bb d2ddf6 8971f2 c9a6fe aa7ea0 893f75
b97b49 6c5527 b8ecca 20e86d 98b8a8 538980 0c89fa 6b57a1 a191bc efb9ed
645e5b eee22b b9c1a4 76a627 287d27 72e4fd 0c8ae5 5040e3 c493b7 b1498f
ad9903 577513 a6c78c 42fa35 0c8b6a 6aafca 5149ca 8275dd 725775 e2d9dd
e7d21d a4b171 51604e 0c8d25 4afbcc 96bdcb 399ff0 7a51d5 963982 997787
e79f95 a1e33d 59b32c 288428 0c90ea a7a4c7 5d47f4 dfd0e6 867f89 803895
89ac0c a2e12b 0c913f 4ef9a5 6cb998 8452d1 cdb8dc ab0686 c571b1 744f54
aa9913 797102 adb9a6 83dd64 0c9266 b664ff 9b2cbd fac1f4 ee71bc 9a2362
d95908 bab96c ade809 0c926d 4fe5c3 868da4 5c5783 9020e7 e978f8 ffc6ff
ec8e87 a18301 d0cc4e 426930 bde7d2 0c949f 74c1d9 a587fd 7a5ad1 d42d79
948b71 d6c75d 0c9507 49d1a7 5d6d6c 8594a6 cad1ff 704b87 ad2fec db68f2
905d48 af8e7f c85609 dbbca0 ec920f b8e8ea 0c95fc 5d7997 365aeb b1b0e2
aa2809 e3512e b4c63c 8f9379 546b5e bce1db 0c96af ada1fe 8162f7 6a4d7c
ce2103 dca180 f66e03 cfd721 61fcc9 0c96e1 bfdbed 4d5da8 ac6f8c 7f484c
7a4c37 efdd2c 75ba7a 0c9720 7c8584 4c647a c4d3fd 8433e6 ab67e1 b4b0b7
e4b783 e68707 9dfb20 316c1c 0c975f 49c1be 26f4ff 7b5bda a789e5 926795
eed15c 8da916 0c9855 65d5a9 c5dff5 6e3bf0 a27ef7 845ca4 c298c7 9b2e5a
7e793b c4d93d 76b868 4bdebe 0c988d 406077 c0e3fd 8f7cdb baaaf5 9003df
934402 e2e22c 78b20b 42624e 39d09c 0c996d b1d9e7 a393a6 d439e3 825d83
815601 b29d46 bfed20 7c837d 66dcac 8dacb2 277294 575b5d 0c99fe f6b6fd
aca56b 4de018 b9d4b7 0c9a05 58605b a934f3 fecbf7 a6268c e48ac6 dc4e8b
bda049 e2dd53 4d6b23 2fe4b2 0c9a77 b7cfec 8844f7 8d5296 ea5fdc a00f5c
d1a96f 8c8021 d9e561 33683e 0c9b90 aed0d3 553efe a694d6 8164bd ed3e7b
765b37 ac976e 84c00a 5ef48f 0c9bb3 c1aefe 8151e8 a20870 d3468b edd5dd
d1e30c 166e00 0c9e3d 31ca97 82f6da 9190f6 6d5ecd 8b8a8f 735b82 d6a1c9
7b4e20 a69e95 e6d7c5 56ed4b 0c9e46 5e5c7b 8a00ff e723cc fd95d1 837072
a2a722 aef332 53dda0 84a196 647371 0c9eb9 256483 994fec e2beee b31e3b
a36e51 ecc345 5a5f02 84b28d 64fcc8 38687a 0c9ef3 cfd6ee 824ae6 a494ad
a21d15 f15300 d7be6b 4d6752 c6dad1 0c9f62 51e3fd a3a2b6 cd6ff7 9d3db1
957032 f6da00 b0b137 0ee9b5 0c9fbb c5cff5 4f63bc 685b78 f05f7e 893e42
937371 814639 b2f319 63ca60 0ca017 3b4ff8 b7b2fe 6d5fa6 ef75b8 f4c5cd
9b4c12 605e50 d2d546 97b1a2 0ca05a 71f4dd 8556fe 91569d fba5fe bd83bf
ac2417 f3b07a c68402 b9f306 59735a 79ddd3 0ca097 9461e1 c9a4ff 823d70
fb8b47 854f0d f8db2d c3d3af 27dffd 0ca0ed 325ee2 62517d 9e7987 e02c55
5cdc00 2e6a0b 6a9659 c0e4c4 0ca0f4 7041ed dbc6ec 873e91 706b70 ca8ca6
8d7a70 566017 d8e0d3 a5b0a2 8de979 0ca126 a716f7 cb68c3 e4b5de 9f2b7a
f77c6c f0d29f 5a5d2c b1dc01 5f890a 4dd9d2 0ca1fe 4b5fdc b272b0 904265
9c3c0a bec398 84d105 0ca335 3e7164 31f9fa 8a999c 8a35ff a358b2 d38ddf
c1af01 dfe70b 788121 5ae187 446d52 0ca486 c3d5f0 8336a7 fa5efb b261a3
f1d6cc ed9c7a c57027 bbea0c 0ca4a6 97ccea 1c64fe 59598f a390f6 cb2257
cd0f0c ee7502 e9cd3d 8bf9a9 0ca578 276f64 91a8fb bbb8c0 7600f1 b44fb2
b42716 c77822 f8a711 6d6b5d 75b67c 99f3ae 0ca8ec 57819c 8450f1 eec7ec
905e4e f2d107 b5c083 0caa1b 4cfcd0 a4cddf 423cf5 645aa0 a390eb c57f99
8d4a04 0cae18 7df095 9ebdad 6f75d6 dcdaf0 6639cf c59edd 805b7f c86678
c83506 d0c63b 0cae5b 2aeea3 a0b8d7 3b46ed 615897 8a7fa7 cf73fe 775e61
86503b cf671a 85d004 25e9a8 0caf8e 477d87 323ffd 9763d2 e6d3e7 d78fcc
c05226 bfa371 c8ee32 85877e 58edbb 0cb0f2 9fbdca 3a64fb a46b9e 8c3c6a
735624 c4dc49 7a7e6d 0cb113 4efeb2 9dc6bc 1b7385 9c15f2 cc53cf ff9cfe
5c7725 49ee43 0cb213 6433fe d6c8ff a162a5 f364f9 928c90 a20758 dfb4c1
dd6f02 826a3d a0c668 88fb1b 0cb28d 6f757e 444ecb a071fe e4bef0 c08bbe
eeb51a a78a15 9cb67f 95edcf 0cb2b1 4b3df7 9d68fd d2a5ff 7d51a3 a35051
aa2b29 ce752e c1b488 74f72e d4e1d3 3b9377 96afb4 0cb2f1 7761ce 805e7f
cec433 789a33 4a652c 15f4a2 0cb38c aecfdb 7844f7 bca3f8 9a70c8 a42d7f
